CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,RFM_Segment,ML_Cluster
C003241,9,10,24520.31,5,4,5,545,14,Champions,0
C003242,80,11,27222.05,3,5,5,355,13,Champions,3
C003243,58,9,16165.84,3,3,3,333,9,Potential Loyalists,3
C003244,13,10,16635.65,5,4,3,543,12,Loyal Customers,0
C003245,75,5,12112.8,3,1,2,312,6,Recent Customers,1
C003246,36,4,9898.83,4,1,2,412,7,Potential Loyalists,2
C003247,223,5,9036.1,1,1,2,112,4,Lost Customers,2
C003248,7,12,48503.13,5,5,5,555,15,Champions,0
C003249,119,6,11728.03,2,1,2,212,5,At Risk,1
C003250,36,6,4868.530000000001,4,1,1,411,6,Recent Customers,4
C003251,213,5,6137.96,1,1,1,111,3,Lost Customers,2
C003252,152,8,7945.309999999999,1,3,1,131,5,At Risk,1
C003253,3,8,29419.02,5,3,5,535,13,Champions,0
C003254,11,8,12559.85,5,3,2,532,10,Loyal Customers,4
C003255,40,10,25147.93,4,4,5,445,13,Champions,3
C003256,90,8,16192.8,2,3,3,233,8,Potential Loyalists,1
C003257,103,5,12791.87,2,1,3,213,6,At Risk,1
C003258,29,13,22305.4,4,5,4,454,13,Champions,3
C003259,18,14,24542.76,5,5,5,555,15,Champions,0
C003260,44,11,13856.27,4,5,3,453,12,Loyal Customers,3
C003261,209,7,20360.65,1,2,4,124,7,Potential Loyalists,1
C003262,178,10,7864.88,1,4,1,141,6,At Risk,1
C003263,94,6,15124.66,2,1,3,213,6,At Risk,1
C003264,265,5,10819.07,1,1,2,112,4,Lost Customers,1
C003265,191,11,17333.48,1,5,3,153,9,Potential Loyalists,3
C003266,287,5,17465.95,1,1,4,114,6,At Risk,1
C003267,84,6,16600.47,2,1,3,213,6,At Risk,1
C003268,12,7,19955.44,5,2,4,524,11,Loyal Customers,0
C003269,69,11,17915.02,3,5,4,354,12,Loyal Customers,3
C003270,248,11,24940.3,1,5,5,155,11,Loyal Customers,3
C003271,15,6,10849.1,5,1,2,512,8,Potential Loyalists,4
C003272,112,8,17770.489999999998,2,3,4,234,9,Potential Loyalists,1
C003273,1,10,22771.42,5,4,4,544,13,Champions,0
C003274,78,10,10564.24,3,4,2,342,9,Potential Loyalists,1
C003275,45,14,23495.18,4,5,4,454,13,Champions,3
C003276,56,6,16992.05,3,1,3,313,7,Potential Loyalists,1
C003277,65,8,19243.83,3,3,4,334,10,Loyal Customers,1
C003278,129,9,36810.48,2,3,5,235,10,Loyal Customers,3
C003279,47,8,11295.16,3,3,2,332,8,Potential Loyalists,4
C003280,61,8,25598.0,3,3,5,335,11,Loyal Customers,3
C003281,168,6,22351.31,1,1,4,114,6,At Risk,1
C003282,32,11,28588.26,4,5,5,455,14,Champions,3
C003283,87,12,13811.69,2,5,3,253,10,Loyal Customers,3
C003284,64,9,14480.18,3,3,3,333,9,Potential Loyalists,1
C003285,174,8,33770.08,1,3,5,135,9,Potential Loyalists,3
C003286,25,6,17748.98,4,1,4,414,9,Potential Loyalists,4
C003287,243,9,20603.82,1,3,4,134,8,Potential Loyalists,1
C003288,51,8,9369.63,3,3,2,332,8,Potential Loyalists,4
C003289,101,9,17928.44,2,3,4,234,9,Potential Loyalists,1
C003290,82,9,17252.670000000002,2,3,3,233,8,Potential Loyalists,3
C003291,193,8,12346.71,1,3,2,132,6,At Risk,1
C003292,39,10,22910.86,4,4,4,444,12,Loyal Customers,3
C003293,54,4,6624.05,3,1,1,311,5,Recent Customers,2
C003294,40,10,36624.97,4,4,5,445,13,Champions,3
C003295,96,6,11874.42,2,1,2,212,5,At Risk,1
C003296,5,10,14218.82,5,4,3,543,12,Loyal Customers,0
C003297,42,7,17411.48,4,2,3,423,9,Potential Loyalists,4
C003298,188,13,40599.56,1,5,5,155,11,Loyal Customers,3
C003299,104,7,15731.34,2,2,3,223,7,Potential Loyalists,1
C003300,162,8,18115.43,1,3,4,134,8,Potential Loyalists,1
C003301,67,9,10224.78,3,3,2,332,8,Potential Loyalists,1
C003302,57,6,7062.31,3,1,1,311,5,Recent Customers,4
C003303,74,6,12197.25,3,1,2,312,6,Recent Customers,1
C003304,29,12,33203.79,4,5,5,455,14,Champions,3
C003305,24,9,20204.06,4,3,4,434,11,Loyal Customers,3
C003306,23,11,17664.41,4,5,4,454,13,Champions,0
C003307,62,7,10061.35,3,2,2,322,7,Potential Loyalists,1
C003308,1,10,18275.87,5,4,4,544,13,Champions,0
C003309,64,7,6650.89,3,2,1,321,6,Recent Customers,4
C003310,23,8,20295.94,4,3,4,434,11,Loyal Customers,0
C003311,187,9,8214.65,1,3,1,131,5,At Risk,1
C003312,12,7,10227.89,5,2,2,522,9,Potential Loyalists,4
C003313,94,7,13284.68,2,2,3,223,7,Potential Loyalists,1
C003314,55,16,37813.9,3,5,5,355,13,Champions,3
C003315,17,7,5963.94,5,2,1,521,8,Potential Loyalists,4
C003316,124,6,9895.19,2,1,2,212,5,At Risk,1
C003317,86,10,11619.27,2,4,2,242,8,Potential Loyalists,1
C003318,37,7,15234.59,4,2,3,423,9,Potential Loyalists,4
C003319,38,10,7686.99,4,4,1,441,9,Potential Loyalists,4
C003320,296,5,12015.48,1,1,2,112,4,Lost Customers,1
C003321,60,10,20441.84,3,4,4,344,11,Loyal Customers,3
C003322,99,12,22685.07,2,5,4,254,11,Loyal Customers,3
C003323,28,9,13451.19,4,3,3,433,10,Loyal Customers,4
C003324,106,3,4763.610000000001,2,1,1,211,4,Lost Customers,2
C003325,83,10,28900.54,2,4,5,245,11,Loyal Customers,3
C003326,160,6,18037.36,1,1,4,114,6,At Risk,1
C003327,328,7,14794.74,1,2,3,123,6,At Risk,1
C003328,123,8,12328.8,2,3,2,232,7,Potential Loyalists,1
C003329,288,6,21107.53,1,1,4,114,6,At Risk,1
C003330,66,7,15516.99,3,2,3,323,8,Potential Loyalists,1
C003331,10,14,25563.71,5,5,5,555,15,Champions,0
C003332,305,6,18372.25,1,1,4,114,6,At Risk,1
C003333,245,8,8993.32,1,3,2,132,6,At Risk,1
C003334,94,10,11442.82,2,4,2,242,8,Potential Loyalists,1
C003335,12,9,8435.1,5,3,1,531,9,Potential Loyalists,4
C003336,12,10,13623.84,5,4,3,543,12,Loyal Customers,0
C003337,333,4,6499.799999999999,1,1,1,111,3,Lost Customers,2
C003338,338,4,5821.96,1,1,1,111,3,Lost Customers,2
C003339,172,8,19495.58,1,3,4,134,8,Potential Loyalists,1
C003340,172,9,19757.66,1,3,4,134,8,Potential Loyalists,1
C003341,294,7,12639.81,1,2,2,122,5,At Risk,1
C003342,71,6,8889.68,3,1,2,312,6,Recent Customers,1
C003343,91,3,13212.84,2,1,3,213,6,At Risk,2
C003344,505,2,1520.84,1,1,1,111,3,Lost Customers,2
C003345,198,3,2837.79,1,1,1,111,3,Lost Customers,2
C003346,141,8,15326.67,1,3,3,133,7,Potential Loyalists,1
C003347,271,3,6861.91,1,1,1,111,3,Lost Customers,2
C003348,268,8,7867.13,1,3,1,131,5,At Risk,1
C003349,7,12,15240.89,5,5,3,553,13,Champions,0
C003350,31,6,11936.21,4,1,2,412,7,Potential Loyalists,4
C003351,272,6,14074.97,1,1,3,113,5,At Risk,1
C003352,9,8,14385.05,5,3,3,533,11,Loyal Customers,0
C003353,28,6,12856.36,4,1,3,413,8,Potential Loyalists,4
C003354,128,7,26524.26,2,2,5,225,9,Potential Loyalists,1
C003355,313,6,13649.76,1,1,3,113,5,At Risk,1
C003356,153,13,22491.0,1,5,4,154,10,Loyal Customers,3
C003357,33,15,35541.69,4,5,5,455,14,Champions,3
C003358,219,4,4102.01,1,1,1,111,3,Lost Customers,2
C003359,32,5,12196.75,4,1,2,412,7,Potential Loyalists,4
C003360,102,13,24001.47,2,5,4,254,11,Loyal Customers,3
C003361,66,8,27879.03,3,3,5,335,11,Loyal Customers,3
C003362,462,3,4736.96,1,1,1,111,3,Lost Customers,2
C003363,474,7,14334.45,1,2,3,123,6,At Risk,1
C003364,79,13,31402.11,3,5,5,355,13,Champions,3
C003365,6,15,33780.39,5,5,5,555,15,Champions,0
C003366,37,7,13077.98,4,2,3,423,9,Potential Loyalists,4
C003367,113,11,27002.5,2,5,5,255,12,Loyal Customers,3
C003368,6,10,25432.69,5,4,5,545,14,Champions,0
C003369,53,6,26540.05,3,1,5,315,9,Potential Loyalists,1
C003370,99,10,17883.64,2,4,4,244,10,Loyal Customers,3
C003371,157,6,6764.42,1,1,1,111,3,Lost Customers,2
C003372,53,6,5819.09,3,1,1,311,5,Recent Customers,2
C003373,8,11,39586.5,5,5,5,555,15,Champions,0
C003374,46,9,20006.36,3,3,4,334,10,Loyal Customers,3
C003375,182,9,23941.21,1,3,4,134,8,Potential Loyalists,3
C003376,34,6,8716.45,4,1,1,411,6,Recent Customers,4
C003377,24,8,13010.65,4,3,3,433,10,Loyal Customers,4
C003378,35,5,5243.08,4,1,1,411,6,Recent Customers,2
C003379,104,9,12381.57,2,3,2,232,7,Potential Loyalists,1
C003380,24,7,22113.7,4,2,4,424,10,Loyal Customers,4
C003381,12,12,19514.0,5,5,4,554,14,Champions,0
C003382,148,11,19047.84,1,5,4,154,10,Loyal Customers,3
C003383,16,7,6047.5,5,2,1,521,8,Potential Loyalists,4
C003384,127,3,4546.59,2,1,1,211,4,Lost Customers,2
C003385,32,9,15478.44,4,3,3,433,10,Loyal Customers,4
C003386,30,8,19571.25,4,3,4,434,11,Loyal Customers,3
C003387,99,7,8817.5,2,2,2,222,6,At Risk,1
C003388,59,14,17205.9,3,5,3,353,11,Loyal Customers,3
C003389,22,12,14961.81,4,5,3,453,12,Loyal Customers,0
C003390,15,10,8331.49,5,4,1,541,10,Loyal Customers,4
C003391,83,8,6338.04,2,3,1,231,6,At Risk,1
C003392,8,16,15770.03,5,5,3,553,13,Champions,0
C003393,105,8,33385.48,2,3,5,235,10,Loyal Customers,3
C003394,46,10,33903.73,3,4,5,345,12,Loyal Customers,3
C003395,23,11,20578.1,4,5,4,454,13,Champions,3
C003396,10,6,17734.15,5,1,4,514,10,Loyal Customers,4
C003397,65,11,8396.3,3,5,1,351,9,Potential Loyalists,1
C003398,5,13,54826.88,5,5,5,555,15,Champions,0
C003399,107,6,7428.23,2,1,1,211,4,Lost Customers,2
C003400,58,10,22918.63,3,4,4,344,11,Loyal Customers,3
C003401,16,8,8844.95,5,3,2,532,10,Loyal Customers,4
C003402,42,12,19815.57,4,5,4,454,13,Champions,3
C003403,11,10,13355.49,5,4,3,543,12,Loyal Customers,0
C003404,2,4,7139.48,5,1,1,511,7,Potential Loyalists,4
C003405,56,13,25509.34,3,5,5,355,13,Champions,3
C003406,25,9,10677.3,4,3,2,432,9,Potential Loyalists,4
C003407,66,8,7142.84,3,3,1,331,7,Potential Loyalists,4
C003408,38,7,17970.68,4,2,4,424,10,Loyal Customers,4
C003409,331,8,19124.0,1,3,4,134,8,Potential Loyalists,1
C003410,186,8,11203.45,1,3,2,132,6,At Risk,1
C003411,187,4,6971.83,1,1,1,111,3,Lost Customers,2
C003412,32,7,15283.02,4,2,3,423,9,Potential Loyalists,4
C003413,6,8,9720.69,5,3,2,532,10,Loyal Customers,4
C003414,32,12,18601.52,4,5,4,454,13,Champions,3
C003415,7,7,7099.23,5,2,1,521,8,Potential Loyalists,4
C003416,214,2,1583.32,1,1,1,111,3,Lost Customers,2
C003417,34,5,13092.24,4,1,3,413,8,Potential Loyalists,4
C003418,24,9,7079.03,4,3,1,431,8,Potential Loyalists,4
C003419,42,7,7256.55,4,2,1,421,7,Potential Loyalists,4
C003420,202,11,30877.76,1,5,5,155,11,Loyal Customers,3
C003421,115,11,12694.35,2,5,2,252,9,Potential Loyalists,1
C003422,77,6,12398.26,3,1,2,312,6,Recent Customers,1
C003423,72,8,12401.35,3,3,2,332,8,Potential Loyalists,1
C003424,69,6,10345.52,3,1,2,312,6,Recent Customers,1
C003425,2,8,11359.87,5,3,2,532,10,Loyal Customers,0
C003426,14,8,14835.74,5,3,3,533,11,Loyal Customers,4
C003427,30,10,38740.8,4,4,5,445,13,Champions,3
C003428,15,9,6374.15,5,3,1,531,9,Potential Loyalists,4
C003429,165,8,11188.28,1,3,2,132,6,At Risk,1
C003430,41,11,9086.42,4,5,2,452,11,Loyal Customers,4
C003431,55,8,8503.16,3,3,1,331,7,Potential Loyalists,4
C003432,166,9,21716.84,1,3,4,134,8,Potential Loyalists,3
C003433,132,7,10624.98,2,2,2,222,6,At Risk,1
C003434,19,13,38828.65,5,5,5,555,15,Champions,3
C003435,49,8,10172.64,3,3,2,332,8,Potential Loyalists,4
C003436,24,4,3898.34,4,1,1,411,6,Recent Customers,2
C003437,5,10,21018.12,5,4,4,544,13,Champions,0
C003438,271,3,9774.81,1,1,2,112,4,Lost Customers,2
C003439,315,10,23400.24,1,4,4,144,9,Potential Loyalists,3
C003440,18,10,11831.09,5,4,2,542,11,Loyal Customers,4
C003441,28,6,17745.36,4,1,4,414,9,Potential Loyalists,4
C003442,28,11,25636.71,4,5,5,455,14,Champions,3
C003443,152,9,15650.57,1,3,3,133,7,Potential Loyalists,1
C003444,20,7,12002.1,5,2,2,522,9,Potential Loyalists,4
C003445,52,4,22911.45,3,1,4,314,8,Potential Loyalists,1
C003446,70,9,23344.73,3,3,4,334,10,Loyal Customers,3
C003447,187,5,28240.57,1,1,5,115,7,Potential Loyalists,1
C003448,222,5,7692.17,1,1,1,111,3,Lost Customers,2
C003449,10,7,28404.83,5,2,5,525,12,Loyal Customers,0
C003450,134,6,22207.59,2,1,4,214,7,Potential Loyalists,1
C003451,89,6,9624.99,2,1,2,212,5,At Risk,1
C003452,56,9,23128.23,3,3,4,334,10,Loyal Customers,3
C003453,148,6,15931.43,1,1,3,113,5,At Risk,1
C003454,36,10,24387.19,4,4,5,445,13,Champions,3
C003455,85,9,31062.9,2,3,5,235,10,Loyal Customers,3
C003456,53,12,24792.15,3,5,5,355,13,Champions,3
C003457,43,9,15575.93,4,3,3,433,10,Loyal Customers,3
C003458,78,12,18414.89,3,5,4,354,12,Loyal Customers,3
C003459,154,8,15368.26,1,3,3,133,7,Potential Loyalists,1
C003460,29,12,15680.09,4,5,3,453,12,Loyal Customers,3
C003461,97,12,41729.37,2,5,5,255,12,Loyal Customers,3
C003462,346,5,5216.17,1,1,1,111,3,Lost Customers,2
C003463,50,12,11694.82,3,5,2,352,10,Loyal Customers,3
C003464,17,5,8997.04,5,1,2,512,8,Potential Loyalists,4
C003465,59,6,9447.02,3,1,2,312,6,Recent Customers,4
C003466,116,6,14120.33,2,1,3,213,6,At Risk,1
C003467,398,5,8116.17,1,1,1,111,3,Lost Customers,2
C003468,34,8,40045.46,4,3,5,435,12,Loyal Customers,3
C003469,6,7,16333.51,5,2,3,523,10,Loyal Customers,0
C003470,35,10,26333.25,4,4,5,445,13,Champions,3
C003471,22,12,41268.23,4,5,5,455,14,Champions,3
C003472,71,8,17951.4,3,3,4,334,10,Loyal Customers,1
C003473,251,5,6040.72,1,1,1,111,3,Lost Customers,2
C003474,16,9,19969.43,5,3,4,534,12,Loyal Customers,0
C003475,23,7,10397.41,4,2,2,422,8,Potential Loyalists,4
C003476,40,9,37749.5,4,3,5,435,12,Loyal Customers,3
C003477,7,10,11569.94,5,4,2,542,11,Loyal Customers,0
C003478,51,6,10475.27,3,1,2,312,6,Recent Customers,4
C003479,236,3,13624.2,1,1,3,113,5,At Risk,2
C003480,17,13,29734.66,5,5,5,555,15,Champions,0
C003481,25,7,14643.45,4,2,3,423,9,Potential Loyalists,4
C003482,37,11,36118.96,4,5,5,455,14,Champions,3
C003483,50,7,12415.22,3,2,2,322,7,Potential Loyalists,4
C003484,14,5,5426.09,5,1,1,511,7,Potential Loyalists,4
C003485,97,4,8568.220000000001,2,1,1,211,4,Lost Customers,2
C003486,116,6,6249.0,2,1,1,211,4,Lost Customers,2
C003487,190,5,7039.33,1,1,1,111,3,Lost Customers,2
C003488,60,9,15995.85,3,3,3,333,9,Potential Loyalists,3
C003489,165,5,5182.650000000001,1,1,1,111,3,Lost Customers,2
C003490,33,5,15445.37,4,1,3,413,8,Potential Loyalists,4
C003491,103,5,9204.33,2,1,2,212,5,At Risk,2
C003492,29,11,29518.73,4,5,5,455,14,Champions,3
C003493,136,4,3560.88,2,1,1,211,4,Lost Customers,2
C003494,718,1,3582.07,1,1,1,111,3,Lost Customers,2
C003495,102,11,12244.14,2,5,2,252,9,Potential Loyalists,1
C003496,11,5,9786.15,5,1,2,512,8,Potential Loyalists,4
C003497,86,6,14071.87,2,1,3,213,6,At Risk,1
C003498,10,10,28177.54,5,4,5,545,14,Champions,0
C003499,50,11,20182.01,3,5,4,354,12,Loyal Customers,3
C003500,230,6,7690.51,1,1,1,111,3,Lost Customers,2
C003501,152,7,24856.3,1,2,5,125,8,Potential Loyalists,1
C003502,9,9,37665.94,5,3,5,535,13,Champions,0
C003503,401,4,10300.52,1,1,2,112,4,Lost Customers,2
C003504,41,9,39235.26,4,3,5,435,12,Loyal Customers,3
C003505,323,7,9496.81,1,2,2,122,5,At Risk,1
C003506,73,6,14981.89,3,1,3,313,7,Potential Loyalists,1
C003507,108,7,9688.25,2,2,2,222,6,At Risk,1
C003508,158,6,4151.73,1,1,1,111,3,Lost Customers,2
C003509,8,9,11204.73,5,3,2,532,10,Loyal Customers,0
C003510,20,10,18950.79,5,4,4,544,13,Champions,0
C003511,109,8,25451.66,2,3,5,235,10,Loyal Customers,3
C003512,33,5,4745.14,4,1,1,411,6,Recent Customers,2
C003513,26,10,12500.67,4,4,2,442,10,Loyal Customers,4
C003514,6,6,12769.86,5,1,3,513,9,Potential Loyalists,4
C003515,76,8,12736.33,3,3,3,333,9,Potential Loyalists,1
C003516,216,8,17663.87,1,3,4,134,8,Potential Loyalists,1
C003517,16,11,13135.14,5,5,3,553,13,Champions,0
C003518,31,7,15176.99,4,2,3,423,9,Potential Loyalists,4
C003519,434,2,8534.470000000001,1,1,1,111,3,Lost Customers,2
C003520,313,8,13279.67,1,3,3,133,7,Potential Loyalists,1
C003521,115,8,13906.54,2,3,3,233,8,Potential Loyalists,1
C003522,101,5,12506.73,2,1,2,212,5,At Risk,1
C003523,3,7,8424.09,5,2,1,521,8,Potential Loyalists,4
C003524,25,10,41477.67,4,4,5,445,13,Champions,3
C003525,68,12,25231.49,3,5,5,355,13,Champions,3
C003526,306,8,15156.36,1,3,3,133,7,Potential Loyalists,1
C003527,161,7,11967.88,1,2,2,122,5,At Risk,1
C003528,79,10,35852.47,3,4,5,345,12,Loyal Customers,3
C003529,31,6,23126.73,4,1,4,414,9,Potential Loyalists,4
C003530,42,8,38229.83,4,3,5,435,12,Loyal Customers,3
C003531,60,8,19486.81,3,3,4,334,10,Loyal Customers,3
C003532,77,10,19343.24,3,4,4,344,11,Loyal Customers,3
C003533,45,15,40760.0,4,5,5,455,14,Champions,3
C003534,26,8,11431.22,4,3,2,432,9,Potential Loyalists,4
C003535,24,9,11721.47,4,3,2,432,9,Potential Loyalists,4
C003536,181,5,5555.46,1,1,1,111,3,Lost Customers,2
C003537,208,7,7033.26,1,2,1,121,4,Lost Customers,1
C003538,3,6,6678.96,5,1,1,511,7,Potential Loyalists,4
C003539,6,6,6351.99,5,1,1,511,7,Potential Loyalists,4
C003540,21,8,11953.89,5,3,2,532,10,Loyal Customers,4
C003541,101,10,23592.96,2,4,4,244,10,Loyal Customers,3
C003542,23,10,12890.89,4,4,3,443,11,Loyal Customers,4
C003543,61,12,16325.46,3,5,3,353,11,Loyal Customers,3
C003544,49,10,9820.6,3,4,2,342,9,Potential Loyalists,4
C003545,253,3,6309.42,1,1,1,111,3,Lost Customers,2
C003546,17,13,29618.94,5,5,5,555,15,Champions,0
C003547,31,12,15937.63,4,5,3,453,12,Loyal Customers,3
C003548,32,7,6474.71,4,2,1,421,7,Potential Loyalists,4
C003549,208,8,15285.01,1,3,3,133,7,Potential Loyalists,1
C003550,136,4,6616.92,2,1,1,211,4,Lost Customers,2
C003551,59,12,10903.08,3,5,2,352,10,Loyal Customers,3
C003552,11,10,22396.67,5,4,4,544,13,Champions,0
C003553,86,9,25813.44,2,3,5,235,10,Loyal Customers,3
C003554,213,11,9150.12,1,5,2,152,8,Potential Loyalists,1
C003555,40,10,33140.55,4,4,5,445,13,Champions,3
C003556,33,9,25088.71,4,3,5,435,12,Loyal Customers,3
C003557,136,11,14501.48,2,5,3,253,10,Loyal Customers,3
C003558,396,5,12633.34,1,1,2,112,4,Lost Customers,1
C003559,24,13,39644.46,4,5,5,455,14,Champions,3
C003560,3,6,6835.69,5,1,1,511,7,Potential Loyalists,4
C003561,22,14,30428.92,4,5,5,455,14,Champions,3
C003562,360,9,6552.58,1,3,1,131,5,At Risk,1
C003563,68,9,13666.51,3,3,3,333,9,Potential Loyalists,1
C003564,214,7,10425.63,1,2,2,122,5,At Risk,1
C003565,49,7,12198.62,3,2,2,322,7,Potential Loyalists,4
C003566,137,9,9487.2,2,3,2,232,7,Potential Loyalists,1
C003567,26,9,50532.13,4,3,5,435,12,Loyal Customers,3
C003568,78,11,19063.86,3,5,4,354,12,Loyal Customers,3
C003569,122,7,6545.39,2,2,1,221,5,At Risk,1
C003570,97,12,23164.38,2,5,4,254,11,Loyal Customers,3
C003571,4,6,12492.94,5,1,2,512,8,Potential Loyalists,4
C003572,17,15,28014.09,5,5,5,555,15,Champions,0
C003573,25,4,4120.81,4,1,1,411,6,Recent Customers,2
C003574,85,12,29976.5,2,5,5,255,12,Loyal Customers,3
C003575,138,6,5447.3,2,1,1,211,4,Lost Customers,2
C003576,160,4,10933.82,1,1,2,112,4,Lost Customers,2
C003577,261,5,11638.8,1,1,2,112,4,Lost Customers,1
C003578,22,5,13723.63,4,1,3,413,8,Potential Loyalists,4
C003579,70,10,11133.27,3,4,2,342,9,Potential Loyalists,1
C003580,17,15,46757.57,5,5,5,555,15,Champions,3
C003581,231,4,5463.69,1,1,1,111,3,Lost Customers,2
C003582,49,7,8329.869999999999,3,2,1,321,6,Recent Customers,4
C003583,1,9,33539.75,5,3,5,535,13,Champions,0
C003584,177,10,20970.28,1,4,4,144,9,Potential Loyalists,3
C003585,21,11,19771.78,5,5,4,554,14,Champions,0
C003586,178,5,8808.57,1,1,2,112,4,Lost Customers,2
C003587,120,12,11650.9,2,5,2,252,9,Potential Loyalists,1
C003588,47,7,16064.25,3,2,3,323,8,Potential Loyalists,1
C003589,14,9,18596.47,5,3,4,534,12,Loyal Customers,0
C003590,40,12,25921.42,4,5,5,455,14,Champions,3
C003591,41,11,11142.71,4,5,2,452,11,Loyal Customers,4
C003592,64,11,31438.36,3,5,5,355,13,Champions,3
C003593,39,8,18778.37,4,3,4,434,11,Loyal Customers,3
C003594,122,4,3104.81,2,1,1,211,4,Lost Customers,2
C003595,34,6,21987.87,4,1,4,414,9,Potential Loyalists,4
C003596,15,13,9513.69,5,5,2,552,12,Loyal Customers,0
C003597,27,6,12567.99,4,1,2,412,7,Potential Loyalists,4
C003598,10,12,7106.62,5,5,1,551,11,Loyal Customers,4
C003599,4,10,20300.14,5,4,4,544,13,Champions,0
C003600,200,10,13360.84,1,4,3,143,8,Potential Loyalists,1
C003601,37,7,12964.99,4,2,3,423,9,Potential Loyalists,4
C003602,155,4,4587.219999999999,1,1,1,111,3,Lost Customers,2
C003603,72,9,25389.02,3,3,5,335,11,Loyal Customers,3
C003604,217,6,11527.32,1,1,2,112,4,Lost Customers,1
C003605,145,13,14952.61,1,5,3,153,9,Potential Loyalists,3
C003606,102,10,20000.33,2,4,4,244,10,Loyal Customers,3
C003607,25,9,19998.6,4,3,4,434,11,Loyal Customers,3
C003608,56,7,6936.96,3,2,1,321,6,Recent Customers,4
C003609,178,8,16848.379999999997,1,3,3,133,7,Potential Loyalists,1
C003610,40,5,5188.06,4,1,1,411,6,Recent Customers,2
C003611,146,4,4112.61,1,1,1,111,3,Lost Customers,2
C003612,281,4,7505.73,1,1,1,111,3,Lost Customers,2
C003613,97,10,34455.57,2,4,5,245,11,Loyal Customers,3
C003614,13,9,7824.21,5,3,1,531,9,Potential Loyalists,4
C003615,12,2,641.19,5,1,1,511,7,Potential Loyalists,2
C003616,15,8,30672.57,5,3,5,535,13,Champions,0
C003617,12,6,11652.38,5,1,2,512,8,Potential Loyalists,4
C003618,205,7,13654.08,1,2,3,123,6,At Risk,1
C003619,27,5,15448.330000000002,4,1,3,413,8,Potential Loyalists,4
C003620,31,9,34348.96,4,3,5,435,12,Loyal Customers,3
C003621,8,8,15941.83,5,3,3,533,11,Loyal Customers,0
C003622,26,7,27505.84,4,2,5,425,11,Loyal Customers,3
C003623,7,7,16543.76,5,2,3,523,10,Loyal Customers,0
C003624,69,7,13151.11,3,2,3,323,8,Potential Loyalists,1
C003625,148,7,13566.13,1,2,3,123,6,At Risk,1
C003626,84,7,8587.39,2,2,1,221,5,At Risk,1
C003627,126,9,16846.44,2,3,3,233,8,Potential Loyalists,1
C003628,93,9,17030.16,2,3,3,233,8,Potential Loyalists,1
C003629,111,8,13097.1,2,3,3,233,8,Potential Loyalists,1
C003630,20,6,15748.47,5,1,3,513,9,Potential Loyalists,4
C003631,57,11,38378.11,3,5,5,355,13,Champions,3
C003632,173,9,12325.73,1,3,2,132,6,At Risk,1
C003633,37,8,13266.2,4,3,3,433,10,Loyal Customers,4
C003634,7,3,2212.51,5,1,1,511,7,Potential Loyalists,2
C003635,406,4,5747.030000000001,1,1,1,111,3,Lost Customers,2
C003636,132,8,10763.73,2,3,2,232,7,Potential Loyalists,1
C003637,50,7,7446.150000000001,3,2,1,321,6,Recent Customers,4
C003638,70,6,21159.92,3,1,4,314,8,Potential Loyalists,1
C003639,8,10,28253.21,5,4,5,545,14,Champions,0
C003640,26,9,10069.81,4,3,2,432,9,Potential Loyalists,4
C003641,47,10,41534.34,3,4,5,345,12,Loyal Customers,3
C003642,106,8,19610.18,2,3,4,234,9,Potential Loyalists,1
C003643,85,8,9134.96,2,3,2,232,7,Potential Loyalists,1
C003644,138,5,11330.85,2,1,2,212,5,At Risk,1
C003645,307,4,4664.02,1,1,1,111,3,Lost Customers,2
C003646,65,5,9680.28,3,1,2,312,6,Recent Customers,2
C003647,65,10,11279.85,3,4,2,342,9,Potential Loyalists,1
C003648,225,10,22075.7,1,4,4,144,9,Potential Loyalists,3
C003649,44,12,9608.03,4,5,2,452,11,Loyal Customers,4
C003650,32,13,14807.92,4,5,3,453,12,Loyal Customers,3
C003651,35,9,10354.39,4,3,2,432,9,Potential Loyalists,4
C003652,23,11,44148.91,4,5,5,455,14,Champions,3
C003653,8,6,6546.4,5,1,1,511,7,Potential Loyalists,4
C003654,74,11,21607.41,3,5,4,354,12,Loyal Customers,3
C003655,73,11,30331.48,3,5,5,355,13,Champions,3
C003656,8,8,8149.79,5,3,1,531,9,Potential Loyalists,4
C003657,55,9,39495.32,3,3,5,335,11,Loyal Customers,3
C003658,39,13,28529.44,4,5,5,455,14,Champions,3
C003659,557,2,3684.76,1,1,1,111,3,Lost Customers,2
C003660,155,10,16404.48,1,4,3,143,8,Potential Loyalists,1
C003661,259,5,3456.0,1,1,1,111,3,Lost Customers,2
C003662,105,6,21070.89,2,1,4,214,7,Potential Loyalists,1
C003663,84,11,12370.95,2,5,2,252,9,Potential Loyalists,3
C003664,88,7,29988.03,2,2,5,225,9,Potential Loyalists,3
C003665,42,3,3834.42,4,1,1,411,6,Recent Customers,2
C003666,41,11,24249.34,4,5,4,454,13,Champions,3
C003667,21,16,37248.34,5,5,5,555,15,Champions,3
C003668,44,8,13049.62,4,3,3,433,10,Loyal Customers,4
C003669,16,8,16347.44,5,3,3,533,11,Loyal Customers,4
C003670,332,9,15972.13,1,3,3,133,7,Potential Loyalists,1
C003671,70,8,12589.04,3,3,2,332,8,Potential Loyalists,1
