product_id,category,subcategory,brand,product_name,price,cost,margin_pct,rating,stock_status
P00535,Fashion,Womens Wear,Puma,Puma Womens Wear Managed incremental ,4842.36,3377.18,43.38,4.5,Out of Stock
P00536,Fashion,Footwear,Van Heusen,Van Heusen Footwear Object-based modular,11931.41,8179.3,45.87,3.5,Limited
P00537,Fashion,Ethnic Wear,Biba,Biba Ethnic Wear Reduced neutral tool,6715.95,4641.5,44.69,4.9,Out of Stock
P00538,Fashion,Ethnic Wear,UCB,UCB Ethnic Wear Distributed exuding ,3536.32,2609.42,35.52,4.4,In Stock
P00539,Fashion,Accessories,Zara,Zara Accessories Assimilated tangible,9780.19,6771.41,44.43,4.0,Out of Stock
P00540,Fashion,Footwear,Nike,Nike Footwear Streamlined multi-ta,1560.66,1053.52,48.14,3.9,In Stock
P00541,Fashion,Footwear,Allen Solly,Allen Solly Footwear Reactive hybrid work,10219.31,6770.09,50.95,4.0,In Stock
P00542,Fashion,Kids Wear,Adidas,Adidas Kids Wear Pre-emptive multimed,7272.82,4812.48,51.12,4.5,Out of Stock
P00543,Fashion,Mens Wear,W,W Mens Wear Fully-configurable 2,8526.21,5538.25,53.95,4.3,Out of Stock
P00544,Fashion,Footwear,Rare,Rare Footwear Multi-lateral client,10626.75,7336.66,44.84,4.0,Limited
P00545,Fashion,Mens Wear,H&M,H&M Mens Wear Horizontal 24/7 fore,1050.6,714.54,47.03,3.5,Limited
P00546,Fashion,Mens Wear,Levis,Levis Mens Wear Realigned bifurcated,11047.51,7946.18,39.03,3.7,In Stock
P00547,Fashion,Ethnic Wear,Zara,Zara Ethnic Wear Triple-buffered well,653.21,445.17,46.73,4.9,In Stock
P00548,Fashion,Ethnic Wear,H&M,H&M Ethnic Wear Innovative systemati,4733.03,3076.62,53.84,4.1,In Stock
P00549,Fashion,Ethnic Wear,Puma,Puma Ethnic Wear Assimilated human-re,4141.52,2680.3,54.52,4.6,Limited
P00550,Fashion,Sports Wear,Van Heusen,Van Heusen Sports Wear Reduced radical serv,4079.8,2735.49,49.14,4.3,Out of Stock
P00551,Fashion,Ethnic Wear,Adidas,Adidas Ethnic Wear Intuitive bottom-lin,8119.83,5367.1,51.29,4.1,In Stock
P00552,Fashion,Kids Wear,Nike,Nike Kids Wear Advanced web-enabled,8854.17,5750.36,53.98,4.9,Limited
P00553,Fashion,Mens Wear,Nike,Nike Mens Wear Managed tertiary sol,7387.31,4815.07,53.42,5.0,In Stock
P00554,Fashion,Womens Wear,Biba,Biba Womens Wear Progressive value-ad,2030.6,1354.58,49.91,3.9,In Stock
P00555,Fashion,Kids Wear,Van Heusen,Van Heusen Kids Wear Optional didactic in,10669.6,7800.87,36.77,4.6,In Stock
P00556,Fashion,Sports Wear,Zara,Zara Sports Wear Organic interactive ,3475.73,2482.83,39.99,3.6,In Stock
P00557,Fashion,Womens Wear,W,W Womens Wear User-centric intangi,413.86,289.98,42.72,4.6,In Stock
P00558,Fashion,Western Wear,Biba,Biba Western Wear Re-contextualized we,10628.42,7483.51,42.02,4.1,Limited
P00559,Fashion,Footwear,Nike,Nike Footwear Expanded bi-directio,5634.39,3731.78,50.98,3.6,In Stock
P00560,Fashion,Ethnic Wear,Puma,Puma Ethnic Wear Assimilated fault-to,11439.23,8381.37,36.48,3.8,Limited
P00561,Fashion,Kids Wear,W,W Kids Wear Reactive client-driv,1269.1,824.97,53.84,5.0,In Stock
P00562,Fashion,Sports Wear,W,W Sports Wear Horizontal real-time,758.55,493.05,53.85,3.7,Limited
P00563,Fashion,Kids Wear,Zara,Zara Kids Wear Multi-layered fault-,1573.69,1131.25,39.11,3.8,Out of Stock
P00564,Fashion,Accessories,Van Heusen,Van Heusen Accessories Open-architected res,3664.95,2622.49,39.75,3.6,Out of Stock
P00565,Fashion,Sports Wear,Nike,Nike Sports Wear Cross-group mobile h,1031.31,763.5,35.08,3.6,Out of Stock
P00566,Fashion,Sports Wear,Adidas,Adidas Sports Wear Mandatory radical ca,1524.14,1095.41,39.14,4.5,In Stock
P00567,Fashion,Sports Wear,H&M,H&M Sports Wear Synergized dynamic e,3976.21,2781.55,42.95,4.2,In Stock
P00568,Fashion,Womens Wear,Van Heusen,Van Heusen Womens Wear Versatile demand-dri,6711.41,4838.88,38.7,4.8,In Stock
P00569,Fashion,Kids Wear,Biba,Biba Kids Wear De-engineered nation,916.6,637.44,43.79,3.9,In Stock
P00570,Fashion,Mens Wear,Nike,Nike Mens Wear Upgradable eco-centr,9125.68,6151.48,48.35,3.6,In Stock
P00571,Fashion,Western Wear,Rare,Rare Western Wear Fully-configurable o,7240.42,4956.74,46.07,4.8,Out of Stock
P00572,Fashion,Western Wear,FabIndia,FabIndia Western Wear Reduced 24hour syste,8369.68,5444.5,53.73,4.4,In Stock
P00573,Fashion,Sports Wear,Puma,Puma Sports Wear Pre-emptive stable a,1314.96,859.14,53.06,4.6,Out of Stock
P00574,Fashion,Kids Wear,H&M,H&M Kids Wear Ameliorated zero tol,11411.31,7925.57,43.98,4.9,In Stock
P00575,Fashion,Footwear,Rare,Rare Footwear Exclusive multi-task,2634.82,1939.45,35.85,3.6,Limited
P00576,Fashion,Footwear,Van Heusen,Van Heusen Footwear Programmable client-,2114.54,1439.43,46.9,4.0,In Stock
P00577,Fashion,Womens Wear,UCB,UCB Womens Wear Organic grid-enabled,6853.38,4692.78,46.04,4.8,Out of Stock
P00578,Fashion,Sports Wear,Zara,Zara Sports Wear Polarized tangible a,9523.77,6458.5,47.46,4.3,Limited
P00579,Fashion,Womens Wear,UCB,UCB Womens Wear Adaptive asynchronou,2135.0,1459.01,46.33,4.4,In Stock
P00580,Fashion,Womens Wear,Allen Solly,Allen Solly Womens Wear Function-based metho,9442.5,6265.14,50.71,4.8,In Stock
P00581,Fashion,Western Wear,Puma,Puma Western Wear Customer-focused hum,4842.69,3346.44,44.71,4.4,In Stock
P00582,Fashion,Kids Wear,Puma,Puma Kids Wear Organic zero-defect ,5073.9,3443.09,47.36,4.5,Limited
P00583,Fashion,Mens Wear,UCB,UCB Mens Wear Networked eco-centri,10718.95,7568.28,41.63,3.9,Limited
P00584,Fashion,Accessories,Levis,Levis Accessories Sharable regional ex,633.72,418.72,51.35,4.0,In Stock
P00585,Fashion,Sports Wear,W,W Sports Wear Automated zero admin,8343.97,5402.38,54.45,3.8,In Stock
P00586,Fashion,Sports Wear,Rare,Rare Sports Wear Re-contextualized as,9979.38,7108.41,40.39,4.1,In Stock
P00587,Fashion,Footwear,Biba,Biba Footwear Multi-tiered fresh-t,2851.34,1882.33,51.48,4.6,Out of Stock
P00588,Fashion,Ethnic Wear,Zara,Zara Ethnic Wear Extended encompassin,6376.64,4614.76,38.18,4.0,Out of Stock
P00589,Fashion,Western Wear,Nike,Nike Western Wear Devolved tangible sy,9453.77,6498.07,45.49,4.4,In Stock
P00590,Fashion,Footwear,Adidas,Adidas Footwear Integrated bottom-li,10108.77,7221.07,39.99,4.2,In Stock
P00591,Fashion,Footwear,Puma,Puma Footwear Persevering foregrou,4672.25,3238.22,44.28,4.1,In Stock
P00592,Fashion,Mens Wear,Adidas,Adidas Mens Wear Configurable bandwid,4719.99,3213.48,46.88,3.8,Limited
P00593,Fashion,Ethnic Wear,Levis,Levis Ethnic Wear Virtual stable group,2295.92,1501.68,52.89,4.6,In Stock
P00594,Fashion,Accessories,Zara,Zara Accessories Exclusive bifurcated,4883.55,3532.2,38.26,4.4,In Stock
P00595,Fashion,Footwear,Van Heusen,Van Heusen Footwear Exclusive cohesive f,3010.52,2163.75,39.13,4.5,Out of Stock
P00596,Fashion,Mens Wear,Rare,Rare Mens Wear Re-engineered 6thgen,11618.77,7816.51,48.64,4.2,In Stock
P00597,Fashion,Kids Wear,Allen Solly,Allen Solly Kids Wear Programmable 24/7 ha,9689.83,6947.34,39.48,4.4,In Stock
P00598,Fashion,Accessories,UCB,UCB Accessories Synergized holistic ,10787.5,7095.56,52.03,4.2,In Stock
P00599,Fashion,Sports Wear,Puma,Puma Sports Wear Extended human-resou,8255.15,5449.44,51.49,4.1,In Stock
P00600,Fashion,Mens Wear,FabIndia,FabIndia Mens Wear Advanced value-added,11993.38,7771.27,54.33,4.8,Out of Stock
P00601,Fashion,Accessories,Puma,Puma Accessories Team-oriented radica,8338.88,5765.47,44.63,4.0,In Stock
P00602,Fashion,Ethnic Wear,Puma,Puma Ethnic Wear Versatile 3rdgenerat,3428.57,2297.63,49.22,4.8,In Stock
P00603,Fashion,Footwear,Nike,Nike Footwear Operative even-keele,6400.12,4577.86,39.81,3.6,Out of Stock
P00604,Fashion,Western Wear,Van Heusen,Van Heusen Western Wear Centralized high-lev,4106.51,2980.08,37.8,3.5,Limited
P00605,Fashion,Accessories,Puma,Puma Accessories Stand-alone client-s,10920.08,7631.51,43.09,4.6,Out of Stock
P00606,Fashion,Footwear,Levis,Levis Footwear Streamlined client-d,8827.71,6330.5,39.45,4.3,Limited
P00607,Fashion,Ethnic Wear,FabIndia,FabIndia Ethnic Wear Organic static suppo,3881.56,2804.6,38.4,4.5,Out of Stock
P00608,Fashion,Kids Wear,Puma,Puma Kids Wear Centralized disinter,1531.29,1113.19,37.56,3.9,Out of Stock
P00609,Fashion,Kids Wear,Van Heusen,Van Heusen Kids Wear Down-sized 4thgenera,10835.16,7316.67,48.09,3.8,In Stock
P00610,Fashion,Accessories,UCB,UCB Accessories Customizable 5thgene,9541.64,6737.19,41.63,3.9,In Stock
P00611,Fashion,Sports Wear,H&M,H&M Sports Wear Configurable methodi,5857.69,3845.45,52.33,4.4,Out of Stock
P00612,Fashion,Womens Wear,Biba,Biba Womens Wear Networked methodical,10717.23,7390.71,45.01,4.8,Limited
P00613,Fashion,Accessories,UCB,UCB Accessories Persistent logistica,1026.17,674.74,52.08,3.7,In Stock
P00614,Fashion,Ethnic Wear,UCB,UCB Ethnic Wear Horizontal fault-tol,11851.41,7753.27,52.86,5.0,In Stock
P00615,Fashion,Ethnic Wear,W,W Ethnic Wear Up-sized asymmetric ,2491.32,1823.59,36.62,4.0,In Stock
P00616,Fashion,Ethnic Wear,Van Heusen,Van Heusen Ethnic Wear Business-focused hol,1072.02,744.24,44.04,3.8,In Stock
P00617,Fashion,Kids Wear,Biba,Biba Kids Wear Ergonomic contextual,9508.23,6313.77,50.6,3.7,Limited
P00618,Fashion,Western Wear,UCB,UCB Western Wear Virtual system-worth,5376.12,3719.27,44.55,3.5,Out of Stock
P00619,Fashion,Footwear,W,W Footwear Virtual bifurcated p,4727.35,3494.45,35.28,4.0,Out of Stock
P00620,Fashion,Footwear,Zara,Zara Footwear Innovative uniform p,8249.96,5591.91,47.53,3.9,In Stock
P00621,Fashion,Accessories,Nike,Nike Accessories Re-engineered zero a,1590.52,1096.4,45.07,4.0,In Stock
P00622,Fashion,Mens Wear,Puma,Puma Mens Wear Streamlined 24/7 pol,11402.12,7911.63,44.12,4.3,Out of Stock
P00623,Fashion,Ethnic Wear,UCB,UCB Ethnic Wear Fundamental value-ad,10700.39,6907.51,54.91,4.0,Limited
P00624,Fashion,Ethnic Wear,Rare,Rare Ethnic Wear Right-sized optimal ,2584.93,1678.94,53.96,4.9,Limited
P00625,Fashion,Mens Wear,Adidas,Adidas Mens Wear Compatible context-s,3001.35,1940.14,54.7,3.8,In Stock
P00626,Fashion,Kids Wear,H&M,H&M Kids Wear Cloned transitional ,4651.83,3142.9,48.01,3.6,In Stock
P00627,Fashion,Mens Wear,Allen Solly,Allen Solly Mens Wear Fully-configurable v,11938.29,8053.38,48.24,4.5,In Stock
P00628,Fashion,Mens Wear,W,W Mens Wear Universal human-reso,1742.28,1210.87,43.89,3.7,In Stock
P00629,Fashion,Sports Wear,W,W Sports Wear Right-sized transiti,2175.43,1460.96,48.9,4.4,In Stock
P00630,Fashion,Western Wear,Van Heusen,Van Heusen Western Wear Business-focused wel,1570.47,1080.06,45.41,4.4,In Stock
P00631,Fashion,Western Wear,H&M,H&M Western Wear Digitized explicit m,6333.9,4298.42,47.35,3.9,In Stock
P00632,Fashion,Sports Wear,Adidas,Adidas Sports Wear Multi-lateral hybrid,7464.03,4957.54,50.56,4.7,In Stock
P00633,Fashion,Ethnic Wear,W,W Ethnic Wear Horizontal multi-tas,5152.58,3728.15,38.21,4.3,In Stock
P00634,Fashion,Sports Wear,Levis,Levis Sports Wear Exclusive dedicated ,3119.5,2306.38,35.25,3.6,In Stock
P00635,Fashion,Sports Wear,Nike,Nike Sports Wear Implemented analyzin,11413.52,7579.18,50.59,3.6,In Stock
P00636,Fashion,Accessories,Van Heusen,Van Heusen Accessories Mandatory contextual,3080.69,1990.45,54.77,3.9,Limited
P00637,Fashion,Mens Wear,H&M,H&M Mens Wear Object-based leading,9832.68,6448.39,52.48,4.8,In Stock
P00638,Fashion,Ethnic Wear,UCB,UCB Ethnic Wear Reverse-engineered m,8966.8,6549.9,36.9,4.6,In Stock
P00639,Fashion,Mens Wear,Nike,Nike Mens Wear Profound upward-tren,8094.58,5848.25,38.41,4.0,Limited
P00640,Fashion,Accessories,W,W Accessories Upgradable bottom-li,1477.33,976.43,51.3,3.8,Limited
P00641,Fashion,Western Wear,Biba,Biba Western Wear Secured logistical t,3552.54,2489.26,42.71,4.8,Limited
P00642,Fashion,Kids Wear,H&M,H&M Kids Wear Profound mobile succ,1936.27,1294.92,49.53,5.0,In Stock
P00643,Fashion,Womens Wear,UCB,UCB Womens Wear Managed optimal succ,10970.14,7583.74,44.65,4.4,Limited
P00644,Fashion,Kids Wear,Allen Solly,Allen Solly Kids Wear Synchronized context,4804.49,3379.35,42.17,3.5,In Stock
P00645,Fashion,Sports Wear,Biba,Biba Sports Wear User-friendly cohere,1709.19,1193.35,43.23,3.6,In Stock
P00646,Fashion,Ethnic Wear,Zara,Zara Ethnic Wear Grass-roots bifurcat,8572.7,5770.58,48.56,4.7,Out of Stock
P00647,Fashion,Footwear,Van Heusen,Van Heusen Footwear Re-contextualized ba,10528.34,7241.84,45.38,4.5,Out of Stock
P00648,Fashion,Womens Wear,UCB,UCB Womens Wear Integrated static da,8075.54,5769.41,39.97,4.0,Limited
P00649,Fashion,Kids Wear,FabIndia,FabIndia Kids Wear Programmable transit,10747.81,7298.61,47.26,3.5,In Stock
P00650,Fashion,Sports Wear,Biba,Biba Sports Wear Fundamental dynamic ,10485.09,7681.54,36.5,4.2,In Stock
P00651,Fashion,Ethnic Wear,Puma,Puma Ethnic Wear Polarized disinterme,983.12,704.98,39.45,4.5,Limited
P00652,Fashion,Footwear,H&M,H&M Footwear Streamlined regional,5724.96,3790.73,51.03,4.2,Limited
P00653,Fashion,Sports Wear,Levis,Levis Sports Wear Seamless radical com,1776.12,1225.35,44.95,4.5,In Stock
P00654,Fashion,Western Wear,UCB,UCB Western Wear Stand-alone reciproc,814.69,558.07,45.98,4.7,Out of Stock
P00655,Fashion,Accessories,FabIndia,FabIndia Accessories Devolved client-serv,6922.62,4674.54,48.09,4.2,In Stock
P00656,Fashion,Ethnic Wear,Zara,Zara Ethnic Wear Monitored static web,9872.25,6499.76,51.89,4.0,Out of Stock
P00657,Fashion,Sports Wear,W,W Sports Wear Function-based local,8022.8,5372.95,49.32,3.7,In Stock
P00658,Fashion,Mens Wear,Levis,Levis Mens Wear Face-to-face recipro,4518.97,3060.11,47.67,4.7,Out of Stock
P00659,Fashion,Ethnic Wear,W,W Ethnic Wear User-centric dedicat,1632.44,1067.39,52.94,4.2,Limited
P00660,Fashion,Womens Wear,Puma,Puma Womens Wear Integrated client-dr,7485.49,5394.91,38.75,4.9,Limited
P00661,Fashion,Footwear,Biba,Biba Footwear Upgradable reciproca,9964.65,7178.55,38.81,4.0,Limited
P00662,Fashion,Mens Wear,Van Heusen,Van Heusen Mens Wear Organized 4thgenerat,10114.45,6891.07,46.78,4.7,Limited
P00663,Fashion,Sports Wear,Van Heusen,Van Heusen Sports Wear Compatible neutral p,7235.66,4987.22,45.08,4.9,In Stock
P00664,Fashion,Mens Wear,FabIndia,FabIndia Mens Wear Face-to-face holisti,11249.51,7411.9,51.78,4.2,Out of Stock
P00665,Fashion,Kids Wear,W,W Kids Wear Progressive national,7110.81,4752.9,49.61,3.7,Limited
P00666,Fashion,Ethnic Wear,FabIndia,FabIndia Ethnic Wear Grass-roots upward-t,10624.01,7410.04,43.37,4.4,In Stock
P00667,Fashion,Accessories,UCB,UCB Accessories Programmable zero-de,11577.65,7498.0,54.41,4.2,In Stock
P00668,Fashion,Kids Wear,UCB,UCB Kids Wear Horizontal motivatin,7388.89,4837.91,52.73,4.3,Out of Stock
P00669,Fashion,Ethnic Wear,W,W Ethnic Wear Multi-tiered modular,8946.83,6124.96,46.07,3.8,In Stock
P00670,Fashion,Accessories,Van Heusen,Van Heusen Accessories Cloned optimal strat,4404.75,2967.21,48.45,5.0,In Stock
P00671,Fashion,Ethnic Wear,W,W Ethnic Wear Diverse holistic alg,1737.82,1223.43,42.04,4.2,Out of Stock
P00672,Fashion,Western Wear,Van Heusen,Van Heusen Western Wear Virtual bottom-line ,9075.03,5977.18,51.83,3.9,Limited
P00673,Fashion,Mens Wear,FabIndia,FabIndia Mens Wear Focused asynchronous,1634.16,1145.84,42.62,3.6,In Stock
P00674,Fashion,Footwear,Puma,Puma Footwear Operative transition,9101.9,6585.14,38.22,3.9,In Stock
P00675,Fashion,Kids Wear,Zara,Zara Kids Wear Switchable dynamic p,8410.59,5969.07,40.9,4.6,In Stock
P00676,Fashion,Ethnic Wear,Biba,Biba Ethnic Wear Multi-channeled user,1587.87,1042.18,52.36,4.6,In Stock
P00677,Fashion,Western Wear,Adidas,Adidas Western Wear Multi-layered conten,6326.21,4191.3,50.94,4.5,In Stock
P00678,Fashion,Western Wear,UCB,UCB Western Wear Open-architected obj,5231.58,3470.09,50.76,4.5,Out of Stock
P00679,Fashion,Mens Wear,Zara,Zara Mens Wear Monitored optimal ca,9026.32,6490.87,39.06,4.8,Limited
P00680,Fashion,Footwear,Van Heusen,Van Heusen Footwear Triple-buffered scal,8573.4,5794.69,47.95,4.6,Out of Stock
P00681,Fashion,Footwear,Rare,Rare Footwear Robust disintermedia,8808.73,6343.15,38.87,4.2,In Stock
P00682,Fashion,Kids Wear,Nike,Nike Kids Wear Adaptive actuating p,8926.66,6497.45,37.39,3.6,In Stock
P00683,Fashion,Accessories,Nike,Nike Accessories Grass-roots demand-d,2265.94,1491.53,51.92,3.5,Limited
P00684,Fashion,Kids Wear,Zara,Zara Kids Wear Diverse dynamic para,2182.11,1542.65,41.45,3.6,Out of Stock
P00685,Fashion,Accessories,Biba,Biba Accessories Public-key multi-tas,9562.72,6549.67,46.0,3.6,In Stock
P00686,Fashion,Footwear,Nike,Nike Footwear Digitized asynchrono,6438.55,4271.72,50.73,3.7,Out of Stock
P00687,Fashion,Western Wear,H&M,H&M Western Wear Re-engineered backgr,4452.42,2916.41,52.67,4.5,In Stock
P00688,Fashion,Ethnic Wear,Puma,Puma Ethnic Wear Organic coherent con,2933.18,1954.76,50.05,4.3,Out of Stock
P00689,Fashion,Mens Wear,H&M,H&M Mens Wear Compatible intermedi,8159.36,5669.63,43.91,4.9,Out of Stock
P00690,Fashion,Footwear,Zara,Zara Footwear Streamlined motivati,8317.28,5881.31,41.42,4.9,In Stock
P00691,Fashion,Western Wear,Puma,Puma Western Wear Innovative tangible ,6666.29,4739.41,40.66,4.9,In Stock
P00692,Fashion,Sports Wear,Biba,Biba Sports Wear Multi-lateral unifor,907.72,593.42,52.97,3.8,Out of Stock
P00693,Fashion,Womens Wear,H&M,H&M Womens Wear Networked demand-dri,2340.95,1518.86,54.13,4.3,In Stock
P00694,Fashion,Womens Wear,Adidas,Adidas Womens Wear Universal 3rdgenerat,8175.56,5433.29,50.47,4.8,Limited
P00695,Fashion,Womens Wear,Adidas,Adidas Womens Wear Synergistic content-,6637.49,4453.05,49.05,5.0,Limited
P00696,Fashion,Womens Wear,W,W Womens Wear Visionary client-ser,8357.79,6169.25,35.48,4.6,In Stock
P00697,Fashion,Womens Wear,H&M,H&M Womens Wear User-friendly encomp,1028.56,681.69,50.88,4.3,Out of Stock
P00698,Fashion,Footwear,Puma,Puma Footwear Versatile user-facin,5127.95,3560.52,44.02,4.1,In Stock
P00699,Fashion,Mens Wear,UCB,UCB Mens Wear Organic dynamic mora,8209.94,5634.95,45.7,4.5,Out of Stock
P00700,Fashion,Womens Wear,Rare,Rare Womens Wear Multi-tiered 3rdgene,9052.78,6660.85,35.91,4.8,In Stock
P00701,Fashion,Womens Wear,Puma,Puma Womens Wear Assimilated asymmetr,9527.73,6755.96,41.03,3.6,Limited
P00702,Fashion,Western Wear,UCB,UCB Western Wear Multi-layered encomp,9936.44,7326.87,35.62,3.7,In Stock
P00703,Fashion,Kids Wear,W,W Kids Wear Team-oriented direct,4934.9,3269.24,50.95,4.3,In Stock
P00704,Fashion,Accessories,Van Heusen,Van Heusen Accessories Polarized asynchrono,10688.83,6926.98,54.31,4.8,In Stock
P00705,Fashion,Mens Wear,FabIndia,FabIndia Mens Wear Ergonomic human-reso,10547.17,7652.44,37.83,3.6,Out of Stock
P00706,Fashion,Western Wear,FabIndia,FabIndia Western Wear Virtual analyzing in,6750.84,4938.34,36.7,3.8,In Stock
P00707,Fashion,Footwear,UCB,UCB Footwear Optimized local firm,10905.19,7173.09,52.03,3.7,In Stock
P00708,Fashion,Footwear,Allen Solly,Allen Solly Footwear Exclusive multimedia,10082.92,7259.82,38.89,3.8,Out of Stock
P00709,Fashion,Mens Wear,Rare,Rare Mens Wear Quality-focused homo,11215.42,7241.07,54.89,4.2,Out of Stock
P00710,Fashion,Womens Wear,Puma,Puma Womens Wear Reactive demand-driv,8191.22,5850.3,40.01,3.8,Out of Stock
P00711,Fashion,Sports Wear,Levis,Levis Sports Wear Optimized system-wor,4542.16,3060.22,48.43,3.9,In Stock
P00712,Fashion,Womens Wear,Adidas,Adidas Womens Wear Adaptive 6thgenerati,4085.63,2836.99,44.01,4.4,In Stock
P00713,Fashion,Kids Wear,Allen Solly,Allen Solly Kids Wear Compatible attitude-,6975.16,4614.61,51.15,4.9,In Stock
P00714,Fashion,Mens Wear,Levis,Levis Mens Wear Multi-layered analyz,3254.88,2334.41,39.43,4.6,Limited
P00715,Fashion,Accessories,Levis,Levis Accessories Total leadingedge mo,1957.08,1307.69,49.66,4.8,Limited
P00716,Fashion,Sports Wear,Levis,Levis Sports Wear Grass-roots heuristi,9387.07,6485.5,44.74,3.7,Out of Stock
P00717,Fashion,Womens Wear,Puma,Puma Womens Wear Optional user-facing,10360.94,7518.82,37.8,4.3,In Stock
P00718,Fashion,Womens Wear,W,W Womens Wear Focused asymmetric m,1273.71,940.9,35.37,4.3,In Stock
P00719,Fashion,Western Wear,Rare,Rare Western Wear Secured motivating k,7244.01,4730.75,53.13,4.3,Out of Stock
P00720,Fashion,Sports Wear,Van Heusen,Van Heusen Sports Wear Multi-tiered demand-,9392.06,6599.43,42.32,3.8,Out of Stock
P00721,Fashion,Accessories,Nike,Nike Accessories Multi-layered 24hour,5790.0,3987.38,45.21,4.1,Out of Stock
P00722,Fashion,Mens Wear,Van Heusen,Van Heusen Mens Wear Extended intangible ,3170.26,2054.87,54.28,5.0,In Stock
P00723,Fashion,Kids Wear,Biba,Biba Kids Wear Cross-platform next ,2246.14,1535.01,46.33,4.3,In Stock
P00724,Fashion,Sports Wear,Levis,Levis Sports Wear Re-engineered 5thgen,867.91,577.72,50.23,3.8,In Stock
P00725,Fashion,Ethnic Wear,Adidas,Adidas Ethnic Wear Cross-platform eco-c,895.62,643.7,39.14,4.9,In Stock
P00726,Fashion,Western Wear,Biba,Biba Western Wear Synchronized global ,11047.58,7238.1,52.63,3.6,In Stock
P00727,Fashion,Womens Wear,W,W Womens Wear Open-architected com,11633.89,7878.23,47.67,3.9,In Stock
P00728,Fashion,Kids Wear,UCB,UCB Kids Wear Self-enabling contex,7982.29,5609.24,42.31,4.5,In Stock
P00729,Fashion,Accessories,UCB,UCB Accessories Quality-focused inte,11682.99,8377.43,39.46,4.1,In Stock
P00730,Fashion,Sports Wear,Rare,Rare Sports Wear Future-proofed bifur,5991.96,4073.83,47.08,4.3,In Stock
P00731,Fashion,Sports Wear,Nike,Nike Sports Wear Enterprise-wide anal,3067.12,2111.02,45.29,3.9,In Stock
P00732,Fashion,Kids Wear,Nike,Nike Kids Wear Monitored intermedia,4601.15,3080.86,49.35,3.7,In Stock
P00733,Fashion,Western Wear,Rare,Rare Western Wear Universal intermedia,4229.94,3081.55,37.27,4.5,Limited
P00734,Fashion,Footwear,Allen Solly,Allen Solly Footwear Open-architected loc,2269.62,1496.45,51.67,3.5,In Stock
P00735,Fashion,Kids Wear,Allen Solly,Allen Solly Kids Wear Realigned interactiv,7270.83,5280.4,37.69,4.3,Out of Stock
P00736,Fashion,Kids Wear,Zara,Zara Kids Wear Visionary user-facin,2328.73,1517.59,53.45,4.3,Limited
P00737,Fashion,Mens Wear,W,W Mens Wear Proactive disinterme,8844.23,5840.63,51.43,4.9,In Stock
P00738,Fashion,Sports Wear,Allen Solly,Allen Solly Sports Wear Organic holistic arc,11916.19,7821.79,52.35,3.8,Limited
P00739,Fashion,Kids Wear,Rare,Rare Kids Wear Multi-tiered asymmet,7158.28,4761.08,50.35,4.4,Out of Stock
P00740,Fashion,Accessories,Nike,Nike Accessories Progressive 5thgener,8800.29,6203.79,41.85,4.2,Out of Stock
P00741,Fashion,Womens Wear,Adidas,Adidas Womens Wear Horizontal global co,4786.63,3477.54,37.64,3.5,Out of Stock
P00742,Fashion,Western Wear,Nike,Nike Western Wear Triple-buffered dire,7423.53,5358.08,38.55,4.9,Out of Stock
P00743,Fashion,Mens Wear,Rare,Rare Mens Wear Integrated optimizin,6564.12,4374.69,50.05,3.6,In Stock
P00744,Fashion,Mens Wear,Rare,Rare Mens Wear Integrated regional ,8270.97,5758.53,43.63,4.1,In Stock
P00745,Fashion,Western Wear,Adidas,Adidas Western Wear Streamlined executiv,11285.63,7802.43,44.64,4.7,In Stock
P00746,Fashion,Womens Wear,UCB,UCB Womens Wear Adaptive 24hour budg,1952.18,1350.59,44.54,3.8,In Stock
P00747,Fashion,Accessories,Allen Solly,Allen Solly Accessories Ameliorated intermed,10570.37,7382.94,43.17,3.8,In Stock
P00748,Fashion,Womens Wear,FabIndia,FabIndia Womens Wear Stand-alone fresh-th,482.46,325.79,48.09,4.5,In Stock
P00749,Fashion,Western Wear,Levis,Levis Western Wear Robust non-volatile ,1635.47,1139.53,43.52,4.4,In Stock
P00750,Fashion,Western Wear,Allen Solly,Allen Solly Western Wear Sharable fresh-think,4640.84,3302.82,40.51,4.5,In Stock
P00751,Fashion,Western Wear,FabIndia,FabIndia Western Wear Devolved national wo,9491.73,6561.89,44.65,4.1,Out of Stock
P00752,Fashion,Sports Wear,Puma,Puma Sports Wear Switchable tertiary ,11866.68,8097.2,46.55,4.7,Limited
P00753,Fashion,Kids Wear,Van Heusen,Van Heusen Kids Wear Persevering cohesive,1780.51,1275.48,39.6,4.7,In Stock
P00754,Fashion,Womens Wear,Adidas,Adidas Womens Wear Networked bi-directi,6296.29,4177.43,50.72,4.7,Out of Stock
P00755,Fashion,Mens Wear,Nike,Nike Mens Wear Upgradable bottom-li,4912.99,3325.94,47.72,4.7,In Stock
P00756,Fashion,Sports Wear,Allen Solly,Allen Solly Sports Wear Devolved regional co,5449.81,3998.94,36.28,3.8,In Stock
P00757,Fashion,Mens Wear,W,W Mens Wear Mandatory non-volati,4857.57,3140.22,54.69,4.4,Out of Stock
P00758,Fashion,Accessories,W,W Accessories Organized systemic o,11576.91,8503.1,36.15,4.7,In Stock
P00759,Fashion,Sports Wear,Biba,Biba Sports Wear Cloned attitude-orie,523.25,344.22,52.01,4.9,Out of Stock
