CustomerID,Segment,Age,IncomeLevel,JoinDate
C003243,Casual Shopper,19,Medium-Low,2023-01-12
C003244,Trendy,37,Medium-High,2023-10-29
C003245,Fitness Enthusiast,43,Medium-High,2023-09-16
C003246,Premium,42,High,2023-03-28
C003247,Trendy,47,Medium-High,2023-03-05
C003248,Premium,40,High,2023-07-07
C003249,Fitness Enthusiast,18,Medium-High,2023-12-31
C003250,Value-Conscious,37,Medium,2023-11-30
C003251,Value-Conscious,27,Medium,2023-01-20
C003252,Value-Conscious,35,Medium,2023-07-12
C003253,Casual Shopper,30,Medium-Low,2023-11-24
C003254,Trendy,28,Medium-High,2023-05-11
C003255,Trendy,31,Medium-High,2023-10-01
C003256,Casual Shopper,53,Medium-Low,2023-11-16
C003257,Casual Shopper,18,Medium-Low,2023-01-25
C003258,Casual Shopper,20,Medium-Low,2023-11-01
C003259,Trendy,21,Medium-High,2023-01-25
C003260,Value-Conscious,30,Medium,2023-12-05
C003261,Trendy,41,Medium-High,2023-02-25
C003262,Value-Conscious,18,Medium,2023-12-01
C003263,Casual Shopper,29,Medium-Low,2023-01-11
C003264,Trendy,42,Medium-High,2023-01-25
C003265,Fitness Enthusiast,46,Medium-High,2023-12-20
C003266,Premium,18,High,2023-03-01
C003267,Casual Shopper,46,Medium-Low,2023-08-02
C003268,Casual Shopper,43,Medium-Low,2023-08-16
C003269,Trendy,48,Medium-High,2023-07-14
C003270,Fitness Enthusiast,33,Medium-High,2023-03-05
C003271,Trendy,36,Medium-High,2023-10-08
C003272,Trendy,43,Medium-High,2023-05-10
C003273,Trendy,35,Medium-High,2023-08-31
C003274,Value-Conscious,18,Medium,2023-12-26
C003275,Trendy,21,Medium-High,2023-03-20
C003276,Premium,33,High,2023-04-16
C003277,Casual Shopper,53,Medium-Low,2023-12-22
C003278,Premium,39,High,2023-12-18
C003279,Trendy,25,Medium-High,2023-11-19
C003280,Premium,26,High,2023-01-05
C003281,Premium,26,High,2023-06-04
C003282,Fitness Enthusiast,30,Medium-High,2023-08-04
C003283,Value-Conscious,31,Medium,2023-12-05
C003284,Trendy,30,Medium-High,2023-02-21
C003285,Premium,31,High,2023-12-06
C003286,Premium,18,High,2023-09-24
C003287,Casual Shopper,18,Medium-Low,2023-05-19
C003288,Value-Conscious,27,Medium,2023-11-15
C003289,Casual Shopper,20,Medium-Low,2023-11-07
C003290,Casual Shopper,31,Medium-Low,2023-12-25
C003291,Trendy,42,Medium-High,2023-03-12
C003292,Premium,48,High,2023-08-03
C003293,Casual Shopper,42,Medium-Low,2023-02-23
C003294,Premium,33,High,2023-09-19
C003295,Casual Shopper,40,Medium-Low,2023-11-13
C003296,Value-Conscious,33,Medium,2023-03-02
C003297,Fitness Enthusiast,31,Medium-High,2023-05-25
C003298,Casual Shopper,40,Medium-Low,2023-02-28
C003299,Fitness Enthusiast,30,Medium-High,2023-02-24
C003300,Trendy,18,Medium-High,2023-09-12
C003301,Value-Conscious,29,Medium,2023-04-12
C003302,Value-Conscious,18,Medium,2023-11-08
C003303,Fitness Enthusiast,29,Medium-High,2023-04-13
C003304,Casual Shopper,37,Medium-Low,2023-05-15
C003305,Casual Shopper,36,Medium-Low,2023-09-25
C003306,Fitness Enthusiast,33,Medium-High,2023-04-14
C003307,Casual Shopper,31,Medium-Low,2023-07-03
C003308,Trendy,37,Medium-High,2023-12-27
C003309,Value-Conscious,40,Medium,2023-07-29
C003310,Premium,29,High,2023-06-01
C003311,Trendy,19,Medium-High,2023-03-24
C003312,Value-Conscious,37,Medium,2023-01-21
C003313,Trendy,21,Medium-High,2023-10-08
C003314,Fitness Enthusiast,23,Medium-High,2023-09-12
C003315,Value-Conscious,44,Medium,2023-04-17
C003316,Value-Conscious,37,Medium,2023-12-19
C003317,Value-Conscious,50,Medium,2023-09-04
C003318,Casual Shopper,46,Medium-Low,2023-06-19
C003319,Value-Conscious,34,Medium,2023-05-01
C003320,Casual Shopper,44,Medium-Low,2023-01-02
C003321,Trendy,21,Medium-High,2023-01-07
C003322,Trendy,31,Medium-High,2023-12-10
C003323,Trendy,34,Medium-High,2023-02-15
C003324,Casual Shopper,30,Medium-Low,2023-02-26
C003325,Casual Shopper,43,Medium-Low,2023-10-21
C003326,Premium,37,High,2023-12-09
C003327,Trendy,37,Medium-High,2023-09-10
C003328,Value-Conscious,52,Medium,2023-03-18
C003329,Premium,34,High,2023-02-16
C003330,Fitness Enthusiast,47,Medium-High,2023-09-19
C003331,Trendy,47,Medium-High,2023-02-08
C003332,Casual Shopper,42,Medium-Low,2023-02-21
C003333,Value-Conscious,51,Medium,2023-05-12
C003334,Value-Conscious,35,Medium,2023-11-26
C003335,Value-Conscious,38,Medium,2023-04-29
C003336,Trendy,26,Medium-High,2023-08-22
C003337,Trendy,29,Medium-High,2023-06-01
C003338,Trendy,37,Medium-High,2023-05-16
C003339,Casual Shopper,30,Medium-Low,2023-08-26
C003340,Fitness Enthusiast,39,Medium-High,2023-01-26
C003341,Casual Shopper,34,Medium-Low,2023-02-21
C003342,Trendy,47,Medium-High,2023-03-31
C003343,Fitness Enthusiast,33,Medium-High,2023-01-21
C003344,Value-Conscious,46,Medium,2023-05-29
C003345,Value-Conscious,18,Medium,2023-07-04
C003346,Value-Conscious,25,Medium,2023-12-13
C003347,Fitness Enthusiast,37,Medium-High,2023-06-10
C003348,Value-Conscious,29,Medium,2023-08-07
C003349,Value-Conscious,33,Medium,2023-03-01
C003350,Casual Shopper,32,Medium-Low,2023-02-18
C003351,Fitness Enthusiast,32,Medium-High,2023-01-24
C003352,Trendy,18,Medium-High,2023-01-05
C003353,Fitness Enthusiast,35,Medium-High,2023-03-12
C003354,Casual Shopper,54,Medium-Low,2023-12-06
C003355,Casual Shopper,34,Medium-Low,2023-11-28
C003356,Fitness Enthusiast,34,Medium-High,2023-03-29
C003357,Casual Shopper,55,Medium-Low,2023-06-18
C003358,Value-Conscious,64,Medium,2023-07-03
C003359,Trendy,23,Medium-High,2023-08-13
C003360,Casual Shopper,56,Medium-Low,2023-11-15
C003361,Fitness Enthusiast,32,Medium-High,2023-05-18
C003362,Trendy,20,Medium-High,2023-02-17
C003363,Casual Shopper,43,Medium-Low,2023-07-10
C003364,Fitness Enthusiast,19,Medium-High,2023-06-25
C003365,Trendy,32,Medium-High,2023-04-04
C003366,Fitness Enthusiast,30,Medium-High,2023-02-28
C003367,Fitness Enthusiast,35,Medium-High,2023-07-25
C003368,Casual Shopper,18,Medium-Low,2023-07-24
C003369,Premium,18,High,2023-08-22
C003370,Fitness Enthusiast,43,Medium-High,2023-05-20
C003371,Value-Conscious,48,Medium,2023-07-17
C003372,Value-Conscious,49,Medium,2023-12-20
C003373,Premium,18,High,2023-09-02
C003374,Casual Shopper,26,Medium-Low,2023-08-04
C003375,Casual Shopper,61,Medium-Low,2023-11-29
C003376,Casual Shopper,24,Medium-Low,2023-03-27
C003377,Casual Shopper,18,Medium-Low,2023-02-27
C003378,Value-Conscious,28,Medium,2023-03-09
C003379,Trendy,18,Medium-High,2023-12-23
C003380,Premium,18,High,2023-01-31
C003381,Casual Shopper,27,Medium-Low,2023-03-23
C003382,Trendy,27,Medium-High,2023-02-23
C003383,Value-Conscious,18,Medium,2023-08-02
C003384,Trendy,49,Medium-High,2023-10-30
C003385,Trendy,29,Medium-High,2023-09-05
C003386,Fitness Enthusiast,30,Medium-High,2023-10-19
C003387,Trendy,29,Medium-High,2023-12-14
C003388,Trendy,33,Medium-High,2023-08-13
C003389,Trendy,56,Medium-High,2023-04-03
C003390,Value-Conscious,41,Medium,2023-11-09
C003391,Value-Conscious,34,Medium,2023-07-14
C003392,Value-Conscious,21,Medium,2023-07-03
C003393,Premium,24,High,2023-11-10
C003394,Casual Shopper,29,Medium-Low,2023-01-15
C003395,Trendy,29,Medium-High,2023-12-17
C003396,Casual Shopper,40,Medium-Low,2023-03-08
C003397,Value-Conscious,18,Medium,2023-09-05
C003398,Premium,44,High,2023-09-07
C003399,Value-Conscious,31,Medium,2023-02-27
C003400,Casual Shopper,19,Medium-Low,2023-07-30
C003401,Value-Conscious,35,Medium,2023-08-14
C003402,Casual Shopper,31,Medium-Low,2023-01-24
C003403,Fitness Enthusiast,25,Medium-High,2023-02-02
C003404,Trendy,64,Medium-High,2023-05-14
C003405,Fitness Enthusiast,28,Medium-High,2023-12-02
C003406,Value-Conscious,46,Medium,2023-06-10
C003407,Value-Conscious,55,Medium,2023-01-07
C003408,Trendy,35,Medium-High,2023-12-27
C003409,Premium,45,High,2023-12-14
C003410,Value-Conscious,42,Medium,2023-09-26
C003411,Casual Shopper,46,Medium-Low,2023-10-23
C003412,Casual Shopper,32,Medium-Low,2023-10-17
C003413,Trendy,43,Medium-High,2023-04-25
C003414,Trendy,39,Medium-High,2023-12-09
C003415,Value-Conscious,25,Medium,2023-06-23
C003416,Value-Conscious,43,Medium,2023-09-23
C003417,Fitness Enthusiast,26,Medium-High,2023-09-25
C003418,Value-Conscious,53,Medium,2023-12-19
C003419,Value-Conscious,25,Medium,2023-12-25
C003420,Casual Shopper,28,Medium-Low,2023-11-13
C003421,Value-Conscious,18,Medium,2023-02-18
C003422,Fitness Enthusiast,24,Medium-High,2023-08-10
C003423,Value-Conscious,55,Medium,2023-12-05
C003424,Trendy,53,Medium-High,2023-05-08
C003425,Trendy,35,Medium-High,2023-09-04
C003426,Trendy,26,Medium-High,2023-06-27
C003427,Premium,37,High,2023-12-06
C003428,Value-Conscious,24,Medium,2023-12-13
C003429,Value-Conscious,30,Medium,2023-11-25
C003430,Value-Conscious,41,Medium,2023-07-17
C003431,Value-Conscious,30,Medium,2023-03-18
C003432,Casual Shopper,34,Medium-Low,2023-10-13
C003433,Trendy,41,Medium-High,2023-11-10
C003434,Premium,42,High,2023-01-28
C003435,Value-Conscious,28,Medium,2023-01-06
C003436,Value-Conscious,26,Medium,2023-11-26
C003437,Trendy,42,Medium-High,2023-03-22
C003438,Premium,33,High,2023-09-16
C003439,Fitness Enthusiast,43,Medium-High,2023-08-29
C003440,Value-Conscious,26,Medium,2023-09-11
C003441,Premium,29,High,2023-03-26
C003442,Casual Shopper,44,Medium-Low,2023-02-08
C003443,Trendy,29,Medium-High,2023-09-09
C003444,Casual Shopper,18,Medium-Low,2023-06-14
C003445,Premium,43,High,2023-05-04
C003446,Premium,38,High,2023-06-19
C003447,Premium,29,High,2023-05-23
C003448,Trendy,55,Medium-High,2023-01-26
C003449,Premium,22,High,2023-09-17
C003450,Trendy,35,Medium-High,2023-04-25
C003451,Casual Shopper,33,Medium-Low,2023-10-09
C003452,Fitness Enthusiast,18,Medium-High,2023-11-26
C003453,Casual Shopper,31,Medium-Low,2023-07-13
C003454,Casual Shopper,48,Medium-Low,2023-07-26
C003455,Premium,31,High,2023-05-01
C003456,Trendy,31,Medium-High,2023-02-10
C003457,Casual Shopper,50,Medium-Low,2023-08-24
C003458,Casual Shopper,19,Medium-Low,2023-08-16
C003459,Trendy,47,Medium-High,2023-10-21
C003460,Value-Conscious,18,Medium,2023-08-18
C003461,Premium,47,High,2023-02-15
C003462,Value-Conscious,19,Medium,2023-09-13
C003463,Value-Conscious,25,Medium,2023-08-17
C003464,Trendy,19,Medium-High,2023-06-11
C003465,Casual Shopper,43,Medium-Low,2023-03-02
C003466,Premium,35,High,2023-09-12
C003467,Trendy,44,Medium-High,2023-12-01
C003468,Premium,36,High,2023-01-10
C003469,Trendy,29,Medium-High,2023-02-22
C003470,Fitness Enthusiast,42,Medium-High,2023-07-26
C003471,Premium,37,High,2023-07-31
C003472,Casual Shopper,36,Medium-Low,2023-01-19
C003473,Trendy,29,Medium-High,2023-10-13
C003474,Casual Shopper,34,Medium-Low,2023-10-09
C003475,Trendy,31,Medium-High,2023-01-01
C003476,Premium,30,High,2023-02-16
C003477,Trendy,36,Medium-High,2023-11-06
C003478,Casual Shopper,63,Medium-Low,2023-11-13
C003479,Fitness Enthusiast,26,Medium-High,2023-11-23
C003480,Trendy,55,Medium-High,2023-06-05
C003481,Casual Shopper,42,Medium-Low,2023-09-18
C003482,Premium,32,High,2023-10-15
C003483,Casual Shopper,21,Medium-Low,2023-04-16
C003484,Value-Conscious,18,Medium,2023-12-02
C003485,Trendy,29,Medium-High,2023-12-10
C003486,Value-Conscious,34,Medium,2023-08-22
C003487,Casual Shopper,48,Medium-Low,2023-06-24
C003488,Casual Shopper,46,Medium-Low,2023-07-06
C003489,Value-Conscious,31,Medium,2023-01-28
C003490,Casual Shopper,29,Medium-Low,2023-04-25
C003491,Fitness Enthusiast,31,Medium-High,2023-08-21
C003492,Premium,34,High,2023-06-19
C003493,Value-Conscious,25,Medium,2023-10-14
C003494,Fitness Enthusiast,36,Medium-High,2023-11-14
C003495,Value-Conscious,35,Medium,2023-11-04
C003496,Casual Shopper,35,Medium-Low,2023-08-31
C003497,Casual Shopper,52,Medium-Low,2023-12-03
C003498,Casual Shopper,51,Medium-Low,2023-07-06
C003499,Trendy,40,Medium-High,2023-08-20
C003500,Value-Conscious,38,Medium,2023-02-28
C003501,Premium,61,High,2023-02-19
C003502,Casual Shopper,18,Medium-Low,2023-12-04
C003503,Trendy,46,Medium-High,2023-04-24
C003504,Premium,65,High,2023-01-02
C003505,Casual Shopper,31,Medium-Low,2023-06-24
C003506,Trendy,38,Medium-High,2023-07-01
C003507,Trendy,34,Medium-High,2023-11-21
C003508,Value-Conscious,38,Medium,2023-05-30
C003509,Value-Conscious,47,Medium,2023-10-08
C003510,Casual Shopper,54,Medium-Low,2023-09-25
C003511,Premium,32,High,2023-07-11
C003512,Value-Conscious,45,Medium,2023-12-26
C003513,Trendy,47,Medium-High,2023-02-24
C003514,Fitness Enthusiast,31,Medium-High,2023-01-24
C003515,Value-Conscious,39,Medium,2023-03-26
C003516,Fitness Enthusiast,40,Medium-High,2023-09-10
C003517,Value-Conscious,18,Medium,2023-03-13
C003518,Casual Shopper,41,Medium-Low,2023-07-29
C003519,Premium,18,High,2023-02-24
C003520,Value-Conscious,44,Medium,2023-05-11
C003521,Casual Shopper,38,Medium-Low,2023-11-09
C003522,Fitness Enthusiast,47,Medium-High,2023-04-11
C003523,Value-Conscious,18,Medium,2023-04-07
C003524,Premium,48,High,2023-03-03
C003525,Trendy,46,Medium-High,2023-07-21
C003526,Casual Shopper,55,Medium-Low,2023-04-21
C003527,Trendy,18,Medium-High,2023-08-23
C003528,Premium,42,High,2023-04-08
C003529,Trendy,18,Medium-High,2023-06-23
C003530,Casual Shopper,42,Medium-Low,2023-02-25
C003531,Casual Shopper,49,Medium-Low,2023-08-01
C003532,Casual Shopper,25,Medium-Low,2023-01-24
C003533,Casual Shopper,31,Medium-Low,2023-11-21
C003534,Casual Shopper,35,Medium-Low,2023-12-11
C003535,Value-Conscious,18,Medium,2023-10-29
C003536,Value-Conscious,41,Medium,2023-03-05
C003537,Value-Conscious,18,Medium,2023-08-19
C003538,Trendy,32,Medium-High,2023-08-23
C003539,Value-Conscious,56,Medium,2023-12-04
C003540,Trendy,37,Medium-High,2023-10-29
C003541,Casual Shopper,19,Medium-Low,2023-09-16
C003542,Trendy,22,Medium-High,2023-03-10
C003543,Trendy,18,Medium-High,2023-09-13
C003544,Value-Conscious,42,Medium,2023-01-03
C003545,Premium,19,High,2023-09-29
C003546,Fitness Enthusiast,45,Medium-High,2023-01-25
C003547,Trendy,37,Medium-High,2023-10-11
C003548,Value-Conscious,18,Medium,2023-08-10
C003549,Trendy,18,Medium-High,2023-10-27
C003550,Casual Shopper,23,Medium-Low,2023-09-05
C003551,Value-Conscious,32,Medium,2023-09-18
C003552,Casual Shopper,49,Medium-Low,2023-04-01
C003553,Premium,40,High,2023-12-21
C003554,Value-Conscious,43,Medium,2023-10-24
C003555,Premium,31,High,2023-03-30
C003556,Premium,18,High,2023-03-07
C003557,Value-Conscious,41,Medium,2023-02-23
C003558,Trendy,36,Medium-High,2023-07-18
C003559,Casual Shopper,28,Medium-Low,2023-12-03
C003560,Value-Conscious,35,Medium,2023-11-04
C003561,Trendy,26,Medium-High,2023-11-07
C003562,Value-Conscious,26,Medium,2023-06-14
C003563,Fitness Enthusiast,39,Medium-High,2023-09-16
C003564,Value-Conscious,41,Medium,2023-07-16
C003565,Trendy,18,Medium-High,2023-08-03
C003566,Trendy,32,Medium-High,2023-11-08
C003567,Premium,29,High,2023-12-21
C003568,Trendy,53,Medium-High,2023-05-08
C003569,Value-Conscious,44,Medium,2023-05-21
C003570,Casual Shopper,43,Medium-Low,2023-07-23
C003571,Casual Shopper,27,Medium-Low,2023-06-25
C003572,Trendy,21,Medium-High,2023-05-31
C003573,Value-Conscious,25,Medium,2023-08-20
C003574,Premium,48,High,2023-03-10
C003575,Value-Conscious,20,Medium,2023-03-12
C003576,Premium,58,High,2023-07-31
C003577,Trendy,36,Medium-High,2023-11-05
C003578,Fitness Enthusiast,57,Medium-High,2023-12-25
C003579,Value-Conscious,49,Medium,2023-09-20
C003580,Casual Shopper,18,Medium-Low,2023-06-03
C003581,Value-Conscious,26,Medium,2023-12-26
C003582,Value-Conscious,39,Medium,2023-10-08
C003583,Premium,28,High,2023-06-10
C003584,Casual Shopper,42,Medium-Low,2023-12-31
C003585,Fitness Enthusiast,65,Medium-High,2023-10-11
C003586,Trendy,55,Medium-High,2023-11-20
C003587,Value-Conscious,64,Medium,2023-04-22
C003588,Fitness Enthusiast,28,Medium-High,2023-04-13
C003589,Fitness Enthusiast,60,Medium-High,2023-04-18
C003590,Fitness Enthusiast,29,Medium-High,2023-11-16
C003591,Value-Conscious,33,Medium,2024-01-01
C003592,Casual Shopper,40,Medium-Low,2023-05-29
C003593,Casual Shopper,36,Medium-Low,2023-12-18
C003594,Value-Conscious,55,Medium,2023-06-26
C003595,Casual Shopper,58,Medium-Low,2023-12-11
C003596,Value-Conscious,42,Medium,2023-03-09
C003597,Trendy,18,Medium-High,2023-12-30
C003598,Value-Conscious,55,Medium,2023-11-29
C003599,Fitness Enthusiast,55,Medium-High,2023-04-02
C003600,Trendy,36,Medium-High,2023-09-15
C003601,Value-Conscious,18,Medium,2023-10-05
C003602,Trendy,18,Medium-High,2023-12-22
C003603,Trendy,21,Medium-High,2023-11-23
C003604,Trendy,34,Medium-High,2023-06-15
C003605,Value-Conscious,54,Medium,2023-12-30
C003606,Trendy,47,Medium-High,2023-03-01
C003607,Fitness Enthusiast,50,Medium-High,2023-06-30
C003608,Value-Conscious,42,Medium,2023-10-15
C003609,Fitness Enthusiast,38,Medium-High,2023-09-03
C003610,Value-Conscious,38,Medium,2023-10-26
C003611,Value-Conscious,23,Medium,2023-10-20
C003612,Fitness Enthusiast,23,Medium-High,2023-12-08
C003613,Premium,32,High,2023-12-30
C003614,Value-Conscious,30,Medium,2023-08-02
C003615,Value-Conscious,38,Medium,2023-12-12
C003616,Premium,51,High,2023-10-01
C003617,Trendy,23,Medium-High,2023-05-27
C003618,Casual Shopper,32,Medium-Low,2023-08-05
C003619,Casual Shopper,46,Medium-Low,2023-01-07
C003620,Premium,46,High,2023-09-25
C003621,Fitness Enthusiast,40,Medium-High,2023-02-24
C003622,Premium,39,High,2023-01-13
C003623,Casual Shopper,36,Medium-Low,2023-07-15
C003624,Trendy,37,Medium-High,2023-03-16
C003625,Fitness Enthusiast,60,Medium-High,2023-01-28
C003626,Trendy,20,Medium-High,2023-12-10
C003627,Fitness Enthusiast,35,Medium-High,2023-01-29
C003628,Casual Shopper,25,Medium-Low,2023-04-13
C003629,Casual Shopper,45,Medium-Low,2023-05-17
C003630,Fitness Enthusiast,37,Medium-High,2023-03-24
C003631,Premium,31,High,2023-05-27
C003632,Value-Conscious,34,Medium,2023-12-16
C003633,Trendy,45,Medium-High,2023-05-09
C003634,Value-Conscious,64,Medium,2023-03-16
C003635,Fitness Enthusiast,33,Medium-High,2023-02-01
C003636,Fitness Enthusiast,43,Medium-High,2023-12-20
C003637,Value-Conscious,32,Medium,2023-06-01
C003638,Premium,55,High,2023-04-15
C003639,Fitness Enthusiast,55,Medium-High,2023-10-05
C003640,Value-Conscious,31,Medium,2023-01-17
C003641,Premium,34,High,2023-07-03
C003642,Casual Shopper,23,Medium-Low,2023-08-20
C003643,Value-Conscious,48,Medium,2023-02-22
C003644,Casual Shopper,47,Medium-Low,2023-11-12
C003645,Trendy,34,Medium-High,2023-12-12
C003646,Trendy,45,Medium-High,2023-10-15
C003647,Value-Conscious,33,Medium,2023-04-25
C003648,Casual Shopper,34,Medium-Low,2023-11-28
C003649,Value-Conscious,47,Medium,2023-10-15
C003650,Value-Conscious,26,Medium,2023-07-19
C003651,Value-Conscious,40,Medium,2023-05-02
C003652,Premium,27,High,2023-09-19
C003653,Trendy,58,Medium-High,2023-12-23
C003654,Casual Shopper,35,Medium-Low,2023-05-28
C003655,Casual Shopper,34,Medium-Low,2023-12-21
C003656,Value-Conscious,33,Medium,2023-12-07
C003657,Premium,22,High,2023-01-25
C003658,Trendy,21,Medium-High,2023-07-15
C003659,Casual Shopper,52,Medium-Low,2023-07-18
C003660,Value-Conscious,25,Medium,2023-08-02
C003661,Value-Conscious,29,Medium,2023-12-17
C003662,Premium,35,High,2023-06-10
C003663,Trendy,36,Medium-High,2023-10-10
C003664,Premium,37,High,2023-01-28
C003665,Casual Shopper,43,Medium-Low,2023-01-07
C003666,Casual Shopper,52,Medium-Low,2023-05-09
C003667,Trendy,35,Medium-High,2023-04-14
C003668,Trendy,18,Medium-High,2023-11-14
C003669,Trendy,42,Medium-High,2023-08-15
C003670,Fitness Enthusiast,36,Medium-High,2023-04-26
C003671,Fitness Enthusiast,31,Medium-High,2023-11-21
C003672,Trendy,29,Medium-High,2023-12-27
C003673,Casual Shopper,55,Medium-Low,2023-12-30
C003674,Premium,35,High,2023-11-28
C003675,Value-Conscious,26,Medium,2023-07-08
C003676,Value-Conscious,41,Medium,2023-10-29
C003677,Value-Conscious,50,Medium,2023-10-07
C003678,Value-Conscious,23,Medium,2023-11-05
C003679,Trendy,52,Medium-High,2023-04-11
C003680,Casual Shopper,19,Medium-Low,2023-04-10
C003681,Value-Conscious,38,Medium,2023-05-31
C003682,Trendy,45,Medium-High,2023-08-18
C003683,Value-Conscious,27,Medium,2023-04-01
C003684,Casual Shopper,21,Medium-Low,2023-12-16
C003685,Casual Shopper,30,Medium-Low,2023-02-08
C003686,Casual Shopper,53,Medium-Low,2023-04-06
C003687,Value-Conscious,41,Medium,2023-03-30
C003688,Fitness Enthusiast,20,Medium-High,2023-09-21
C003689,Value-Conscious,58,Medium,2023-03-03
C003690,Trendy,29,Medium-High,2023-07-13
C003691,Casual Shopper,39,Medium-Low,2023-01-21
C003692,Fitness Enthusiast,45,Medium-High,2023-08-08
C003693,Premium,45,High,2023-05-23
C003694,Value-Conscious,30,Medium,2023-10-12
C003695,Premium,41,High,2023-05-16
C003696,Value-Conscious,40,Medium,2023-03-08
C003697,Fitness Enthusiast,37,Medium-High,2023-03-24
C003698,Casual Shopper,58,Medium-Low,2023-10-27
C003699,Trendy,27,Medium-High,2023-05-11
C003700,Trendy,24,Medium-High,2023-01-03
C003701,Trendy,41,Medium-High,2023-06-19
C003702,Trendy,42,Medium-High,2023-08-27
C003703,Casual Shopper,44,Medium-Low,2023-12-30
C003704,Trendy,22,Medium-High,2023-03-21
C003705,Fitness Enthusiast,43,Medium-High,2023-01-21
C003706,Value-Conscious,18,Medium,2023-03-20
C003707,Trendy,31,Medium-High,2023-06-15
C003708,Trendy,18,Medium-High,2023-11-02
C003709,Fitness Enthusiast,25,Medium-High,2023-01-27
C003710,Premium,52,High,2023-11-17
C003711,Premium,24,High,2023-11-12
C003712,Premium,18,High,2023-12-05
C003713,Casual Shopper,41,Medium-Low,2023-06-04
C003714,Value-Conscious,18,Medium,2023-09-09
C003715,Value-Conscious,18,Medium,2023-10-21
C003716,Trendy,29,Medium-High,2023-10-09
C003717,Value-Conscious,20,Medium,2023-07-03
C003718,Casual Shopper,35,Medium-Low,2023-02-07
C003719,Casual Shopper,34,Medium-Low,2023-12-29
C003720,Premium,23,High,2023-06-12
C003721,Trendy,37,Medium-High,2023-09-27
C003722,Trendy,18,Medium-High,2023-04-23
C003723,Fitness Enthusiast,61,Medium-High,2023-04-05
C003724,Trendy,50,Medium-High,2023-09-24
C003725,Fitness Enthusiast,26,Medium-High,2023-02-04
C003726,Casual Shopper,46,Medium-Low,2023-09-16
C003727,Trendy,39,Medium-High,2023-03-23
C003728,Value-Conscious,39,Medium,2023-08-01
C003729,Casual Shopper,22,Medium-Low,2023-10-06
C003730,Value-Conscious,22,Medium,2023-10-02
C003731,Casual Shopper,25,Medium-Low,2023-07-26
C003732,Premium,41,High,2023-02-17
C003733,Value-Conscious,29,Medium,2023-06-28
C003734,Premium,18,High,2023-04-24
C003735,Fitness Enthusiast,23,Medium-High,2023-04-20
C003736,Value-Conscious,49,Medium,2023-12-06
C003737,Trendy,22,Medium-High,2023-06-19
C003738,Value-Conscious,39,Medium,2023-06-19
C003739,Fitness Enthusiast,26,Medium-High,2023-07-04
C003740,Fitness Enthusiast,18,Medium-High,2023-05-31
C003741,Casual Shopper,50,Medium-Low,2023-04-22
C003742,Premium,21,High,2023-11-13
C003743,Casual Shopper,51,Medium-Low,2023-09-29
C003744,Fitness Enthusiast,34,Medium-High,2023-09-01
C003745,Fitness Enthusiast,35,Medium-High,2023-10-15
C003746,Value-Conscious,45,Medium,2023-11-29
C003747,Trendy,43,Medium-High,2023-01-05
C003748,Value-Conscious,39,Medium,2023-02-28
C003749,Fitness Enthusiast,30,Medium-High,2023-12-09
C003750,Premium,42,High,2023-06-27
C003751,Premium,44,High,2023-08-17
C003752,Casual Shopper,18,Medium-Low,2023-05-04
C003753,Fitness Enthusiast,35,Medium-High,2023-11-25
C003754,Premium,18,High,2023-11-11
C003755,Value-Conscious,40,Medium,2023-11-15
C003756,Trendy,22,Medium-High,2023-05-05
C003757,Trendy,41,Medium-High,2023-01-21
C003758,Value-Conscious,33,Medium,2023-12-16
C003759,Trendy,39,Medium-High,2023-06-14
C003760,Fitness Enthusiast,54,Medium-High,2023-07-15
C003761,Value-Conscious,24,Medium,2023-02-28
C003762,Casual Shopper,34,Medium-Low,2023-07-17
C003763,Value-Conscious,36,Medium,2023-05-12
C003764,Trendy,20,Medium-High,2023-10-04
C003765,Premium,46,High,2023-05-25
C003766,Value-Conscious,52,Medium,2023-01-13
C003767,Trendy,37,Medium-High,2023-09-22
C003768,Value-Conscious,56,Medium,2023-07-11
C003769,Value-Conscious,42,Medium,2023-09-21
C003770,Casual Shopper,36,Medium-Low,2023-09-18
C003771,Premium,46,High,2023-08-17
C003772,Premium,33,High,2023-09-07
C003773,Fitness Enthusiast,32,Medium-High,2023-01-23
C003774,Casual Shopper,42,Medium-Low,2023-06-01
C003775,Trendy,59,Medium-High,2023-11-30
C003776,Casual Shopper,24,Medium-Low,2023-04-09
C003777,Premium,19,High,2023-06-14
C003778,Value-Conscious,39,Medium,2023-09-21
C003779,Value-Conscious,18,Medium,2023-02-12
C003780,Premium,30,High,2023-02-19
C003781,Premium,34,High,2023-03-27
C003782,Fitness Enthusiast,28,Medium-High,2023-10-03
C003783,Premium,51,High,2023-10-01
C003784,Casual Shopper,50,Medium-Low,2023-01-04
C003785,Premium,58,High,2023-11-17
C003786,Trendy,35,Medium-High,2023-02-03
C003787,Casual Shopper,37,Medium-Low,2023-04-18
C003788,Trendy,29,Medium-High,2023-12-10
C003789,Value-Conscious,48,Medium,2023-11-19
C003790,Fitness Enthusiast,18,Medium-High,2023-04-20
C003791,Trendy,30,Medium-High,2023-12-17
C003792,Premium,49,High,2023-08-06
C003793,Premium,33,High,2023-02-23
C003794,Value-Conscious,28,Medium,2023-04-16
C003795,Casual Shopper,26,Medium-Low,2023-10-03
C003796,Trendy,24,Medium-High,2023-12-26
