TransactionID,Date,Time,StoreID,ProductID,CustomerID,Quantity,UnitPrice,TotalAmount,PaymentMethod,Channel
TXN010000,2023-08-21,18:45:00,ST004,P0848,C06804,1,17.86,17.86,Credit Card,Offline
TXN010001,2024-12-23,16:08:00,ONLINE,P0583,C07022,1,12.34,12.34,Credit Card,Online
TXN010002,2023-05-23,19:15:00,ONLINE,P0344,C07898,2,37.86,75.72,Debit Card,Online
TXN010003,2024-09-04,10:53:00,ST008,P0273,C01328,1,39.73,39.73,Debit Card,Offline
TXN010004,2023-04-28,10:32:00,ST006,P0424,GUEST3192,1,18.41,18.41,Cash,Offline
TXN010005,2023-11-14,14:15:00,ONLINE,P0513,C06235,1,52.77,52.77,Credit Card,Online
TXN010006,2023-07-28,09:50:00,ONLINE,P0649,C00546,1,12.52,12.52,Debit Card,Online
TXN010007,2023-04-08,16:48:00,ST002,P0085,C09198,1,13.35,13.35,Debit Card,Offline
TXN010008,2024-07-30,09:54:00,ST007,P0300,C04402,1,22.69,22.69,Credit Card,Offline
TXN010009,2024-10-22,19:18:00,ST005,P0894,GUEST3988,1,27.28,27.28,Credit Card,Offline
TXN010010,2024-01-21,09:19:00,ONLINE,P0495,C08793,1,24.86,24.86,Cash,Online
TXN010011,2023-04-19,20:57:00,ST004,P0361,GUEST4334,1,52.53,52.53,Credit Card,Offline
TXN010012,2024-07-19,14:21:00,ST001,P0148,C03118,1,16.19,16.19,Debit Card,Offline
TXN010013,2023-03-01,14:19:00,ONLINE,P0080,C05451,2,19.84,39.68,Credit Card,Online
TXN010014,2024-08-06,14:37:00,ONLINE,P0092,C02427,1,42.51,42.51,Debit Card,Online
TXN010015,2024-06-29,11:17:00,ST007,P0043,C09588,1,22.26,22.26,Debit Card,Offline
TXN010016,2023-09-29,11:49:00,ST010,P0072,C09953,1,19.89,19.89,Cash,Offline
TXN010017,2024-08-19,15:54:00,ST004,P0335,GUEST8689,1,22.46,22.46,Credit Card,Offline
TXN010018,2024-02-25,20:48:00,ONLINE,P0688,C07276,1,14.68,14.68,Debit Card,Online
TXN010019,2023-02-09,10:52:00,ST004,P0773,C06007,3,38.7,116.1,Credit Card,Offline
TXN010020,2023-09-24,18:49:00,ONLINE,P0038,C05690,1,35.33,35.33,Credit Card,Online
TXN010021,2024-08-20,14:06:00,ST006,P0727,C05141,1,31.46,31.46,Debit Card,Offline
TXN010022,2023-07-14,10:59:00,ST002,P0735,C08676,3,22.06,66.18,PayPal,Offline
TXN010023,2023-12-25,12:25:00,ST002,P0487,C03449,2,44.3,88.6,Debit Card,Offline
TXN010024,2023-02-12,16:23:00,ST004,P0476,C06816,3,39.02,117.06,Credit Card,Offline
TXN010025,2024-10-30,11:16:00,ST008,P0052,C01994,1,22.37,22.37,Credit Card,Offline
TXN010026,2024-01-26,10:32:00,ONLINE,P0048,GUEST5289,3,22.46,67.38,Credit Card,Online
TXN010027,2023-03-21,18:03:00,ST003,P0782,C02815,1,29.09,29.09,Debit Card,Offline
TXN010028,2024-09-10,16:48:00,ST006,P0152,C00987,1,29.84,29.84,PayPal,Offline
TXN010029,2023-03-16,19:53:00,ST010,P0069,C05381,1,29.12,29.12,Cash,Offline
TXN010030,2023-01-14,12:59:00,ONLINE,P0411,C03193,2,47.11,94.22,PayPal,Online
TXN010031,2023-06-28,19:24:00,ONLINE,P0025,C05012,1,30.04,30.04,Debit Card,Online
TXN010032,2023-06-27,11:32:00,ST010,P0204,C07266,3,24.84,74.52,Credit Card,Offline
TXN010033,2023-09-22,11:15:00,ONLINE,P0252,C06115,2,27.38,54.76,Credit Card,Online
TXN010034,2023-05-13,18:30:00,ONLINE,P0820,C07710,1,39.74,39.74,PayPal,Online
TXN010035,2023-01-11,10:14:00,ST003,P0730,C06535,1,13.82,13.82,Debit Card,Offline
TXN010036,2024-11-06,10:47:00,ST004,P0055,GUEST7482,1,19.55,19.55,Credit Card,Offline
TXN010037,2023-10-23,17:58:00,ONLINE,P0257,C03279,3,52.31,156.93,PayPal,Online
TXN010038,2024-10-27,10:20:00,ONLINE,P0213,C07977,1,13.9,13.9,Debit Card,Online
TXN010039,2023-12-06,14:17:00,ONLINE,P0681,C09513,2,32.63,65.26,Credit Card,Online
TXN010040,2023-02-22,19:05:00,ST003,P0115,C02346,1,41.44,41.44,Debit Card,Offline
TXN010041,2024-06-01,14:15:00,ONLINE,P0007,C01804,1,39.47,39.47,PayPal,Online
TXN010042,2024-05-14,15:03:00,ONLINE,P0581,GUEST4696,1,30.3,30.3,Credit Card,Online
TXN010043,2023-06-11,11:22:00,ST001,P0530,C04130,1,20.52,20.52,Debit Card,Offline
TXN010044,2023-03-13,18:51:00,ST004,P0366,C05644,2,21.57,43.14,PayPal,Offline
TXN010045,2024-01-20,18:38:00,ST005,P0094,C08352,3,38.97,116.91,Credit Card,Offline
TXN010046,2023-04-15,09:47:00,ST010,P0414,GUEST2802,1,28.85,28.85,Debit Card,Offline
TXN010047,2023-04-04,10:25:00,ONLINE,P0446,C05225,1,39.5,39.5,Debit Card,Online
TXN010048,2024-12-30,20:36:00,ST002,P0039,C08161,2,37.45,74.9,Debit Card,Offline
TXN010049,2023-04-17,13:59:00,ST010,P0341,C06791,1,47.68,47.68,Credit Card,Offline
TXN010050,2023-10-26,09:09:00,ST010,P0361,C08423,2,47.28,94.56,PayPal,Offline
TXN010051,2024-04-27,09:37:00,ST008,P0378,C04374,1,20.57,20.57,Debit Card,Offline
TXN010052,2024-08-14,11:08:00,ST004,P0675,GUEST6584,2,34.67,69.34,Credit Card,Offline
TXN010053,2024-04-06,13:54:00,ONLINE,P0056,C01975,2,21.56,43.12,Credit Card,Online
TXN010054,2024-05-09,18:11:00,ONLINE,P0684,C09259,1,27.33,27.33,Debit Card,Online
TXN010055,2023-03-24,17:43:00,ST003,P0294,C01109,2,18.03,36.06,Credit Card,Offline
TXN010056,2023-12-07,12:54:00,ST008,P0405,GUEST2518,1,33.03,33.03,Credit Card,Offline
TXN010057,2023-03-18,12:12:00,ST001,P0031,C01548,1,14.9,14.9,Credit Card,Offline
TXN010058,2024-10-29,14:48:00,ST010,P0321,GUEST8998,1,12.64,12.64,Debit Card,Offline
TXN010059,2023-04-18,18:50:00,ONLINE,P0775,GUEST7112,1,6.52,6.52,Credit Card,Online
TXN010060,2023-12-14,11:55:00,ST004,P0285,C06610,1,51.17,51.17,Credit Card,Offline
TXN010061,2023-03-11,14:24:00,ST004,P0767,C01087,1,21.05,21.05,Credit Card,Offline
TXN010062,2024-08-16,14:59:00,ONLINE,P0833,C07364,1,39.73,39.73,Credit Card,Online
TXN010063,2023-02-05,15:26:00,ST009,P0702,GUEST5227,1,6.29,6.29,PayPal,Offline
TXN010064,2024-09-24,16:33:00,ST008,P0059,C01769,2,38.52,77.04,Debit Card,Offline
TXN010065,2023-08-20,17:46:00,ST008,P0647,C05112,1,23.32,23.32,Debit Card,Offline
TXN010066,2024-11-11,15:40:00,ONLINE,P0847,GUEST1034,2,18.95,37.9,Credit Card,Online
TXN010067,2024-04-20,18:06:00,ST003,P0369,C00654,2,30.7,61.4,Debit Card,Offline
TXN010068,2023-12-12,09:26:00,ONLINE,P0044,GUEST7160,3,36.08,108.24,Cash,Online
TXN010069,2024-10-30,17:50:00,ST001,P0767,C04683,1,30.07,30.07,Credit Card,Offline
TXN010070,2023-06-10,09:27:00,ST008,P0414,GUEST3568,1,28.85,28.85,Credit Card,Offline
TXN010071,2024-12-02,17:18:00,ONLINE,P0568,C08200,1,26.45,26.45,Credit Card,Online
TXN010072,2024-06-28,09:42:00,ST010,P0311,C09815,1,20.14,20.14,Debit Card,Offline
TXN010073,2024-11-14,15:30:00,ST009,P0245,GUEST7577,1,43.36,43.36,Credit Card,Offline
TXN010074,2024-01-01,13:11:00,ONLINE,P0730,C00630,1,13.82,13.82,Credit Card,Online
TXN010075,2023-01-30,11:50:00,ONLINE,P0584,GUEST2667,2,30.47,60.94,Credit Card,Online
TXN010076,2024-08-18,16:40:00,ST007,P0048,C08672,1,37.44,37.44,Credit Card,Offline
TXN010077,2024-08-23,12:35:00,ST004,P0775,C03654,1,6.52,6.52,Credit Card,Offline
TXN010078,2023-05-01,14:52:00,ST004,P0580,GUEST2855,2,31.54,63.08,Credit Card,Offline
TXN010079,2023-10-11,20:50:00,ONLINE,P0674,C08959,1,15.61,15.61,PayPal,Online
TXN010080,2023-12-01,17:38:00,ONLINE,P0235,C04319,2,13.57,27.14,Credit Card,Online
TXN010081,2024-11-09,19:46:00,ST009,P0817,C06118,3,28.27,84.81,Debit Card,Offline
TXN010082,2024-05-31,15:05:00,ST003,P0807,GUEST8937,2,14.19,28.38,Credit Card,Offline
TXN010083,2023-05-04,16:50:00,ST009,P0621,GUEST8447,1,31.45,31.45,PayPal,Offline
TXN010084,2024-05-14,19:18:00,ST010,P0409,GUEST2537,2,38.65,77.3,Credit Card,Offline
TXN010085,2023-03-31,12:42:00,ST008,P0277,GUEST5330,1,37.08,37.08,Cash,Offline
TXN010086,2024-08-28,10:36:00,ST009,P0359,C00630,1,48.22,48.22,Credit Card,Offline
TXN010087,2023-06-20,19:48:00,ST003,P0222,C05934,2,14.61,29.22,Credit Card,Offline
TXN010088,2024-02-05,13:07:00,ST005,P0691,C03928,2,12.42,24.84,Credit Card,Offline
TXN010089,2024-03-04,10:04:00,ONLINE,P0530,C00513,1,34.2,34.2,Cash,Online
TXN010090,2024-02-06,11:00:00,ST008,P0741,C00590,2,30.08,60.16,Credit Card,Offline
TXN010091,2024-09-01,15:03:00,ONLINE,P0279,C02911,1,20.36,20.36,Debit Card,Online
TXN010092,2024-04-18,11:28:00,ST007,P0027,C06996,3,43.0,129.0,PayPal,Offline
TXN010093,2023-09-15,11:34:00,ST010,P0136,GUEST6648,1,38.71,38.71,Credit Card,Offline
TXN010094,2023-11-27,10:15:00,ST004,P0724,C04013,1,26.7,26.7,PayPal,Offline
TXN010095,2023-06-27,20:45:00,ST001,P0293,C02140,1,28.24,28.24,PayPal,Offline
TXN010096,2024-01-14,12:34:00,ST009,P0283,C07273,1,29.02,29.02,PayPal,Offline
TXN010097,2023-03-30,18:27:00,ST004,P0324,C02085,3,38.74,116.22,Debit Card,Offline
TXN010098,2023-04-27,11:19:00,ST007,P0503,C05301,1,47.26,47.26,PayPal,Offline
TXN010099,2024-05-22,19:35:00,ST003,P0743,C07770,1,16.76,16.76,Debit Card,Offline
TXN010100,2024-12-08,17:44:00,ONLINE,P0433,C09932,2,31.03,62.06,PayPal,Online
TXN010101,2023-03-30,09:41:00,ONLINE,P0019,C04801,2,22.05,44.1,Credit Card,Online
TXN010102,2023-02-01,20:28:00,ST004,P0469,C09101,1,15.74,15.74,Cash,Offline
TXN010103,2023-09-08,16:20:00,ST002,P0146,C00263,1,13.01,13.01,PayPal,Offline
TXN010104,2024-01-12,09:01:00,ONLINE,P0213,GUEST7153,1,13.9,13.9,Credit Card,Online
TXN010105,2023-01-20,17:19:00,ST004,P0891,C09778,1,6.34,6.34,PayPal,Offline
TXN010106,2023-11-12,13:40:00,ONLINE,P0647,C09699,1,23.32,23.32,Credit Card,Online
TXN010107,2024-03-26,17:52:00,ONLINE,P0510,C09298,1,51.62,51.62,Credit Card,Online
TXN010108,2024-04-16,14:27:00,ST009,P0593,GUEST4429,2,10.77,21.54,Credit Card,Offline
TXN010109,2024-06-19,20:30:00,ST003,P0477,C01230,1,19.81,19.81,Credit Card,Offline
TXN010110,2024-01-17,19:37:00,ONLINE,P0198,GUEST8811,1,23.25,23.25,Debit Card,Online
TXN010111,2024-01-06,20:40:00,ST004,P0758,C01412,1,9.48,9.48,Credit Card,Offline
TXN010112,2023-04-06,13:46:00,ONLINE,P0497,C02363,1,25.89,25.89,Credit Card,Online
TXN010113,2024-03-10,17:36:00,ONLINE,P0452,GUEST5959,2,22.26,44.52,Credit Card,Online
TXN010114,2023-12-01,17:29:00,ONLINE,P0354,C05237,1,27.89,27.89,Debit Card,Online
TXN010115,2024-01-17,20:27:00,ST002,P0895,C04587,1,5.13,5.13,Credit Card,Offline
TXN010116,2024-03-03,11:51:00,ST002,P0188,C01855,2,12.92,25.84,Credit Card,Offline
TXN010117,2024-09-27,18:12:00,ST010,P0154,C08060,1,26.14,26.14,Cash,Offline
TXN010118,2023-12-01,19:00:00,ST006,P0476,C03321,1,39.02,39.02,Credit Card,Offline
TXN010119,2024-10-29,17:22:00,ST006,P0019,C09889,1,22.05,22.05,Credit Card,Offline
TXN010120,2024-05-26,19:08:00,ONLINE,P0896,GUEST5613,2,10.26,20.52,PayPal,Online
TXN010121,2024-10-16,14:04:00,ST004,P0876,C05867,2,23.74,47.48,Debit Card,Offline
TXN010122,2023-11-09,20:36:00,ST009,P0569,C01791,2,30.98,61.96,Debit Card,Offline
TXN010123,2023-05-17,09:59:00,ONLINE,P0469,C02147,2,11.02,22.04,Credit Card,Online
TXN010124,2024-10-04,20:03:00,ONLINE,P0577,C09276,1,24.15,24.15,Debit Card,Online
TXN010125,2023-02-27,12:45:00,ONLINE,P0333,GUEST4485,1,19.07,19.07,PayPal,Online
TXN010126,2023-01-24,10:57:00,ST009,P0049,C01302,1,29.25,29.25,Debit Card,Offline
TXN010127,2023-07-07,17:13:00,ONLINE,P0827,C03876,2,14.21,28.42,Debit Card,Online
TXN010128,2024-08-18,15:08:00,ST008,P0696,C09463,1,14.37,14.37,Cash,Offline
TXN010129,2023-09-10,11:10:00,ST008,P0402,GUEST6892,1,38.05,38.05,PayPal,Offline
TXN010130,2023-02-09,17:14:00,ST005,P0831,C03916,2,26.02,52.04,Debit Card,Offline
TXN010131,2023-01-19,19:13:00,ST003,P0445,C09980,1,17.08,17.08,PayPal,Offline
TXN010132,2023-01-17,16:58:00,ONLINE,P0604,C02341,2,26.45,52.9,Cash,Online
TXN010133,2023-08-13,09:11:00,ONLINE,P0753,C01589,2,18.31,36.62,Cash,Online
TXN010134,2023-05-13,12:31:00,ST005,P0209,C09181,3,21.68,65.04,PayPal,Offline
TXN010135,2023-02-01,11:42:00,ONLINE,P0047,C08131,2,37.11,74.22,Debit Card,Online
TXN010136,2023-01-31,09:42:00,ONLINE,P0089,C04434,3,34.8,104.4,Debit Card,Online
TXN010137,2023-07-22,18:58:00,ST008,P0472,C03642,1,41.06,41.06,PayPal,Offline
TXN010138,2024-10-29,19:49:00,ST006,P0125,C07449,1,43.8,43.8,Cash,Offline
TXN010139,2023-06-19,12:48:00,ONLINE,P0112,C01089,2,15.09,30.18,Credit Card,Online
TXN010140,2024-01-06,14:52:00,ONLINE,P0452,C04308,1,22.26,22.26,Credit Card,Online
TXN010141,2024-06-25,15:48:00,ONLINE,P0652,GUEST2114,3,9.4,28.2,Debit Card,Online
TXN010142,2023-12-07,17:07:00,ST008,P0100,C02833,3,41.27,123.81,PayPal,Offline
TXN010143,2023-02-01,18:55:00,ST007,P0665,C03781,1,25.79,25.79,Credit Card,Offline
TXN010144,2023-12-09,20:10:00,ONLINE,P0100,C03767,1,41.27,41.27,Credit Card,Online
TXN010145,2023-08-24,15:36:00,ST008,P0402,C04122,2,30.44,60.88,Credit Card,Offline
TXN010146,2024-10-25,10:55:00,ST005,P0592,C05582,2,25.08,50.16,Debit Card,Offline
TXN010147,2024-01-01,19:43:00,ST009,P0750,C07635,1,16.42,16.42,PayPal,Offline
TXN010148,2023-02-08,16:16:00,ST007,P0611,GUEST4333,1,33.67,33.67,Debit Card,Offline
TXN010149,2023-04-13,17:40:00,ST003,P0500,C08937,1,53.01,53.01,Credit Card,Offline
TXN010150,2023-07-11,10:50:00,ST003,P0176,C09746,2,28.6,57.2,Credit Card,Offline
TXN010151,2023-06-23,10:35:00,ST009,P0897,C05818,1,22.93,22.93,Debit Card,Offline
TXN010152,2023-11-18,10:48:00,ONLINE,P0157,C07172,1,12.84,12.84,Debit Card,Online
TXN010153,2023-12-06,19:42:00,ONLINE,P0445,C03363,3,18.98,56.94,Credit Card,Online
TXN010154,2023-05-09,14:33:00,ST005,P0801,C09186,1,11.72,11.72,Credit Card,Offline
TXN010155,2024-11-12,10:41:00,ST001,P0380,C03749,2,50.76,101.52,Debit Card,Offline
TXN010156,2024-05-19,19:06:00,ONLINE,P0033,C04153,2,21.27,42.54,Credit Card,Online
TXN010157,2024-11-19,18:19:00,ONLINE,P0456,GUEST3370,1,38.61,38.61,Credit Card,Online
TXN010158,2024-05-09,19:16:00,ST010,P0709,GUEST4641,3,9.06,27.18,Credit Card,Offline
TXN010159,2023-05-31,14:55:00,ST001,P0070,C08057,1,24.0,24.0,Debit Card,Offline
TXN010160,2023-07-02,12:21:00,ST007,P0467,C03944,1,38.07,38.07,Debit Card,Offline
TXN010161,2023-12-16,11:12:00,ONLINE,P0722,GUEST4138,1,26.16,26.16,Cash,Online
TXN010162,2023-03-25,17:16:00,ST006,P0121,C00719,1,43.04,43.04,Debit Card,Offline
TXN010163,2023-03-27,11:26:00,ST006,P0653,C09347,1,24.43,24.43,Debit Card,Offline
TXN010164,2023-04-08,18:39:00,ST002,P0353,GUEST4347,1,17.53,17.53,PayPal,Offline
TXN010165,2023-05-27,09:19:00,ST001,P0657,C00320,1,15.95,15.95,Credit Card,Offline
TXN010166,2023-08-20,16:24:00,ST001,P0413,C05733,1,36.5,36.5,Cash,Offline
TXN010167,2024-11-16,20:08:00,ONLINE,P0076,GUEST3207,1,41.97,41.97,Cash,Online
TXN010168,2023-07-29,20:01:00,ONLINE,P0330,GUEST3592,1,40.84,40.84,Cash,Online
TXN010169,2024-09-11,09:48:00,ST002,P0104,C01868,1,15.35,15.35,PayPal,Offline
TXN010170,2024-06-23,14:17:00,ST001,P0775,C06063,2,3.91,7.82,Credit Card,Offline
TXN010171,2024-07-28,16:41:00,ST003,P0014,C09245,1,18.59,18.59,Debit Card,Offline
TXN010172,2023-10-26,19:44:00,ST007,P0072,C06134,1,28.41,28.41,Cash,Offline
TXN010173,2023-08-26,09:07:00,ONLINE,P0514,C01956,1,44.53,44.53,Credit Card,Online
TXN010174,2024-10-24,18:47:00,ST002,P0725,C05204,1,33.5,33.5,Credit Card,Offline
TXN010175,2023-06-03,14:38:00,ONLINE,P0705,C07679,1,23.8,23.8,PayPal,Online
TXN010176,2023-12-19,12:48:00,ONLINE,P0256,C06418,3,39.54,118.62,Credit Card,Online
TXN010177,2023-12-05,11:18:00,ST005,P0851,C00128,1,38.8,38.8,Credit Card,Offline
TXN010178,2023-02-09,11:50:00,ST009,P0136,C02593,1,38.71,38.71,Debit Card,Offline
TXN010179,2024-04-13,10:02:00,ST002,P0304,GUEST5493,2,23.25,46.5,Cash,Offline
TXN010180,2023-02-08,09:11:00,ST009,P0592,C02473,1,25.08,25.08,Debit Card,Offline
TXN010181,2023-12-14,17:30:00,ONLINE,P0218,GUEST2527,2,14.78,29.56,Credit Card,Online
TXN010182,2024-12-29,13:38:00,ST004,P0548,C04812,3,24.23,72.69,Credit Card,Offline
TXN010183,2023-09-11,10:24:00,ST002,P0617,C05518,1,13.75,13.75,Credit Card,Offline
TXN010184,2024-09-07,19:50:00,ONLINE,P0249,GUEST8864,1,31.26,31.26,Credit Card,Online
TXN010185,2024-10-02,12:35:00,ONLINE,P0652,C04263,1,9.4,9.4,Debit Card,Online
TXN010186,2023-05-17,11:42:00,ST009,P0591,GUEST5619,1,34.0,34.0,PayPal,Offline
TXN010187,2024-02-15,17:09:00,ONLINE,P0754,C01221,2,25.31,50.62,Credit Card,Online
TXN010188,2024-11-30,10:33:00,ONLINE,P0805,C06657,2,11.86,23.72,Credit Card,Online
TXN010189,2023-12-22,16:03:00,ONLINE,P0780,C01817,1,34.4,34.4,PayPal,Online
TXN010190,2024-12-17,13:16:00,ONLINE,P0786,C03707,1,17.87,17.87,Credit Card,Online
TXN010191,2023-12-26,13:58:00,ONLINE,P0379,C04685,2,35.82,71.64,PayPal,Online
TXN010192,2024-01-19,19:19:00,ONLINE,P0148,C05344,1,16.19,16.19,PayPal,Online
TXN010193,2023-10-16,12:18:00,ONLINE,P0153,C02414,1,35.96,35.96,Credit Card,Online
TXN010194,2023-01-21,10:40:00,ONLINE,P0831,GUEST5984,2,20.82,41.64,Cash,Online
TXN010195,2023-08-12,11:16:00,ST005,P0396,C07988,1,21.13,21.13,Credit Card,Offline
TXN010196,2023-12-24,20:54:00,ST007,P0199,C08038,2,40.33,80.66,Debit Card,Offline
TXN010197,2023-04-11,09:57:00,ONLINE,P0790,C00408,2,26.25,52.5,Credit Card,Online
TXN010198,2023-10-16,12:37:00,ONLINE,P0500,C09523,3,53.01,159.03,Debit Card,Online
TXN010199,2023-07-03,14:53:00,ST009,P0117,C09981,1,18.62,18.62,Cash,Offline
TXN010200,2024-11-01,09:13:00,ONLINE,P0355,GUEST9606,2,25.19,50.38,Debit Card,Online
TXN010201,2024-05-22,11:31:00,ST006,P0108,C07426,1,35.5,35.5,PayPal,Offline
TXN010202,2024-08-22,10:00:00,ST010,P0807,C09196,1,23.65,23.65,Credit Card,Offline
TXN010203,2024-08-08,11:43:00,ST002,P0865,C07199,1,33.49,33.49,Credit Card,Offline
TXN010204,2024-01-30,19:00:00,ST004,P0050,C08329,2,12.84,25.68,Credit Card,Offline
TXN010205,2023-02-10,10:37:00,ONLINE,P0489,C00242,1,38.8,38.8,Credit Card,Online
TXN010206,2023-11-12,20:46:00,ONLINE,P0534,C03136,2,24.55,49.1,Credit Card,Online
TXN010207,2024-02-28,17:10:00,ST009,P0138,C03932,2,28.87,57.74,PayPal,Offline
TXN010208,2024-05-21,19:19:00,ST004,P0519,C02155,2,28.59,57.18,Debit Card,Offline
TXN010209,2023-09-24,20:37:00,ONLINE,P0288,GUEST5334,1,49.49,49.49,Credit Card,Online
TXN010210,2024-08-31,16:58:00,ST005,P0500,C09884,1,53.01,53.01,Credit Card,Offline
TXN010211,2024-06-21,10:54:00,ONLINE,P0539,C04681,2,30.37,60.74,Credit Card,Online
TXN010212,2023-01-11,14:19:00,ST010,P0101,GUEST6688,1,33.19,33.19,PayPal,Offline
TXN010213,2024-01-23,18:47:00,ST004,P0440,C01395,1,16.08,16.08,Cash,Offline
TXN010214,2024-02-23,14:41:00,ONLINE,P0404,C04857,1,52.37,52.37,Debit Card,Online
TXN010215,2023-10-10,16:07:00,ONLINE,P0582,C06867,3,17.05,51.15,Credit Card,Online
TXN010216,2023-02-20,09:05:00,ST008,P0365,C02021,1,23.07,23.07,Debit Card,Offline
TXN010217,2024-06-06,19:19:00,ONLINE,P0817,C02999,1,28.27,28.27,Credit Card,Online
TXN010218,2024-11-20,10:11:00,ONLINE,P0710,C05463,3,20.21,60.63,Debit Card,Online
TXN010219,2023-07-25,18:29:00,ONLINE,P0380,C07777,2,50.76,101.52,Credit Card,Online
TXN010220,2023-07-11,16:48:00,ONLINE,P0460,C09983,1,45.54,45.54,Credit Card,Online
TXN010221,2024-06-16,10:21:00,ST005,P0229,GUEST3508,1,12.37,12.37,PayPal,Offline
TXN010222,2024-01-20,17:19:00,ST002,P0511,C03693,2,42.9,85.8,Credit Card,Offline
TXN010223,2024-02-13,19:02:00,ONLINE,P0740,C07362,3,20.68,62.04,Debit Card,Online
TXN010224,2023-10-06,20:06:00,ST005,P0382,C04447,1,24.94,24.94,PayPal,Offline
TXN010225,2024-08-15,10:56:00,ST009,P0805,GUEST1242,1,13.18,13.18,Cash,Offline
TXN010226,2024-01-06,20:10:00,ST007,P0381,GUEST4875,2,21.07,42.14,PayPal,Offline
TXN010227,2023-04-10,09:39:00,ST002,P0462,C01665,1,50.78,50.78,Credit Card,Offline
TXN010228,2023-04-23,16:16:00,ST010,P0532,C06333,1,45.73,45.73,Cash,Offline
TXN010229,2024-01-21,18:00:00,ST009,P0664,C00839,1,12.92,12.92,Credit Card,Offline
TXN010230,2024-05-01,17:42:00,ST006,P0096,C02042,1,10.55,10.55,PayPal,Offline
TXN010231,2024-12-17,09:26:00,ST010,P0732,C05013,1,10.88,10.88,Debit Card,Offline
TXN010232,2023-05-30,10:28:00,ST007,P0540,GUEST5954,2,23.73,47.46,Debit Card,Offline
TXN010233,2023-10-13,14:38:00,ST006,P0398,C06759,3,15.72,47.16,PayPal,Offline
TXN010234,2023-11-29,11:22:00,ONLINE,P0221,GUEST7502,2,14.8,29.6,Debit Card,Online
TXN010235,2024-06-08,09:16:00,ST007,P0199,C06198,1,40.33,40.33,Credit Card,Offline
TXN010236,2024-08-17,17:40:00,ONLINE,P0579,C06305,2,12.28,24.56,Credit Card,Online
TXN010237,2023-03-01,14:13:00,ONLINE,P0463,C02459,1,32.01,32.01,Debit Card,Online
TXN010238,2023-02-19,17:21:00,ONLINE,P0595,C05025,1,16.13,16.13,Credit Card,Online
TXN010239,2024-06-01,17:02:00,ST008,P0865,C01494,2,33.49,66.98,Cash,Offline
TXN010240,2023-01-31,19:17:00,ONLINE,P0667,C00501,1,9.92,9.92,Cash,Online
TXN010241,2024-07-19,15:05:00,ST009,P0257,GUEST8518,1,52.31,52.31,PayPal,Offline
TXN010242,2023-03-28,12:13:00,ST004,P0120,C09346,1,33.3,33.3,Cash,Offline
TXN010243,2023-08-13,15:28:00,ONLINE,P0684,GUEST7988,3,27.33,81.99,Debit Card,Online
TXN010244,2024-08-25,19:47:00,ST001,P0697,C07767,2,12.58,25.16,Debit Card,Offline
TXN010245,2023-03-07,14:52:00,ST002,P0111,C07852,1,33.7,33.7,Credit Card,Offline
TXN010246,2024-06-06,20:06:00,ONLINE,P0635,C02619,2,24.2,48.4,Credit Card,Online
TXN010247,2024-07-02,18:02:00,ST009,P0662,C04451,2,31.54,63.08,Credit Card,Offline
TXN010248,2023-08-07,14:50:00,ST009,P0162,C09509,2,33.79,67.58,PayPal,Offline
TXN010249,2023-04-04,10:31:00,ONLINE,P0030,C09977,1,13.49,13.49,Debit Card,Online
TXN010250,2024-02-13,09:14:00,ST010,P0460,GUEST2749,3,45.54,136.62,PayPal,Offline
TXN010251,2023-04-22,15:30:00,ONLINE,P0772,GUEST1239,1,19.89,19.89,Credit Card,Online
TXN010252,2024-09-02,09:07:00,ONLINE,P0098,C05156,1,23.19,23.19,Credit Card,Online
TXN010253,2024-11-15,19:37:00,ST008,P0280,C03417,3,31.65,94.95,Cash,Offline
TXN010254,2024-04-30,19:36:00,ST007,P0723,C08571,1,31.44,31.44,Credit Card,Offline
TXN010255,2023-03-04,13:10:00,ST007,P0427,C08178,1,23.4,23.4,Cash,Offline
TXN010256,2024-09-11,17:05:00,ST001,P0858,GUEST7360,1,6.34,6.34,Credit Card,Offline
TXN010257,2023-09-18,11:22:00,ST006,P0313,C05212,1,39.73,39.73,PayPal,Offline
TXN010258,2023-09-30,16:35:00,ST005,P0001,GUEST1483,1,24.36,24.36,Credit Card,Offline
TXN010259,2023-02-15,17:01:00,ST002,P0100,C08358,2,41.27,82.54,Credit Card,Offline
TXN010260,2023-04-18,18:49:00,ONLINE,P0018,C08300,2,26.32,52.64,Credit Card,Online
TXN010261,2023-03-11,16:21:00,ST003,P0614,C05407,2,13.12,26.24,Credit Card,Offline
TXN010262,2023-11-01,19:35:00,ONLINE,P0234,C06065,1,21.43,21.43,Debit Card,Online
TXN010263,2023-02-28,10:16:00,ST002,P0442,C05131,1,15.79,15.79,Credit Card,Offline
TXN010264,2024-09-24,18:52:00,ST001,P0037,C04181,2,12.18,24.36,PayPal,Offline
TXN010265,2023-10-24,12:31:00,ST008,P0177,C04549,3,33.74,101.22,PayPal,Offline
TXN010266,2024-05-06,10:41:00,ST003,P0620,C04631,1,34.14,34.14,Cash,Offline
TXN010267,2024-04-23,18:15:00,ST008,P0689,C00649,1,20.02,20.02,Credit Card,Offline
TXN010268,2023-03-07,11:41:00,ST006,P0173,C01393,1,25.15,25.15,Cash,Offline
TXN010269,2023-09-07,12:34:00,ONLINE,P0604,GUEST2797,1,26.45,26.45,Debit Card,Online
