ProductID,ProductName,Category,Subcategory,Size,Season,Color,Brand,Cost,Price,SupplierID,LaunchDate,Margin
P0191,KiddoFashion Jackets Blue 7,Boys Clothing,Jackets,7,Spring,Blue,KiddoFashion,8.82,15.9,SUP009,2023-04-13,44.53
P0192,YouthStyle Jackets Gray 2T,Boys Clothing,Jackets,2T,Summer,Gray,YouthStyle,19.05,32.76,SUP003,2022-03-18,41.85
P0193,BabyChic Jackets Navy 10,Boys Clothing,Jackets,10,Fall,Navy,BabyChic,20.69,36.26,SUP012,2023-02-12,42.94
P0194,PetitMode Jackets Black 3T,Boys Clothing,Jackets,3T,Fall,Black,PetitMode,10.16,21.31,SUP006,2023-10-04,52.32
P0195,KidsStyle Jackets Navy 10,Boys Clothing,Jackets,10,All Season,Navy,KidsStyle,21.0,36.77,SUP002,2022-08-29,42.89
P0196,TinyTrends Jackets Black 6,Boys Clothing,Jackets,6,Summer,Black,TinyTrends,22.88,44.69,SUP002,2023-10-11,48.8
P0197,LittleFashion Jackets Beige 3T,Boys Clothing,Jackets,3T,Winter,Beige,LittleFashion,13.75,24.28,SUP005,2022-01-30,43.37
P0198,KidsStyle Jackets Yellow 2T,Boys Clothing,Jackets,2T,Fall,Yellow,KidsStyle,13.71,23.25,SUP006,2023-01-19,41.03
P0199,MiniMode Jackets Orange 8,Boys Clothing,Jackets,8,Summer,Orange,MiniMode,20.74,40.33,SUP007,2023-08-03,48.57
P0200,LittleFashion Jackets Blue 4T,Boys Clothing,Jackets,4T,Summer,Blue,LittleFashion,20.71,36.78,SUP010,2023-01-27,43.69
P0201,KiddoFashion Sweaters Navy 14,Boys Clothing,Sweaters,14,Summer,Navy,KiddoFashion,9.01,15.4,SUP003,2022-08-26,41.49
P0202,KiddoFashion Sweaters Yellow 10,Boys Clothing,Sweaters,10,Fall,Yellow,KiddoFashion,16.46,28.67,SUP011,2022-01-10,42.59
P0203,PetitMode Sweaters Pink 10,Boys Clothing,Sweaters,10,Fall,Pink,PetitMode,13.18,22.56,SUP002,2023-03-29,41.58
P0204,JuniorWear Sweaters Gray 7,Boys Clothing,Sweaters,7,All Season,Gray,JuniorWear,11.22,24.84,SUP007,2022-09-14,54.83
P0205,MiniMode Sweaters Black 10,Boys Clothing,Sweaters,10,Fall,Black,MiniMode,19.42,41.88,SUP014,2023-05-10,53.63
P0206,YouthStyle Sweaters Navy 3T,Boys Clothing,Sweaters,3T,Summer,Navy,YouthStyle,13.36,22.54,SUP006,2023-08-12,40.73
P0207,KidsStyle Sweaters Gray 6,Boys Clothing,Sweaters,6,Fall,Gray,KidsStyle,23.25,43.37,SUP007,2022-10-09,46.39
P0208,KidsStyle Sweaters Navy 2T,Boys Clothing,Sweaters,2T,All Season,Navy,KidsStyle,16.99,32.85,SUP012,2023-05-24,48.28
P0209,SmallStyle Sweaters White 6,Boys Clothing,Sweaters,6,Summer,White,SmallStyle,10.82,21.68,SUP004,2023-10-14,50.09
P0210,JuniorWear Sweaters Gray 5T,Boys Clothing,Sweaters,5T,All Season,Gray,JuniorWear,19.24,34.19,SUP013,2023-11-07,43.73
P0211,KidsStyle Sweaters Yellow 4T,Boys Clothing,Sweaters,4T,Spring,Yellow,KidsStyle,21.67,38.12,SUP013,2023-03-28,43.15
P0212,BabyChic Sweaters Beige 2T,Boys Clothing,Sweaters,2T,All Season,Beige,BabyChic,7.87,15.01,SUP003,2022-04-03,47.57
P0213,YouthStyle Sweaters Pink 6,Boys Clothing,Sweaters,6,Fall,Pink,YouthStyle,7.4,13.9,SUP004,2022-05-16,46.76
P0214,PetitMode Sweaters Orange 12,Boys Clothing,Sweaters,12,Fall,Orange,PetitMode,15.49,26.57,SUP015,2022-10-07,41.7
P0215,KiddoFashion Sweaters Yellow 4T,Boys Clothing,Sweaters,4T,Fall,Yellow,KiddoFashion,11.03,23.58,SUP012,2022-12-13,53.22
P0216,TinyTrends Sweaters Pink 3T,Boys Clothing,Sweaters,3T,Winter,Pink,TinyTrends,9.43,16.72,SUP013,2022-08-20,43.6
P0217,BabyChic Sweaters Blue 8,Boys Clothing,Sweaters,8,All Season,Blue,BabyChic,15.07,32.4,SUP013,2023-02-09,53.49
P0218,PetitMode Sweaters Blue 2T,Boys Clothing,Sweaters,2T,Fall,Blue,PetitMode,8.21,14.78,SUP008,2023-01-13,44.45
P0219,YouthStyle Sweaters Gray 6,Boys Clothing,Sweaters,6,All Season,Gray,YouthStyle,8.26,14.4,SUP006,2022-04-21,42.64
P0220,KidsStyle Sweaters Navy 5T,Boys Clothing,Sweaters,5T,Winter,Navy,KidsStyle,16.32,35.31,SUP015,2023-07-29,53.78
P0221,MiniMode Sweaters Gray 7,Boys Clothing,Sweaters,7,All Season,Gray,MiniMode,8.85,14.8,SUP002,2023-10-13,40.2
P0222,YouthStyle Sweaters Blue 10,Boys Clothing,Sweaters,10,Fall,Blue,YouthStyle,12.31,24.35,SUP003,2022-02-16,49.45
P0223,KiddoFashion Sweaters Blue 2T,Boys Clothing,Sweaters,2T,Fall,Blue,KiddoFashion,22.98,38.82,SUP002,2022-08-29,40.8
P0224,YouthStyle Sweaters Purple 12,Boys Clothing,Sweaters,12,Summer,Purple,YouthStyle,25.08,44.54,SUP006,2023-11-18,43.69
P0225,SmallStyle Sweaters Beige 12,Boys Clothing,Sweaters,12,Winter,Beige,SmallStyle,11.29,24.42,SUP012,2022-06-08,53.77
P0226,KiddoFashion Sweaters Navy 8,Boys Clothing,Sweaters,8,Spring,Navy,KiddoFashion,20.1,37.65,SUP007,2022-10-14,46.61
P0227,MiniMode Sweaters Purple 2T,Boys Clothing,Sweaters,2T,Fall,Purple,MiniMode,15.23,26.0,SUP008,2022-08-30,41.42
P0228,BabyChic Sweaters Orange 7,Boys Clothing,Sweaters,7,Spring,Orange,BabyChic,8.21,15.67,SUP015,2023-10-23,47.61
P0229,YouthStyle Sweaters Yellow 7,Boys Clothing,Sweaters,7,Spring,Yellow,YouthStyle,6.44,12.37,SUP004,2022-05-06,47.94
P0230,MiniMode Sweaters Gray 10,Boys Clothing,Sweaters,10,Spring,Gray,MiniMode,6.48,13.86,SUP011,2023-09-04,53.25
P0231,BabyChic Sweaters Green 2T,Boys Clothing,Sweaters,2T,Spring,Green,BabyChic,8.69,15.88,SUP003,2023-08-02,45.28
P0232,PetitMode Sweaters Green 5T,Boys Clothing,Sweaters,5T,Spring,Green,PetitMode,19.68,36.62,SUP010,2022-08-10,46.26
P0233,LittleFashion Sweaters Navy 5T,Boys Clothing,Sweaters,5T,Fall,Navy,LittleFashion,22.15,43.75,SUP001,2022-10-11,49.37
P0234,PetitMode Sweaters Yellow 4T,Boys Clothing,Sweaters,4T,Summer,Yellow,PetitMode,12.44,21.43,SUP013,2022-06-28,41.95
P0235,LittleFashion Sweaters Red 3T,Boys Clothing,Sweaters,3T,Spring,Red,LittleFashion,11.52,19.38,SUP006,2022-09-01,40.56
P0236,KidsStyle Sweaters Pink 14,Boys Clothing,Sweaters,14,Fall,Pink,KidsStyle,7.38,12.4,SUP005,2022-02-23,40.48
P0237,PetitMode Sweaters Blue 4T,Boys Clothing,Sweaters,4T,Winter,Blue,PetitMode,7.83,13.42,SUP012,2022-03-07,41.65
P0238,BabyChic Sweaters Orange 10,Boys Clothing,Sweaters,10,Winter,Orange,BabyChic,17.61,29.41,SUP010,2022-04-22,40.12
P0239,MiniMode Sweaters Navy 10,Boys Clothing,Sweaters,10,All Season,Navy,MiniMode,7.7,14.44,SUP001,2023-11-06,46.68
P0240,KiddoFashion Sweaters Gray 12,Boys Clothing,Sweaters,12,Fall,Gray,KiddoFashion,23.25,43.99,SUP001,2022-03-04,47.15
P0241,YouthStyle Sweaters Gray 10,Boys Clothing,Sweaters,10,Winter,Gray,YouthStyle,18.17,32.77,SUP002,2023-05-18,44.55
P0242,TinyTrends Sweaters White 10,Boys Clothing,Sweaters,10,Spring,White,TinyTrends,14.69,27.0,SUP010,2022-06-01,45.59
P0243,JuniorWear Sweaters Navy 3T,Boys Clothing,Sweaters,3T,Summer,Navy,JuniorWear,18.3,31.28,SUP011,2023-08-23,41.5
P0244,YouthStyle Sweaters Navy 12,Boys Clothing,Sweaters,12,Fall,Navy,YouthStyle,6.64,13.5,SUP009,2022-10-29,50.81
P0245,SmallStyle Sweaters Black 10,Boys Clothing,Sweaters,10,All Season,Black,SmallStyle,25.3,43.36,SUP002,2022-04-28,41.65
P0246,YouthStyle Sweaters Purple 12,Boys Clothing,Sweaters,12,Summer,Purple,YouthStyle,14.68,27.04,SUP015,2022-08-22,45.71
P0247,KiddoFashion Sweaters Black 8,Boys Clothing,Sweaters,8,Fall,Black,KiddoFashion,10.11,21.15,SUP007,2022-04-08,52.2
P0248,BabyChic Sweaters Gray 7,Boys Clothing,Sweaters,7,Winter,Gray,BabyChic,13.73,27.3,SUP005,2023-01-19,49.71
P0249,TinyTrends Sweaters Blue 4T,Boys Clothing,Sweaters,4T,Winter,Blue,TinyTrends,14.43,31.26,SUP014,2022-03-29,53.84
P0250,TinyTrends Sweaters Beige 3T,Boys Clothing,Sweaters,3T,Winter,Beige,TinyTrends,26.4,44.16,SUP012,2023-01-17,40.22
P0251,KidsStyle Dresses Navy 4T,Girls Clothing,Dresses,4T,All Season,Navy,KidsStyle,22.77,42.93,SUP009,2023-07-30,46.96
P0252,YouthStyle Dresses White 7,Girls Clothing,Dresses,7,Spring,White,YouthStyle,15.66,27.38,SUP014,2023-11-13,42.8
P0253,JuniorWear Dresses Navy 8,Girls Clothing,Dresses,8,Spring,Navy,JuniorWear,20.11,42.39,SUP005,2022-12-27,52.56
P0254,PetitMode Dresses Green 3T,Girls Clothing,Dresses,3T,All Season,Green,PetitMode,29.49,51.44,SUP003,2023-11-04,42.67
P0255,TinyTrends Dresses White 10,Girls Clothing,Dresses,10,Summer,White,TinyTrends,29.61,52.99,SUP014,2023-07-24,44.12
P0256,JuniorWear Dresses Navy 7,Girls Clothing,Dresses,7,Spring,Navy,JuniorWear,20.27,39.54,SUP004,2023-03-16,48.74
P0257,SmallStyle Dresses Gray 12,Girls Clothing,Dresses,12,All Season,Gray,SmallStyle,30.34,52.31,SUP011,2023-07-25,42.0
P0258,JuniorWear Dresses Red 2T,Girls Clothing,Dresses,2T,All Season,Red,JuniorWear,7.63,16.81,SUP003,2022-10-07,54.61
P0259,BabyChic Dresses Red 6,Girls Clothing,Dresses,6,Fall,Red,BabyChic,17.18,30.06,SUP003,2022-05-27,42.85
P0260,TinyTrends Dresses Pink 14,Girls Clothing,Dresses,14,Winter,Pink,TinyTrends,25.75,54.49,SUP012,2023-10-11,52.74
P0261,PetitMode Dresses Green 2T,Girls Clothing,Dresses,2T,Spring,Green,PetitMode,19.66,38.77,SUP007,2023-03-06,49.29
P0262,LittleFashion Dresses White 10,Girls Clothing,Dresses,10,Fall,White,LittleFashion,31.01,53.8,SUP005,2022-11-29,42.36
P0263,TinyTrends Dresses Red 14,Girls Clothing,Dresses,14,All Season,Red,TinyTrends,25.25,48.53,SUP003,2022-06-11,47.97
P0264,TinyTrends Dresses Yellow 14,Girls Clothing,Dresses,14,Spring,Yellow,TinyTrends,15.51,31.59,SUP008,2023-11-09,50.9
P0265,SmallStyle Dresses Purple 8,Girls Clothing,Dresses,8,Winter,Purple,SmallStyle,10.01,17.26,SUP007,2022-10-07,42.0
P0266,TinyTrends Dresses White 5T,Girls Clothing,Dresses,5T,All Season,White,TinyTrends,28.51,47.52,SUP007,2022-04-24,40.0
P0267,KiddoFashion Dresses Orange 6,Girls Clothing,Dresses,6,All Season,Orange,KiddoFashion,29.26,54.87,SUP011,2022-11-12,46.67
P0268,YouthStyle Dresses Navy 2T,Girls Clothing,Dresses,2T,Summer,Navy,YouthStyle,27.08,45.76,SUP001,2022-01-08,40.82
P0269,MiniMode Dresses Pink 5T,Girls Clothing,Dresses,5T,Fall,Pink,MiniMode,23.86,48.99,SUP013,2022-09-19,51.3
P0270,TinyTrends Dresses Red 6,Girls Clothing,Dresses,6,Fall,Red,TinyTrends,15.5,33.02,SUP008,2023-03-17,53.06
P0271,YouthStyle Dresses Orange 4T,Girls Clothing,Dresses,4T,Summer,Orange,YouthStyle,28.76,53.16,SUP012,2022-08-24,45.9
P0272,BabyChic Dresses Blue 12,Girls Clothing,Dresses,12,All Season,Blue,BabyChic,13.3,24.15,SUP007,2022-02-13,44.93
P0273,KiddoFashion Dresses Blue 8,Girls Clothing,Dresses,8,Spring,Blue,KiddoFashion,20.01,39.73,SUP014,2022-11-17,49.64
P0274,SmallStyle Dresses Black 14,Girls Clothing,Dresses,14,Winter,Black,SmallStyle,10.76,19.54,SUP012,2023-10-18,44.93
P0275,TinyTrends Dresses Black 8,Girls Clothing,Dresses,8,Fall,Black,TinyTrends,20.26,35.81,SUP001,2022-11-29,43.42
P0276,KiddoFashion Dresses Beige 4T,Girls Clothing,Dresses,4T,All Season,Beige,KiddoFashion,20.69,35.81,SUP015,2023-01-06,42.22
P0277,TinyTrends Dresses Green 3T,Girls Clothing,Dresses,3T,Winter,Green,TinyTrends,19.81,37.08,SUP007,2023-08-27,46.57
P0278,TinyTrends Dresses Black 8,Girls Clothing,Dresses,8,All Season,Black,TinyTrends,25.56,50.07,SUP014,2022-11-14,48.95
P0279,BabyChic Dresses Pink 7,Girls Clothing,Dresses,7,Summer,Pink,BabyChic,9.25,20.36,SUP002,2023-06-07,54.57
P0280,PetitMode Dresses Green 3T,Girls Clothing,Dresses,3T,All Season,Green,PetitMode,24.55,45.21,SUP015,2022-12-24,45.7
P0281,MiniMode Dresses Blue 7,Girls Clothing,Dresses,7,Summer,Blue,MiniMode,20.8,43.16,SUP003,2022-09-20,51.81
P0282,SmallStyle Dresses Pink 5T,Girls Clothing,Dresses,5T,Summer,Pink,SmallStyle,9.25,20.45,SUP013,2023-11-03,54.77
P0283,KiddoFashion Dresses Purple 3T,Girls Clothing,Dresses,3T,Summer,Purple,KiddoFashion,15.63,29.02,SUP013,2023-08-01,46.14
P0284,SmallStyle Dresses Gray 14,Girls Clothing,Dresses,14,Winter,Gray,SmallStyle,15.82,30.69,SUP011,2023-10-02,48.45
P0285,LittleFashion Dresses Purple 7,Girls Clothing,Dresses,7,Fall,Purple,LittleFashion,25.7,51.17,SUP002,2023-04-26,49.78
P0286,JuniorWear Dresses Navy 10,Girls Clothing,Dresses,10,Fall,Navy,JuniorWear,20.18,35.56,SUP001,2022-12-27,43.25
P0287,JuniorWear Dresses Purple 12,Girls Clothing,Dresses,12,Spring,Purple,JuniorWear,16.77,30.86,SUP008,2022-02-08,45.66
P0288,JuniorWear Dresses Blue 2T,Girls Clothing,Dresses,2T,Fall,Blue,JuniorWear,29.32,49.49,SUP011,2022-04-03,40.76
P0289,PetitMode Dresses Black 14,Girls Clothing,Dresses,14,All Season,Black,PetitMode,12.3,20.88,SUP008,2023-08-18,41.09
P0290,KiddoFashion Dresses Navy 12,Girls Clothing,Dresses,12,Spring,Navy,KiddoFashion,16.95,34.68,SUP011,2022-07-12,51.12
P0291,KiddoFashion Dresses Orange 7,Girls Clothing,Dresses,7,All Season,Orange,KiddoFashion,19.92,33.37,SUP003,2022-03-05,40.31
P0292,BabyChic Dresses Beige 10,Girls Clothing,Dresses,10,Spring,Beige,BabyChic,17.33,34.7,SUP002,2023-06-01,50.06
P0293,MiniMode Dresses Beige 4T,Girls Clothing,Dresses,4T,Spring,Beige,MiniMode,19.61,40.34,SUP008,2023-03-26,51.39
P0294,SmallStyle Dresses Pink 12,Girls Clothing,Dresses,12,All Season,Pink,SmallStyle,8.46,18.03,SUP006,2023-01-17,53.08
P0295,YouthStyle Dresses White 6,Girls Clothing,Dresses,6,Winter,White,YouthStyle,9.51,20.12,SUP011,2023-09-05,52.73
P0296,TinyTrends Dresses White 2T,Girls Clothing,Dresses,2T,Fall,White,TinyTrends,11.22,20.55,SUP002,2023-07-26,45.4
P0297,JuniorWear Dresses Beige 8,Girls Clothing,Dresses,8,Fall,Beige,JuniorWear,11.18,22.28,SUP014,2023-11-04,49.82
P0298,BabyChic Dresses Blue 14,Girls Clothing,Dresses,14,Summer,Blue,BabyChic,26.51,50.87,SUP010,2023-11-11,47.89
P0299,JuniorWear Dresses Gray 4T,Girls Clothing,Dresses,4T,Fall,Gray,JuniorWear,19.84,41.7,SUP012,2023-11-10,52.42
P0300,SmallStyle Dresses Beige 8,Girls Clothing,Dresses,8,Summer,Beige,SmallStyle,10.35,22.69,SUP002,2022-11-14,54.39
P0301,BabyChic Dresses Pink 12,Girls Clothing,Dresses,12,Winter,Pink,BabyChic,10.7,21.76,SUP011,2023-06-24,50.83
P0302,PetitMode Dresses White 3T,Girls Clothing,Dresses,3T,Winter,White,PetitMode,10.23,22.08,SUP001,2023-01-07,53.67
P0303,MiniMode Dresses White 6,Girls Clothing,Dresses,6,Summer,White,MiniMode,10.29,19.83,SUP013,2023-05-13,48.11
P0304,LittleFashion Dresses Pink 5T,Girls Clothing,Dresses,5T,Summer,Pink,LittleFashion,11.73,23.25,SUP002,2022-10-30,49.55
P0305,PetitMode Dresses Beige 3T,Girls Clothing,Dresses,3T,All Season,Beige,PetitMode,19.45,35.14,SUP015,2023-06-24,44.65
P0306,SmallStyle Dresses Pink 2T,Girls Clothing,Dresses,2T,Fall,Pink,SmallStyle,9.44,16.57,SUP010,2023-01-21,43.03
P0307,LittleFashion Dresses Beige 4T,Girls Clothing,Dresses,4T,Summer,Beige,LittleFashion,18.55,40.12,SUP013,2023-10-02,53.76
P0308,KidsStyle Dresses Black 4T,Girls Clothing,Dresses,4T,Winter,Black,KidsStyle,29.37,49.94,SUP006,2023-11-24,41.19
P0309,SmallStyle Dresses Yellow 5T,Girls Clothing,Dresses,5T,Winter,Yellow,SmallStyle,8.57,17.44,SUP013,2023-04-05,50.86
P0310,MiniMode Dresses Yellow 5T,Girls Clothing,Dresses,5T,All Season,Yellow,MiniMode,26.57,47.25,SUP013,2023-04-26,43.77
P0311,SmallStyle Tops Purple 5T,Girls Clothing,Tops,5T,Fall,Purple,SmallStyle,10.77,22.38,SUP008,2022-10-16,51.88
P0312,PetitMode Tops Black 8,Girls Clothing,Tops,8,All Season,Black,PetitMode,15.59,29.82,SUP003,2022-07-24,47.72
P0313,JuniorWear Tops Red 14,Girls Clothing,Tops,14,Summer,Red,JuniorWear,20.08,39.73,SUP011,2023-05-08,49.46
P0314,TinyTrends Tops Beige 7,Girls Clothing,Tops,7,All Season,Beige,TinyTrends,18.83,33.5,SUP014,2023-06-13,43.79
P0315,TinyTrends Tops Pink 3T,Girls Clothing,Tops,3T,Fall,Pink,TinyTrends,8.04,16.47,SUP005,2023-04-06,51.18
P0316,YouthStyle Tops Blue 12,Girls Clothing,Tops,12,Summer,Blue,YouthStyle,25.43,43.53,SUP015,2022-08-16,41.58
P0317,KidsStyle Tops Black 10,Girls Clothing,Tops,10,Fall,Black,KidsStyle,18.79,35.47,SUP001,2023-02-10,47.03
P0318,MiniMode Tops Black 12,Girls Clothing,Tops,12,Fall,Black,MiniMode,9.98,19.29,SUP002,2023-01-19,48.26
P0319,BabyChic Tops Blue 5T,Girls Clothing,Tops,5T,Spring,Blue,BabyChic,17.66,36.3,SUP014,2023-10-28,51.35
P0320,LittleFashion Tops Red 7,Girls Clothing,Tops,7,Summer,Red,LittleFashion,13.05,25.77,SUP005,2023-04-29,49.36
P0321,KiddoFashion Tops Navy 4T,Girls Clothing,Tops,4T,Winter,Navy,KiddoFashion,7.87,15.8,SUP001,2022-03-23,50.19
P0322,MiniMode Tops Pink 2T,Girls Clothing,Tops,2T,Fall,Pink,MiniMode,11.71,23.46,SUP009,2023-09-16,50.09
P0323,TinyTrends Tops Yellow 12,Girls Clothing,Tops,12,Winter,Yellow,TinyTrends,11.55,19.79,SUP004,2022-11-05,41.64
P0324,MiniMode Tops Black 3T,Girls Clothing,Tops,3T,Spring,Black,MiniMode,21.38,38.74,SUP011,2023-09-30,44.81
P0325,TinyTrends Tops Purple 10,Girls Clothing,Tops,10,Spring,Purple,TinyTrends,24.44,46.57,SUP010,2023-07-03,47.52
P0326,SmallStyle Tops Green 2T,Girls Clothing,Tops,2T,All Season,Green,SmallStyle,9.8,18.48,SUP012,2022-05-28,46.97
P0327,KidsStyle Tops Navy 6,Girls Clothing,Tops,6,Winter,Navy,KidsStyle,21.61,38.47,SUP006,2022-09-04,43.83
P0328,LittleFashion Tops Gray 14,Girls Clothing,Tops,14,Winter,Gray,LittleFashion,15.14,32.27,SUP011,2022-03-29,53.08
P0329,TinyTrends Tops Orange 12,Girls Clothing,Tops,12,Fall,Orange,TinyTrends,13.29,26.35,SUP009,2023-06-04,49.56
P0330,KidsStyle Tops Black 12,Girls Clothing,Tops,12,All Season,Black,KidsStyle,21.87,40.84,SUP014,2023-04-27,46.45
P0331,BabyChic Tops Yellow 2T,Girls Clothing,Tops,2T,Winter,Yellow,BabyChic,17.48,29.24,SUP012,2022-01-17,40.22
P0332,BabyChic Tops Green 7,Girls Clothing,Tops,7,Spring,Green,BabyChic,19.05,39.23,SUP012,2023-11-04,51.44
P0333,BabyChic Tops Pink 3T,Girls Clothing,Tops,3T,All Season,Pink,BabyChic,9.02,19.07,SUP001,2022-12-27,52.7
P0334,LittleFashion Tops Gray 12,Girls Clothing,Tops,12,Fall,Gray,LittleFashion,11.78,24.84,SUP008,2023-05-06,52.58
P0335,TinyTrends Tops Beige 4T,Girls Clothing,Tops,4T,Summer,Beige,TinyTrends,11.07,22.46,SUP013,2023-04-14,50.71
P0336,MiniMode Tops Red 2T,Girls Clothing,Tops,2T,Fall,Red,MiniMode,12.82,21.93,SUP013,2022-07-24,41.54
P0337,JuniorWear Tops Orange 2T,Girls Clothing,Tops,2T,Fall,Orange,JuniorWear,9.63,18.21,SUP007,2023-07-11,47.12
P0338,KidsStyle Tops Gray 10,Girls Clothing,Tops,10,Fall,Gray,KidsStyle,18.77,31.42,SUP004,2022-10-20,40.26
P0339,BabyChic Tops Yellow 7,Girls Clothing,Tops,7,Spring,Yellow,BabyChic,9.93,19.48,SUP002,2023-01-12,49.02
P0340,KiddoFashion Tops Black 8,Girls Clothing,Tops,8,Winter,Black,KiddoFashion,31.18,53.78,SUP006,2022-07-11,42.02
P0341,BabyChic Tops Orange 10,Girls Clothing,Tops,10,Winter,Orange,BabyChic,23.3,47.68,SUP005,2022-03-26,51.13
P0342,YouthStyle Tops Navy 8,Girls Clothing,Tops,8,Spring,Navy,YouthStyle,12.02,21.84,SUP014,2022-07-04,44.96
P0343,BabyChic Tops Blue 12,Girls Clothing,Tops,12,Fall,Blue,BabyChic,27.84,52.18,SUP002,2022-12-02,46.65
P0344,KiddoFashion Tops Navy 6,Girls Clothing,Tops,6,Fall,Navy,KiddoFashion,18.63,37.86,SUP012,2023-03-13,50.79
P0345,BabyChic Tops Purple 4T,Girls Clothing,Tops,4T,Winter,Purple,BabyChic,21.89,45.78,SUP001,2022-12-28,52.18
P0346,JuniorWear Tops Gray 14,Girls Clothing,Tops,14,Winter,Gray,JuniorWear,14.36,27.95,SUP013,2022-02-28,48.62
P0347,BabyChic Tops Orange 3T,Girls Clothing,Tops,3T,Winter,Orange,BabyChic,17.17,35.3,SUP013,2023-11-27,51.36
P0348,LittleFashion Tops Navy 4T,Girls Clothing,Tops,4T,Spring,Navy,LittleFashion,10.61,19.59,SUP011,2023-03-25,45.84
P0349,TinyTrends Tops Green 2T,Girls Clothing,Tops,2T,Summer,Green,TinyTrends,14.26,26.55,SUP013,2023-10-23,46.29
P0350,YouthStyle Tops Navy 7,Girls Clothing,Tops,7,Fall,Navy,YouthStyle,11.05,21.17,SUP001,2023-09-12,47.8
P0351,BabyChic Tops White 4T,Girls Clothing,Tops,4T,Winter,White,BabyChic,16.62,36.3,SUP008,2022-03-20,54.21
P0352,PetitMode Tops White 14,Girls Clothing,Tops,14,Summer,White,PetitMode,13.38,28.46,SUP007,2022-11-18,52.99
P0353,TinyTrends Tops Red 6,Girls Clothing,Tops,6,Summer,Red,TinyTrends,10.49,17.53,SUP012,2022-07-10,40.16
P0354,YouthStyle Tops Orange 10,Girls Clothing,Tops,10,All Season,Orange,YouthStyle,15.94,27.89,SUP002,2022-09-26,42.85
P0355,MiniMode Tops Navy 6,Girls Clothing,Tops,6,Winter,Navy,MiniMode,13.91,25.19,SUP005,2023-05-18,44.78
P0356,LittleFashion Tops Blue 5T,Girls Clothing,Tops,5T,Spring,Blue,LittleFashion,24.49,45.41,SUP008,2022-06-26,46.07
P0357,BabyChic Tops Gray 10,Girls Clothing,Tops,10,Spring,Gray,BabyChic,17.33,33.86,SUP006,2022-03-08,48.82
P0358,JuniorWear Tops Yellow 12,Girls Clothing,Tops,12,All Season,Yellow,JuniorWear,17.06,28.95,SUP014,2022-06-11,41.07
P0359,PetitMode Tops Green 4T,Girls Clothing,Tops,4T,Fall,Green,PetitMode,28.68,48.22,SUP002,2022-07-25,40.52
P0360,KiddoFashion Tops Red 4T,Girls Clothing,Tops,4T,Summer,Red,KiddoFashion,11.18,19.97,SUP006,2023-07-22,44.02
P0361,KiddoFashion Tops Orange 14,Girls Clothing,Tops,14,Fall,Orange,KiddoFashion,25.07,52.53,SUP003,2023-09-19,52.27
P0362,JuniorWear Tops Black 3T,Girls Clothing,Tops,3T,Spring,Black,JuniorWear,9.91,17.66,SUP012,2023-05-06,43.88
P0363,YouthStyle Tops Navy 12,Girls Clothing,Tops,12,Winter,Navy,YouthStyle,21.89,37.98,SUP002,2022-05-09,42.36
P0364,KiddoFashion Tops Purple 7,Girls Clothing,Tops,7,Spring,Purple,KiddoFashion,11.72,20.59,SUP011,2023-06-14,43.08
P0365,PetitMode Tops Gray 7,Girls Clothing,Tops,7,Summer,Gray,PetitMode,10.95,23.07,SUP010,2022-07-06,52.54
P0366,PetitMode Tops Red 4T,Girls Clothing,Tops,4T,Winter,Red,PetitMode,12.34,21.57,SUP014,2022-05-08,42.79
P0367,JuniorWear Tops Pink 12,Girls Clothing,Tops,12,Summer,Pink,JuniorWear,21.99,41.61,SUP003,2022-11-27,47.15
P0368,PetitMode Tops Yellow 5T,Girls Clothing,Tops,5T,Fall,Yellow,PetitMode,17.07,29.35,SUP014,2022-03-22,41.84
P0369,PetitMode Tops Yellow 6,Girls Clothing,Tops,6,Summer,Yellow,PetitMode,17.58,30.7,SUP003,2023-10-03,42.74
P0370,PetitMode Tops Blue 6,Girls Clothing,Tops,6,All Season,Blue,PetitMode,16.5,32.57,SUP009,2023-10-19,49.34
P0371,SmallStyle Skirts Pink 4T,Girls Clothing,Skirts,4T,All Season,Pink,SmallStyle,16.59,33.51,SUP003,2023-11-06,50.49
P0372,BabyChic Skirts Navy 14,Girls Clothing,Skirts,14,All Season,Navy,BabyChic,23.59,44.9,SUP001,2022-01-30,47.46
P0373,SmallStyle Skirts Yellow 3T,Girls Clothing,Skirts,3T,Spring,Yellow,SmallStyle,14.21,24.29,SUP011,2022-08-04,41.5
P0374,SmallStyle Skirts Gray 14,Girls Clothing,Skirts,14,Winter,Gray,SmallStyle,16.14,30.36,SUP001,2023-05-25,46.84
P0375,JuniorWear Skirts Purple 12,Girls Clothing,Skirts,12,Fall,Purple,JuniorWear,27.87,51.26,SUP004,2023-02-20,45.63
P0376,TinyTrends Skirts Beige 6,Girls Clothing,Skirts,6,Winter,Beige,TinyTrends,11.63,19.68,SUP001,2022-06-11,40.9
P0377,KiddoFashion Skirts Purple 10,Girls Clothing,Skirts,10,Winter,Purple,KiddoFashion,20.06,40.11,SUP004,2022-12-15,49.99
P0378,BabyChic Skirts Beige 14,Girls Clothing,Skirts,14,Summer,Beige,BabyChic,11.71,20.57,SUP006,2022-12-20,43.07
P0379,BabyChic Skirts Orange 8,Girls Clothing,Skirts,8,Summer,Orange,BabyChic,21.09,39.8,SUP009,2022-04-19,47.01
