customer_id,favorite_category,recommended_products,recommendation_count
C008587,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C049236,Electronics,"P00287,P00276,P00211,P00190,P00054,P00140,P00256,P00155,P00083,P00368",10
C003696,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C021683,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C013798,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00256,P00155,P00083,P00368",10
C026623,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C044517,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C018384,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C049010,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C004637,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C001796,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00155,P00083,P00368",10
C013224,Electronics,"P00287,P00276,P00309,P00190,P00054,P00140,P00256,P00155,P00083,P00368",10
C003356,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C007132,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C026917,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C022304,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C032225,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00368",10
C028640,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C003468,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C032144,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C028067,Grocery & Food,"P01135,P01307,P01207,P01161,P01127,P01174,P01114,P01340,P01263,P01213",10
C020016,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C029367,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C047443,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C009481,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C027829,Electronics,"P00287,P00276,P00309,P00190,P00054,P00140,P00256,P00155,P00083,P00368",10
C034990,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C026832,Electronics,"P00287,P00276,P00309,P00190,P00054,P00140,P00256,P00155,P00083,P00368",10
C020400,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00256,P00155,P00083,P00368",10
C002420,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C042991,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C032650,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C020682,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C019660,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C030250,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C018774,Fashion,"P00455,P00758,P00466,P00600,P00465,P00774,P00622,P00729,P00752,P00614",10
C022378,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C010126,Electronics,"P00287,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083,P00368",10
C019183,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C020233,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C002376,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C039459,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C014265,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C035538,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C009439,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C017188,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00256,P00155,P00083,P00368",10
C006450,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C015826,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C016494,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C028339,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00622,P00729,P00752",10
C030561,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C025777,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C022322,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C034532,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C033064,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C039645,Electronics,"P00287,P00276,P00211,P00190,P00054,P00140,P00256,P00155,P00083,P00368",10
C016749,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C014914,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C014891,Books & Media,"P01689,P01602,P01592,P01566,P01605,P01555,P01567,P01664,P01670,P01547",10
C008152,Electronics,"P00287,P00276,P00309,P00190,P00054,P00140,P00256,P00155,P00083,P00368",10
C048167,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C037387,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C015715,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C033905,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C028642,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C003263,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00622,P00729,P00752",10
C025251,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00368",10
C046721,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C041375,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C011659,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C032503,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C046494,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C029634,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C007562,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C029322,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C040550,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C047562,Fashion,"P00455,P00758,P00466,P00600,P00667,P00774,P00622,P00729,P00752,P00614",10
C011112,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00622,P00729,P00752",10
C005410,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C034281,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C006214,Electronics,"P00287,P00276,P00211,P00309,P00190,P00140,P00256,P00155,P00083,P00368",10
C020299,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C036488,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C043324,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C026006,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C011808,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C028147,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C038632,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00729,P00752,P00614",10
C014517,Electronics,"P00287,P00276,P00211,P00190,P00054,P00140,P00256,P00155,P00083,P00368",10
C034766,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C033376,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C049079,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C024656,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C015631,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C009574,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00083,P00368",10
C035454,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C009670,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C036251,Fashion,"P00455,P00758,P00466,P00465,P00667,P00774,P00622,P00729,P00752,P00614",10
C013088,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C015774,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C042024,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C002507,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C028298,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C028285,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C012389,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C010185,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C020393,Electronics,"P00287,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083,P00368",10
C036748,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C020456,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00256,P00155,P00083,P00368",10
C022065,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C038583,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00155,P00083,P00368",10
C021742,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C026826,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C018911,Beauty & Personal Care,"P01528,P01442,P01538,P01440,P01419,P01425,P01516,P01346,P01395,P01511",10
C011244,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C030213,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C014088,Electronics,"P00287,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083,P00368",10
C029580,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P00879,P00844,P01090",10
C037382,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C028062,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C017020,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C000656,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C036355,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C021018,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C035654,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C036914,Sports & Fitness,"P01750,P01826,P01820,P01852,P01809,P01824,P01721,P01753,P01784,P01760",10
C022809,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C018762,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C021224,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C014251,Electronics,"P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083,P00368",10
C003096,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C004526,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C039946,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00964,P01048,P00879,P00844,P01090",10
C013886,Electronics,"P00287,P00276,P00211,P00309,P00190,P00140,P00256,P00155,P00083,P00368",10
C045177,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C002254,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00622,P00729,P00752",10
C027755,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C006421,Grocery & Food,"P01135,P01307,P01207,P01161,P01127,P01174,P01114,P01340,P01263,P01213",10
C018750,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C038771,Electronics,"P00287,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083,P00368",10
C041510,Home & Furniture,"P00974,P00965,P01018,P00817,P00819,P00964,P01048,P00844,P01090,P00960",10
C049302,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C012303,Electronics,"P00287,P00276,P00211,P00190,P00054,P00140,P00256,P00155,P00083,P00368",10
C018119,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C001889,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C027525,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C043542,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C024859,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C037443,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C019483,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C004961,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C000905,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C039252,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C030282,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C025858,Electronics,"P00287,P00276,P00309,P00190,P00054,P00140,P00256,P00155,P00083,P00368",10
C007873,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00622,P00729,P00752",10
C017389,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C001668,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C036008,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00155,P00083,P00368",10
C019944,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C000198,Beauty & Personal Care,"P01528,P01442,P01538,P01472,P01440,P01419,P01425,P01516,P01395,P01511",10
C039784,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C035851,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C037844,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C026293,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C011655,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C017731,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C014764,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C012875,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C045068,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C046961,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C037907,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C049349,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C036337,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C036651,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00155,P00083,P00368",10
C040056,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C033402,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00083,P00368",10
C019316,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C041508,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C003728,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C047793,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C011212,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C002124,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C001795,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C040096,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C006212,Home & Furniture,"P00974,P01027,P01018,P00817,P00819,P00964,P01048,P00844,P01090,P00960",10
C003052,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C002365,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C033817,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C005260,Electronics,"P00287,P00276,P00309,P00190,P00054,P00140,P00256,P00155,P00083,P00368",10
C021070,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00622,P00729,P00752",10
C023537,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C002877,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C016245,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C000379,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C024566,Electronics,"P00287,P00276,P00211,P00309,P00054,P00140,P00256,P00155,P00083,P00368",10
C012418,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C049235,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C044213,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C010913,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C002355,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C025298,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C036377,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C006696,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C011247,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C024100,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00368",10
C013236,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C041514,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C021474,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00368",10
C019974,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00622,P00729,P00752",10
C001749,Electronics,"P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083,P00368,P00258",10
C022703,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00368",10
C002083,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C037234,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C016114,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C005266,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C012585,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C028436,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C037787,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C026375,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00256,P00155,P00083,P00368",10
C037311,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C002762,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C007163,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C039052,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00368",10
C049119,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C035188,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C015311,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00622,P00729,P00752",10
C038055,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00622,P00729,P00752",10
C005220,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00368",10
C028338,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C046710,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00622,P00729,P00752",10
C041987,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C013394,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C014915,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C008040,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00368",10
C011588,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C033018,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C036415,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00729,P00752,P00614",10
C020311,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C034828,Electronics,"P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083,P00368",10
C006601,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C023816,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00622,P00729,P00752",10
C035533,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C024207,Electronics,"P00287,P00276,P00211,P00309,P00190,P00140,P00256,P00155,P00083,P00368",10
C027528,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P01048,P00879,P00844,P01090",10
C047534,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C004802,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00083,P00368",10
C044569,Electronics,"P00287,P00276,P00211,P00309,P00190,P00140,P00256,P00155,P00083,P00368",10
C018460,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C025836,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C031544,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00622,P00729,P00752",10
C027964,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C037914,Beauty & Personal Care,"P01528,P01442,P01538,P01472,P01440,P01419,P01425,P01516,P01346,P01395",10
C012332,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00083,P00368",10
C033508,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C024986,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C010287,Electronics,"P00287,P00276,P00211,P00309,P00054,P00140,P00256,P00155,P00083,P00368",10
C001981,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C021716,Electronics,"P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083,P00368",10
C038329,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C006253,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C013660,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C040613,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C017581,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00622,P00729,P00752",10
C047985,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C024120,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C034771,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
