CustomerID,Segment,Age,IncomeLevel,JoinDate,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,RFM_Segment
C001235,Value-Conscious,40,Medium,2023-03-02,46.0,8.0,8044.41,3,3,1,331,7.0,Potential Loyalists
C001236,Premium,41,High,2023-04-02,6.0,9.0,39352.59,5,3,5,535,13.0,Champions
C001237,Trendy,22,Medium-High,2023-10-03,11.0,13.0,29685.84,5,5,5,555,15.0,Champions
C001238,Fitness Enthusiast,33,Medium-High,2023-07-21,30.0,10.0,24986.6,4,4,5,445,13.0,Champions
C001239,Value-Conscious,36,Medium,2023-09-28,36.0,10.0,9033.1,4,4,2,442,10.0,Loyal Customers
C001240,Casual Shopper,26,Medium-Low,2023-03-07,72.0,6.0,8224.43,3,1,1,311,5.0,Recent Customers
C001241,Premium,40,High,2023-04-25,38.0,7.0,23780.09,4,2,4,424,10.0,Loyal Customers
C001242,Premium,59,High,2023-01-02,290.0,3.0,15497.650000000001,1,1,3,113,5.0,At Risk
C001243,Value-Conscious,18,Medium,2023-01-12,108.0,8.0,7089.08,2,3,1,231,6.0,At Risk
C001244,Fitness Enthusiast,41,Medium-High,2023-06-02,107.0,7.0,13167.380000000001,2,2,3,223,7.0,Potential Loyalists
C001245,Casual Shopper,34,Medium-Low,2023-08-26,31.0,14.0,34384.58,4,5,5,455,14.0,Champions
C001246,Value-Conscious,40,Medium,2023-12-11,27.0,9.0,8215.8,4,3,1,431,8.0,Potential Loyalists
C001247,Premium,36,High,2023-10-06,36.0,11.0,39543.51,4,4,5,445,13.0,Champions
C001248,Trendy,31,Medium-High,2023-08-06,65.0,6.0,10799.289999999999,3,1,2,312,6.0,Recent Customers
C001249,Value-Conscious,18,Medium,2023-09-30,132.0,10.0,9681.01,2,4,2,242,8.0,Potential Loyalists
C001250,Trendy,42,Medium-High,2023-07-14,94.0,11.0,23120.0,2,4,4,244,10.0,Loyal Customers
C001251,Value-Conscious,40,Medium,2023-04-28,33.0,8.0,7894.11,4,3,1,431,8.0,Potential Loyalists
C001252,Trendy,40,Medium-High,2023-05-07,35.0,11.0,21196.69,4,4,4,444,12.0,Loyal Customers
C001253,Value-Conscious,48,Medium,2023-08-24,77.0,8.0,8420.64,3,3,1,331,7.0,Potential Loyalists
C001254,Value-Conscious,28,Medium,2023-06-27,29.0,9.0,11883.85,4,3,2,432,9.0,Potential Loyalists
C001255,Value-Conscious,34,Medium,2023-03-21,116.0,11.0,11934.220000000001,2,4,2,242,8.0,Potential Loyalists
C001256,Trendy,24,Medium-High,2023-05-22,45.0,8.0,16133.570000000002,4,3,3,433,10.0,Loyal Customers
C001257,Casual Shopper,28,Medium-Low,2023-04-07,3.0,15.0,29733.43,5,5,5,555,15.0,Champions
C001258,Casual Shopper,19,Medium-Low,2023-02-27,4.0,13.0,23939.9,5,5,4,554,14.0,Champions
C001259,Casual Shopper,25,Medium-Low,2023-01-17,121.0,6.0,10500.41,2,1,2,212,5.0,At Risk
C001260,Value-Conscious,18,Medium,2023-12-05,175.0,7.0,7637.28,1,2,1,121,4.0,Lost Customers
C001261,Fitness Enthusiast,39,Medium-High,2023-08-03,23.0,10.0,18481.32,4,4,4,444,12.0,Loyal Customers
C001262,Premium,58,High,2023-11-11,80.0,5.0,20444.88,3,1,4,314,8.0,Potential Loyalists
C001263,Trendy,21,Medium-High,2023-01-09,69.0,10.0,18340.86,3,4,4,344,11.0,Loyal Customers
C001264,Casual Shopper,31,Medium-Low,2023-05-04,282.0,6.0,12696.96,1,1,2,112,4.0,Lost Customers
C001265,Fitness Enthusiast,55,Medium-High,2023-04-16,259.0,6.0,9588.279999999999,1,1,2,112,4.0,Lost Customers
C001266,Premium,40,High,2023-02-04,40.0,8.0,23417.35,4,3,4,434,11.0,Loyal Customers
C001267,Trendy,38,Medium-High,2023-02-21,211.0,9.0,12532.51,1,3,2,132,6.0,At Risk
C001268,Fitness Enthusiast,24,Medium-High,2023-11-01,52.0,6.0,14896.03,3,1,3,313,7.0,Potential Loyalists
C001269,Casual Shopper,32,Medium-Low,2023-01-18,126.0,10.0,28775.86,2,4,5,245,11.0,Loyal Customers
C001270,Trendy,27,Medium-High,2023-08-17,61.0,10.0,17341.07,3,4,3,343,10.0,Loyal Customers
C001271,Trendy,39,Medium-High,2023-11-03,232.0,2.0,1949.1599999999999,1,1,1,111,3.0,Lost Customers
C001272,Casual Shopper,40,Medium-Low,2023-12-11,78.0,4.0,8359.98,3,1,1,311,5.0,Recent Customers
C001273,Value-Conscious,29,Medium,2023-12-27,208.0,7.0,6570.13,1,2,1,121,4.0,Lost Customers
C001274,Value-Conscious,31,Medium,2023-01-25,101.0,5.0,5592.57,2,1,1,211,4.0,Lost Customers
C001275,Trendy,48,Medium-High,2023-05-06,14.0,12.0,25526.54,5,5,5,555,15.0,Champions
C001276,Premium,50,High,2023-01-23,363.0,5.0,17165.41,1,1,3,113,5.0,At Risk
C001277,Value-Conscious,30,Medium,2023-07-25,83.0,10.0,11350.34,2,4,2,242,8.0,Potential Loyalists
C001278,Casual Shopper,30,Medium-Low,2023-08-13,147.0,8.0,31033.67,1,3,5,135,9.0,Potential Loyalists
C001279,Premium,20,High,2023-04-30,70.0,12.0,43093.86,3,5,5,355,13.0,Champions
C001280,Fitness Enthusiast,31,Medium-High,2023-10-04,23.0,9.0,25865.46,4,3,5,435,12.0,Loyal Customers
C001281,Trendy,35,Medium-High,2023-04-22,6.0,10.0,15128.22,5,4,3,543,12.0,Loyal Customers
C001282,Casual Shopper,18,Medium-Low,2023-01-29,269.0,5.0,7893.07,1,1,1,111,3.0,Lost Customers
C001283,Fitness Enthusiast,39,Medium-High,2023-03-13,66.0,11.0,20990.11,3,4,4,344,11.0,Loyal Customers
C001284,Fitness Enthusiast,31,Medium-High,2023-09-15,167.0,6.0,12860.630000000001,1,1,3,113,5.0,At Risk
C001285,Fitness Enthusiast,51,Medium-High,2023-05-29,60.0,8.0,18055.71,3,3,4,334,10.0,Loyal Customers
C001286,Trendy,52,Medium-High,2023-04-30,119.0,9.0,10411.24,2,3,2,232,7.0,Potential Loyalists
C001287,Casual Shopper,58,Medium-Low,2023-10-22,163.0,7.0,13753.34,1,2,3,123,6.0,At Risk
C001288,Trendy,39,Medium-High,2023-06-13,95.0,9.0,20526.27,2,3,4,234,9.0,Potential Loyalists
C001289,Casual Shopper,31,Medium-Low,2023-10-23,90.0,9.0,17913.32,2,3,4,234,9.0,Potential Loyalists
C001290,Casual Shopper,38,Medium-Low,2023-11-03,28.0,12.0,21857.21,4,5,4,454,13.0,Champions
C001291,Trendy,32,Medium-High,2023-12-11,8.0,8.0,13990.93,5,3,3,533,11.0,Loyal Customers
C001292,Value-Conscious,48,Medium,2023-06-14,11.0,9.0,8901.4,5,3,2,532,10.0,Loyal Customers
C001293,Fitness Enthusiast,42,Medium-High,2023-05-02,41.0,7.0,19202.21,4,2,4,424,10.0,Loyal Customers
C001294,Trendy,29,Medium-High,2023-06-04,113.0,8.0,11461.63,2,3,2,232,7.0,Potential Loyalists
C001295,Trendy,43,Medium-High,2023-03-15,54.0,7.0,10906.41,3,2,2,322,7.0,Potential Loyalists
C001296,Value-Conscious,18,Medium,2023-12-05,27.0,12.0,9187.1,4,5,2,452,11.0,Loyal Customers
C001297,Premium,53,High,2023-09-24,251.0,5.0,20079.92,1,1,4,114,6.0,At Risk
C001298,Value-Conscious,26,Medium,2023-04-24,55.0,8.0,10754.0,3,3,2,332,8.0,Potential Loyalists
C001299,Casual Shopper,51,Medium-Low,2023-07-31,20.0,7.0,8876.91,5,2,2,522,9.0,Potential Loyalists
C001300,Value-Conscious,29,Medium,2023-06-03,59.0,9.0,13724.550000000001,3,3,3,333,9.0,Potential Loyalists
C001301,Fitness Enthusiast,35,Medium-High,2023-05-21,116.0,6.0,12598.18,2,1,2,212,5.0,At Risk
C001302,Casual Shopper,30,Medium-Low,2023-02-01,14.0,6.0,14073.01,5,1,3,513,9.0,Potential Loyalists
C001303,Casual Shopper,40,Medium-Low,2023-10-13,132.0,10.0,27945.82,2,4,5,245,11.0,Loyal Customers
C001304,Value-Conscious,21,Medium,2023-10-30,78.0,5.0,5761.82,3,1,1,311,5.0,Recent Customers
C001305,Value-Conscious,18,Medium,2023-03-31,235.0,3.0,3889.25,1,1,1,111,3.0,Lost Customers
C001306,Value-Conscious,50,Medium,2023-11-17,34.0,9.0,6741.2300000000005,4,3,1,431,8.0,Potential Loyalists
C001307,Value-Conscious,52,Medium,2023-12-14,20.0,10.0,11363.279999999999,5,4,2,542,11.0,Loyal Customers
C001308,Fitness Enthusiast,29,Medium-High,2023-08-07,8.0,8.0,13251.300000000001,5,3,3,533,11.0,Loyal Customers
C001309,Premium,24,High,2023-10-12,95.0,7.0,22212.77,2,2,4,224,8.0,Potential Loyalists
C001310,Premium,32,High,2023-09-11,47.0,9.0,34647.4,3,3,5,335,11.0,Loyal Customers
C001311,Casual Shopper,21,Medium-Low,2023-01-25,16.0,4.0,7255.19,5,1,1,511,7.0,Potential Loyalists
C001312,Value-Conscious,39,Medium,2023-06-26,59.0,9.0,10458.32,3,3,2,332,8.0,Potential Loyalists
C001313,Premium,30,High,2023-11-26,28.0,6.0,20996.4,4,1,4,414,9.0,Potential Loyalists
C001314,Fitness Enthusiast,28,Medium-High,2023-12-10,18.0,10.0,20129.55,5,4,4,544,13.0,Champions
C001315,Fitness Enthusiast,27,Medium-High,2023-07-15,117.0,9.0,18525.47,2,3,4,234,9.0,Potential Loyalists
C001316,Premium,33,High,2023-09-26,160.0,8.0,32232.82,1,3,5,135,9.0,Potential Loyalists
C001317,Trendy,30,Medium-High,2023-06-13,14.0,5.0,6156.759999999999,5,1,1,511,7.0,Potential Loyalists
C001318,Trendy,34,Medium-High,2023-12-23,20.0,7.0,11855.45,5,2,2,522,9.0,Potential Loyalists
C001319,Premium,26,High,2023-08-02,25.0,9.0,39416.85,4,3,5,435,12.0,Loyal Customers
C001320,Premium,47,High,2023-07-29,29.0,13.0,56124.97,4,5,5,455,14.0,Champions
C001321,Trendy,39,Medium-High,2023-03-18,192.0,9.0,13612.470000000001,1,3,3,133,7.0,Potential Loyalists
C001322,Trendy,34,Medium-High,2023-06-03,106.0,4.0,7799.04,2,1,1,211,4.0,Lost Customers
C001323,Value-Conscious,22,Medium,2023-07-12,72.0,7.0,9205.45,3,2,2,322,7.0,Potential Loyalists
C001324,Fitness Enthusiast,46,Medium-High,2023-04-05,83.0,3.0,6322.47,2,1,1,211,4.0,Lost Customers
C001325,Value-Conscious,27,Medium,2023-10-03,15.0,11.0,15892.38,5,4,3,543,12.0,Loyal Customers
C001326,Trendy,35,Medium-High,2023-08-31,39.0,9.0,18337.59,4,3,4,434,11.0,Loyal Customers
C001327,Casual Shopper,27,Medium-Low,2023-05-04,41.0,7.0,14061.77,4,2,3,423,9.0,Potential Loyalists
C001328,Value-Conscious,42,Medium,2023-04-26,103.0,10.0,7868.849999999999,2,4,1,241,7.0,Potential Loyalists
C001329,Casual Shopper,18,Medium-Low,2023-06-03,17.0,5.0,7280.78,5,1,1,511,7.0,Potential Loyalists
C001330,Fitness Enthusiast,27,Medium-High,2023-12-29,31.0,7.0,12804.93,4,2,3,423,9.0,Potential Loyalists
C001331,Premium,43,High,2023-03-15,27.0,7.0,21079.94,4,2,4,424,10.0,Loyal Customers
C001332,Premium,25,High,2023-08-26,64.0,6.0,23116.81,3,1,4,314,8.0,Potential Loyalists
C001333,Trendy,18,Medium-High,2023-01-30,115.0,9.0,16971.71,2,3,3,233,8.0,Potential Loyalists
C001334,Value-Conscious,26,Medium,2023-10-15,210.0,5.0,2894.85,1,1,1,111,3.0,Lost Customers
C001335,Trendy,38,Medium-High,2023-07-31,14.0,13.0,24345.34,5,5,5,555,15.0,Champions
C001336,Casual Shopper,20,Medium-Low,2023-08-02,4.0,11.0,20512.079999999998,5,4,4,544,13.0,Champions
C001337,Casual Shopper,32,Medium-Low,2023-10-13,11.0,4.0,15001.06,5,1,3,513,9.0,Potential Loyalists
C001338,Value-Conscious,32,Medium,2023-09-29,5.0,12.0,12772.8,5,5,3,553,13.0,Champions
C001339,Value-Conscious,55,Medium,2023-03-10,33.0,11.0,14404.37,4,4,3,443,11.0,Loyal Customers
C001340,Premium,24,High,2023-07-18,66.0,7.0,29035.82,3,2,5,325,10.0,Loyal Customers
C001341,Premium,53,High,2023-05-05,196.0,11.0,35648.85,1,4,5,145,10.0,Loyal Customers
C001342,Value-Conscious,24,Medium,2023-05-11,14.0,12.0,10168.69,5,5,2,552,12.0,Loyal Customers
C001343,Casual Shopper,41,Medium-Low,2023-04-15,48.0,9.0,23402.41,3,3,4,334,10.0,Loyal Customers
C001344,Fitness Enthusiast,31,Medium-High,2023-06-19,93.0,8.0,9968.3,2,3,2,232,7.0,Potential Loyalists
C001345,Value-Conscious,29,Medium,2023-11-28,49.0,6.0,8262.76,3,1,1,311,5.0,Recent Customers
C001346,Value-Conscious,18,Medium,2023-02-10,42.0,7.0,6672.66,4,2,1,421,7.0,Potential Loyalists
C001347,Casual Shopper,41,Medium-Low,2023-08-19,7.0,9.0,28198.69,5,3,5,535,13.0,Champions
C001348,Casual Shopper,46,Medium-Low,2023-07-09,21.0,5.0,13839.66,5,1,3,513,9.0,Potential Loyalists
C001349,Value-Conscious,40,Medium,2023-02-17,76.0,8.0,5679.84,3,3,1,331,7.0,Potential Loyalists
C001350,Value-Conscious,26,Medium,2023-10-02,133.0,3.0,3457.71,2,1,1,211,4.0,Lost Customers
C001351,Casual Shopper,30,Medium-Low,2023-04-08,30.0,6.0,17582.46,4,1,4,414,9.0,Potential Loyalists
C001352,Fitness Enthusiast,32,Medium-High,2023-01-27,11.0,13.0,22270.23,5,5,4,554,14.0,Champions
C001353,Value-Conscious,42,Medium,2023-05-18,17.0,5.0,7449.2699999999995,5,1,1,511,7.0,Potential Loyalists
C001354,Trendy,48,Medium-High,2023-07-13,28.0,10.0,21825.52,4,4,4,444,12.0,Loyal Customers
C001355,Fitness Enthusiast,31,Medium-High,2023-12-11,155.0,11.0,30942.16,1,4,5,145,10.0,Loyal Customers
C001356,Casual Shopper,18,Medium-Low,2023-11-06,291.0,15.0,32666.46,1,5,5,155,11.0,Loyal Customers
C001357,Trendy,18,Medium-High,2023-11-05,42.0,15.0,27642.04,4,5,5,455,14.0,Champions
C001358,Trendy,25,Medium-High,2023-01-21,31.0,7.0,7853.33,4,2,1,421,7.0,Potential Loyalists
C001359,Fitness Enthusiast,46,Medium-High,2023-02-07,49.0,12.0,21117.0,3,5,4,354,12.0,Loyal Customers
C001360,Trendy,41,Medium-High,2023-04-07,30.0,15.0,26114.35,4,5,5,455,14.0,Champions
C001361,Casual Shopper,42,Medium-Low,2023-10-28,410.0,3.0,6229.99,1,1,1,111,3.0,Lost Customers
C001362,Value-Conscious,26,Medium,2023-12-10,106.0,7.0,8185.37,2,2,1,221,5.0,At Risk
C001363,Fitness Enthusiast,29,Medium-High,2023-10-14,25.0,8.0,18497.42,4,3,4,434,11.0,Loyal Customers
C001364,Casual Shopper,45,Medium-Low,2023-04-22,284.0,6.0,17801.59,1,1,4,114,6.0,At Risk
C001365,Trendy,54,Medium-High,2023-09-03,211.0,15.0,21639.61,1,5,4,154,10.0,Loyal Customers
C001366,Trendy,46,Medium-High,2023-04-17,143.0,5.0,10746.7,1,1,2,112,4.0,Lost Customers
C001367,Trendy,46,Medium-High,2023-06-20,83.0,9.0,13492.51,2,3,3,233,8.0,Potential Loyalists
C001368,Value-Conscious,25,Medium,2023-06-05,35.0,6.0,5599.49,4,1,1,411,6.0,Recent Customers
C001369,Casual Shopper,42,Medium-Low,2023-01-08,27.0,12.0,28074.63,4,5,5,455,14.0,Champions
C001370,Casual Shopper,19,Medium-Low,2023-04-19,186.0,12.0,19991.68,1,5,4,154,10.0,Loyal Customers
C001371,Value-Conscious,47,Medium,2023-04-08,6.0,11.0,12134.51,5,4,2,542,11.0,Loyal Customers
C001372,Premium,38,High,2023-03-02,16.0,11.0,33683.4,5,4,5,545,14.0,Champions
C001373,Casual Shopper,31,Medium-Low,2023-09-03,5.0,9.0,14601.89,5,3,3,533,11.0,Loyal Customers
C001374,Fitness Enthusiast,18,Medium-High,2023-05-05,70.0,7.0,14071.630000000001,3,2,3,323,8.0,Potential Loyalists
C001375,Value-Conscious,31,Medium,2023-12-23,2.0,9.0,8574.42,5,3,1,531,9.0,Potential Loyalists
C001376,Premium,34,High,2023-11-06,196.0,5.0,16217.86,1,1,3,113,5.0,At Risk
C001377,Value-Conscious,35,Medium,2023-12-27,22.0,3.0,2662.23,4,1,1,411,6.0,Recent Customers
C001378,Trendy,31,Medium-High,2023-04-15,117.0,14.0,28257.22,2,5,5,255,12.0,Loyal Customers
C001379,Trendy,28,Medium-High,2023-07-23,37.0,5.0,17536.989999999998,4,1,4,414,9.0,Potential Loyalists
C001380,Casual Shopper,24,Medium-Low,2023-05-03,35.0,9.0,33470.88,4,3,5,435,12.0,Loyal Customers
C001381,Fitness Enthusiast,54,Medium-High,2023-10-10,5.0,5.0,11382.42,5,1,2,512,8.0,Potential Loyalists
C001382,Trendy,58,Medium-High,2023-06-14,74.0,4.0,7464.07,3,1,1,311,5.0,Recent Customers
C001383,Premium,37,High,2023-05-25,44.0,7.0,21892.96,4,2,4,424,10.0,Loyal Customers
C001384,Value-Conscious,25,Medium,2023-07-14,82.0,4.0,6245.73,2,1,1,211,4.0,Lost Customers
C001385,Fitness Enthusiast,22,Medium-High,2023-08-27,27.0,11.0,19816.14,4,4,4,444,12.0,Loyal Customers
C001386,Casual Shopper,31,Medium-Low,2023-10-01,10.0,7.0,28318.59,5,2,5,525,12.0,Loyal Customers
C001387,Value-Conscious,57,Medium,2023-11-29,355.0,6.0,6051.780000000001,1,1,1,111,3.0,Lost Customers
C001388,Fitness Enthusiast,37,Medium-High,2023-07-03,50.0,7.0,12444.2,3,2,2,322,7.0,Potential Loyalists
C001389,Casual Shopper,49,Medium-Low,2023-06-07,20.0,8.0,17461.75,5,3,4,534,12.0,Loyal Customers
C001390,Fitness Enthusiast,48,Medium-High,2023-05-14,24.0,8.0,22395.82,4,3,4,434,11.0,Loyal Customers
C001391,Value-Conscious,42,Medium,2023-07-04,85.0,7.0,7649.900000000001,2,2,1,221,5.0,At Risk
C001392,Casual Shopper,21,Medium-Low,2023-09-20,10.0,10.0,22116.41,5,4,4,544,13.0,Champions
C001393,Trendy,48,Medium-High,2023-09-12,248.0,6.0,7816.1,1,1,1,111,3.0,Lost Customers
C001394,Trendy,20,Medium-High,2023-08-27,209.0,5.0,12780.64,1,1,3,113,5.0,At Risk
C001395,Value-Conscious,25,Medium,2023-02-20,155.0,6.0,11534.369999999999,1,1,2,112,4.0,Lost Customers
C001396,Trendy,38,Medium-High,2023-08-29,80.0,10.0,22550.89,3,4,4,344,11.0,Loyal Customers
C001397,Casual Shopper,30,Medium-Low,2023-06-13,24.0,10.0,21569.74,4,4,4,444,12.0,Loyal Customers
C001398,Premium,38,High,2023-04-15,58.0,9.0,29420.07,3,3,5,335,11.0,Loyal Customers
C001399,Casual Shopper,19,Medium-Low,2023-07-09,43.0,10.0,23010.620000000003,4,4,4,444,12.0,Loyal Customers
C001400,Premium,25,High,2023-06-10,107.0,10.0,42189.86,2,4,5,245,11.0,Loyal Customers
C001401,Trendy,42,Medium-High,2023-07-31,86.0,9.0,14806.95,2,3,3,233,8.0,Potential Loyalists
C001402,Premium,65,High,2023-01-24,89.0,7.0,22633.7,2,2,4,224,8.0,Potential Loyalists
C001403,Trendy,52,Medium-High,2023-10-16,136.0,8.0,16659.059999999998,2,3,3,233,8.0,Potential Loyalists
C001404,Value-Conscious,18,Medium,2023-04-24,105.0,7.0,6239.72,2,2,1,221,5.0,At Risk
C001405,Value-Conscious,31,Medium,2023-03-16,129.0,10.0,11342.53,2,4,2,242,8.0,Potential Loyalists
C001406,Premium,27,High,2023-01-09,84.0,6.0,14078.73,2,1,3,213,6.0,At Risk
C001407,Value-Conscious,34,Medium,2023-05-14,139.0,11.0,11017.7,2,4,2,242,8.0,Potential Loyalists
C001408,Trendy,38,Medium-High,2023-10-11,70.0,11.0,21507.55,3,4,4,344,11.0,Loyal Customers
C001409,Fitness Enthusiast,28,Medium-High,2023-10-27,21.0,13.0,31700.2,5,5,5,555,15.0,Champions
C001410,Value-Conscious,47,Medium,2023-10-24,32.0,5.0,4813.17,4,1,1,411,6.0,Recent Customers
C001411,Trendy,49,Medium-High,2023-08-02,159.0,11.0,20927.79,1,4,4,144,9.0,Potential Loyalists
C001412,Value-Conscious,48,Medium,2023-06-01,102.0,4.0,3240.16,2,1,1,211,4.0,Lost Customers
C001413,Premium,23,High,2023-03-20,18.0,3.0,13641.55,5,1,3,513,9.0,Potential Loyalists
C001414,Trendy,38,Medium-High,2023-04-11,204.0,6.0,10351.74,1,1,2,112,4.0,Lost Customers
C001415,Casual Shopper,47,Medium-Low,2023-06-18,9.0,8.0,12490.32,5,3,2,532,10.0,Loyal Customers
C001416,Fitness Enthusiast,44,Medium-High,2023-04-28,7.0,14.0,35015.16,5,5,5,555,15.0,Champions
C001417,Trendy,43,Medium-High,2023-07-14,32.0,11.0,23065.2,4,4,4,444,12.0,Loyal Customers
C001418,Value-Conscious,52,Medium,2023-10-19,57.0,9.0,9756.74,3,3,2,332,8.0,Potential Loyalists
C001419,Premium,29,High,2023-05-06,47.0,9.0,23619.71,3,3,4,334,10.0,Loyal Customers
C001420,Casual Shopper,18,Medium-Low,2023-09-13,59.0,5.0,15442.58,3,1,3,313,7.0,Potential Loyalists
C001421,Casual Shopper,31,Medium-Low,2023-10-09,22.0,12.0,31488.75,4,5,5,455,14.0,Champions
C001422,Fitness Enthusiast,32,Medium-High,2023-12-02,70.0,9.0,18010.13,3,3,4,334,10.0,Loyal Customers
C001423,Premium,65,High,2023-12-17,133.0,13.0,59168.53,2,5,5,255,12.0,Loyal Customers
C001424,Trendy,27,Medium-High,2023-06-22,85.0,10.0,12067.78,2,4,2,242,8.0,Potential Loyalists
C001425,Premium,49,High,2023-05-12,151.0,7.0,28453.93,1,2,5,125,8.0,Potential Loyalists
C001426,Value-Conscious,62,Medium,2023-09-08,31.0,10.0,7568.11,4,4,1,441,9.0,Potential Loyalists
C001427,Casual Shopper,58,Medium-Low,2023-11-25,367.0,4.0,10681.85,1,1,2,112,4.0,Lost Customers
C001428,Value-Conscious,34,Medium,2023-09-09,158.0,15.0,18670.489999999998,1,5,4,154,10.0,Loyal Customers
C001429,Value-Conscious,45,Medium,2023-08-24,59.0,10.0,9119.369999999999,3,4,2,342,9.0,Potential Loyalists
C001430,Casual Shopper,37,Medium-Low,2023-03-28,349.0,3.0,5211.780000000001,1,1,1,111,3.0,Lost Customers
C001431,Trendy,25,Medium-High,2023-06-30,21.0,12.0,13810.95,5,5,3,553,13.0,Champions
C001432,Casual Shopper,51,Medium-Low,2023-03-28,14.0,11.0,20502.3,5,4,4,544,13.0,Champions
C001433,Trendy,42,Medium-High,2023-03-13,53.0,9.0,18638.85,3,3,4,334,10.0,Loyal Customers
C001434,Trendy,23,Medium-High,2023-10-07,64.0,8.0,14818.33,3,3,3,333,9.0,Potential Loyalists
C001435,Value-Conscious,30,Medium,2023-09-08,31.0,10.0,11957.59,4,4,2,442,10.0,Loyal Customers
C001436,Casual Shopper,33,Medium-Low,2023-04-05,2.0,6.0,10103.76,5,1,2,512,8.0,Potential Loyalists
C001437,Casual Shopper,49,Medium-Low,2023-10-05,203.0,9.0,26334.61,1,3,5,135,9.0,Potential Loyalists
C001438,Value-Conscious,20,Medium,2023-11-25,38.0,4.0,3241.5,4,1,1,411,6.0,Recent Customers
C001439,Casual Shopper,18,Medium-Low,2023-01-31,54.0,9.0,20263.37,3,3,4,334,10.0,Loyal Customers
C001440,Fitness Enthusiast,20,Medium-High,2023-09-26,83.0,9.0,25880.17,2,3,5,235,10.0,Loyal Customers
C001441,Value-Conscious,37,Medium,2023-01-18,52.0,7.0,9261.56,3,2,2,322,7.0,Potential Loyalists
C001442,Fitness Enthusiast,23,Medium-High,2023-02-08,123.0,4.0,10388.28,2,1,2,212,5.0,At Risk
C001443,Value-Conscious,32,Medium,2023-12-09,44.0,7.0,8740.07,4,2,1,421,7.0,Potential Loyalists
C001444,Trendy,29,Medium-High,2023-01-25,62.0,8.0,12715.55,3,3,3,333,9.0,Potential Loyalists
C001445,Value-Conscious,18,Medium,2023-01-04,15.0,15.0,19230.94,5,5,4,554,14.0,Champions
C001446,Trendy,26,Medium-High,2023-07-31,160.0,10.0,16628.59,1,4,3,143,8.0,Potential Loyalists
C001447,Premium,32,High,2023-03-12,68.0,8.0,33337.67,3,3,5,335,11.0,Loyal Customers
C001448,Value-Conscious,46,Medium,2023-11-19,36.0,4.0,2904.08,4,1,1,411,6.0,Recent Customers
C001449,Casual Shopper,58,Medium-Low,2023-04-29,121.0,7.0,18311.62,2,2,4,224,8.0,Potential Loyalists
C001450,Premium,25,High,2023-02-04,326.0,6.0,30244.94,1,1,5,115,7.0,Potential Loyalists
C001451,Casual Shopper,37,Medium-Low,2023-12-29,86.0,8.0,19757.97,2,3,4,234,9.0,Potential Loyalists
C001452,Fitness Enthusiast,41,Medium-High,2023-03-19,295.0,5.0,12856.79,1,1,3,113,5.0,At Risk
C001453,Value-Conscious,64,Medium,2023-01-05,221.0,4.0,7301.650000000001,1,1,1,111,3.0,Lost Customers
C001454,Trendy,28,Medium-High,2023-04-22,21.0,9.0,20483.37,5,3,4,534,12.0,Loyal Customers
C001455,Trendy,24,Medium-High,2023-09-16,94.0,10.0,21645.63,2,4,4,244,10.0,Loyal Customers
C001456,Value-Conscious,30,Medium,2023-08-22,7.0,8.0,9397.66,5,3,2,532,10.0,Loyal Customers
C001457,Value-Conscious,24,Medium,2023-07-11,318.0,7.0,4543.37,1,2,1,121,4.0,Lost Customers
C001458,Premium,43,High,2023-01-31,201.0,4.0,16940.53,1,1,3,113,5.0,At Risk
C001459,Trendy,46,Medium-High,2023-11-13,185.0,5.0,14515.68,1,1,3,113,5.0,At Risk
C001460,Trendy,38,Medium-High,2023-11-23,20.0,13.0,20359.93,5,5,4,554,14.0,Champions
C001461,Value-Conscious,37,Medium,2023-12-08,33.0,11.0,9438.36,4,4,2,442,10.0,Loyal Customers
C001462,Premium,51,High,2023-11-12,45.0,9.0,44768.21000000001,4,3,5,435,12.0,Loyal Customers
C001463,Trendy,32,Medium-High,2023-09-05,94.0,15.0,24069.32,2,5,4,254,11.0,Loyal Customers
C001464,Value-Conscious,44,Medium,2023-12-04,88.0,10.0,9308.82,2,4,2,242,8.0,Potential Loyalists
C001465,Premium,32,High,2023-09-07,34.0,6.0,25391.65,4,1,5,415,10.0,Loyal Customers
C001466,Trendy,21,Medium-High,2023-01-09,307.0,4.0,2709.15,1,1,1,111,3.0,Lost Customers
C001467,Premium,49,High,2023-01-04,43.0,6.0,27627.129999999997,4,1,5,415,10.0,Loyal Customers
C001468,Premium,38,High,2023-09-30,66.0,8.0,31558.219999999998,3,3,5,335,11.0,Loyal Customers
C001469,Trendy,48,Medium-High,2023-10-10,108.0,7.0,9128.560000000001,2,2,2,222,6.0,At Risk
C001470,Casual Shopper,40,Medium-Low,2023-07-30,46.0,7.0,19731.91,3,2,4,324,9.0,Potential Loyalists
C001471,Value-Conscious,41,Medium,2023-01-07,105.0,8.0,11384.64,2,3,2,232,7.0,Potential Loyalists
C001472,Premium,25,High,2023-01-09,117.0,7.0,15336.1,2,2,3,223,7.0,Potential Loyalists
C001473,Trendy,65,Medium-High,2023-09-29,42.0,8.0,16149.05,4,3,3,433,10.0,Loyal Customers
C001474,Fitness Enthusiast,41,Medium-High,2023-05-21,32.0,11.0,19636.96,4,4,4,444,12.0,Loyal Customers
