CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,RFM_Segment
C001355,155,11,30942.16,1,4,5,145,10,Loyal Customers
C001356,291,15,32666.46,1,5,5,155,11,Loyal Customers
C001357,42,15,27642.04,4,5,5,455,14,Champions
C001358,31,7,7853.33,4,2,1,421,7,Potential Loyalists
C001359,49,12,21117.0,3,5,4,354,12,Loyal Customers
C001360,30,15,26114.35,4,5,5,455,14,Champions
C001361,410,3,6229.99,1,1,1,111,3,Lost Customers
C001362,106,7,8185.37,2,2,1,221,5,At Risk
C001363,25,8,18497.42,4,3,4,434,11,Loyal Customers
C001364,284,6,17801.59,1,1,4,114,6,At Risk
C001365,211,15,21639.61,1,5,4,154,10,Loyal Customers
C001366,143,5,10746.7,1,1,2,112,4,Lost Customers
C001367,83,9,13492.51,2,3,3,233,8,Potential Loyalists
C001368,35,6,5599.49,4,1,1,411,6,Recent Customers
C001369,27,12,28074.63,4,5,5,455,14,Champions
C001370,186,12,19991.68,1,5,4,154,10,Loyal Customers
C001371,6,11,12134.51,5,4,2,542,11,Loyal Customers
C001372,16,11,33683.4,5,4,5,545,14,Champions
C001373,5,9,14601.89,5,3,3,533,11,Loyal Customers
C001374,70,7,14071.630000000001,3,2,3,323,8,Potential Loyalists
C001375,2,9,8574.42,5,3,1,531,9,Potential Loyalists
C001376,196,5,16217.86,1,1,3,113,5,At Risk
C001377,22,3,2662.23,4,1,1,411,6,Recent Customers
C001378,117,14,28257.22,2,5,5,255,12,Loyal Customers
C001379,37,5,17536.989999999998,4,1,4,414,9,Potential Loyalists
C001380,35,9,33470.88,4,3,5,435,12,Loyal Customers
C001381,5,5,11382.42,5,1,2,512,8,Potential Loyalists
C001382,74,4,7464.07,3,1,1,311,5,Recent Customers
C001383,44,7,21892.96,4,2,4,424,10,Loyal Customers
C001384,82,4,6245.73,2,1,1,211,4,Lost Customers
C001385,27,11,19816.14,4,4,4,444,12,Loyal Customers
C001386,10,7,28318.59,5,2,5,525,12,Loyal Customers
C001387,355,6,6051.780000000001,1,1,1,111,3,Lost Customers
C001388,50,7,12444.2,3,2,2,322,7,Potential Loyalists
C001389,20,8,17461.75,5,3,4,534,12,Loyal Customers
C001390,24,8,22395.82,4,3,4,434,11,Loyal Customers
C001391,85,7,7649.900000000001,2,2,1,221,5,At Risk
C001392,10,10,22116.41,5,4,4,544,13,Champions
C001393,248,6,7816.1,1,1,1,111,3,Lost Customers
C001394,209,5,12780.64,1,1,3,113,5,At Risk
C001395,155,6,11534.369999999999,1,1,2,112,4,Lost Customers
C001396,80,10,22550.89,3,4,4,344,11,Loyal Customers
C001397,24,10,21569.74,4,4,4,444,12,Loyal Customers
C001398,58,9,29420.07,3,3,5,335,11,Loyal Customers
C001399,43,10,23010.620000000003,4,4,4,444,12,Loyal Customers
C001400,107,10,42189.86,2,4,5,245,11,Loyal Customers
C001401,86,9,14806.95,2,3,3,233,8,Potential Loyalists
C001402,89,7,22633.7,2,2,4,224,8,Potential Loyalists
C001403,136,8,16659.059999999998,2,3,3,233,8,Potential Loyalists
C001404,105,7,6239.72,2,2,1,221,5,At Risk
C001405,129,10,11342.53,2,4,2,242,8,Potential Loyalists
C001406,84,6,14078.73,2,1,3,213,6,At Risk
C001407,139,11,11017.7,2,4,2,242,8,Potential Loyalists
C001408,70,11,21507.55,3,4,4,344,11,Loyal Customers
C001409,21,13,31700.2,5,5,5,555,15,Champions
C001410,32,5,4813.17,4,1,1,411,6,Recent Customers
C001411,159,11,20927.79,1,4,4,144,9,Potential Loyalists
C001412,102,4,3240.16,2,1,1,211,4,Lost Customers
C001413,18,3,13641.55,5,1,3,513,9,Potential Loyalists
C001414,204,6,10351.74,1,1,2,112,4,Lost Customers
C001415,9,8,12490.32,5,3,2,532,10,Loyal Customers
C001416,7,14,35015.16,5,5,5,555,15,Champions
C001417,32,11,23065.2,4,4,4,444,12,Loyal Customers
C001418,57,9,9756.74,3,3,2,332,8,Potential Loyalists
C001419,47,9,23619.71,3,3,4,334,10,Loyal Customers
C001420,59,5,15442.58,3,1,3,313,7,Potential Loyalists
C001421,22,12,31488.75,4,5,5,455,14,Champions
C001422,70,9,18010.13,3,3,4,334,10,Loyal Customers
C001423,133,13,59168.53,2,5,5,255,12,Loyal Customers
C001424,85,10,12067.78,2,4,2,242,8,Potential Loyalists
C001425,151,7,28453.93,1,2,5,125,8,Potential Loyalists
C001426,31,10,7568.11,4,4,1,441,9,Potential Loyalists
C001427,367,4,10681.85,1,1,2,112,4,Lost Customers
C001428,158,15,18670.489999999998,1,5,4,154,10,Loyal Customers
C001429,59,10,9119.369999999999,3,4,2,342,9,Potential Loyalists
C001430,349,3,5211.780000000001,1,1,1,111,3,Lost Customers
C001431,21,12,13810.95,5,5,3,553,13,Champions
C001432,14,11,20502.3,5,4,4,544,13,Champions
C001433,53,9,18638.85,3,3,4,334,10,Loyal Customers
C001434,64,8,14818.33,3,3,3,333,9,Potential Loyalists
C001435,31,10,11957.59,4,4,2,442,10,Loyal Customers
C001436,2,6,10103.76,5,1,2,512,8,Potential Loyalists
C001437,203,9,26334.61,1,3,5,135,9,Potential Loyalists
C001438,38,4,3241.5,4,1,1,411,6,Recent Customers
C001439,54,9,20263.37,3,3,4,334,10,Loyal Customers
C001440,83,9,25880.17,2,3,5,235,10,Loyal Customers
C001441,52,7,9261.56,3,2,2,322,7,Potential Loyalists
C001442,123,4,10388.28,2,1,2,212,5,At Risk
C001443,44,7,8740.07,4,2,1,421,7,Potential Loyalists
C001444,62,8,12715.55,3,3,3,333,9,Potential Loyalists
C001445,15,15,19230.94,5,5,4,554,14,Champions
C001446,160,10,16628.59,1,4,3,143,8,Potential Loyalists
C001447,68,8,33337.67,3,3,5,335,11,Loyal Customers
C001448,36,4,2904.08,4,1,1,411,6,Recent Customers
C001449,121,7,18311.62,2,2,4,224,8,Potential Loyalists
C001450,326,6,30244.94,1,1,5,115,7,Potential Loyalists
C001451,86,8,19757.97,2,3,4,234,9,Potential Loyalists
C001452,295,5,12856.79,1,1,3,113,5,At Risk
C001453,221,4,7301.650000000001,1,1,1,111,3,Lost Customers
C001454,21,9,20483.37,5,3,4,534,12,Loyal Customers
C001455,94,10,21645.63,2,4,4,244,10,Loyal Customers
C001456,7,8,9397.66,5,3,2,532,10,Loyal Customers
C001457,318,7,4543.37,1,2,1,121,4,Lost Customers
C001458,201,4,16940.53,1,1,3,113,5,At Risk
C001459,185,5,14515.68,1,1,3,113,5,At Risk
C001460,20,13,20359.93,5,5,4,554,14,Champions
C001461,33,11,9438.36,4,4,2,442,10,Loyal Customers
C001462,45,9,44768.21000000001,4,3,5,435,12,Loyal Customers
C001463,94,15,24069.32,2,5,4,254,11,Loyal Customers
C001464,88,10,9308.82,2,4,2,242,8,Potential Loyalists
C001465,34,6,25391.65,4,1,5,415,10,Loyal Customers
C001466,307,4,2709.15,1,1,1,111,3,Lost Customers
C001467,43,6,27627.129999999997,4,1,5,415,10,Loyal Customers
C001468,66,8,31558.219999999998,3,3,5,335,11,Loyal Customers
C001469,108,7,9128.560000000001,2,2,2,222,6,At Risk
C001470,46,7,19731.91,3,2,4,324,9,Potential Loyalists
C001471,105,8,11384.64,2,3,2,232,7,Potential Loyalists
C001472,117,7,15336.1,2,2,3,223,7,Potential Loyalists
C001473,42,8,16149.05,4,3,3,433,10,Loyal Customers
C001474,32,11,19636.96,4,4,4,444,12,Loyal Customers
C001475,31,6,8794.11,4,1,2,412,7,Potential Loyalists
C001476,107,13,34629.49,2,5,5,255,12,Loyal Customers
C001477,48,10,31282.75,3,4,5,345,12,Loyal Customers
C001478,106,11,34509.770000000004,2,4,5,245,11,Loyal Customers
C001479,1,8,11477.72,5,3,2,532,10,Loyal Customers
C001480,79,3,13323.17,3,1,3,313,7,Potential Loyalists
C001481,77,6,8234.15,3,1,1,311,5,Recent Customers
C001482,54,8,7781.77,3,3,1,331,7,Potential Loyalists
C001483,76,8,17030.02,3,3,3,333,9,Potential Loyalists
C001484,68,11,8600.44,3,4,1,341,8,Potential Loyalists
C001485,90,11,19596.94,2,4,4,244,10,Loyal Customers
C001486,86,5,10180.04,2,1,2,212,5,At Risk
C001487,292,11,16390.79,1,4,3,143,8,Potential Loyalists
C001488,94,5,8548.37,2,1,1,211,4,Lost Customers
C001489,12,9,19427.07,5,3,4,534,12,Loyal Customers
C001490,7,12,21715.170000000002,5,5,4,554,14,Champions
C001491,217,5,18043.19,1,1,4,114,6,At Risk
C001492,49,8,11471.76,3,3,2,332,8,Potential Loyalists
C001493,47,9,9547.9,3,3,2,332,8,Potential Loyalists
C001494,49,8,16925.52,3,3,3,333,9,Potential Loyalists
C001495,303,7,8742.95,1,2,1,121,4,Lost Customers
C001496,211,5,6062.42,1,1,1,111,3,Lost Customers
C001497,100,11,31777.37,2,4,5,245,11,Loyal Customers
C001498,64,11,19814.100000000002,3,4,4,344,11,Loyal Customers
C001499,78,8,9051.52,3,3,2,332,8,Potential Loyalists
C001500,68,8,15478.87,3,3,3,333,9,Potential Loyalists
C001501,122,6,24956.2,2,1,5,215,8,Potential Loyalists
C001502,55,9,18438.26,3,3,4,334,10,Loyal Customers
C001503,133,5,13693.800000000001,2,1,3,213,6,At Risk
C001504,47,12,52742.31,3,5,5,355,13,Champions
C001505,17,13,43184.99,5,5,5,555,15,Champions
C001506,33,14,43012.08,4,5,5,455,14,Champions
C001507,39,10,20548.81,4,4,4,444,12,Loyal Customers
C001508,98,6,15765.43,2,1,3,213,6,At Risk
C001509,7,10,10537.3,5,4,2,542,11,Loyal Customers
C001510,71,8,7696.49,3,3,1,331,7,Potential Loyalists
C001511,109,8,16471.75,2,3,3,233,8,Potential Loyalists
C001512,88,8,21214.02,2,3,4,234,9,Potential Loyalists
C001513,29,16,17546.62,4,5,4,454,13,Champions
C001514,54,10,31339.41,3,4,5,345,12,Loyal Customers
C001515,92,7,20308.02,2,2,4,224,8,Potential Loyalists
C001516,126,6,10071.65,2,1,2,212,5,At Risk
C001517,79,8,10965.66,3,3,2,332,8,Potential Loyalists
C001518,59,4,14355.54,3,1,3,313,7,Potential Loyalists
C001519,58,13,16639.39,3,5,3,353,11,Loyal Customers
C001520,2,9,21686.41,5,3,4,534,12,Loyal Customers
C001521,47,8,6875.929999999999,3,3,1,331,7,Potential Loyalists
C001522,71,6,11882.51,3,1,2,312,6,Recent Customers
C001523,30,5,12522.14,4,1,2,412,7,Potential Loyalists
C001524,5,8,17113.78,5,3,3,533,11,Loyal Customers
C001525,308,3,11175.51,1,1,2,112,4,Lost Customers
C001526,206,9,21893.85,1,3,4,134,8,Potential Loyalists
C001527,13,10,12424.07,5,4,2,542,11,Loyal Customers
C001528,17,12,23115.63,5,5,4,554,14,Champions
C001529,191,5,6361.92,1,1,1,111,3,Lost Customers
C001530,11,10,18854.62,5,4,4,544,13,Champions
C001531,69,6,11764.59,3,1,2,312,6,Recent Customers
C001532,64,7,13966.15,3,2,3,323,8,Potential Loyalists
C001533,24,7,16055.54,4,2,3,423,9,Potential Loyalists
C001534,15,10,34962.87,5,4,5,545,14,Champions
C001535,256,7,13604.730000000001,1,2,3,123,6,At Risk
C001536,159,7,6762.76,1,2,1,121,4,Lost Customers
C001537,8,9,24529.260000000002,5,3,5,535,13,Champions
C001538,140,6,4327.56,1,1,1,111,3,Lost Customers
C001539,271,9,41345.35,1,3,5,135,9,Potential Loyalists
C001540,217,6,10925.6,1,1,2,112,4,Lost Customers
C001541,7,6,8550.3,5,1,1,511,7,Potential Loyalists
C001542,9,9,20518.3,5,3,4,534,12,Loyal Customers
C001543,150,8,5407.41,1,3,1,131,5,At Risk
C001544,15,7,14982.279999999999,5,2,3,523,10,Loyal Customers
C001545,24,9,11618.92,4,3,2,432,9,Potential Loyalists
C001546,28,9,12000.92,4,3,2,432,9,Potential Loyalists
C001547,66,8,6544.07,3,3,1,331,7,Potential Loyalists
C001548,14,14,34958.47,5,5,5,555,15,Champions
C001549,163,7,19600.03,1,2,4,124,7,Potential Loyalists
C001550,94,12,29828.85,2,5,5,255,12,Loyal Customers
C001551,26,7,8436.07,4,2,1,421,7,Potential Loyalists
C001552,105,6,11128.84,2,1,2,212,5,At Risk
C001553,58,2,1892.85,3,1,1,311,5,Recent Customers
C001554,178,10,10380.67,1,4,2,142,7,Potential Loyalists
C001555,95,5,12852.09,2,1,3,213,6,At Risk
C001556,340,6,8126.21,1,1,1,111,3,Lost Customers
C001557,183,3,3413.91,1,1,1,111,3,Lost Customers
C001558,279,7,23744.62,1,2,4,124,7,Potential Loyalists
C001559,432,3,10681.54,1,1,2,112,4,Lost Customers
C001560,134,9,16618.39,2,3,3,233,8,Potential Loyalists
C001561,43,9,12433.91,4,3,2,432,9,Potential Loyalists
C001562,1,9,15725.45,5,3,3,533,11,Loyal Customers
C001563,24,12,18258.21,4,5,4,454,13,Champions
C001564,22,9,18499.92,4,3,4,434,11,Loyal Customers
C001565,62,10,21406.72,3,4,4,344,11,Loyal Customers
C001566,173,8,8602.45,1,3,1,131,5,At Risk
C001567,42,10,8308.55,4,4,1,441,9,Potential Loyalists
C001568,126,11,21384.690000000002,2,4,4,244,10,Loyal Customers
C001569,37,7,13972.529999999999,4,2,3,423,9,Potential Loyalists
C001570,4,12,46057.4,5,5,5,555,15,Champions
C001571,3,13,12013.19,5,5,2,552,12,Loyal Customers
C001572,441,4,4195.17,1,1,1,111,3,Lost Customers
C001573,59,7,8057.490000000001,3,2,1,321,6,Recent Customers
C001574,155,8,19510.07,1,3,4,134,8,Potential Loyalists
C001575,36,5,14814.17,4,1,3,413,8,Potential Loyalists
C001576,173,6,12308.31,1,1,2,112,4,Lost Customers
C001577,87,6,17658.879999999997,2,1,4,214,7,Potential Loyalists
C001578,91,17,50248.090000000004,2,5,5,255,12,Loyal Customers
C001579,53,8,22914.32,3,3,4,334,10,Loyal Customers
C001580,109,12,35058.03,2,5,5,255,12,Loyal Customers
C001581,136,7,4587.15,2,2,1,221,5,At Risk
C001582,24,5,5719.549999999999,4,1,1,411,6,Recent Customers
C001583,36,5,11390.11,4,1,2,412,7,Potential Loyalists
C001584,43,6,6747.96,4,1,1,411,6,Recent Customers
C001585,85,6,9024.81,2,1,2,212,5,At Risk
C001586,21,5,5897.16,5,1,1,511,7,Potential Loyalists
C001587,8,11,21191.559999999998,5,4,4,544,13,Champions
C001588,6,10,13117.130000000001,5,4,3,543,12,Loyal Customers
C001589,28,9,19590.77,4,3,4,434,11,Loyal Customers
C001590,62,7,18263.32,3,2,4,324,9,Potential Loyalists
C001591,45,13,16447.17,4,5,3,453,12,Loyal Customers
C001592,82,12,40887.32,2,5,5,255,12,Loyal Customers
C001593,129,5,8905.96,2,1,2,212,5,At Risk
C001594,130,8,6628.71,2,3,1,231,6,At Risk
C001595,107,12,18305.95,2,5,4,254,11,Loyal Customers
C001596,27,7,5966.12,4,2,1,421,7,Potential Loyalists
C001597,122,7,22468.59,2,2,4,224,8,Potential Loyalists
C001598,28,14,30883.84,4,5,5,455,14,Champions
C001599,40,7,12291.89,4,2,2,422,8,Potential Loyalists
C001600,104,8,16140.130000000001,2,3,3,233,8,Potential Loyalists
C001601,109,6,12593.39,2,1,2,212,5,At Risk
C001602,170,7,30654.48,1,2,5,125,8,Potential Loyalists
C001603,91,7,12150.94,2,2,2,222,6,At Risk
C001604,49,11,13403.21,3,4,3,343,10,Loyal Customers
C001605,164,12,28907.4,1,5,5,155,11,Loyal Customers
C001606,94,11,19445.88,2,4,4,244,10,Loyal Customers
C001607,105,6,11994.26,2,1,2,212,5,At Risk
C001608,38,12,28102.81,4,5,5,455,14,Champions
C001609,21,6,11035.59,5,1,2,512,8,Potential Loyalists
C001610,22,10,16645.02,4,4,3,443,11,Loyal Customers
C001611,198,13,28858.98,1,5,5,155,11,Loyal Customers
C001612,43,6,4866.49,4,1,1,411,6,Recent Customers
C001613,138,7,15719.69,2,2,3,223,7,Potential Loyalists
C001614,145,6,18942.51,1,1,4,114,6,At Risk
C001615,425,1,789.03,1,1,1,111,3,Lost Customers
C001616,84,7,34122.34,2,2,5,225,9,Potential Loyalists
C001617,16,5,10084.29,5,1,2,512,8,Potential Loyalists
C001618,26,9,10269.81,4,3,2,432,9,Potential Loyalists
C001619,66,4,6685.35,3,1,1,311,5,Recent Customers
C001620,163,5,14974.72,1,1,3,113,5,At Risk
C001621,32,10,9728.619999999999,4,4,2,442,10,Loyal Customers
C001622,13,10,13273.73,5,4,3,543,12,Loyal Customers
C001623,198,6,8402.17,1,1,1,111,3,Lost Customers
C001624,3,8,23052.45,5,3,4,534,12,Loyal Customers
C001625,16,7,20308.78,5,2,4,524,11,Loyal Customers
C001626,16,8,12023.79,5,3,2,532,10,Loyal Customers
C001627,113,9,29668.83,2,3,5,235,10,Loyal Customers
C001628,4,8,21284.100000000002,5,3,4,534,12,Loyal Customers
C001629,15,11,10109.1,5,4,2,542,11,Loyal Customers
C001630,67,9,27628.89,3,3,5,335,11,Loyal Customers
C001631,18,5,5230.32,5,1,1,511,7,Potential Loyalists
C001632,254,6,20635.99,1,1,4,114,6,At Risk
C001633,65,12,12009.01,3,5,2,352,10,Loyal Customers
C001634,91,5,7640.46,2,1,1,211,4,Lost Customers
C001635,241,8,24536.239999999998,1,3,5,135,9,Potential Loyalists
C001636,123,8,15364.47,2,3,3,233,8,Potential Loyalists
C001637,42,5,4901.58,4,1,1,411,6,Recent Customers
C001638,9,9,15217.58,5,3,3,533,11,Loyal Customers
C001639,100,8,11340.74,2,3,2,232,7,Potential Loyalists
C001640,253,10,27393.84,1,4,5,145,10,Loyal Customers
C001641,229,6,14096.5,1,1,3,113,5,At Risk
C001642,334,3,3844.76,1,1,1,111,3,Lost Customers
C001643,128,6,10707.029999999999,2,1,2,212,5,At Risk
C001644,47,7,8560.14,3,2,1,321,6,Recent Customers
C001645,278,5,6637.32,1,1,1,111,3,Lost Customers
C001646,51,5,11337.11,3,1,2,312,6,Recent Customers
C001647,32,8,7824.49,4,3,1,431,8,Potential Loyalists
C001648,137,5,4354.110000000001,2,1,1,211,4,Lost Customers
C001649,69,8,17931.76,3,3,4,334,10,Loyal Customers
C001650,20,9,23432.98,5,3,4,534,12,Loyal Customers
C001651,134,8,9388.61,2,3,2,232,7,Potential Loyalists
C001652,13,7,17682.68,5,2,4,524,11,Loyal Customers
C001653,84,5,6408.3,2,1,1,211,4,Lost Customers
C001654,44,7,9651.68,4,2,2,422,8,Potential Loyalists
C001655,63,12,53069.74,3,5,5,355,13,Champions
C001656,23,13,26035.87,4,5,5,455,14,Champions
C001657,117,10,19436.16,2,4,4,244,10,Loyal Customers
C001658,38,5,4693.22,4,1,1,411,6,Recent Customers
C001659,15,8,9014.55,5,3,2,532,10,Loyal Customers
C001660,38,6,28883.870000000003,4,1,5,415,10,Loyal Customers
C001661,31,10,29620.5,4,4,5,445,13,Champions
C001662,26,12,23516.65,4,5,4,454,13,Champions
C001663,71,8,8023.5599999999995,3,3,1,331,7,Potential Loyalists
C001664,70,6,18195.670000000002,3,1,4,314,8,Potential Loyalists
C001665,334,5,11417.51,1,1,2,112,4,Lost Customers
C001666,106,12,19769.5,2,5,4,254,11,Loyal Customers
C001667,30,9,13301.63,4,3,3,433,10,Loyal Customers
C001668,78,13,43075.5,3,5,5,355,13,Champions
C001669,29,6,8354.08,4,1,1,411,6,Recent Customers
C001670,119,6,4687.84,2,1,1,211,4,Lost Customers
C001671,325,8,40147.99,1,3,5,135,9,Potential Loyalists
C001672,9,7,12650.650000000001,5,2,2,522,9,Potential Loyalists
C001673,153,10,8395.15,1,4,1,141,6,At Risk
C001674,37,8,9375.66,4,3,2,432,9,Potential Loyalists
C001675,27,11,37302.85,4,4,5,445,13,Champions
C001676,88,7,8608.56,2,2,1,221,5,At Risk
C001677,68,6,17614.65,3,1,4,314,8,Potential Loyalists
C001678,71,11,18260.16,3,4,4,344,11,Loyal Customers
C001679,12,4,12193.24,5,1,2,512,8,Potential Loyalists
C001680,177,9,20997.45,1,3,4,134,8,Potential Loyalists
C001681,85,8,26426.45,2,3,5,235,10,Loyal Customers
C001682,120,10,7390.53,2,4,1,241,7,Potential Loyalists
C001683,12,10,11933.83,5,4,2,542,11,Loyal Customers
C001684,252,7,18338.84,1,2,4,124,7,Potential Loyalists
C001685,1,12,44693.6,5,5,5,555,15,Champions
C001686,115,8,17667.46,2,3,4,234,9,Potential Loyalists
C001687,167,2,5865.51,1,1,1,111,3,Lost Customers
C001688,161,6,7741.0,1,1,1,111,3,Lost Customers
C001689,14,9,33788.53,5,3,5,535,13,Champions
C001690,2,5,17607.68,5,1,4,514,10,Loyal Customers
C001691,130,7,9498.51,2,2,2,222,6,At Risk
C001692,205,4,5375.25,1,1,1,111,3,Lost Customers
C001693,2,6,4035.7200000000003,5,1,1,511,7,Potential Loyalists
C001694,12,10,10182.15,5,4,2,542,11,Loyal Customers
C001695,188,8,20632.41,1,3,4,134,8,Potential Loyalists
C001696,75,5,10302.1,3,1,2,312,6,Recent Customers
C001697,295,3,9569.99,1,1,2,112,4,Lost Customers
C001698,58,7,6488.17,3,2,1,321,6,Recent Customers
C001699,51,5,8340.2,3,1,1,311,5,Recent Customers
C001700,70,5,10195.77,3,1,2,312,6,Recent Customers
C001701,167,10,53285.38,1,4,5,145,10,Loyal Customers
C001702,92,9,52501.74,2,3,5,235,10,Loyal Customers
C001703,147,9,8523.92,1,3,1,131,5,At Risk
C001704,145,7,23050.39,1,2,4,124,7,Potential Loyalists
C001705,61,9,23640.530000000002,3,3,4,334,10,Loyal Customers
C001706,179,4,4937.22,1,1,1,111,3,Lost Customers
C001707,78,9,21850.47,3,3,4,334,10,Loyal Customers
C001708,122,5,13554.31,2,1,3,213,6,At Risk
C001709,92,7,17795.489999999998,2,2,4,224,8,Potential Loyalists
C001710,25,13,29488.15,4,5,5,455,14,Champions
C001711,67,11,45614.72,3,4,5,345,12,Loyal Customers
C001712,124,10,19657.92,2,4,4,244,10,Loyal Customers
C001713,172,8,10372.81,1,3,2,132,6,At Risk
C001714,2,4,9528.42,5,1,2,512,8,Potential Loyalists
C001715,38,6,6951.84,4,1,1,411,6,Recent Customers
C001716,31,14,12271.64,4,5,2,452,11,Loyal Customers
C001717,102,12,8173.75,2,5,1,251,8,Potential Loyalists
C001718,108,8,19792.86,2,3,4,234,9,Potential Loyalists
C001719,313,6,7009.94,1,1,1,111,3,Lost Customers
C001720,14,6,10509.53,5,1,2,512,8,Potential Loyalists
C001721,90,4,7346.740000000001,2,1,1,211,4,Lost Customers
C001722,361,7,9877.19,1,2,2,122,5,At Risk
C001723,311,7,28567.690000000002,1,2,5,125,8,Potential Loyalists
C001724,198,11,41409.52,1,4,5,145,10,Loyal Customers
C001725,160,6,7745.78,1,1,1,111,3,Lost Customers
C001726,125,10,42229.89,2,4,5,245,11,Loyal Customers
C001727,35,7,24319.97,4,2,5,425,11,Loyal Customers
C001728,6,8,17020.260000000002,5,3,3,533,11,Loyal Customers
C001729,36,3,14646.83,4,1,3,413,8,Potential Loyalists
C001730,62,5,5307.63,3,1,1,311,5,Recent Customers
C001731,4,9,15839.0,5,3,3,533,11,Loyal Customers
C001732,296,4,8154.62,1,1,1,111,3,Lost Customers
C001733,163,7,10454.05,1,2,2,122,5,At Risk
C001734,60,16,18742.96,3,5,4,354,12,Loyal Customers
C001735,82,8,11405.95,2,3,2,232,7,Potential Loyalists
C001736,200,8,10625.28,1,3,2,132,6,At Risk
C001737,71,4,9741.07,3,1,2,312,6,Recent Customers
C001738,254,8,20274.84,1,3,4,134,8,Potential Loyalists
C001739,197,14,29307.3,1,5,5,155,11,Loyal Customers
C001740,31,11,10840.78,4,4,2,442,10,Loyal Customers
C001741,74,13,18765.28,3,5,4,354,12,Loyal Customers
C001742,53,8,7820.1900000000005,3,3,1,331,7,Potential Loyalists
C001743,22,11,26831.43,4,4,5,445,13,Champions
C001744,59,11,12371.57,3,4,2,342,9,Potential Loyalists
C001745,7,11,27435.89,5,4,5,545,14,Champions
C001746,16,6,11508.51,5,1,2,512,8,Potential Loyalists
C001747,58,6,6819.91,3,1,1,311,5,Recent Customers
C001748,22,7,8274.31,4,2,1,421,7,Potential Loyalists
C001749,63,9,15897.9,3,3,3,333,9,Potential Loyalists
C001750,2,7,11596.55,5,2,2,522,9,Potential Loyalists
C001751,38,8,12265.68,4,3,2,432,9,Potential Loyalists
C001752,36,9,33974.85,4,3,5,435,12,Loyal Customers
C001753,36,7,11416.470000000001,4,2,2,422,8,Potential Loyalists
C001754,212,10,24620.15,1,4,5,145,10,Loyal Customers
C001755,223,7,6990.4,1,2,1,121,4,Lost Customers
C001756,19,5,9438.17,5,1,2,512,8,Potential Loyalists
C001757,63,13,25658.93,3,5,5,355,13,Champions
C001758,5,11,25064.07,5,4,5,545,14,Champions
C001759,154,6,6567.12,1,1,1,111,3,Lost Customers
C001760,61,10,21901.01,3,4,4,344,11,Loyal Customers
C001761,93,6,10821.32,2,1,2,212,5,At Risk
C001762,14,8,13518.23,5,3,3,533,11,Loyal Customers
C001763,2,7,26582.09,5,2,5,525,12,Loyal Customers
C001764,16,8,15282.099999999999,5,3,3,533,11,Loyal Customers
C001765,3,10,19862.36,5,4,4,544,13,Champions
C001766,99,8,15670.19,2,3,3,233,8,Potential Loyalists
C001767,321,3,5748.48,1,1,1,111,3,Lost Customers
C001768,14,11,29636.28,5,4,5,545,14,Champions
C001769,115,10,36173.82,2,4,5,245,11,Loyal Customers
C001770,35,11,29293.7,4,4,5,445,13,Champions
C001771,55,13,14054.650000000001,3,5,3,353,11,Loyal Customers
C001772,154,5,5305.049999999999,1,1,1,111,3,Lost Customers
C001773,51,8,16972.89,3,3,3,333,9,Potential Loyalists
C001774,142,6,18829.5,1,1,4,114,6,At Risk
C001775,388,7,5351.76,1,2,1,121,4,Lost Customers
C001776,35,12,31781.98,4,5,5,455,14,Champions
C001777,21,6,6382.46,5,1,1,511,7,Potential Loyalists
C001778,184,10,8374.33,1,4,1,141,6,At Risk
C001779,35,10,39824.87,4,4,5,445,13,Champions
C001780,14,11,20462.17,5,4,4,544,13,Champions
C001781,60,10,25597.25,3,4,5,345,12,Loyal Customers
C001782,44,8,12095.869999999999,4,3,2,432,9,Potential Loyalists
C001783,68,4,10227.04,3,1,2,312,6,Recent Customers
C001784,356,4,14599.259999999998,1,1,3,113,5,At Risk
C001785,38,10,25672.61,4,4,5,445,13,Champions
C001786,4,7,18164.37,5,2,4,524,11,Loyal Customers
C001787,51,8,18097.88,3,3,4,334,10,Loyal Customers
C001788,32,12,18280.21,4,5,4,454,13,Champions
C001789,114,5,8506.36,2,1,1,211,4,Lost Customers
C001790,93,4,7536.57,2,1,1,211,4,Lost Customers
C001791,55,4,6780.32,3,1,1,311,5,Recent Customers
C001792,1,9,18516.73,5,3,4,534,12,Loyal Customers
C001793,47,5,11227.4,3,1,2,312,6,Recent Customers
C001794,28,9,29780.86,4,3,5,435,12,Loyal Customers
C001795,76,4,5010.38,3,1,1,311,5,Recent Customers
C001796,10,7,18521.22,5,2,4,524,11,Loyal Customers
C001797,9,5,8359.4,5,1,1,511,7,Potential Loyalists
C001798,22,6,6601.49,4,1,1,411,6,Recent Customers
C001799,53,9,19325.9,3,3,4,334,10,Loyal Customers
C001800,157,10,23008.1,1,4,4,144,9,Potential Loyalists
C001801,117,7,8947.96,2,2,2,222,6,At Risk
C001802,140,9,31008.03,1,3,5,135,9,Potential Loyalists
C001803,13,12,22481.98,5,5,4,554,14,Champions
C001804,133,7,19172.21,2,2,4,224,8,Potential Loyalists
C001805,76,7,13938.27,3,2,3,323,8,Potential Loyalists
C001806,16,13,53888.65,5,5,5,555,15,Champions
C001807,198,8,19645.69,1,3,4,134,8,Potential Loyalists
