CustomerID,TotalRevenue,TotalPurchases,FirstPurchase,LastPurchase,CustomerTenure,AvgOrderValue,RFM_Segment
C001623,8402.17,6,2023-01-10,2024-06-17,524,1400.3616666666667,Lost Customers
C001624,23052.45,8,2023-03-11,2024-12-29,659,2881.55625,Loyal Customers
C001625,20308.78,7,2023-05-05,2024-12-16,591,2901.2542857142857,Loyal Customers
C001626,12023.79,8,2023-02-15,2024-12-16,670,1502.97375,Loyal Customers
C001627,29668.83,9,2023-01-05,2024-09-10,614,3296.536666666667,Loyal Customers
C001628,21284.100000000002,8,2023-12-23,2024-12-28,371,2660.5125000000003,Loyal Customers
C001629,10109.1,11,2023-02-16,2024-12-17,670,919.0090909090909,Loyal Customers
C001630,27628.89,9,2023-04-04,2024-10-26,571,3069.8766666666666,Loyal Customers
C001631,5230.32,5,2024-03-21,2024-12-14,268,1046.0639999999999,Potential Loyalists
C001632,20635.99,6,2023-07-12,2024-04-22,285,3439.331666666667,At Risk
C001633,12009.01,12,2023-02-08,2024-10-28,628,1000.7508333333334,Loyal Customers
C001634,7640.46,5,2023-06-08,2024-10-02,482,1528.092,Lost Customers
C001635,24536.239999999998,8,2023-02-25,2024-05-05,435,3067.0299999999997,Potential Loyalists
C001636,15364.47,8,2023-01-20,2024-08-31,589,1920.55875,Potential Loyalists
C001637,4901.58,5,2023-06-03,2024-11-20,536,980.316,Recent Customers
C001638,15217.58,9,2023-02-14,2024-12-23,678,1690.8422222222223,Loyal Customers
C001639,11340.74,8,2023-02-14,2024-09-23,587,1417.5925,Potential Loyalists
C001640,27393.84,10,2023-04-13,2024-04-23,376,2739.384,Loyal Customers
C001641,14096.5,6,2023-01-05,2024-05-17,498,2349.4166666666665,At Risk
C001642,3844.76,3,2023-07-19,2024-02-02,198,1281.5866666666668,Lost Customers
C001643,10707.029999999999,6,2023-03-22,2024-08-26,523,1784.5049999999999,At Risk
C001644,8560.14,7,2023-04-22,2024-11-15,573,1222.8771428571429,Recent Customers
C001645,6637.32,5,2023-06-18,2024-03-29,285,1327.464,Lost Customers
C001646,11337.11,5,2023-03-23,2024-11-11,599,2267.422,Recent Customers
C001647,7824.49,8,2023-05-04,2024-11-30,576,978.06125,Potential Loyalists
C001648,4354.110000000001,5,2023-04-16,2024-08-17,489,870.8220000000001,Lost Customers
C001649,17931.76,8,2023-02-28,2024-10-24,604,2241.47,Loyal Customers
C001650,23432.98,9,2023-01-07,2024-12-12,705,2603.6644444444446,Loyal Customers
C001651,9388.61,8,2023-07-07,2024-08-20,410,1173.57625,Potential Loyalists
C001652,17682.68,7,2023-06-29,2024-12-19,539,2526.097142857143,Loyal Customers
C001653,6408.3,5,2023-08-15,2024-10-09,421,1281.66,Lost Customers
C001654,9651.68,7,2023-01-24,2024-11-18,664,1378.8114285714287,Potential Loyalists
C001655,53069.74,12,2023-05-04,2024-10-30,545,4422.4783333333335,Champions
C001656,26035.87,13,2023-07-05,2024-12-09,523,2002.7592307692307,Champions
C001657,19436.16,10,2023-02-05,2024-09-06,579,1943.616,Loyal Customers
C001658,4693.22,5,2024-02-16,2024-11-24,282,938.644,Recent Customers
C001659,9014.55,8,2023-02-27,2024-12-17,659,1126.81875,Loyal Customers
C001660,28883.870000000003,6,2023-02-13,2024-11-24,650,4813.9783333333335,Loyal Customers
C001661,29620.5,10,2023-01-15,2024-12-01,686,2962.05,Champions
C001662,23516.65,12,2023-05-09,2024-12-06,577,1959.7208333333335,Champions
C001663,8023.5599999999995,8,2023-03-13,2024-10-22,589,1002.9449999999999,Potential Loyalists
C001664,18195.670000000002,6,2023-06-13,2024-10-23,498,3032.611666666667,Potential Loyalists
C001665,11417.51,5,2023-06-04,2024-02-02,243,2283.502,Lost Customers
C001666,19769.5,12,2023-01-10,2024-09-17,616,1647.4583333333333,Loyal Customers
C001667,13301.63,9,2023-03-07,2024-12-02,636,1477.9588888888889,Loyal Customers
C001668,43075.5,13,2023-01-01,2024-10-15,653,3313.5,Champions
C001669,8354.08,6,2023-04-23,2024-12-03,590,1392.3466666666666,Recent Customers
C001670,4687.84,6,2023-05-15,2024-09-04,478,781.3066666666667,Lost Customers
C001671,40147.99,8,2023-02-25,2024-02-11,351,5018.49875,Potential Loyalists
C001672,12650.650000000001,7,2023-05-07,2024-12-23,596,1807.2357142857145,Potential Loyalists
C001673,8395.15,10,2023-01-22,2024-08-01,557,839.515,At Risk
C001674,9375.66,8,2023-01-11,2024-11-25,684,1171.9575,Potential Loyalists
C001675,37302.85,11,2023-03-26,2024-12-05,620,3391.168181818182,Champions
C001676,8608.56,7,2023-05-30,2024-10-05,494,1229.7942857142857,At Risk
C001677,17614.65,6,2023-01-18,2024-10-25,646,2935.775,Potential Loyalists
C001678,18260.16,11,2023-03-09,2024-10-22,593,1660.0145454545454,Loyal Customers
C001679,12193.24,4,2023-10-24,2024-12-20,423,3048.31,Potential Loyalists
C001680,20997.45,9,2023-01-16,2024-07-08,539,2333.05,Potential Loyalists
C001681,26426.45,8,2023-02-03,2024-10-08,613,3303.30625,Loyal Customers
C001682,7390.53,10,2023-04-18,2024-09-03,504,739.053,Potential Loyalists
C001683,11933.83,10,2023-05-21,2024-12-20,579,1193.383,Loyal Customers
C001684,18338.84,7,2023-02-19,2024-04-24,430,2619.8342857142857,Potential Loyalists
C001685,44693.6,12,2023-01-21,2024-12-31,710,3724.4666666666667,Champions
C001686,17667.46,8,2023-06-10,2024-09-08,456,2208.4325,Potential Loyalists
C001687,5865.51,2,2023-09-01,2024-07-18,321,2932.755,Lost Customers
C001688,7741.0,6,2023-05-03,2024-07-24,448,1290.1666666666667,Lost Customers
C001689,33788.53,9,2023-05-12,2024-12-18,586,3754.281111111111,Champions
C001690,17607.68,5,2023-03-06,2024-12-30,665,3521.536,Loyal Customers
C001691,9498.51,7,2023-01-11,2024-08-24,591,1356.93,At Risk
C001692,5375.25,4,2023-09-19,2024-06-10,265,1343.8125,Lost Customers
C001693,4035.7200000000003,6,2023-09-17,2024-12-30,470,672.62,Potential Loyalists
C001694,10182.15,10,2023-02-07,2024-12-20,682,1018.2149999999999,Loyal Customers
C001695,20632.41,8,2023-01-15,2024-06-27,529,2579.05125,Potential Loyalists
C001696,10302.1,5,2023-06-24,2024-10-18,482,2060.42,Recent Customers
C001697,9569.99,3,2023-05-02,2024-03-12,315,3189.9966666666664,Lost Customers
C001698,6488.17,7,2023-08-02,2024-11-04,460,926.8814285714286,Recent Customers
C001699,8340.2,5,2023-04-15,2024-11-11,576,1668.0400000000002,Recent Customers
C001700,10195.77,5,2023-04-13,2024-10-23,559,2039.154,Recent Customers
C001701,53285.38,10,2023-02-21,2024-07-18,513,5328.538,Loyal Customers
C001702,52501.74,9,2023-05-25,2024-10-01,495,5833.526666666667,Loyal Customers
C001703,8523.92,9,2023-02-23,2024-08-07,531,947.1022222222223,At Risk
C001704,23050.39,7,2023-01-07,2024-08-09,580,3292.912857142857,Potential Loyalists
C001705,23640.530000000002,9,2023-01-20,2024-11-01,651,2626.7255555555557,Loyal Customers
C001706,4937.22,4,2023-03-28,2024-07-06,466,1234.305,Lost Customers
C001707,21850.47,9,2023-02-05,2024-10-15,618,2427.83,Loyal Customers
C001708,13554.31,5,2023-12-07,2024-09-01,269,2710.862,At Risk
C001709,17795.489999999998,7,2023-01-30,2024-10-01,610,2542.212857142857,Potential Loyalists
C001710,29488.15,13,2023-04-08,2024-12-07,609,2268.3192307692307,Champions
C001711,45614.72,11,2023-01-03,2024-10-26,662,4146.7927272727275,Loyal Customers
C001712,19657.92,10,2023-03-02,2024-08-30,547,1965.792,Loyal Customers
C001713,10372.81,8,2023-02-11,2024-07-13,518,1296.60125,At Risk
C001714,9528.42,4,2023-09-20,2024-12-30,467,2382.105,Potential Loyalists
C001715,6951.84,6,2023-02-19,2024-11-24,644,1158.64,Recent Customers
C001716,12271.64,14,2023-01-17,2024-12-01,684,876.5457142857142,Loyal Customers
C001717,8173.75,12,2023-07-08,2024-09-21,441,681.1458333333334,Potential Loyalists
C001718,19792.86,8,2023-04-26,2024-09-15,508,2474.1075,Potential Loyalists
C001719,7009.94,6,2023-01-15,2024-02-23,404,1168.3233333333333,Lost Customers
C001720,10509.53,6,2024-02-23,2024-12-18,299,1751.5883333333334,Potential Loyalists
C001721,7346.740000000001,4,2023-06-16,2024-10-03,475,1836.6850000000002,Lost Customers
C001722,9877.19,7,2023-01-24,2024-01-06,347,1411.027142857143,At Risk
C001723,28567.690000000002,7,2023-02-08,2024-02-25,382,4081.0985714285716,Potential Loyalists
C001724,41409.52,11,2023-01-18,2024-06-17,516,3764.5018181818177,Loyal Customers
C001725,7745.78,6,2023-01-08,2024-07-25,564,1290.9633333333334,Lost Customers
C001726,42229.89,10,2023-02-07,2024-08-29,569,4222.989,Loyal Customers
C001727,24319.97,7,2023-03-14,2024-11-27,624,3474.281428571429,Loyal Customers
C001728,17020.260000000002,8,2023-01-31,2024-12-26,695,2127.5325000000003,Loyal Customers
C001729,14646.83,3,2023-06-18,2024-11-26,527,4882.276666666667,Potential Loyalists
C001730,5307.63,5,2023-09-19,2024-10-31,408,1061.526,Recent Customers
C001731,15839.0,9,2023-01-15,2024-12-28,713,1759.888888888889,Loyal Customers
C001732,8154.62,4,2023-02-15,2024-03-11,390,2038.655,Lost Customers
C001733,10454.05,7,2023-04-18,2024-07-22,461,1493.435714285714,At Risk
C001734,18742.96,16,2023-02-19,2024-11-02,622,1171.435,Loyal Customers
C001735,11405.95,8,2023-09-07,2024-10-11,400,1425.74375,Potential Loyalists
C001736,10625.28,8,2023-01-02,2024-06-15,530,1328.16,At Risk
C001737,9741.07,4,2023-12-10,2024-10-22,317,2435.2675,Recent Customers
C001738,20274.84,8,2023-01-02,2024-04-22,476,2534.355,Potential Loyalists
C001739,29307.3,14,2023-01-01,2024-06-18,534,2093.3785714285714,Loyal Customers
C001740,10840.78,11,2023-02-01,2024-12-01,669,985.5254545454546,Loyal Customers
C001741,18765.28,13,2023-01-18,2024-10-19,640,1443.4830769230769,Loyal Customers
C001742,7820.1900000000005,8,2023-05-10,2024-11-09,549,977.5237500000001,Potential Loyalists
C001743,26831.43,11,2023-07-01,2024-12-10,528,2439.220909090909,Champions
C001744,12371.57,11,2023-02-12,2024-11-03,630,1124.6881818181819,Potential Loyalists
C001745,27435.89,11,2023-05-03,2024-12-25,602,2494.1718181818183,Champions
C001746,11508.51,6,2023-01-09,2024-12-16,707,1918.085,Potential Loyalists
C001747,6819.91,6,2023-01-23,2024-11-04,651,1136.6516666666666,Recent Customers
C001748,8274.31,7,2023-08-05,2024-12-10,493,1182.0442857142857,Potential Loyalists
C001749,15897.9,9,2023-06-07,2024-10-30,511,1766.4333333333334,Potential Loyalists
C001750,11596.55,7,2023-10-30,2024-12-30,427,1656.6499999999999,Potential Loyalists
C001751,12265.68,8,2023-02-02,2024-11-24,661,1533.21,Potential Loyalists
C001752,33974.85,9,2023-02-02,2024-11-26,663,3774.983333333333,Loyal Customers
C001753,11416.470000000001,7,2023-03-21,2024-11-26,616,1630.9242857142858,Potential Loyalists
C001754,24620.15,10,2023-01-15,2024-06-03,505,2462.0150000000003,Loyal Customers
C001755,6990.4,7,2023-01-13,2024-05-23,496,998.6285714285714,Lost Customers
C001756,9438.17,5,2023-01-18,2024-12-13,695,1887.634,Potential Loyalists
C001757,25658.93,13,2023-06-03,2024-10-30,515,1973.763846153846,Champions
C001758,25064.07,11,2023-01-03,2024-12-27,724,2278.5518181818184,Champions
C001759,6567.12,6,2023-01-03,2024-07-31,575,1094.52,Lost Customers
C001760,21901.01,10,2023-02-18,2024-11-01,622,2190.1009999999997,Loyal Customers
C001761,10821.32,6,2023-04-02,2024-09-30,547,1803.5533333333333,At Risk
C001762,13518.23,8,2023-02-23,2024-12-18,664,1689.77875,Loyal Customers
C001763,26582.09,7,2023-04-01,2024-12-30,639,3797.441428571429,Loyal Customers
C001764,15282.099999999999,8,2023-07-12,2024-12-16,523,1910.2624999999998,Loyal Customers
C001765,19862.36,10,2023-01-27,2024-12-29,702,1986.236,Champions
C001766,15670.19,8,2023-03-16,2024-09-24,558,1958.77375,Potential Loyalists
C001767,5748.48,3,2023-06-14,2024-02-15,246,1916.1599999999999,Lost Customers
C001768,29636.28,11,2023-03-12,2024-12-18,647,2694.2072727272725,Champions
C001769,36173.82,10,2023-01-17,2024-09-08,600,3617.382,Loyal Customers
C001770,29293.7,11,2023-01-06,2024-11-27,691,2663.0636363636363,Champions
C001771,14054.650000000001,13,2023-01-06,2024-11-07,671,1081.1269230769233,Loyal Customers
C001772,5305.049999999999,5,2023-01-20,2024-07-31,558,1061.0099999999998,Lost Customers
C001773,16972.89,8,2023-03-16,2024-11-11,606,2121.61125,Potential Loyalists
C001774,18829.5,6,2023-01-31,2024-08-12,559,3138.25,At Risk
C001775,5351.76,7,2023-02-14,2023-12-10,299,764.5371428571428,Lost Customers
C001776,31781.98,12,2023-02-03,2024-11-27,663,2648.4983333333334,Champions
C001777,6382.46,6,2023-03-29,2024-12-11,623,1063.7433333333333,Potential Loyalists
C001778,8374.33,10,2023-01-02,2024-07-01,546,837.433,At Risk
C001779,39824.87,10,2023-02-17,2024-11-27,649,3982.487,Champions
C001780,20462.17,11,2023-01-08,2024-12-18,710,1860.1972727272725,Champions
C001781,25597.25,10,2023-01-25,2024-11-02,647,2559.725,Loyal Customers
C001782,12095.869999999999,8,2023-01-20,2024-11-18,668,1511.9837499999999,Potential Loyalists
C001783,10227.04,4,2023-04-01,2024-10-25,573,2556.76,Recent Customers
C001784,14599.259999999998,4,2023-02-10,2024-01-11,335,3649.8149999999996,At Risk
C001785,25672.61,10,2023-03-15,2024-11-24,620,2567.261,Champions
C001786,18164.37,7,2023-01-19,2024-12-28,709,2594.91,Loyal Customers
C001787,18097.88,8,2023-02-06,2024-11-11,644,2262.235,Loyal Customers
C001788,18280.21,12,2023-01-02,2024-11-30,698,1523.3508333333332,Champions
C001789,8506.36,5,2023-01-31,2024-09-09,587,1701.2720000000002,Lost Customers
C001790,7536.57,4,2023-04-16,2024-09-30,533,1884.1425,Lost Customers
C001791,6780.32,4,2023-08-17,2024-11-07,448,1695.08,Recent Customers
C001792,18516.73,9,2023-05-08,2024-12-31,603,2057.4144444444446,Loyal Customers
C001793,11227.4,5,2024-01-10,2024-11-15,310,2245.48,Recent Customers
C001794,29780.86,9,2023-02-13,2024-12-04,660,3308.9844444444443,Loyal Customers
C001795,5010.38,4,2023-02-16,2024-10-17,609,1252.595,Recent Customers
C001796,18521.22,7,2023-01-27,2024-12-22,695,2645.8885714285716,Loyal Customers
C001797,8359.4,5,2023-02-23,2024-12-23,669,1671.8799999999999,Potential Loyalists
C001798,6601.49,6,2023-03-23,2024-12-10,628,1100.2483333333332,Recent Customers
C001799,19325.9,9,2023-02-08,2024-11-09,640,2147.3222222222225,Loyal Customers
C001800,23008.1,10,2023-01-14,2024-07-28,561,2300.81,Potential Loyalists
C001801,8947.96,7,2023-01-25,2024-09-06,590,1278.28,At Risk
C001802,31008.03,9,2023-04-26,2024-08-14,476,3445.3366666666666,Potential Loyalists
C001803,22481.98,12,2023-01-26,2024-12-19,693,1873.4983333333332,Champions
C001804,19172.21,7,2023-03-26,2024-08-21,514,2738.887142857143,Potential Loyalists
C001805,13938.27,7,2023-02-19,2024-10-17,606,1991.1814285714286,Potential Loyalists
C001806,53888.65,13,2023-03-03,2024-12-16,654,4145.28076923077,Champions
C001807,19645.69,8,2023-05-15,2024-06-17,399,2455.71125,Potential Loyalists
C001808,11012.44,10,2023-04-30,2024-09-18,507,1101.2440000000001,Potential Loyalists
C001809,12554.039999999999,9,2023-01-08,2024-12-22,714,1394.8933333333332,Loyal Customers
C001810,35963.020000000004,12,2023-03-06,2024-09-05,549,2996.9183333333335,Loyal Customers
C001811,23217.989999999998,9,2023-03-07,2024-11-21,625,2579.7766666666666,Loyal Customers
C001812,2846.31,4,2023-06-30,2024-06-09,345,711.5775,Lost Customers
C001813,6007.75,5,2023-02-27,2024-12-19,661,1201.55,Potential Loyalists
C001814,40322.23,9,2023-02-06,2024-08-15,556,4480.2477777777785,Loyal Customers
C001815,18224.02,6,2023-07-18,2024-09-08,418,3037.3366666666666,Potential Loyalists
C001816,6311.95,6,2023-03-21,2024-06-13,450,1051.9916666666666,Lost Customers
C001817,19639.71,11,2023-02-28,2024-11-11,622,1785.4281818181817,Loyal Customers
C001818,16435.47,8,2023-03-28,2024-11-19,602,2054.43375,Loyal Customers
C001819,10016.99,7,2023-02-16,2024-07-30,530,1430.9985714285715,At Risk
C001820,30033.55,9,2023-01-01,2024-11-25,694,3337.061111111111,Loyal Customers
C001821,13449.71,14,2023-02-23,2024-11-16,632,960.6935714285713,Loyal Customers
C001822,11089.61,4,2023-06-01,2024-12-28,576,2772.4025,Potential Loyalists
C001823,12895.01,7,2023-08-11,2024-02-24,197,1842.1442857142858,At Risk
C001824,2320.6400000000003,2,2023-05-18,2024-03-01,288,1160.3200000000002,Lost Customers
C001825,7835.0599999999995,8,2023-01-11,2024-12-13,702,979.3824999999999,Potential Loyalists
C001826,30902.85,18,2023-01-19,2024-11-04,655,1716.8249999999998,Champions
C001827,21628.84,10,2023-06-24,2024-12-20,545,2162.884,Champions
C001828,15947.470000000001,7,2023-01-02,2024-10-17,654,2278.21,Potential Loyalists
C001829,37992.79,10,2023-02-15,2024-12-04,658,3799.279,Champions
C001830,19908.42,9,2023-07-09,2024-11-02,482,2212.0466666666666,Loyal Customers
C001831,23993.8,12,2023-02-25,2024-07-09,500,1999.4833333333333,Loyal Customers
C001832,22849.96,10,2023-01-20,2024-09-18,607,2284.996,Loyal Customers
C001833,19382.85,12,2023-03-05,2024-12-16,652,1615.2375,Champions
C001834,68420.31,16,2023-01-18,2024-12-18,700,4276.269375,Champions
C001835,24986.09,11,2023-03-26,2024-11-23,608,2271.462727272727,Champions
C001836,37524.08,8,2023-03-15,2024-12-18,644,4690.51,Champions
C001837,18225.68,9,2023-01-04,2024-10-07,642,2025.0755555555556,Potential Loyalists
C001838,32934.21,9,2023-06-24,2024-11-04,499,3659.3566666666666,Loyal Customers
C001839,14647.51,7,2023-04-08,2024-09-22,533,2092.5014285714287,Potential Loyalists
C001840,20299.19,10,2023-01-26,2024-12-06,680,2029.9189999999999,Loyal Customers
C001841,15424.63,7,2023-02-24,2024-07-14,506,2203.5185714285712,At Risk
C001842,41832.57,12,2023-01-27,2024-11-30,673,3486.0475,Champions
C001843,9405.83,9,2023-07-04,2024-11-22,507,1045.0922222222223,Potential Loyalists
C001844,6192.8,5,2023-07-07,2024-12-18,530,1238.56,Potential Loyalists
C001845,6630.46,6,2023-04-18,2024-12-26,618,1105.0766666666666,Potential Loyalists
C001846,5667.78,7,2023-01-31,2024-12-07,676,809.6828571428571,Potential Loyalists
C001847,11149.310000000001,7,2023-07-09,2024-10-01,450,1592.7585714285717,At Risk
C001848,29122.72,14,2023-03-21,2024-12-31,651,2080.194285714286,Champions
C001849,13640.07,4,2023-04-11,2024-11-28,597,3410.0175,Potential Loyalists
C001850,23153.81,8,2023-03-26,2024-12-24,639,2894.22625,Loyal Customers
C001851,14694.35,9,2023-01-08,2024-11-22,684,1632.7055555555555,Loyal Customers
C001852,25361.28,7,2023-04-30,2024-12-04,584,3623.04,Loyal Customers
C001853,14515.24,8,2023-01-09,2024-10-06,636,1814.405,Potential Loyalists
C001854,32836.47,9,2023-08-07,2024-12-25,506,3648.496666666667,Champions
C001855,9389.52,7,2023-08-12,2024-09-24,409,1341.3600000000001,At Risk
C001856,6993.92,7,2023-03-18,2024-07-25,495,999.1314285714286,Lost Customers
C001857,12213.17,5,2023-12-05,2024-10-14,314,2442.634,Recent Customers
C001858,6672.18,6,2023-04-12,2024-10-07,544,1112.03,Lost Customers
C001859,7058.1900000000005,5,2023-03-06,2024-06-08,460,1411.6380000000001,Lost Customers
C001860,22063.440000000002,9,2023-01-16,2024-06-15,516,2451.493333333334,Potential Loyalists
C001861,10483.32,7,2023-06-15,2024-12-12,546,1497.6171428571429,Potential Loyalists
C001862,22576.33,9,2023-02-21,2024-09-18,575,2508.481111111111,Potential Loyalists
C001863,9479.94,10,2023-01-11,2024-09-27,625,947.994,Potential Loyalists
C001864,6970.25,4,2024-01-30,2024-12-01,306,1742.5625,Recent Customers
C001865,7919.719999999999,7,2023-01-27,2024-10-08,620,1131.3885714285714,At Risk
C001866,20440.18,11,2023-01-03,2024-11-19,686,1858.1981818181819,Loyal Customers
C001867,30690.94,13,2023-07-01,2024-12-04,522,2360.841538461538,Champions
C001868,37293.38,12,2023-02-01,2024-11-29,667,3107.7816666666663,Champions
C001869,10307.33,10,2023-04-10,2024-08-27,505,1030.733,Potential Loyalists
C001870,27785.88,11,2023-01-14,2024-12-28,714,2525.989090909091,Champions
C001871,6451.28,7,2023-01-18,2024-07-17,546,921.6114285714285,Lost Customers
C001872,14804.3,10,2023-05-21,2024-12-10,569,1480.4299999999998,Loyal Customers
C001873,8338.83,9,2023-05-10,2024-12-29,599,926.5366666666666,Potential Loyalists
C001874,49423.759999999995,13,2023-01-03,2024-12-14,711,3801.827692307692,Champions
C001875,32149.66,15,2023-01-19,2024-11-10,661,2143.3106666666667,Champions
C001876,16479.65,9,2023-01-07,2024-12-22,715,1831.0722222222223,Loyal Customers
C001877,28266.58,8,2023-10-05,2024-09-14,345,3533.3225,Loyal Customers
C001878,66988.04000000001,14,2023-02-25,2024-12-19,663,4784.860000000001,Champions
C001879,21759.420000000002,8,2023-02-26,2024-11-05,618,2719.9275000000002,Loyal Customers
C001880,13695.03,10,2023-01-21,2024-12-15,694,1369.5030000000002,Loyal Customers
C001881,11707.36,8,2023-01-23,2024-12-30,707,1463.42,Loyal Customers
C001882,21855.04,14,2023-03-15,2024-11-24,620,1561.0742857142857,Champions
C001883,26281.93,12,2023-05-14,2024-11-16,552,2190.1608333333334,Champions
C001884,6778.28,3,2023-10-19,2024-10-20,367,2259.4266666666667,Recent Customers
C001885,9541.73,8,2023-01-28,2024-08-07,557,1192.71625,At Risk
C001886,40391.86,14,2023-04-10,2024-09-20,529,2885.132857142857,Loyal Customers
C001887,17849.08,9,2023-01-15,2024-08-12,575,1983.2311111111112,Potential Loyalists
C001888,18281.35,9,2023-02-02,2024-12-29,696,2031.261111111111,Loyal Customers
C001889,12135.85,7,2023-02-15,2024-10-01,594,1733.6928571428573,At Risk
C001890,25515.14,9,2023-03-06,2024-09-25,569,2835.0155555555557,Loyal Customers
C001891,10799.2,5,2023-03-11,2024-10-18,587,2159.84,Recent Customers
C001892,20986.46,11,2023-05-20,2024-10-13,512,1907.86,Loyal Customers
C001893,18379.49,8,2023-04-16,2024-12-16,610,2297.43625,Loyal Customers
C001894,17680.94,5,2023-01-15,2024-09-27,621,3536.1879999999996,Potential Loyalists
C001895,10443.89,10,2023-01-15,2024-09-06,600,1044.389,Potential Loyalists
C001896,15259.14,10,2023-02-01,2024-12-18,686,1525.914,Loyal Customers
C001897,6209.08,7,2023-02-25,2024-11-16,630,887.0114285714286,Recent Customers
C001898,8318.64,10,2023-04-17,2024-11-20,583,831.8639999999999,Potential Loyalists
C001899,21125.08,7,2023-03-24,2024-10-23,579,3017.8685714285716,Potential Loyalists
C001900,20662.4,8,2023-02-24,2024-12-24,669,2582.8,Loyal Customers
C001901,16357.49,9,2023-05-19,2024-08-26,465,1817.4988888888888,Potential Loyalists
C001902,5963.16,6,2024-01-31,2024-10-29,272,993.86,Recent Customers
C001903,56957.25,15,2023-07-13,2024-12-16,522,3797.15,Champions
C001904,16028.029999999999,7,2023-02-26,2024-10-21,603,2289.718571428571,Potential Loyalists
C001905,12059.77,9,2023-02-15,2024-10-03,596,1339.9744444444445,Potential Loyalists
C001906,8388.51,5,2023-06-01,2023-12-08,190,1677.702,Lost Customers
C001907,8122.59,5,2023-05-15,2024-07-18,430,1624.518,Lost Customers
C001908,17393.56,7,2023-04-05,2024-08-31,514,2484.7942857142857,Potential Loyalists
C001909,12983.94,11,2023-01-04,2024-08-12,586,1180.358181818182,Potential Loyalists
C001910,45252.71,19,2023-03-10,2024-12-07,638,2381.7215789473685,Champions
C001911,15776.509999999998,8,2023-11-28,2024-12-08,376,1972.0637499999998,Loyal Customers
C001912,3197.88,2,2024-02-21,2024-04-29,68,1598.94,Lost Customers
C001913,32273.17,9,2023-01-10,2024-10-08,637,3585.9077777777775,Loyal Customers
C001914,16273.85,14,2023-02-17,2024-12-05,657,1162.4178571428572,Loyal Customers
C001915,17186.04,14,2023-04-11,2024-12-23,622,1227.5742857142857,Champions
C001916,3889.61,6,2023-01-07,2024-09-08,610,648.2683333333333,Lost Customers
C001917,8745.7,6,2023-10-24,2024-09-09,321,1457.6166666666668,Lost Customers
C001918,8284.25,8,2023-01-01,2024-10-04,642,1035.53125,At Risk
C001919,49231.29,12,2023-03-18,2024-08-01,502,4102.6075,Loyal Customers
C001920,7555.21,3,2023-09-05,2024-10-29,420,2518.403333333333,Recent Customers
C001921,19675.8,9,2023-04-22,2024-09-12,509,2186.2,Potential Loyalists
C001922,8885.17,10,2023-02-09,2024-11-13,643,888.517,Potential Loyalists
C001923,19564.42,8,2023-02-01,2024-09-11,588,2445.5525,Potential Loyalists
C001924,12668.279999999999,4,2023-11-08,2024-11-21,379,3167.0699999999997,Potential Loyalists
C001925,17008.02,16,2023-02-02,2024-12-18,685,1063.00125,Champions
C001926,26152.03,11,2023-02-27,2024-12-03,645,2377.4572727272725,Champions
C001927,11780.52,12,2023-03-03,2024-12-14,652,981.71,Loyal Customers
C001928,5885.73,4,2024-04-23,2024-11-06,197,1471.4325,Recent Customers
C001929,13847.74,9,2023-04-05,2024-10-12,556,1538.6377777777777,Potential Loyalists
C001930,23776.38,13,2023-01-14,2024-11-17,673,1828.9523076923078,Champions
C001931,22651.0,7,2023-02-23,2024-12-05,651,3235.8571428571427,Loyal Customers
C001932,9227.24,10,2023-05-09,2024-12-22,593,922.7239999999999,Loyal Customers
C001933,10677.01,10,2023-02-03,2024-10-25,630,1067.701,Potential Loyalists
C001934,20749.47,11,2023-01-07,2024-09-07,609,1886.3154545454547,Loyal Customers
C001935,24066.04,8,2023-01-19,2024-10-20,640,3008.255,Loyal Customers
C001936,16557.23,19,2023-01-02,2024-12-24,722,871.4331578947368,Champions
C001937,12416.14,7,2023-01-21,2024-09-29,617,1773.7342857142855,At Risk
C001938,12928.16,9,2023-01-21,2024-10-05,623,1436.4622222222222,Potential Loyalists
C001939,9691.9,9,2023-01-15,2024-09-07,601,1076.8777777777777,Potential Loyalists
C001940,7339.17,5,2023-08-03,2024-11-21,476,1467.834,Recent Customers
C001941,10841.970000000001,6,2023-02-21,2024-11-27,645,1806.9950000000001,Potential Loyalists
C001942,8939.31,6,2023-06-09,2024-12-24,564,1489.885,Potential Loyalists
C001943,15473.39,11,2023-01-08,2024-09-06,607,1406.671818181818,Potential Loyalists
C001944,26982.41,14,2023-03-03,2024-10-13,590,1927.315,Champions
C001945,5924.32,6,2023-09-08,2024-06-10,276,987.3866666666667,Lost Customers
C001946,20962.33,9,2023-02-10,2024-11-19,648,2329.147777777778,Loyal Customers
C001947,22975.39,8,2023-06-13,2024-11-17,523,2871.92375,Loyal Customers
C001948,10899.99,5,2023-05-30,2024-05-13,349,2179.998,Lost Customers
C001949,14121.98,7,2023-05-27,2024-10-13,505,2017.4257142857143,Potential Loyalists
C001950,12785.62,8,2023-09-26,2024-12-10,441,1598.2025,Loyal Customers
C001951,13863.18,5,2023-02-16,2024-10-18,610,2772.636,Potential Loyalists
C001952,25687.58,9,2023-01-13,2024-12-07,694,2854.1755555555555,Loyal Customers
C001953,19550.72,6,2023-04-01,2024-11-17,596,3258.4533333333334,Potential Loyalists
C001954,10065.34,11,2023-01-26,2024-09-17,600,915.0309090909091,Potential Loyalists
