CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Segment,City,State,Age,Gender,CLV,TotalSpend,PurchaseCount
C00967,149,5,250.97,3,4,5,12,345,Loyal Customers,Fort Worth,TX,22,Male,375.4,250.97,5
C00968,260,3,184.06,2,2,4,8,224,Need Attention,Chicago,IL,38,Male,363.78,184.06,3
C00969,4,4,265.21,5,3,5,13,535,Potential Loyalists,New York,NY,46,Female,310.25,265.21,4
C00970,72,3,156.02999999999997,4,2,3,9,423,Potential Loyalists,Jacksonville,FL,33,Female,216.54,156.02999999999997,3
C00971,311,4,177.31,1,3,4,8,134,At Risk,Dallas,TX,36,Female,197.32,177.31,4
C00972,119,4,284.32,3,3,5,11,335,Promising,Columbus,OH,33,Male,285.62,284.32,4
C00973,198,3,108.74,2,2,2,6,222,Need Attention,Los Angeles,CA,34,Female,124.17,108.74,3
C00974,402,1,18.0,1,1,1,3,111,Lost,Philadelphia,PA,28,Female,47.72,18.0,1
C00975,127,6,229.98,3,4,4,11,344,Loyal Customers,Houston,TX,37,Female,379.26,229.98,6
C00976,48,4,158.34,4,3,3,10,433,Potential Loyalists,Phoenix,AZ,46,Female,227.21,158.34,4
C00977,2,6,204.41,5,4,4,13,544,Champions,Phoenix,AZ,25,Male,227.71,204.41,6
C00978,40,6,172.41,5,4,4,13,544,Champions,Indianapolis,IN,46,Male,174.51,172.41,6
C00979,100,3,39.88,3,2,1,6,321,Need Attention,Columbus,OH,41,Male,454.77,39.88,3
C00980,52,4,123.87,4,3,2,9,432,Potential Loyalists,San Jose,CA,24,Female,226.84,123.87,4
C00981,137,3,264.3,3,2,5,10,325,Promising,Indianapolis,IN,29,Female,320.14,264.3,3
C00982,20,4,99.88,5,3,2,10,532,Potential Loyalists,San Diego,CA,48,Female,264.82,99.88,4
C00983,241,5,176.72,2,4,4,10,244,Need Attention,Houston,TX,45,Male,511.87,176.72,5
C00984,110,2,124.87,3,1,3,7,313,Lost,Miami,FL,29,Male,145.01,124.87,2
C00985,7,8,227.72,5,5,4,14,554,Champions,Dallas,TX,26,Female,277.32,227.72,8
C00986,24,2,67.31,5,1,1,7,511,Recent Customers,Chicago,IL,23,Female,351.03,67.31,2
C00987,63,4,167.21,4,3,3,10,433,Potential Loyalists,Miami,FL,29,Male,1990.04,167.21,4
C00988,68,2,38.94,4,1,1,6,411,Recent Customers,Los Angeles,CA,35,Male,74.41,38.94,2
C00989,196,5,186.34,2,4,4,10,244,Need Attention,Jacksonville,FL,33,Female,252.54,186.34,5
C00990,88,4,73.16999999999999,4,3,1,8,431,Need Attention,Philadelphia,PA,22,Male,76.01,73.16999999999999,4
C00991,116,4,235.78,3,3,5,11,335,Promising,San Antonio,TX,37,Female,321.49,235.78,4
C00992,91,2,104.05,3,1,2,6,312,Lost,Columbus,OH,30,Female,125.74,104.05,2
C00993,111,3,106.64,3,2,2,7,322,Promising,Houston,TX,43,Male,117.25,106.64,3
C00994,282,2,79.1,1,1,2,4,112,Hibernating,Austin,TX,45,Female,119.3,79.1,2
C00995,148,5,165.81,3,4,3,10,343,Loyal Customers,Boston,MA,29,Female,253.92,165.81,5
C00996,247,4,220.25,2,3,4,9,234,Need Attention,Chicago,IL,25,Male,1289.64,220.25,4
C00997,48,3,129.20000000000002,4,2,3,9,423,Potential Loyalists,Houston,TX,40,Male,134.36,129.20000000000002,3
C00998,452,5,200.38,1,4,4,9,144,At Risk,Houston,TX,39,Female,215.35,200.38,5
C00999,56,2,114.03,4,1,2,7,412,Recent Customers,San Antonio,TX,45,Male,227.46,114.03,2
C01000,34,5,230.68,5,4,4,13,544,Champions,Columbus,OH,44,Female,474.84,230.68,5
C01001,450,5,193.39,1,4,4,9,144,At Risk,Jacksonville,FL,42,Male,332.98,193.39,5
C01002,82,3,133.51,4,2,3,9,423,Potential Loyalists,Charlotte,NC,38,Male,219.49,133.51,3
C01003,32,4,161.66,5,3,3,11,533,Potential Loyalists,Phoenix,AZ,23,Male,221.58,161.66,4
C01004,145,3,61.29,3,2,1,6,321,Need Attention,Fort Worth,TX,43,Male,113.94,61.29,3
C01005,338,2,108.07,1,1,2,4,112,Hibernating,Fort Worth,TX,46,Female,227.59,108.07,2
C01006,181,2,26.57,2,1,1,4,211,Lost,San Antonio,TX,22,Male,32.07,26.57,2
C01007,6,7,369.88,5,5,5,15,555,Champions,New York,NY,47,Female,2077.02,369.88,7
C01008,22,4,170.01,5,3,3,11,533,Potential Loyalists,Dallas,TX,29,Female,237.13,170.01,4
C01009,40,6,208.86,5,4,4,13,544,Champions,Houston,TX,29,Male,248.59,208.86,6
C01010,32,3,128.71,5,2,3,10,523,Potential Loyalists,Los Angeles,CA,26,Female,319.56,128.71,3
C01011,2,6,293.65999999999997,5,4,5,14,545,Champions,Los Angeles,CA,29,Male,734.1,293.65999999999997,6
C01012,330,6,192.48000000000002,1,4,4,9,144,At Risk,Miami,FL,42,Female,284.82,192.48000000000002,6
C01013,220,2,178.45,2,1,4,7,214,Cannot Lose Them,Seattle,WA,45,Male,236.84,178.45,2
C01014,11,3,130.08,5,2,3,10,523,Potential Loyalists,Austin,TX,42,Male,137.36,130.08,3
C01015,89,2,53.269999999999996,4,1,1,6,411,Recent Customers,Dallas,TX,30,Male,63.76,53.269999999999996,2
C01016,29,3,90.92,5,2,2,9,522,Potential Loyalists,Houston,TX,45,Female,279.69,90.92,3
C01017,144,4,146.39,3,3,3,9,333,Promising,Miami,FL,41,Male,359.43,146.39,4
C01018,33,2,97.45,5,1,2,8,512,Recent Customers,Austin,TX,28,Female,130.12,97.45,2
C01019,168,3,63.42,2,2,1,5,221,Need Attention,Columbus,OH,26,Female,96.72,63.42,3
C01020,41,8,370.65999999999997,4,5,5,14,455,Champions,San Francisco,CA,48,Male,447.96,370.65999999999997,8
C01021,682,1,80.46,1,1,2,4,112,Hibernating,Philadelphia,PA,31,Male,203.94,80.46,1
C01022,424,4,183.57,1,3,4,8,134,At Risk,Fort Worth,TX,41,Male,512.75,183.57,4
C01023,79,3,103.18,4,2,2,8,422,Potential Loyalists,Columbus,OH,36,Female,133.85,103.18,3
C01024,18,5,193.65,5,4,4,13,544,Champions,Phoenix,AZ,46,Male,604.12,193.65,5
C01026,135,6,170.09,3,4,3,10,343,Loyal Customers,Phoenix,AZ,46,Male,221.47,170.09,6
C01027,30,2,91.6,5,1,2,8,512,Recent Customers,Boston,MA,47,Male,92.7,91.6,2
C01028,0,5,247.75,5,4,5,14,545,Champions,Austin,TX,44,Male,1222.01,247.75,5
C01029,163,5,210.12,2,4,4,10,244,Need Attention,Denver,CO,36,Male,1264.06,210.12,5
C01030,101,3,100.74,3,2,2,7,322,Promising,Phoenix,AZ,23,Female,130.39,100.74,3
C01031,537,1,22.68,1,1,1,3,111,Lost,New York,NY,23,Male,98.94,22.68,1
C01032,155,6,162.56,3,4,3,10,343,Loyal Customers,Indianapolis,IN,48,Female,946.71,162.56,6
C01033,120,7,302.77,3,5,5,13,355,Loyal Customers,New York,NY,35,Female,384.14,302.77,7
C01034,24,4,140.78,5,3,3,11,533,Potential Loyalists,San Jose,CA,43,Female,178.44,140.78,4
C01035,36,5,120.25,5,4,2,11,542,Potential Loyalists,Charlotte,NC,25,Male,142.81,120.25,5
C01036,57,6,251.25,4,4,5,13,445,Champions,Chicago,IL,32,Male,591.72,251.25,6
C01037,127,4,198.61,3,3,4,10,334,Promising,Boston,MA,27,Female,231.1,198.61,4
C01038,57,5,171.79,4,4,4,12,444,Champions,Philadelphia,PA,35,Male,470.3,171.79,5
C01039,28,6,279.3,5,4,5,14,545,Champions,San Jose,CA,48,Female,670.69,279.3,6
C01040,413,3,56.69,1,2,1,4,121,Lost,Charlotte,NC,33,Female,148.53,56.69,3
C01041,60,5,126.96,4,4,3,11,443,Loyal Customers,New York,NY,26,Male,652.63,126.96,5
C01042,182,3,261.11,2,2,5,9,225,Need Attention,San Francisco,CA,47,Female,800.91,261.11,3
C01043,19,7,313.88,5,5,5,15,555,Champions,Denver,CO,45,Female,522.34,313.88,7
C01044,429,4,139.89000000000001,1,3,3,7,133,At Risk,Phoenix,AZ,46,Female,168.5,139.89000000000001,4
C01045,392,1,32.54,1,1,1,3,111,Lost,Columbus,OH,44,Female,59.09,32.54,1
C01047,40,6,270.34,5,4,5,14,545,Champions,Charlotte,NC,39,Female,544.2,270.34,6
C01048,107,9,304.13,3,5,5,13,355,Loyal Customers,Fort Worth,TX,40,Female,329.7,304.13,9
C01049,191,5,138.47,2,4,3,9,243,Need Attention,San Diego,CA,24,Male,403.2,138.47,5
C01050,39,5,226.24,5,4,4,13,544,Champions,New York,NY,39,Female,342.19,226.24,5
C01051,46,3,160.03,4,2,3,9,423,Potential Loyalists,Los Angeles,CA,33,Female,1081.62,160.03,3
C01052,212,4,151.35999999999999,2,3,3,8,233,Need Attention,San Francisco,CA,48,Female,174.83,151.35999999999999,4
C01053,173,6,196.29,2,4,4,10,244,Need Attention,Los Angeles,CA,26,Male,649.26,196.29,6
C01054,51,10,534.14,4,5,5,14,455,Champions,Phoenix,AZ,45,Male,824.88,534.14,10
C01055,50,4,167.26999999999998,4,3,3,10,433,Potential Loyalists,Los Angeles,CA,25,Male,485.87,167.26999999999998,4
C01056,25,3,166.73000000000002,5,2,3,10,523,Potential Loyalists,New York,NY,33,Male,193.21,166.73000000000002,3
C01057,102,9,309.84,3,5,5,13,355,Loyal Customers,New York,NY,48,Female,661.42,309.84,9
C01058,12,6,227.13,5,4,4,13,544,Champions,Phoenix,AZ,38,Female,755.85,227.13,6
C01059,101,6,329.44,3,4,5,12,345,Loyal Customers,San Francisco,CA,42,Male,1222.91,329.44,6
C01060,213,2,97.0,2,1,2,5,212,Hibernating,Los Angeles,CA,42,Male,550.34,97.0,2
C01061,147,6,181.15,3,4,4,11,344,Loyal Customers,Philadelphia,PA,34,Female,182.98,181.15,6
C01062,124,3,104.72,3,2,2,7,322,Promising,Dallas,TX,40,Female,744.67,104.72,3
C01063,177,6,237.75,2,4,5,11,245,Need Attention,Philadelphia,PA,24,Female,318.61,237.75,6
C01064,10,9,339.45,5,5,5,15,555,Champions,Fort Worth,TX,23,Male,804.61,339.45,9
C01065,225,3,167.22,2,2,3,7,223,Need Attention,Boston,MA,24,Female,782.5,167.22,3
C01066,18,5,183.76,5,4,4,13,544,Champions,Miami,FL,48,Female,295.46,183.76,5
C01067,450,4,169.9,1,3,3,7,133,At Risk,Miami,FL,28,Female,281.49,169.9,4
C01068,434,1,45.39,1,1,1,3,111,Lost,Jacksonville,FL,46,Female,103.98,45.39,1
C01069,461,5,282.31,1,4,5,10,145,At Risk,Philadelphia,PA,25,Male,571.38,282.31,5
C01070,211,4,128.6,2,3,3,8,233,Need Attention,San Jose,CA,39,Male,155.94,128.6,4
C01071,34,7,327.3,5,5,5,15,555,Champions,Dallas,TX,40,Male,355.57,327.3,7
C01072,339,3,88.84,1,2,2,5,122,Hibernating,Los Angeles,CA,24,Female,125.83,88.84,3
C01073,99,5,235.26999999999998,3,4,5,12,345,Loyal Customers,Fort Worth,TX,28,Female,441.85,235.26999999999998,5
C01074,387,3,128.01,1,2,3,6,123,Hibernating,Phoenix,AZ,43,Male,372.8,128.01,3
C01075,137,4,124.6,3,3,3,9,333,Promising,Houston,TX,47,Male,234.83,124.6,4
C01076,116,4,211.24,3,3,4,10,334,Promising,Charlotte,NC,23,Female,467.29,211.24,4
C01077,206,4,168.49,2,3,3,8,233,Need Attention,San Francisco,CA,42,Male,181.76,168.49,4
C01078,122,3,115.38,3,2,2,7,322,Promising,San Antonio,TX,43,Male,469.67,115.38,3
C01079,210,4,247.17000000000002,2,3,5,10,235,Need Attention,Indianapolis,IN,45,Female,477.32,247.17000000000002,4
C01080,39,3,161.56,5,2,3,10,523,Potential Loyalists,San Jose,CA,41,Female,243.32,161.56,3
C01081,35,4,176.19,5,3,4,12,534,Potential Loyalists,Fort Worth,TX,28,Male,226.72,176.19,4
C01082,100,6,162.4,3,4,3,10,343,Loyal Customers,Miami,FL,25,Male,303.5,162.4,6
C01083,386,4,167.41,1,3,3,7,133,At Risk,Chicago,IL,25,Female,313.34,167.41,4
C01084,255,2,34.68,2,1,1,4,211,Lost,Philadelphia,PA,30,Female,37.01,34.68,2
C01085,557,3,129.26,1,2,3,6,123,Hibernating,Philadelphia,PA,46,Female,384.65,129.26,3
C01086,157,7,297.85,3,5,5,13,355,Loyal Customers,San Francisco,CA,26,Male,758.48,297.85,7
C01087,4,6,171.95,5,4,4,13,544,Champions,Los Angeles,CA,31,Female,260.44,171.95,6
C01088,107,6,204.96,3,4,4,11,344,Loyal Customers,Phoenix,AZ,33,Female,348.5,204.96,6
C01089,97,4,131.31,3,3,3,9,333,Promising,Columbus,OH,36,Female,249.21,131.31,4
C01090,333,4,126.13,1,3,3,7,133,At Risk,Boston,MA,42,Male,1453.7,126.13,4
C01091,36,5,134.79000000000002,5,4,3,12,543,Loyal Customers,Seattle,WA,26,Male,135.79,134.79000000000002,5
C01092,44,6,229.29,4,4,4,12,444,Champions,Denver,CO,24,Male,365.41,229.29,6
C01093,286,3,149.64000000000001,1,2,3,6,123,Hibernating,Chicago,IL,36,Female,222.03,149.64000000000001,3
C01094,296,2,72.63,1,1,1,3,111,Lost,Houston,TX,27,Male,78.91,72.63,2
C01095,401,2,45.62,1,1,1,3,111,Lost,San Antonio,TX,32,Male,73.03,45.62,2
C01096,159,4,156.21,3,3,3,9,333,Promising,Charlotte,NC,44,Female,194.81,156.21,4
C01097,163,7,236.24,2,5,5,12,255,Need Attention,Los Angeles,CA,26,Female,481.74,236.24,7
C01098,22,4,188.28,5,3,4,12,534,Potential Loyalists,Austin,TX,23,Female,401.1,188.28,4
C01099,52,6,430.31,4,4,5,13,445,Champions,Charlotte,NC,23,Male,537.29,430.31,6
C01100,30,1,12.17,5,1,1,7,511,Recent Customers,Columbus,OH,30,Male,16.27,12.17,1
C01101,40,8,270.43,5,5,5,15,555,Champions,Dallas,TX,24,Female,434.78,270.43,8
C01102,97,5,190.88000000000002,3,4,4,11,344,Loyal Customers,Columbus,OH,28,Female,374.62,190.88000000000002,5
C01103,56,7,247.21,4,5,5,14,455,Champions,Columbus,OH,46,Female,363.39,247.21,7
C01104,63,6,209.26,4,4,4,12,444,Champions,Columbus,OH,37,Male,380.67,209.26,6
C01105,163,5,92.55,2,4,2,8,242,Need Attention,Jacksonville,FL,44,Female,629.45,92.55,5
C01106,518,3,163.8,1,2,3,6,123,Hibernating,Boston,MA,24,Male,201.08,163.8,3
C01107,103,3,79.91,3,2,2,7,322,Promising,New York,NY,36,Male,93.0,79.91,3
C01108,241,5,150.49,2,4,3,9,243,Need Attention,Columbus,OH,38,Male,199.51,150.49,5
C01109,50,8,285.26,4,5,5,14,455,Champions,San Francisco,CA,40,Male,708.35,285.26,8
C01110,57,5,159.71,4,4,3,11,443,Loyal Customers,Columbus,OH,39,Male,457.78,159.71,5
C01111,36,2,99.27,5,1,2,8,512,Recent Customers,Jacksonville,FL,28,Male,123.4,99.27,2
C01112,21,3,114.53999999999999,5,2,2,9,522,Potential Loyalists,San Jose,CA,31,Male,708.59,114.53999999999999,3
C01113,112,2,48.709999999999994,3,1,1,5,311,Lost,San Francisco,CA,35,Female,79.35,48.709999999999994,2
C01114,52,2,152.84,4,1,3,8,413,Recent Customers,Indianapolis,IN,46,Female,1707.75,152.84,2
C01115,184,3,75.28999999999999,2,2,1,5,221,Need Attention,Columbus,OH,27,Male,115.64,75.28999999999999,3
C01116,124,2,37.26,3,1,1,5,311,Lost,San Jose,CA,43,Female,177.39,37.26,2
C01117,82,2,62.75,4,1,1,6,411,Recent Customers,Boston,MA,25,Male,509.05,62.75,2
C01118,51,3,145.22,4,2,3,9,423,Potential Loyalists,Miami,FL,41,Female,147.38,145.22,3
C01119,298,4,97.14999999999999,1,3,2,6,132,At Risk,Seattle,WA,42,Female,107.14,97.14999999999999,4
C01120,149,5,174.7,3,4,4,11,344,Loyal Customers,San Jose,CA,35,Male,857.83,174.7,5
C01121,121,6,128.84,3,4,3,10,343,Loyal Customers,Fort Worth,TX,28,Female,144.23,128.84,6
C01122,200,7,213.79000000000002,2,5,4,11,254,Need Attention,San Francisco,CA,48,Female,347.83,213.79000000000002,7
C01123,111,6,214.36,3,4,4,11,344,Loyal Customers,Indianapolis,IN,30,Female,291.61,214.36,6
C01124,87,5,304.86,4,4,5,13,445,Champions,San Diego,CA,35,Male,305.97,304.86,5
C01125,394,3,81.97,1,2,2,5,122,Hibernating,Jacksonville,FL,48,Female,381.9,81.97,3
C01126,9,6,310.09000000000003,5,4,5,14,545,Champions,Columbus,OH,39,Female,400.4,310.09000000000003,6
C01127,209,2,51.97,2,1,1,4,211,Lost,Fort Worth,TX,23,Female,230.35,51.97,2
C01128,33,3,122.91,5,2,2,9,522,Potential Loyalists,Philadelphia,PA,32,Male,197.05,122.91,3
C01129,137,7,321.58,3,5,5,13,355,Loyal Customers,Phoenix,AZ,25,Female,608.17,321.58,7
C01130,278,4,208.4,1,3,4,8,134,At Risk,Seattle,WA,32,Male,244.59,208.4,4
C01131,459,2,120.92,1,1,2,4,112,Hibernating,Columbus,OH,42,Male,122.15,120.92,2
C01132,48,4,189.65,4,3,4,11,434,Potential Loyalists,Seattle,WA,24,Female,1357.23,189.65,4
C01133,363,2,73.21,1,1,1,3,111,Lost,San Francisco,CA,42,Female,179.72,73.21,2
C01134,218,4,207.95999999999998,2,3,4,9,234,Need Attention,San Diego,CA,28,Male,287.88,207.95999999999998,4
C01135,182,4,175.56,2,3,4,9,234,Need Attention,Los Angeles,CA,24,Male,236.16,175.56,4
C01136,120,3,124.88,3,2,3,8,323,Promising,Denver,CO,25,Male,657.47,124.88,3
C01137,42,5,137.16,4,4,3,11,443,Loyal Customers,Houston,TX,31,Female,158.08,137.16,5
C01138,95,5,241.16,3,4,5,12,345,Loyal Customers,Chicago,IL,33,Male,448.32,241.16,5
C01139,9,2,79.61000000000001,5,1,2,8,512,Recent Customers,New York,NY,24,Female,129.74,79.61000000000001,2
C01140,553,1,49.49,1,1,1,3,111,Lost,San Antonio,TX,35,Female,138.24,49.49,1
C01141,2,5,249.69,5,4,5,14,545,Champions,San Francisco,CA,27,Male,1020.23,249.69,5
C01142,123,1,32.94,3,1,1,5,311,Lost,Denver,CO,41,Male,80.33,32.94,1
C01143,268,1,20.51,2,1,1,4,211,Lost,Charlotte,NC,41,Male,48.09,20.51,1
C01144,7,5,125.23,5,4,3,12,543,Loyal Customers,Houston,TX,41,Male,152.73,125.23,5
C01145,155,4,99.9,3,3,2,8,332,Promising,Indianapolis,IN,26,Male,346.24,99.9,4
C01146,185,7,324.47,2,5,5,12,255,Need Attention,San Antonio,TX,32,Male,333.59,324.47,7
C01147,136,2,79.94,3,1,2,6,312,Lost,Phoenix,AZ,30,Female,106.62,79.94,2
C01148,141,7,274.19,3,5,5,13,355,Loyal Customers,Seattle,WA,31,Female,701.49,274.19,7
C01149,156,3,89.19,3,2,2,7,322,Promising,Indianapolis,IN,34,Male,775.1,89.19,3
C01150,362,6,286.5,1,4,5,10,145,At Risk,Dallas,TX,34,Male,2826.28,286.5,6
C01151,418,2,117.06,1,1,2,4,112,Hibernating,Philadelphia,PA,28,Female,454.54,117.06,2
C01152,180,3,117.26,2,2,2,6,222,Need Attention,Boston,MA,30,Female,389.12,117.26,3
C01153,23,5,181.17000000000002,5,4,4,13,544,Champions,Fort Worth,TX,28,Female,302.38,181.17000000000002,5
C01154,90,6,255.39,4,4,5,13,445,Champions,San Francisco,CA,23,Female,302.62,255.39,6
C01155,114,2,86.9,3,1,2,6,312,Lost,Boston,MA,42,Female,382.15,86.9,2
C01156,27,4,173.85000000000002,5,3,4,12,534,Potential Loyalists,Philadelphia,PA,32,Female,712.94,173.85000000000002,4
C01157,459,3,129.2,1,2,3,6,123,Hibernating,San Diego,CA,28,Female,138.57,129.2,3
C01158,17,5,222.01,5,4,4,13,544,Champions,Houston,TX,32,Male,223.84,222.01,5
C01159,206,6,253.1,2,4,5,11,245,Need Attention,San Francisco,CA,47,Female,539.15,253.1,6
C01160,6,4,154.14,5,3,3,11,533,Potential Loyalists,Chicago,IL,31,Male,240.74,154.14,4
C01161,216,5,150.55,2,4,3,9,243,Need Attention,Seattle,WA,44,Male,203.27,150.55,5
C01162,219,4,130.76999999999998,2,3,3,8,233,Need Attention,Columbus,OH,48,Female,185.95,130.76999999999998,4
C01163,165,5,192.28,2,4,4,10,244,Need Attention,Charlotte,NC,23,Female,359.95,192.28,5
C01165,434,2,73.94,1,1,1,3,111,Lost,Denver,CO,31,Male,75.39,73.94,2
C01166,93,3,261.11,3,2,5,10,325,Promising,San Francisco,CA,26,Female,355.63,261.11,3
C01167,69,4,143.32,4,3,3,10,433,Potential Loyalists,Los Angeles,CA,42,Male,209.25,143.32,4
C01168,68,4,235.8,4,3,5,12,435,Potential Loyalists,Columbus,OH,31,Female,727.33,235.8,4
C01169,63,3,84.95,4,2,2,8,422,Potential Loyalists,Chicago,IL,46,Female,176.87,84.95,3
C01170,143,5,336.26,3,4,5,12,345,Loyal Customers,Fort Worth,TX,44,Female,466.07,336.26,5
C01171,249,6,223.34,2,4,4,10,244,Need Attention,Jacksonville,FL,41,Male,1811.37,223.34,6
C01172,156,5,177.57,3,4,4,11,344,Loyal Customers,New York,NY,25,Female,204.01,177.57,5
C01173,199,6,228.57,2,4,4,10,244,Need Attention,San Diego,CA,24,Male,271.79,228.57,6
C01174,56,3,87.75999999999999,4,2,2,8,422,Potential Loyalists,New York,NY,44,Male,691.27,87.75999999999999,3
C01175,22,6,164.28,5,4,3,12,543,Loyal Customers,Los Angeles,CA,31,Male,1427.67,164.28,6
C01176,37,6,75.78,5,4,1,10,541,Need Attention,Boston,MA,47,Female,291.15,75.78,6
C01177,269,4,137.29000000000002,2,3,3,8,233,Need Attention,Phoenix,AZ,36,Male,301.85,137.29000000000002,4
C01178,81,4,156.44,4,3,3,10,433,Potential Loyalists,Denver,CO,35,Female,920.98,156.44,4
C01179,18,5,193.22,5,4,4,13,544,Champions,Indianapolis,IN,40,Female,249.18,193.22,5
C01180,99,6,242.42000000000002,3,4,5,12,345,Loyal Customers,Austin,TX,45,Female,873.12,242.42000000000002,6
C01181,45,5,202.16,4,4,4,12,444,Champions,San Jose,CA,24,Female,603.15,202.16,5
C01182,17,4,159.48,5,3,3,11,533,Potential Loyalists,Miami,FL,28,Male,509.13,159.48,4
C01183,40,3,77.97,5,2,1,8,521,Recent Customers,San Antonio,TX,43,Male,78.91,77.97,3
C01184,688,1,44.52,1,1,1,3,111,Lost,Charlotte,NC,32,Male,49.34,44.52,1
C01185,111,5,144.85,3,4,3,10,343,Loyal Customers,Indianapolis,IN,32,Female,734.31,144.85,5
C01186,660,1,23.75,1,1,1,3,111,Lost,Phoenix,AZ,38,Male,114.56,23.75,1
C01187,130,5,173.66,3,4,4,11,344,Loyal Customers,Jacksonville,FL,36,Male,271.25,173.66,5
C01188,60,5,177.0,4,4,4,12,444,Champions,Chicago,IL,35,Male,238.98,177.0,5
C01189,336,3,90.81,1,2,2,5,122,Hibernating,Miami,FL,26,Female,100.34,90.81,3
C01190,32,5,105.51,5,4,2,11,542,Potential Loyalists,San Diego,CA,36,Male,107.06,105.51,5
C01191,512,3,105.35000000000001,1,2,2,5,122,Hibernating,Indianapolis,IN,33,Female,182.55,105.35000000000001,3
C01192,16,7,313.58,5,5,5,15,555,Champions,Jacksonville,FL,28,Male,525.06,313.58,7
C01193,527,1,5.42,1,1,1,3,111,Lost,Indianapolis,IN,23,Female,7.87,5.42,1
C01194,50,3,147.07999999999998,4,2,3,9,423,Potential Loyalists,Los Angeles,CA,34,Female,373.7,147.07999999999998,3
C01195,184,6,214.39,2,4,4,10,244,Need Attention,Fort Worth,TX,41,Female,256.55,214.39,6
C01196,18,5,111.56,5,4,2,11,542,Potential Loyalists,Indianapolis,IN,25,Male,187.34,111.56,5
C01197,61,1,32.9,4,1,1,6,411,Recent Customers,San Diego,CA,23,Male,36.84,32.9,1
C01198,51,5,119.07,4,4,2,10,442,Potential Loyalists,Chicago,IL,25,Female,236.59,119.07,5
C01199,140,4,178.59,3,3,4,10,334,Promising,Fort Worth,TX,34,Male,281.8,178.59,4
C01200,37,3,109.57,5,2,2,9,522,Potential Loyalists,Dallas,TX,28,Male,204.03,109.57,3
C01201,101,7,304.59,3,5,5,13,355,Loyal Customers,Miami,FL,44,Female,416.36,304.59,7
C01202,51,4,138.62,4,3,3,10,433,Potential Loyalists,Philadelphia,PA,44,Female,261.74,138.62,4
C01203,174,2,57.8,2,1,1,4,211,Lost,San Diego,CA,32,Male,68.72,57.8,2
C01204,48,3,81.33,4,2,2,8,422,Potential Loyalists,San Francisco,CA,22,Female,93.74,81.33,3
C01205,63,5,234.65,4,4,5,13,445,Champions,Philadelphia,PA,30,Male,2621.85,234.65,5
C01206,62,9,312.45,4,5,5,14,455,Champions,Boston,MA,37,Male,465.53,312.45,9
C01207,18,3,103.57,5,2,2,9,522,Potential Loyalists,Houston,TX,48,Male,108.1,103.57,3
C01208,48,3,204.18,4,2,4,10,424,Potential Loyalists,San Diego,CA,38,Male,400.68,204.18,3
C01209,283,3,70.96000000000001,1,2,1,4,121,Lost,Houston,TX,47,Female,99.09,70.96000000000001,3
C01210,120,3,86.42,3,2,2,7,322,Promising,Seattle,WA,43,Female,113.75,86.42,3
C01211,273,1,5.78,2,1,1,4,211,Lost,New York,NY,33,Female,25.52,5.78,1
C01212,333,3,158.86,1,2,3,6,123,Hibernating,Boston,MA,25,Female,289.9,158.86,3
C01213,335,3,178.31,1,2,4,7,124,Cannot Lose Them,New York,NY,35,Male,206.84,178.31,3
C01214,393,2,115.56,1,1,2,4,112,Hibernating,Charlotte,NC,29,Female,118.93,115.56,2
C01215,20,7,214.69,5,5,4,14,554,Champions,San Antonio,TX,34,Male,1536.51,214.69,7
C01216,130,4,266.91999999999996,3,3,5,11,335,Promising,Seattle,WA,36,Male,1670.16,266.91999999999996,4
C01217,84,4,171.24,4,3,4,11,434,Potential Loyalists,Austin,TX,40,Female,269.8,171.24,4
C01218,26,3,104.63,5,2,2,9,522,Potential Loyalists,San Antonio,TX,40,Female,108.81,104.63,3
C01220,37,1,28.24,5,1,1,7,511,Recent Customers,Charlotte,NC,43,Male,211.8,28.24,1
C01221,10,9,400.01,5,5,5,15,555,Champions,Indianapolis,IN,31,Male,4132.59,400.01,9
C01222,232,5,151.87,2,4,3,9,243,Need Attention,Chicago,IL,31,Male,600.27,151.87,5
C01223,144,2,66.38,3,1,1,5,311,Lost,San Jose,CA,40,Male,290.74,66.38,2
C01224,98,5,184.3,3,4,4,11,344,Loyal Customers,New York,NY,33,Male,308.1,184.3,5
C01225,15,6,290.05,5,4,5,14,545,Champions,Jacksonville,FL,31,Male,1620.38,290.05,6
C01226,0,2,69.32,5,1,1,7,511,Recent Customers,Dallas,TX,45,Male,79.98,69.32,2
C01227,195,4,124.46,2,3,3,8,233,Need Attention,San Jose,CA,23,Female,156.49,124.46,4
C01228,118,3,192.69,3,2,4,9,324,Promising,Miami,FL,35,Female,301.42,192.69,3
C01229,149,4,185.64999999999998,3,3,4,10,334,Promising,San Jose,CA,31,Male,419.99,185.64999999999998,4
C01230,26,8,327.58,5,5,5,15,555,Champions,Austin,TX,40,Male,1318.83,327.58,8
C01231,324,1,33.45,1,1,1,3,111,Lost,Phoenix,AZ,39,Male,54.75,33.45,1
C01232,390,2,64.3,1,1,1,3,111,Lost,San Jose,CA,42,Female,136.72,64.3,2
C01233,228,3,63.800000000000004,2,2,1,5,221,Need Attention,Columbus,OH,26,Female,70.08,63.800000000000004,3
