ProductID,Views,AvgTimeOnPage,AddToCartCount,AddToCartRate,ProductName,Category,Price
P0454,65,81.13684210526316,30,46.15,KidsStyle Leggings Yellow 5T,Girls Clothing,47.7
P0519,65,90.77906976744185,21,32.31,MiniMode Jackets Navy 3T,Girls Clothing,28.59
P0167,65,85.80645161290323,28,43.08,KidsStyle Jackets Gray 14,Boys Clothing,12.47
P0518,65,83.03333333333333,25,38.46,KidsStyle Jackets Yellow 7,Girls Clothing,18.08
P0168,65,72.25531914893617,29,44.62,LittleFashion Jackets Purple 14,Boys Clothing,13.52
P0696,65,82.75280898876404,24,36.92,JuniorWear Bibs Yellow 18-24M,Infants,14.37
P0343,65,82.88505747126437,22,33.85,BabyChic Tops Blue 12,Girls Clothing,52.18
P0515,65,80.72448979591837,33,50.77,TinyTrends Jackets Pink 3T,Girls Clothing,27.76
P0523,65,79.14285714285714,33,50.77,SmallStyle Jackets Navy 5T,Girls Clothing,50.44
P0740,65,82.57142857142857,26,40.0,JuniorWear Blankets Black 18-24M,Infants,29.54
P0742,65,72.36734693877551,33,50.77,YouthStyle Blankets Navy 18-24M,Infants,22.7
P0137,65,73.94897959183673,33,50.77,PetitMode Shorts Green 12,Boys Clothing,40.61
P0827,65,74.55913978494624,28,43.08,SmallStyle Bags Beige S,Accessories,14.21
P0134,65,77.10309278350516,32,49.23,KidsStyle Shorts Purple 8,Boys Clothing,35.0
P0085,65,79.56989247311827,28,43.08,PetitMode Pants Gray 2T,Boys Clothing,13.35
P0817,65,76.16494845360825,32,49.23,SmallStyle Bags Green XS,Accessories,28.27
P0099,65,85.06896551724138,22,33.85,TinyTrends Pants Black 4T,Boys Clothing,35.96
P0865,65,83.20238095238095,19,29.23,KiddoFashion Socks Gray L,Accessories,33.49
P0315,65,81.87640449438203,24,36.92,TinyTrends Tops Pink 3T,Girls Clothing,16.47
P0040,65,80.0721649484536,32,49.23,PetitMode Shirts Pink 10,Boys Clothing,23.83
P0300,65,76.86315789473684,30,46.15,SmallStyle Dresses Beige 8,Girls Clothing,22.69
P0580,65,77.6304347826087,27,41.54,YouthStyle Onesies Purple 6-12M,Infants,31.54
P0282,65,73.3069306930693,36,55.38,SmallStyle Dresses Pink 5T,Girls Clothing,20.45
P0896,65,93.2289156626506,18,27.69,KidsStyle Belts Green L,Accessories,10.26
P0256,65,84.54838709677419,28,43.08,JuniorWear Dresses Navy 7,Girls Clothing,39.54
P0597,65,82.1086956521739,27,41.54,SmallStyle Sleepwear Red 0-3M,Infants,17.34
P0015,65,82.19318181818181,23,35.38,YouthStyle Shirts Yellow 4T,Boys Clothing,31.55
P0020,65,78.72631578947369,30,46.15,SmallStyle Shirts Black 12,Boys Clothing,34.58
P0610,65,73.81818181818181,34,52.31,JuniorWear Sleepwear Gray 12-18M,Infants,25.67
P0428,65,92.14606741573034,24,36.92,LittleFashion Skirts Beige 3T,Girls Clothing,23.21
P0880,65,77.79775280898876,24,36.92,JuniorWear Belts Navy S,Accessories,8.84
P0541,65,81.85227272727273,23,35.38,PetitMode Jackets Pink 10,Girls Clothing,46.45
P0802,65,80.8695652173913,27,41.54,PetitMode Hats Navy L,Accessories,12.93
P0654,65,83.51724137931035,22,33.85,MiniMode Rompers Gray 0-3M,Infants,27.28
P0656,65,81.14893617021276,29,44.62,YouthStyle Rompers Beige 3-6M,Infants,10.16
P0388,65,79.33333333333333,31,47.69,JuniorWear Skirts Beige 8,Girls Clothing,46.89
P0783,65,84.06818181818181,23,35.38,KidsStyle Hats Orange M,Accessories,33.79
P0649,65,74.5204081632653,33,50.77,LittleFashion Rompers Red 6-12M,Infants,12.52
P0413,65,81.51578947368421,30,46.15,TinyTrends Skirts Navy 6,Girls Clothing,36.5
P0529,65,82.91208791208791,26,40.0,TinyTrends Jackets Navy 8,Girls Clothing,45.69
P0027,65,80.51648351648352,26,40.0,PetitMode Shirts Blue 12,Boys Clothing,43.0
P0003,64,85.33720930232558,22,34.38,MiniMode Shirts Green 2T,Boys Clothing,17.15
P0092,64,80.45161290322581,29,45.31,KiddoFashion Pants Purple 14,Boys Clothing,42.51
P0826,64,83.03448275862068,23,35.94,BabyChic Bags Yellow M,Accessories,6.27
P0006,64,84.98837209302326,22,34.38,BabyChic Shirts Yellow 4T,Boys Clothing,12.68
P0364,64,82.13333333333334,26,40.62,KiddoFashion Tops Purple 7,Girls Clothing,20.59
P0060,64,89.48314606741573,25,39.06,BabyChic Pants Blue 6,Boys Clothing,41.45
P0054,64,79.93548387096774,29,45.31,PetitMode Pants Blue 4T,Boys Clothing,25.54
P0011,64,79.58585858585859,35,54.69,JuniorWear Shirts Blue 2T,Boys Clothing,32.19
P0888,64,83.81395348837209,22,34.38,KidsStyle Belts Orange XS,Accessories,32.54
P0014,64,83.63529411764706,21,32.81,LittleFashion Shirts Orange 3T,Boys Clothing,18.59
P0058,64,79.2247191011236,25,39.06,BabyChic Pants Yellow 14,Boys Clothing,32.9
P0053,64,73.12631578947368,31,48.44,SmallStyle Pants Purple 2T,Boys Clothing,41.95
P0371,64,90.5764705882353,21,32.81,SmallStyle Skirts Pink 4T,Girls Clothing,33.51
P0461,64,87.78823529411764,21,32.81,JuniorWear Leggings Green 4T,Girls Clothing,49.74
P0205,64,73.50537634408602,29,45.31,MiniMode Sweaters Black 10,Boys Clothing,41.88
P0775,64,74.98947368421052,31,48.44,SmallStyle Shoes Red XL,Accessories,6.52
P0548,64,87.25287356321839,23,35.94,YouthStyle Jackets Purple 7,Girls Clothing,24.23
P0522,64,90.2235294117647,21,32.81,KiddoFashion Jackets Blue 8,Girls Clothing,27.75
P0681,64,90.97619047619048,20,31.25,LittleFashion Bibs Beige 6-12M,Infants,32.63
P0675,64,81.06741573033707,25,39.06,BabyChic Bibs Red 6-12M,Infants,34.67
P0305,64,79.06451612903226,29,45.31,PetitMode Dresses Beige 3T,Girls Clothing,35.14
P0638,64,79.26966292134831,25,39.06,MiniMode Rompers Orange 0-3M,Infants,20.97
P0230,64,84.14117647058823,21,32.81,MiniMode Sweaters Gray 10,Boys Clothing,13.86
P0609,64,80.68539325842697,25,39.06,MiniMode Sleepwear Red 0-3M,Infants,10.22
P0708,64,84.51724137931035,23,35.94,KiddoFashion Bibs Navy 12-18M,Infants,22.34
P0241,64,81.2159090909091,24,37.5,YouthStyle Sweaters Gray 10,Boys Clothing,32.77
P0292,64,83.72043010752688,29,45.31,BabyChic Dresses Beige 10,Girls Clothing,34.7
P0592,64,82.45454545454545,24,37.5,SmallStyle Sleepwear Green 0-3M,Infants,25.08
P0588,64,80.82978723404256,30,46.88,LittleFashion Onesies Gray 12-18M,Infants,25.12
P0263,64,81.7752808988764,25,39.06,TinyTrends Dresses Red 14,Girls Clothing,48.53
P0281,64,80.64367816091954,23,35.94,MiniMode Dresses Blue 7,Girls Clothing,43.16
P0164,64,75.77272727272727,24,37.5,YouthStyle Jackets Yellow 10,Boys Clothing,30.29
P0688,64,82.82978723404256,30,46.88,KiddoFashion Bibs Black 3-6M,Infants,14.68
P0744,64,82.21111111111111,26,40.62,TinyTrends Blankets Purple 6-12M,Infants,18.7
P0736,64,86.02222222222223,26,40.62,YouthStyle Blankets Red 6-12M,Infants,23.31
P0733,64,87.44444444444444,26,40.62,MiniMode Blankets White 0-3M,Infants,34.98
P0772,64,73.3061224489796,34,53.12,KidsStyle Shoes Green S,Accessories,24.86
P0352,64,77.28888888888889,26,40.62,PetitMode Tops White 14,Girls Clothing,28.46
P0741,64,88.66666666666667,20,31.25,JuniorWear Blankets Green 6-12M,Infants,30.08
P0572,64,89.21428571428571,20,31.25,TinyTrends Onesies Green 0-3M,Infants,26.31
P0766,64,74.45263157894736,31,48.44,PetitMode Shoes Green XS,Accessories,15.9
P0883,63,85.04395604395604,28,44.44,LittleFashion Belts Red M,Accessories,10.25
P0493,63,84.71910112359551,26,41.27,TinyTrends Jackets Blue 8,Girls Clothing,44.13
P0884,63,83.26190476190476,21,33.33,JuniorWear Belts White S,Accessories,30.81
P0490,63,80.6,32,50.79,KiddoFashion Leggings Red 14,Girls Clothing,34.85
P0887,63,89.08536585365853,19,30.16,LittleFashion Belts Orange XS,Accessories,36.22
P0757,63,86.61904761904762,21,33.33,SmallStyle Shoes Blue XL,Accessories,38.44
P0488,63,87.13095238095238,21,33.33,LittleFashion Leggings Red 5T,Girls Clothing,16.25
P0813,63,78.69473684210526,32,50.79,TinyTrends Bags Blue M,Accessories,11.14
P0586,63,80.63636363636364,25,39.68,KidsStyle Onesies Blue 6-12M,Infants,24.66
P0898,63,79.3529411764706,22,34.92,BabyChic Belts Black S,Accessories,6.46
P0574,63,79.05434782608695,29,46.03,KidsStyle Onesies Navy 3-6M,Infants,29.53
P0621,63,90.10112359550561,26,41.27,SmallStyle Sleepwear Gray 0-3M,Infants,31.45
P0841,63,87.7710843373494,20,31.75,MiniMode Socks Gray XL,Accessories,17.11
P0622,63,78.5909090909091,25,39.68,BabyChic Sleepwear Red 12-18M,Infants,28.81
P0711,63,78.92222222222222,27,42.86,KiddoFashion Blankets Pink 3-6M,Infants,16.54
P0539,63,72.41836734693878,35,55.56,PetitMode Jackets Beige 6,Girls Clothing,30.37
P0643,63,83.26666666666667,27,42.86,LittleFashion Rompers Navy 0-3M,Infants,16.81
P0664,63,90.56962025316456,16,25.4,YouthStyle Rompers Yellow 18-24M,Infants,12.92
P0835,63,83.65060240963855,20,31.75,LittleFashion Bags Red M,Accessories,9.07
P0433,63,85.75555555555556,27,42.86,YouthStyle Leggings Green 2T,Girls Clothing,31.03
P0863,63,83.02298850574712,24,38.1,KidsStyle Socks Pink XS,Accessories,29.23
P0788,63,97.85185185185185,18,28.57,LittleFashion Hats Red XS,Accessories,12.59
P0436,63,88.26829268292683,19,30.16,LittleFashion Leggings Black 10,Girls Clothing,29.93
P0460,63,82.44318181818181,25,39.68,MiniMode Leggings Orange 8,Girls Clothing,45.54
P0698,63,76.73033707865169,26,41.27,BabyChic Bibs Red 3-6M,Infants,17.1
P0508,63,73.05555555555556,27,42.86,BabyChic Jackets Red 14,Girls Clothing,43.22
P0701,63,84.47727272727273,25,39.68,KiddoFashion Bibs Purple 6-12M,Infants,12.51
P0456,63,82.67415730337079,26,41.27,BabyChic Leggings Pink 5T,Girls Clothing,38.61
P0569,63,80.3932584269663,26,41.27,PetitMode Onesies Red 18-24M,Infants,30.98
P0001,63,81.9659090909091,25,39.68,JuniorWear Shirts Green 3T,Boys Clothing,24.36
P0179,63,76.45977011494253,24,38.1,TinyTrends Jackets Green 12,Boys Clothing,12.87
P0264,63,85.70588235294117,22,34.92,TinyTrends Dresses Yellow 14,Girls Clothing,31.59
P0101,63,76.98850574712644,24,38.1,KiddoFashion Shorts Gray 10,Boys Clothing,33.19
P0288,63,80.75,25,39.68,JuniorWear Dresses Blue 2T,Girls Clothing,49.49
P0274,63,75.08510638297872,31,49.21,SmallStyle Dresses Black 14,Girls Clothing,19.54
P0227,63,87.8953488372093,23,36.51,MiniMode Sweaters Purple 2T,Boys Clothing,26.0
P0162,63,74.02197802197803,28,44.44,LittleFashion Jackets Blue 4T,Boys Clothing,33.79
P0266,63,76.76923076923077,28,44.44,TinyTrends Dresses White 5T,Girls Clothing,47.52
P0169,63,85.32183908045977,24,38.1,LittleFashion Jackets Navy 10,Boys Clothing,40.23
P0184,63,80.11363636363636,25,39.68,JuniorWear Jackets Red 7,Boys Clothing,43.72
P0070,63,86.95294117647059,22,34.92,PetitMode Pants Red 12,Boys Clothing,24.0
P0356,63,79.2183908045977,24,38.1,LittleFashion Tops Blue 5T,Girls Clothing,45.41
P0186,63,76.86046511627907,23,36.51,BabyChic Jackets Orange 10,Boys Clothing,15.33
P0190,63,79.7741935483871,30,47.62,KidsStyle Jackets Pink 4T,Boys Clothing,38.88
P0238,63,79.71428571428571,28,44.44,BabyChic Sweaters Orange 10,Boys Clothing,29.41
P0193,63,83.30232558139535,23,36.51,BabyChic Jackets Navy 10,Boys Clothing,36.26
P0348,63,86.76404494382022,26,41.27,LittleFashion Tops Navy 4T,Girls Clothing,19.59
P0225,63,81.21428571428571,21,33.33,SmallStyle Sweaters Beige 12,Boys Clothing,24.42
P0079,63,84.0,24,38.1,BabyChic Pants Yellow 5T,Boys Clothing,34.18
P0138,63,84.25301204819277,20,31.75,PetitMode Shorts Green 8,Boys Clothing,28.87
P0228,63,87.15384615384616,28,44.44,BabyChic Sweaters Orange 7,Boys Clothing,15.67
P0005,63,83.04597701149426,24,38.1,KiddoFashion Shirts Navy 8,Boys Clothing,31.84
P0024,63,85.58620689655173,24,38.1,JuniorWear Shirts Orange 10,Boys Clothing,22.29
P0303,63,85.24137931034483,24,38.1,MiniMode Dresses White 6,Girls Clothing,19.83
P0013,62,81.31460674157303,27,43.55,BabyChic Shirts Green 4T,Boys Clothing,27.05
P0838,62,83.25882352941177,23,37.1,MiniMode Bags Orange XL,Accessories,32.65
P0029,62,81.12941176470588,23,37.1,PetitMode Shirts Red 4T,Boys Clothing,14.92
P0333,62,76.26966292134831,27,43.55,BabyChic Tops Pink 3T,Girls Clothing,19.07
P0400,62,81.06741573033707,27,43.55,SmallStyle Skirts Yellow 3T,Girls Clothing,42.87
P0685,62,79.52808988764045,27,43.55,BabyChic Bibs Purple 3-6M,Infants,12.85
P0262,62,76.08510638297872,32,51.61,LittleFashion Dresses White 10,Girls Clothing,53.8
P0253,62,80.52941176470588,23,37.1,JuniorWear Dresses Navy 8,Girls Clothing,42.39
P0678,62,78.57142857142857,29,46.77,LittleFashion Bibs Pink 6-12M,Infants,21.14
P0023,62,87.5764705882353,23,37.1,TinyTrends Shirts Black 8,Boys Clothing,20.54
P0185,62,86.82352941176471,23,37.1,KiddoFashion Jackets Pink 14,Boys Clothing,18.46
P0246,62,89.275,18,29.03,YouthStyle Sweaters Purple 12,Boys Clothing,27.04
P0672,62,89.15294117647059,23,37.1,LittleFashion Bibs Purple 18-24M,Infants,31.44
P0715,62,67.69148936170212,32,51.61,PetitMode Blankets Purple 6-12M,Infants,25.26
P0891,62,84.5609756097561,20,32.26,YouthStyle Belts Green S,Accessories,6.34
P0480,62,88.36144578313252,21,33.87,BabyChic Leggings Black 5T,Girls Clothing,21.65
P0188,62,88.67816091954023,25,40.32,MiniMode Jackets Black 14,Boys Clothing,14.35
P0416,62,78.85227272727273,26,41.94,MiniMode Skirts Orange 10,Girls Clothing,23.98
P0008,62,81.80246913580247,19,30.65,JuniorWear Shirts Red 7,Boys Clothing,18.0
P0412,62,81.6547619047619,22,35.48,BabyChic Skirts Purple 5T,Girls Clothing,28.34
P0204,62,72.93258426966293,27,43.55,JuniorWear Sweaters Gray 7,Boys Clothing,24.84
P0650,62,83.30952380952381,22,35.48,MiniMode Rompers Blue 18-24M,Infants,25.18
P0897,62,90.82142857142857,22,35.48,JuniorWear Belts White S,Accessories,22.93
P0629,62,81.9090909090909,26,41.94,MiniMode Sleepwear Orange 0-3M,Infants,13.41
P0579,62,89.5909090909091,26,41.94,KiddoFashion Onesies Pink 3-6M,Infants,12.28
P0847,62,78.3409090909091,26,41.94,BabyChic Socks Navy XS,Accessories,18.95
P0718,62,85.82716049382717,19,30.65,TinyTrends Blankets Yellow 0-3M,Infants,11.77
P0450,62,82.6,28,45.16,YouthStyle Leggings Pink 2T,Girls Clothing,15.52
P0077,62,82.91666666666667,22,35.48,KiddoFashion Pants Green 8,Boys Clothing,16.78
P0313,62,93.91358024691358,19,30.65,JuniorWear Tops Red 14,Girls Clothing,39.73
P0546,62,79.66292134831461,27,43.55,BabyChic Jackets Gray 3T,Girls Clothing,52.71
P0437,62,88.4047619047619,22,35.48,JuniorWear Leggings White 6,Girls Clothing,40.76
P0816,62,83.9,18,29.03,KiddoFashion Bags Pink XS,Accessories,31.47
P0094,62,79.43010752688173,31,50.0,PetitMode Pants Gray 3T,Boys Clothing,38.97
P0807,62,90.09756097560975,20,32.26,KiddoFashion Hats Purple L,Accessories,23.65
P0787,62,81.04597701149426,25,40.32,KiddoFashion Hats Yellow M,Accessories,30.79
P0563,62,74.69565217391305,30,48.39,PetitMode Onesies Orange 3-6M,Infants,25.69
P0048,62,75.01075268817205,31,50.0,MiniMode Shirts Pink 2T,Boys Clothing,37.44
P0311,62,81.1,28,45.16,SmallStyle Tops Purple 5T,Girls Clothing,22.38
P0724,62,88.77922077922078,15,24.19,KiddoFashion Blankets Beige 6-12M,Infants,26.7
P0748,62,85.33734939759036,21,33.87,KiddoFashion Blankets Yellow 3-6M,Infants,24.29
P0425,62,88.5764705882353,23,37.1,JuniorWear Skirts Navy 2T,Girls Clothing,35.09
P0575,62,82.84146341463415,20,32.26,PetitMode Onesies Pink 6-12M,Infants,30.97
P0455,62,88.16455696202532,17,27.42,PetitMode Leggings Black 12,Girls Clothing,25.38
P0860,62,81.83333333333333,28,45.16,MiniMode Socks Gray XS,Accessories,39.43
P0377,62,72.08888888888889,28,45.16,KiddoFashion Skirts Purple 10,Girls Clothing,40.11
P0547,61,84.75294117647059,24,39.34,PetitMode Jackets Pink 4T,Girls Clothing,39.31
P0542,61,76.17777777777778,29,47.54,JuniorWear Jackets Black 10,Girls Clothing,31.7
P0615,61,75.65116279069767,25,40.98,MiniMode Sleepwear Blue 3-6M,Infants,34.57
P0614,61,79.60240963855422,22,36.07,TinyTrends Sleepwear Yellow 12-18M,Infants,18.74
P0271,61,78.20689655172414,26,42.62,YouthStyle Dresses Orange 4T,Girls Clothing,53.16
P0568,61,87.3625,19,31.15,TinyTrends Onesies Navy 18-24M,Infants,26.45
P0581,61,84.2560975609756,21,34.43,PetitMode Onesies Beige 0-3M,Infants,30.3
P0550,61,88.4,19,31.15,SmallStyle Jackets Black 5T,Girls Clothing,46.18
P0239,61,81.17647058823529,24,39.34,MiniMode Sweaters Navy 10,Boys Clothing,14.44
P0608,61,84.54878048780488,21,34.43,TinyTrends Sleepwear Red 3-6M,Infants,26.73
P0554,61,88.01204819277109,22,36.07,SmallStyle Onesies Black 18-24M,Infants,18.7
P0270,61,84.275,19,31.15,TinyTrends Dresses Red 6,Girls Clothing,33.02
P0251,61,79.53488372093024,25,40.98,KidsStyle Dresses Navy 4T,Girls Clothing,42.93
P0286,61,81.78571428571429,23,37.7,JuniorWear Dresses Navy 10,Girls Clothing,35.56
P0536,61,82.11627906976744,25,40.98,TinyTrends Jackets Green 14,Girls Clothing,26.85
P0411,61,79.44565217391305,31,50.82,MiniMode Skirts Yellow 12,Girls Clothing,47.11
P0624,61,79.44186046511628,25,40.98,MiniMode Sleepwear Beige 18-24M,Infants,11.54
P0097,61,88.14117647058823,24,39.34,KiddoFashion Pants Black 14,Boys Clothing,41.71
P0767,61,79.51162790697674,25,40.98,MiniMode Shoes Beige XS,Accessories,30.07
P0773,61,76.88505747126437,26,42.62,SmallStyle Shoes Orange S,Accessories,38.7
P0113,61,72.73563218390805,26,42.62,KiddoFashion Shorts Red 6,Boys Clothing,20.75
P0776,61,73.30588235294118,24,39.34,TinyTrends Shoes Black XS,Accessories,38.3
P0102,61,80.10588235294118,24,39.34,KiddoFashion Shorts Navy 14,Boys Clothing,17.33
P0805,61,79.4,24,39.34,MiniMode Hats Orange XS,Accessories,13.18
P0089,61,80.14772727272727,27,44.26,MiniMode Pants Black 12,Boys Clothing,34.8
P0226,61,85.0,28,45.9,KiddoFashion Sweaters Navy 8,Boys Clothing,37.65
P0823,61,72.58823529411765,24,39.34,LittleFashion Bags Beige S,Accessories,8.12
P0850,61,87.05128205128206,17,27.87,LittleFashion Socks Black XS,Accessories,38.71
P0056,61,81.14285714285714,23,37.7,SmallStyle Pants Green 8,Boys Clothing,21.56
P0050,61,76.34117647058824,24,39.34,JuniorWear Shirts Purple 2T,Boys Clothing,12.84
P0031,61,78.71428571428571,30,49.18,MiniMode Shirts Navy 5T,Boys Clothing,24.83
P0893,61,85.0246913580247,20,32.79,PetitMode Belts Red L,Accessories,28.08
P0737,61,80.33333333333333,26,42.62,MiniMode Blankets Gray 3-6M,Infants,31.72
P0732,61,83.9186046511628,25,40.98,BabyChic Blankets Purple 3-6M,Infants,10.88
P0723,61,83.87209302325581,25,40.98,BabyChic Blankets Red 12-18M,Infants,31.44
P0712,61,74.70454545454545,27,44.26,KidsStyle Blankets Black 3-6M,Infants,9.12
P0703,61,80.4320987654321,20,32.79,LittleFashion Bibs Purple 12-18M,Infants,25.92
P0165,61,84.36842105263158,15,24.59,TinyTrends Jackets Navy 10,Boys Clothing,25.85
P0695,61,88.2560975609756,21,34.43,MiniMode Bibs Green 0-3M,Infants,34.19
P0171,61,76.89024390243902,21,34.43,LittleFashion Jackets White 7,Boys Clothing,28.22
P0680,61,79.73033707865169,28,45.9,SmallStyle Bibs Pink 6-12M,Infants,15.47
P0532,61,88.67857142857143,23,37.7,JuniorWear Jackets Green 10,Girls Clothing,45.73
P0673,61,85.55434782608695,31,50.82,SmallStyle Bibs Green 0-3M,Infants,28.05
P0671,61,79.1590909090909,27,44.26,LittleFashion Bibs Navy 18-24M,Infants,14.96
P0669,61,80.23076923076923,30,49.18,LittleFashion Rompers Green 6-12M,Infants,13.39
P0668,61,82.8170731707317,21,34.43,KidsStyle Rompers Green 6-12M,Infants,34.32
P0658,61,76.30337078651685,28,45.9,JuniorWear Rompers Purple 3-6M,Infants,20.21
P0648,61,82.51136363636364,27,44.26,YouthStyle Rompers Orange 3-6M,Infants,29.62
P0208,61,79.60919540229885,26,42.62,KidsStyle Sweaters Navy 2T,Boys Clothing,32.85
P0534,61,78.67415730337079,28,45.9,YouthStyle Jackets Orange 10,Girls Clothing,24.55
P0194,61,85.47560975609755,21,34.43,PetitMode Jackets Black 3T,Boys Clothing,21.31
P0405,61,93.7560975609756,21,34.43,BabyChic Skirts Black 2T,Girls Clothing,33.03
P0410,61,89.15294117647059,24,39.34,KiddoFashion Skirts Green 6,Girls Clothing,17.19
P0486,61,87.1566265060241,22,36.07,PetitMode Leggings Gray 10,Girls Clothing,41.55
P0445,61,75.75280898876404,28,45.9,KiddoFashion Leggings Pink 10,Girls Clothing,18.98
P0462,61,76.26086956521739,31,50.82,SmallStyle Leggings Gray 7,Girls Clothing,50.78
P0459,61,73.52325581395348,25,40.98,KidsStyle Leggings Green 10,Girls Clothing,26.78
P0512,60,75.81111111111112,30,50.0,YouthStyle Jackets Beige 6,Girls Clothing,51.98
P0812,60,84.70370370370371,21,35.0,PetitMode Bags Navy L,Accessories,24.68
P0100,60,84.08974358974359,18,30.0,KidsStyle Pants Orange 12,Boys Clothing,41.27
P0798,60,83.59493670886076,19,31.67,KiddoFashion Hats Red XS,Accessories,30.35
P0564,60,79.39080459770115,27,45.0,YouthStyle Onesies Beige 12-18M,Infants,10.35
P0109,60,76.72289156626506,23,38.33,KidsStyle Shorts Green 10,Boys Clothing,22.74
P0768,60,84.67816091954023,27,45.0,TinyTrends Shoes Black M,Accessories,19.47
P0716,60,79.38823529411765,25,41.67,PetitMode Blankets Black 18-24M,Infants,20.28
P0157,60,78.95402298850574,27,45.0,LittleFashion Jackets Green 6,Boys Clothing,12.84
P0821,60,80.24418604651163,26,43.33,KiddoFashion Bags Red XL,Accessories,23.9
P0158,60,80.95061728395062,21,35.0,KidsStyle Jackets Black 3T,Boys Clothing,39.59
P0163,60,75.63953488372093,26,43.33,SmallStyle Jackets Yellow 6,Boys Clothing,43.51
P0365,60,78.82142857142857,24,40.0,PetitMode Tops Gray 7,Girls Clothing,23.07
P0506,60,79.3855421686747,23,38.33,BabyChic Jackets Red 3T,Girls Clothing,23.85
P0482,60,93.46835443037975,19,31.67,JuniorWear Leggings Pink 14,Girls Clothing,24.81
P0216,60,83.87341772151899,19,31.67,TinyTrends Sweaters Pink 3T,Boys Clothing,16.72
P0630,60,83.95348837209302,26,43.33,JuniorWear Sleepwear Yellow 0-3M,Infants,9.73
P0287,60,82.5679012345679,21,35.0,JuniorWear Dresses Purple 12,Girls Clothing,30.86
P0791,60,80.19047619047619,24,40.0,KiddoFashion Hats Navy M,Accessories,13.12
P0879,60,73.51764705882353,25,41.67,BabyChic Belts White XL,Accessories,38.59
P0869,60,89.85185185185185,21,35.0,JuniorWear Socks Purple XL,Accessories,20.74
P0899,60,76.17977528089888,29,48.33,BabyChic Belts Blue XS,Accessories,30.07
P0310,60,81.28571428571429,24,40.0,MiniMode Dresses Yellow 5T,Girls Clothing,47.25
P0537,60,89.81012658227849,19,31.67,SmallStyle Jackets Red 7,Girls Clothing,16.68
P0409,60,96.10126582278481,19,31.67,PetitMode Skirts White 12,Girls Clothing,38.65
P0894,60,79.17073170731707,22,36.67,PetitMode Belts Pink XL,Accessories,27.28
P0302,60,80.54545454545455,28,46.67,PetitMode Dresses White 3T,Girls Clothing,22.08
P0299,60,80.27380952380952,24,40.0,JuniorWear Dresses Gray 4T,Girls Clothing,41.7
P0016,60,87.46341463414635,22,36.67,BabyChic Shirts Red 12,Boys Clothing,32.05
P0876,60,91.83333333333333,18,30.0,JuniorWear Belts Green S,Accessories,23.74
P0619,60,86.2125,20,33.33,LittleFashion Sleepwear Beige 3-6M,Infants,31.34
P0057,60,81.08333333333333,24,40.0,TinyTrends Pants Black 2T,Boys Clothing,42.68
P0055,60,74.97752808988764,29,48.33,TinyTrends Pants Gray 3T,Boys Clothing,19.55
P0178,59,76.16666666666667,25,42.37,LittleFashion Jackets Yellow 14,Boys Clothing,14.33
P0182,59,80.3855421686747,24,40.68,LittleFashion Jackets Black 10,Boys Clothing,27.12
P0473,59,77.6375,21,35.59,TinyTrends Leggings Green 14,Girls Clothing,23.26
P0844,59,75.32530120481928,24,40.68,PetitMode Socks Blue S,Accessories,37.3
P0443,59,81.9620253164557,20,33.9,PetitMode Leggings Purple 4T,Girls Clothing,47.0
P0483,59,98.47297297297297,15,25.42,SmallStyle Leggings Green 5T,Girls Clothing,26.55
P0661,59,88.3076923076923,19,32.2,YouthStyle Rompers Pink 0-3M,Infants,14.67
P0389,59,74.48275862068965,28,47.46,YouthStyle Skirts Red 7,Girls Clothing,24.17
P0073,59,77.51162790697674,27,45.76,MiniMode Pants Gray 2T,Boys Clothing,21.4
P0221,59,84.08433734939759,24,40.68,MiniMode Sweaters Gray 7,Boys Clothing,14.8
P0347,59,82.3855421686747,24,40.68,BabyChic Tops Orange 3T,Girls Clothing,35.3
P0828,59,90.09638554216868,24,40.68,BabyChic Bags Beige M,Accessories,8.07
P0346,59,82.29069767441861,27,45.76,JuniorWear Tops Gray 14,Girls Clothing,27.95
P0496,59,90.375,21,35.59,MiniMode Jackets Yellow 14,Girls Clothing,46.98
P0620,59,76.96428571428571,25,42.37,BabyChic Sleepwear Black 0-3M,Infants,34.14
P0362,59,80.79268292682927,23,38.98,JuniorWear Tops Black 3T,Girls Clothing,17.66
P0379,59,83.7,21,35.59,BabyChic Skirts Orange 8,Girls Clothing,39.8
P0046,59,84.9375,21,35.59,JuniorWear Shirts Purple 8,Boys Clothing,15.95
P0457,59,79.34883720930233,27,45.76,YouthStyle Leggings Navy 3T,Girls Clothing,39.97
P0037,59,79.33333333333333,25,42.37,PetitMode Shirts Green 2T,Boys Clothing,12.18
P0378,59,84.08536585365853,23,38.98,BabyChic Skirts Beige 14,Girls Clothing,20.57
P0117,59,87.9375,21,35.59,BabyChic Shorts Green 6,Boys Clothing,31.04
P0759,59,77.52325581395348,27,45.76,LittleFashion Shoes Green XS,Accessories,27.66
P0128,59,74.01149425287356,28,47.46,TinyTrends Shorts Orange 8,Boys Clothing,17.59
P0739,59,83.88888888888889,22,37.29,SmallStyle Blankets Red 3-6M,Infants,29.81
P0502,59,71.80459770114942,28,47.46,KidsStyle Jackets Pink 12,Girls Clothing,49.92
P0795,59,84.60919540229885,28,47.46,YouthStyle Hats Navy S,Accessories,19.99
P0721,59,73.88505747126437,28,47.46,SmallStyle Blankets Navy 12-18M,Infants,34.19
