date,revenue,profit,transactions,customers
2024-07-19,17046831.78,2355041.49,472,470
2024-07-20,18849069.91,2477197.21,497,492
2024-07-21,17218243.77,2172548.32,452,451
2024-07-22,17260307.42,2475412.89,477,476
2024-07-23,15467589.13,2199870.17,468,467
2024-07-24,14291331.89,1967836.0,406,403
2024-07-25,14077034.44,1940653.89,436,434
2024-07-26,17131353.22,2358679.4,477,475
2024-07-27,14742888.57,1975404.48,448,444
2024-07-28,17574573.68,2484313.98,492,492
2024-07-29,18122893.22,2443337.21,481,479
2024-07-30,17292026.83,2389425.08,448,446
2024-07-31,15678369.709999999,2266152.74,435,434
2024-08-01,15389437.44,2104323.42,419,416
2024-08-02,16692565.5,2311701.22,466,464
2024-08-03,16632590.54,2332633.61,477,473
2024-08-04,17717358.85,2473861.18,465,463
2024-08-05,17009187.82,2281693.65,448,446
2024-08-06,14218492.8,1969049.1,390,389
2024-08-07,15038355.47,2049001.44,443,442
2024-08-08,16827916.15,2275304.87,453,449
2024-08-09,17860434.53,2457890.33,463,462
2024-08-10,15690807.959999999,2262540.19,503,498
2024-08-11,16482219.94,2312985.04,457,456
2024-08-12,16560624.56,2304649.37,460,454
2024-08-13,15942210.66,2253321.67,456,453
2024-08-14,15218268.45,2101430.39,444,440
2024-08-15,18027152.03,2363612.7,450,448
2024-08-16,14937316.27,2120206.49,422,420
2024-08-17,18053573.6,2404291.84,445,442
2024-08-18,15771385.77,2246936.99,472,472
2024-08-19,15322834.09,2160630.3,433,431
2024-08-20,17290964.3,2409995.95,463,460
2024-08-21,16751410.89,2236828.57,454,454
2024-08-22,16591588.76,2190058.0,462,462
2024-08-23,16996237.62,2319385.78,464,461
2024-08-24,15896090.11,2208976.21,473,471
2024-08-25,18111531.16,2487644.68,466,461
2024-08-26,15155047.56,1996818.86,434,432
2024-08-27,15646819.26,2233737.9,463,460
2024-08-28,18007926.34,2289610.28,443,440
2024-08-29,15769298.66,2150855.56,440,440
2024-08-30,18369730.02,2615253.53,468,466
2024-08-31,16712383.7,2253827.92,449,445
2024-09-01,18482651.57,2577344.34,461,460
2024-09-02,17659529.78,2616701.22,476,470
2024-09-03,14934114.13,2170089.07,434,432
2024-09-04,17683506.84,2516629.82,473,470
2024-09-05,16105817.65,2343658.27,442,438
2024-09-06,15085232.39,2153540.62,455,449
2024-09-07,15309565.45,2302009.04,457,454
2024-09-08,16716359.97,2507700.06,465,461
2024-09-09,17975529.71,2629778.44,496,494
2024-09-10,17527977.71,2504530.15,444,442
2024-09-11,20697121.31,2977938.14,490,487
2024-09-12,16795379.77,2401491.2,462,462
2024-09-13,19077828.09,2725048.5,482,481
2024-09-14,17709950.46,2531554.55,476,474
2024-09-15,19268858.1,2728416.82,480,476
2024-09-16,14387422.48,2139000.03,441,437
2024-09-17,17699940.06,2537581.44,441,440
2024-09-18,17675617.61,2674209.2,467,463
2024-09-19,17200759.91,2609090.35,473,469
2024-09-20,18651314.55,2481025.32,465,459
2024-09-21,17028031.94,2446836.03,469,469
2024-09-22,15090034.44,2226397.35,459,458
2024-09-23,17896235.34,2554591.69,476,472
2024-09-24,16591930.71,2209709.81,464,460
2024-09-25,18102218.28,2674684.23,474,471
2024-09-26,14825891.26,2268527.97,434,433
2024-09-27,16356697.75,2379440.32,450,449
2024-09-28,15643327.61,2382556.77,447,446
2024-09-29,14468691.84,2141446.37,422,420
2024-09-30,17012934.5,2408786.95,451,450
2024-10-01,14372167.15,1908336.42,409,407
2024-10-02,16507107.35,1975730.8,481,480
2024-10-03,16041727.0,1798275.13,466,464
2024-10-04,16380823.38,2130910.89,456,453
2024-10-05,19336739.69,2236502.45,500,498
2024-10-06,18960518.73,2300007.33,458,458
2024-10-07,15828481.58,1806997.19,450,444
2024-10-08,15352263.959999999,1928493.01,442,439
2024-10-09,18811193.7,2213691.82,520,518
2024-10-10,19866864.91,2340805.61,484,480
2024-10-11,17248494.06,2019440.92,460,458
2024-10-12,17943767.82,2120066.16,450,444
2024-10-13,17838042.75,2064737.81,469,465
2024-10-14,16601693.43,1971760.15,448,445
2024-10-15,15066392.27,1944676.28,443,439
2024-10-16,14724678.97,1750391.9,443,443
2024-10-17,17774713.65,2271399.24,471,468
2024-10-18,15602186.36,1902019.85,457,454
2024-10-19,16891916.96,2056682.78,476,472
2024-10-20,16062165.48,1937097.21,453,450
2024-10-21,17377464.74,2049785.29,481,477
2024-10-22,16786082.72,1857648.07,455,448
2024-10-23,14524976.19,1825802.64,436,434
2024-10-24,16307592.53,1960638.67,452,448
2024-10-25,14899885.32,1683090.81,448,445
2024-10-26,16685690.85,2024367.58,445,441
2024-10-27,15077168.46,1774982.16,432,430
2024-10-28,15513770.62,1867883.98,464,459
2024-10-29,15154596.39,2028275.2,468,466
2024-10-30,15201128.47,1930496.67,415,414
2024-10-31,14663845.89,1753874.09,477,475
2024-11-01,16527599.33,1903508.26,465,461
2024-11-02,16896300.3,2027463.67,484,482
2024-11-03,19012107.78,2251126.41,479,474
2024-11-04,17255786.01,2000517.22,463,457
2024-11-05,14366373.26,1919878.55,457,452
2024-11-06,19791865.02,2458575.61,507,504
2024-11-07,19857524.94,2491117.49,496,494
2024-11-08,17345788.15,1963160.21,452,449
2024-11-09,16216512.73,2032084.58,446,444
2024-11-10,15114859.89,1919244.6300000001,426,421
2024-11-11,15382401.98,1998853.37,477,472
2024-11-12,19129817.51,2293962.81,470,465
2024-11-13,16872442.4,2037239.72,429,426
2024-11-14,15838972.77,1955508.32,428,425
2024-11-15,14557882.6,1847376.69,447,441
2024-11-16,15106039.5,1892883.6,475,474
2024-11-17,17903037.78,2122072.02,421,420
2024-11-18,13908924.79,1708180.06,459,457
2024-11-19,15214159.8,1890042.7,447,443
2024-11-20,15905019.48,2000459.07,466,462
2024-11-21,13588607.17,1781202.73,417,415
2024-11-22,16555326.57,2183352.49,501,496
2024-11-23,17522653.5,2191419.49,507,505
2024-11-24,14396623.19,1843890.89,436,433
2024-11-25,16342727.08,1939700.0,449,447
2024-11-26,14819296.01,1898385.11,442,435
2024-11-27,16413972.16,2032552.52,455,451
2024-11-28,17079992.3,2152129.54,455,454
2024-11-29,17326533.47,2067288.2,460,457
2024-11-30,15481458.8,1896634.68,451,449
2024-12-01,17411816.76,2188612.09,489,488
2024-12-02,18003578.02,2137915.77,461,460
2024-12-03,15871347.92,1939805.55,460,460
2024-12-04,15127599.03,1891459.56,443,441
2024-12-05,16444518.44,1722248.03,468,465
2024-12-06,14951534.8,1976152.2,484,480
2024-12-07,18294405.79,2312309.8,481,478
2024-12-08,16816618.14,2131065.37,471,462
2024-12-09,19008232.54,2061449.74,471,469
2024-12-10,16180158.57,1994010.38,453,452
2024-12-11,15523710.47,1982474.54,462,458
2024-12-12,17416433.7,2258157.11,475,472
2024-12-13,17483495.2,2126289.17,447,445
2024-12-14,14771363.12,1850085.47,427,424
2024-12-15,17868583.23,2049672.66,451,449
2024-12-16,15508120.16,1952916.45,457,457
2024-12-17,16895506.06,2086341.13,433,428
2024-12-18,16860808.44,1926874.54,459,455
2024-12-19,16792148.87,1931769.89,445,444
2024-12-20,16906504.97,2060283.53,496,490
2024-12-21,16040429.24,1949416.17,441,439
2024-12-22,15056375.88,1933440.81,434,431
2024-12-23,16411636.54,2112858.02,442,440
2024-12-24,16995740.36,2146501.56,480,477
2024-12-25,15560821.19,1945673.56,459,457
2024-12-26,17079998.79,2084014.32,488,487
2024-12-27,12272205.43,1714248.44,420,419
2024-12-28,16658337.89,1998909.56,458,456
2024-12-29,16337828.01,1941410.65,484,482
2024-12-30,15809581.59,2004996.67,459,458
2024-12-31,16450786.28,1990374.43,458,457
2025-01-01,18463763.03,2368582.05,483,477
2025-01-02,18148959.24,2383223.81,469,465
2025-01-03,13562766.35,1830166.51,422,421
2025-01-04,18624925.81,2475452.19,469,468
2025-01-05,18077018.26,2214672.52,475,472
2025-01-06,18143741.85,2389024.89,430,428
2025-01-07,15058331.08,1936630.0,412,411
2025-01-08,13548373.58,1819511.31,414,413
2025-01-09,16894162.93,2280803.16,472,466
2025-01-10,15105992.43,2126776.06,459,456
2025-01-11,16672844.18,2226691.36,458,456
2025-01-12,17028146.13,2366179.46,463,459
2025-01-13,16790396.75,2207517.91,456,454
2025-01-14,17456889.55,2254963.12,470,466
2025-01-15,19563171.64,2593783.5,494,490
2025-01-16,17474800.21,2186977.61,444,441
2025-01-17,16674535.85,2228747.27,455,454
2025-01-18,18346550.21,2235412.01,457,454
2025-01-19,16542453.19,2124916.72,457,452
2025-01-20,18195880.3,2386824.56,453,448
2025-01-21,17115673.24,2360474.61,498,496
2025-01-22,16836711.31,2064866.54,448,447
2025-01-23,16520184.72,2176320.96,463,460
2025-01-24,16329930.73,2217545.67,420,419
2025-01-25,17197371.09,2419998.66,479,477
2025-01-26,15552992.53,2044008.6,425,425
2025-01-27,15409574.38,2027691.09,430,427
2025-01-28,16559151.65,2153232.94,446,444
2025-01-29,16036962.65,2140813.95,475,473
2025-01-30,16137446.13,2109230.78,447,447
2025-01-31,14507414.6,1990295.47,408,407
2025-02-01,16419483.03,2129393.29,466,461
2025-02-02,15676677.55,2030592.51,415,412
2025-02-03,16875136.74,2130132.47,428,428
2025-02-04,16032551.120000001,2091206.87,463,458
2025-02-05,14030409.03,1987513.86,461,460
2025-02-06,15752343.040000001,2058310.7,452,450
2025-02-07,16132750.98,2025769.3699999999,431,429
2025-02-08,17034478.41,2324268.96,484,484
2025-02-09,16932544.19,2104873.12,468,467
2025-02-10,18861456.44,2473137.91,490,486
2025-02-11,16828454.72,2195185.72,471,470
2025-02-12,17035266.77,2252272.63,481,479
2025-02-13,15961221.03,2083107.29,476,476
2025-02-14,16861458.79,2222403.48,447,445
2025-02-15,15354996.2,2073985.57,456,452
2025-02-16,14306429.92,2122482.98,445,442
2025-02-17,15865152.86,2199190.35,475,475
2025-02-18,15532875.86,2100904.57,424,423
2025-02-19,18195918.45,2365494.64,487,486
2025-02-20,16929507.01,2142190.16,452,447
2025-02-21,13643029.4,1841713.3,429,427
2025-02-22,19188542.12,2348021.16,467,464
2025-02-23,17780320.89,2232515.32,457,457
2025-02-24,16877701.1,2110978.67,475,472
2025-02-25,16005372.22,2155900.28,451,450
2025-02-26,19140000.02,2422590.96,449,447
2025-02-27,16492239.73,2039885.05,442,441
2025-02-28,13854022.59,1932237.98,428,428
2025-03-01,17199144.42,2412083.65,432,431
2025-03-02,17532543.35,2470221.92,471,468
2025-03-03,17073287.77,2625239.92,493,492
2025-03-04,17850503.48,2532504.83,468,467
2025-03-05,15364738.42,2157070.67,454,449
2025-03-06,17500506.81,2551546.36,495,489
2025-03-07,16091041.56,2356866.18,446,443
2025-03-08,16912705.87,2492584.75,438,436
2025-03-09,15791626.459999999,2394376.68,443,443
2025-03-10,14886257.47,2092785.34,398,398
2025-03-11,15535888.21,2149209.94,442,439
2025-03-12,17763771.7,2522213.66,450,446
2025-03-13,16741990.51,2473383.97,465,462
2025-03-14,19166734.27,2637977.65,463,461
2025-03-15,17394009.54,2342414.41,448,446
2025-03-16,16175440.4,2411588.55,491,489
2025-03-17,17057788.47,2310055.2,412,411
2025-03-18,18448528.63,2665813.27,458,455
2025-03-19,18005833.27,2638406.28,473,471
2025-03-20,18491788.19,2674879.57,450,449
2025-03-21,15610265.74,2410502.2399999998,441,439
2025-03-22,15955039.37,2317001.3,463,457
2025-03-23,15816075.44,2301463.54,443,435
2025-03-24,16425701.09,2328137.63,453,447
2025-03-25,16631199.2,2406962.37,470,467
2025-03-26,17185721.06,2374636.38,440,439
2025-03-27,17734284.91,2550399.31,489,488
2025-03-28,17919044.14,2517823.25,485,479
2025-03-29,18152226.64,2610857.32,477,475
2025-03-30,14283363.95,2181550.59,433,430
2025-03-31,16084083.74,2303619.52,433,430
2025-04-01,20207226.56,3003630.82,500,499
2025-04-02,17153194.57,2512106.58,462,460
2025-04-03,16181253.56,2332264.0100000002,468,467
2025-04-04,15735601.08,2349263.98,481,479
2025-04-05,17044740.16,2428573.56,436,433
2025-04-06,16652128.23,2406198.81,467,466
2025-04-07,16289061.16,2361023.18,480,478
2025-04-08,15280977.94,2328238.68,436,434
2025-04-09,16125492.48,2441212.58,463,460
2025-04-10,17257314.45,2524845.0,462,459
2025-04-11,16987405.47,2407000.5,442,439
2025-04-12,14366103.98,2074172.15,411,410
2025-04-13,17787083.77,2415665.29,437,436
2025-04-14,14400307.78,2097206.71,440,439
2025-04-15,14387516.62,2203302.14,429,427
2025-04-16,15907865.23,2290000.81,450,446
2025-04-17,17419716.2,2460799.16,451,446
2025-04-18,18120520.09,2540766.84,439,432
2025-04-19,18035277.34,2608009.56,464,463
2025-04-20,16701324.72,2394386.03,458,454
2025-04-21,19489535.28,2630393.95,464,461
2025-04-22,17794647.04,2413998.6,441,440
2025-04-23,15332829.64,2148858.91,436,434
2025-04-24,17061508.36,2533071.6,448,446
2025-04-25,17297754.88,2397589.21,478,474
2025-04-26,15881061.01,2279995.03,420,419
2025-04-27,17749768.32,2607097.21,489,486
2025-04-28,18457093.7,2635745.13,451,451
2025-04-29,15455770.15,2272495.92,456,451
2025-04-30,15909509.28,2462324.63,447,446
2025-05-01,18243656.43,2673616.76,453,450
2025-05-02,17390653.05,2455759.12,441,439
2025-05-03,17567571.28,2532966.42,452,451
2025-05-04,16438270.12,2381106.22,460,459
2025-05-05,17061312.19,2448433.86,471,465
2025-05-06,13958308.09,2063819.32,403,401
2025-05-07,14622061.6,2103401.49,427,424
2025-05-08,18679925.51,2580376.85,448,444
2025-05-09,17740728.05,2539184.46,466,464
2025-05-10,16292577.3,2243859.03,427,423
2025-05-11,16593377.47,2455486.11,455,450
2025-05-12,17347984.04,2455495.06,477,473
2025-05-13,15600982.61,2268052.84,432,431
2025-05-14,15304796.03,2119379.63,426,424
2025-05-15,17518451.29,2563154.75,484,483
2025-05-16,17027611.78,2503251.55,473,469
2025-05-17,15627066.67,2306276.96,458,455
2025-05-18,18730163.97,2685154.34,461,460
2025-05-19,18807305.5,2671095.47,466,463
2025-05-20,16384841.74,2396654.8,479,478
2025-05-21,15850847.78,2334033.47,441,440
2025-05-22,14803476.53,2259905.38,451,449
2025-05-23,16717906.31,2295453.57,469,469
2025-05-24,19658816.23,2858093.2399999998,487,485
2025-05-25,15965216.42,2386445.83,451,450
2025-05-26,16199072.02,2348263.59,420,417
2025-05-27,14720729.67,2243927.38,434,431
2025-05-28,16488873.35,2364830.51,471,469
2025-05-29,16040826.89,2235017.4899999998,422,420
2025-05-30,16812336.04,2396798.7,452,449
2025-05-31,18786152.43,2762435.06,521,519
2025-06-01,16920753.97,2227237.38,484,483
2025-06-02,16604757.93,2401095.6,461,459
2025-06-03,18108734.75,2429802.34,470,469
2025-06-04,14035316.66,1916195.6,440,437
2025-06-05,15603215.21,2136650.15,439,438
2025-06-06,16259326.42,2172149.82,435,432
2025-06-07,16653164.83,2250837.34,456,454
2025-06-08,17860662.57,2376398.27,483,481
2025-06-09,14218712.75,2092354.09,460,455
2025-06-10,17294102.64,2289098.4,460,458
2025-06-11,15756424.23,2168675.97,447,445
2025-06-12,18151625.29,2270767.62,433,432
2025-06-13,18439658.25,2497771.54,478,478
2025-06-14,16487385.73,2403130.43,443,440
2025-06-15,17199859.34,2372865.14,463,459
2025-06-16,16767198.99,2191284.75,475,475
2025-06-17,15896795.66,2172064.17,433,431
2025-06-18,16002881.96,2397527.69,458,455
2025-06-19,15781841.33,2041579.68,443,441
2025-06-20,16607786.68,2345364.92,457,455
2025-06-21,15825488.58,2249335.95,456,455
2025-06-22,15160670.61,2159630.98,480,479
2025-06-23,16116768.26,2285502.47,433,433
2025-06-24,16757738.86,2348233.96,458,455
2025-06-25,17842787.35,2492476.6,476,473
2025-06-26,18078132.36,2427154.77,440,439
2025-06-27,16523943.06,2209006.83,477,472
2025-06-28,16856235.61,2261506.7600000002,453,452
2025-06-29,16835034.01,2328979.06,457,454
2025-06-30,16639456.52,2229958.3,437,434
2025-07-01,16268385.59,2317197.22,428,428
2025-07-02,18558990.169999998,2492626.18,487,484
2025-07-03,14919588.01,2159211.33,474,467
2025-07-04,16210586.7,2293805.55,468,466
2025-07-05,15074253.96,2040677.01,437,434
2025-07-06,17194457.71,2400548.38,452,449
2025-07-07,15083196.22,2067946.81,431,428
2025-07-08,16377055.49,2170177.66,449,444
2025-07-09,15880312.75,2304105.89,446,444
2025-07-10,15744236.67,2243337.31,456,450
2025-07-11,16646874.75,2432887.48,451,449
2025-07-12,18505696.76,2470673.04,466,464
2025-07-13,18300839.56,2376600.4899999998,458,453
2025-07-14,17324792.37,2437114.35,486,483
2025-07-15,17442629.1,2440361.38,469,468
2025-07-16,18301755.13,2527921.91,491,490
2025-07-17,15277333.63,2056016.32,436,433
2025-07-18,17135775.83,2323677.87,477,474
2025-07-19,16354028.03,2265320.6,469,469
2025-07-20,17408744.5,2264392.16,440,437
2025-07-21,17303941.8,2380250.09,454,451
2025-07-22,17398754.08,2417993.12,452,451
2025-07-23,13422121.75,1941053.71,453,449
2025-07-24,17466148.05,2384058.5,451,447
2025-07-25,18502406.78,2511817.79,458,456
2025-07-26,17014578.54,2239660.72,468,462
2025-07-27,15839491.37,2183555.82,469,466
2025-07-28,16043171.54,2109822.06,453,451
2025-07-29,15934695.07,2279590.62,451,447
2025-07-30,19038860.25,2436932.74,474,471
2025-07-31,17135723.19,2430022.13,466,464
2025-08-01,17499588.13,2486732.0,458,455
2025-08-02,16064961.459999999,2270229.7399999998,435,433
2025-08-03,17728144.35,2409693.72,451,447
2025-08-04,14663364.42,1912964.49,442,438
2025-08-05,16195861.04,2156851.65,459,453
2025-08-06,16714861.69,2327082.97,453,452
2025-08-07,16666218.41,2402638.07,462,461
2025-08-08,16112448.69,2289912.29,440,437
2025-08-09,16292706.25,2395686.73,462,460
2025-08-10,14750632.87,2244534.15,472,470
2025-08-11,15700933.05,2215350.33,478,472
2025-08-12,16273666.8,2245401.08,477,473
2025-08-13,15778117.92,2203540.04,469,466
2025-08-14,13715388.39,1896636.78,415,412
2025-08-15,13670152.12,2034081.6400000001,423,422
2025-08-16,15028741.31,2057825.41,435,428
2025-08-17,17644608.44,2172834.48,450,447
2025-08-18,17028959.55,2352609.27,446,440
2025-08-19,16583198.15,2373232.98,475,473
2025-08-20,16238982.23,2360929.71,463,461
2025-08-21,16856716.8,2221913.33,443,440
2025-08-22,14743055.6,2137986.37,452,450
2025-08-23,18346970.03,2361718.08,466,466
2025-08-24,16035451.34,2267885.07,460,457
2025-08-25,15822732.49,2207116.4,466,462
2025-08-26,13990980.9,1974638.82,434,432
2025-08-27,15498357.6,2305539.84,442,441
2025-08-28,18017754.28,2492049.51,476,475
2025-08-29,15433205.3,2147740.36,465,464
2025-08-30,17050067.35,2418018.81,451,450
2025-08-31,16358550.37,2286608.96,452,452
2025-09-01,16323306.11,2284019.77,444,441
2025-09-02,17099179.04,2366453.75,448,444
2025-09-03,19794359.49,2742735.4,478,477
2025-09-04,17832591.51,2534890.98,467,465
2025-09-05,16678397.27,2390152.53,463,460
2025-09-06,17085709.75,2374157.35,444,443
2025-09-07,14275720.4,2070849.17,432,429
2025-09-08,16996031.47,2424851.89,474,472
2025-09-09,16384053.09,2462359.5,451,447
2025-09-10,15659590.68,2201700.11,469,467
2025-09-11,19636992.44,2699553.29,475,473
2025-09-12,17985515.14,2573583.13,453,453
2025-09-13,17863107.05,2581073.2600000002,443,439
2025-09-14,19889320.35,2771723.89,492,490
2025-09-15,15284919.21,2163829.22,433,430
2025-09-16,15696304.82,2337209.71,471,468
2025-09-17,17329054.9,2407222.71,452,450
2025-09-18,16917313.47,2459822.74,450,448
2025-09-19,16475523.97,2335424.61,443,439
2025-09-20,19179119.53,2688259.11,469,466
2025-09-21,16317948.08,2301689.93,419,416
2025-09-22,15557391.61,2223125.99,418,414
2025-09-23,18441843.18,2562682.83,498,495
2025-09-24,16146890.7,2466158.38,480,478
2025-09-25,16302133.11,2362948.4,468,465
2025-09-26,17976751.91,2568368.03,427,425
2025-09-27,15526714.79,2236580.95,442,441
2025-09-28,17231131.28,2569045.46,462,458
2025-09-29,17318050.3,2559336.22,494,491
2025-09-30,15824508.26,2344797.06,449,442
2025-10-01,14162272.43,1803771.44,443,442
2025-10-02,16519041.02,2057702.2,463,461
2025-10-03,14905244.96,1898173.54,475,473
2025-10-04,15159897.82,1916418.29,425,424
2025-10-05,17386089.46,2098078.88,468,465
2025-10-06,14191737.56,1780397.13,423,421
2025-10-07,15761088.21,1865213.81,458,452
2025-10-08,17140869.02,2077032.75,450,448
2025-10-09,17011944.87,2075695.29,439,439
2025-10-10,13792260.76,1735844.16,418,415
2025-10-11,16071531.91,2054356.63,499,497
2025-10-12,17711573.76,2248022.65,426,425
2025-10-13,17009440.21,2042479.06,439,436
2025-10-14,14737674.51,1886968.24,443,441
2025-10-15,14010693.17,1860033.04,438,437
2025-10-16,16060875.52,1985759.54,483,480
2025-10-17,20716967.92,2301958.66,466,465
2025-10-18,17212854.55,2037733.98,429,429
2025-10-19,14481058.86,1851216.77,447,443
2025-10-20,17302429.97,1883059.73,432,431
2025-10-21,15504008.77,1992864.33,439,438
2025-10-22,17475068.07,2071468.33,475,469
2025-10-23,15033949.18,1977814.61,471,470
2025-10-24,14260109.9,1810101.08,431,430
2025-10-25,17604911.55,2107496.69,476,474
2025-10-26,17821635.48,2021818.9,484,482
2025-10-27,14854235.35,1777143.28,440,436
2025-10-28,14014391.9,1807656.1,437,436
2025-10-29,19829736.81,2276599.5,507,505
2025-10-30,16380922.06,2012919.34,441,437
2025-10-31,16138679.96,1996319.65,458,453
2025-11-01,17494756.34,2275636.52,471,468
2025-11-02,15315178.59,1869364.36,440,437
2025-11-03,13812124.209999999,1788990.06,437,435
2025-11-04,17192214.49,2117761.65,473,471
2025-11-05,16421662.9,2000727.41,436,434
2025-11-06,16172145.5,2122039.5,456,453
2025-11-07,16831543.7,2095437.1199999999,475,472
2025-11-08,16779222.98,2153882.69,449,446
2025-11-09,15091590.88,2060380.53,440,439
2025-11-10,16718169.32,2127305.72,475,473
2025-11-11,16748551.5,2021934.28,474,471
2025-11-12,17938465.82,2096410.37,465,463
2025-11-13,15206115.47,1811812.35,450,446
2025-11-14,14781276.120000001,1896279.26,444,441
2025-11-15,15639472.47,1944510.4,473,469
2025-11-16,14082560.67,1799179.4,444,440
2025-11-17,15505250.49,1979742.0,461,458
2025-11-18,15219294.790000001,1811340.35,451,448
2025-11-19,16128961.29,2133502.81,470,468
2025-11-20,14957050.85,1952367.34,442,439
2025-11-21,15279787.51,1878298.94,445,444
2025-11-22,14049853.7,1836865.64,429,426
