product_id,category,product_name,base_price,margin_percent,cost
P0437,Fashion,Fashion Product 187,9837.99,41.13,5791.53
P0438,Fashion,Fashion Product 188,868.1,37.34,543.93
P0439,Fashion,Fashion Product 189,10881.6,44.88,5997.52
P0440,Fashion,Fashion Product 190,892.89,38.33,550.65
P0441,Fashion,Fashion Product 191,3850.58,45.08,2114.8
P0442,Fashion,Fashion Product 192,785.8,36.56,498.5
P0443,Fashion,Fashion Product 193,12098.78,37.68,7540.18
P0444,Fashion,Fashion Product 194,9964.82,38.57,6121.11
P0445,Fashion,Fashion Product 195,1941.9,38.65,1191.4
P0446,Fashion,Fashion Product 196,10972.87,47.84,5723.95
P0447,Fashion,Fashion Product 197,12538.19,40.96,7402.83
P0448,Fashion,Fashion Product 198,10187.23,38.07,6308.47
P0449,Fashion,Fashion Product 199,4750.64,48.45,2449.19
P0450,Fashion,Fashion Product 200,688.53,36.28,438.71
P0451,Home & Furniture,Home & Furniture Product 1,18215.13,20.4,14499.61
P0452,Home & Furniture,Home & Furniture Product 2,16151.96,28.75,11508.98
P0453,Home & Furniture,Home & Furniture Product 3,34871.11,33.39,23227.62
P0454,Home & Furniture,Home & Furniture Product 4,65760.6,25.13,49236.76
P0455,Home & Furniture,Home & Furniture Product 5,22235.03,25.7,16521.65
P0456,Home & Furniture,Home & Furniture Product 6,48043.01,24.02,36502.62
P0457,Home & Furniture,Home & Furniture Product 7,50683.61,26.14,37434.32
P0458,Home & Furniture,Home & Furniture Product 8,45059.68,26.54,33099.99
P0459,Home & Furniture,Home & Furniture Product 9,24968.33,34.23,16422.47
P0460,Home & Furniture,Home & Furniture Product 10,61561.25,22.1,47955.17
P0461,Home & Furniture,Home & Furniture Product 11,69740.5,27.31,50693.35
P0462,Home & Furniture,Home & Furniture Product 12,71775.07,32.0,48808.61
P0463,Home & Furniture,Home & Furniture Product 13,35166.65,20.34,28014.8
P0464,Home & Furniture,Home & Furniture Product 14,22956.83,28.12,16500.34
P0465,Home & Furniture,Home & Furniture Product 15,51411.3,23.87,39140.29
P0466,Home & Furniture,Home & Furniture Product 16,12869.77,32.52,8684.01
P0467,Home & Furniture,Home & Furniture Product 17,78783.37,27.89,56814.35
P0468,Home & Furniture,Home & Furniture Product 18,15390.98,24.08,11684.13
P0469,Home & Furniture,Home & Furniture Product 19,3434.47,33.71,2276.56
P0470,Home & Furniture,Home & Furniture Product 20,11184.58,28.65,7980.45
P0471,Home & Furniture,Home & Furniture Product 21,23376.31,28.31,16757.85
P0472,Home & Furniture,Home & Furniture Product 22,52810.79,32.45,35675.73
P0473,Home & Furniture,Home & Furniture Product 23,18100.86,20.16,14450.83
P0474,Home & Furniture,Home & Furniture Product 24,12677.08,33.5,8430.22
P0475,Home & Furniture,Home & Furniture Product 25,70163.43,28.96,49843.26
P0476,Home & Furniture,Home & Furniture Product 26,48840.32,29.98,34200.16
P0477,Home & Furniture,Home & Furniture Product 27,15678.96,33.72,10392.61
P0478,Home & Furniture,Home & Furniture Product 28,34664.1,25.75,25739.11
P0479,Home & Furniture,Home & Furniture Product 29,42475.58,20.7,33681.23
P0480,Home & Furniture,Home & Furniture Product 30,14970.1,31.07,10318.82
P0481,Home & Furniture,Home & Furniture Product 31,8458.3,29.05,6001.39
P0482,Home & Furniture,Home & Furniture Product 32,21137.23,25.84,15675.49
P0483,Home & Furniture,Home & Furniture Product 33,24518.11,25.34,18306.43
P0484,Home & Furniture,Home & Furniture Product 34,58085.58,24.46,43879.69
P0485,Home & Furniture,Home & Furniture Product 35,46179.56,27.14,33646.08
P0486,Home & Furniture,Home & Furniture Product 36,53766.35,34.05,35457.59
P0487,Home & Furniture,Home & Furniture Product 37,59140.62,23.22,45405.74
P0488,Home & Furniture,Home & Furniture Product 38,4432.28,23.93,3371.46
P0489,Home & Furniture,Home & Furniture Product 39,48416.08,20.77,38359.39
P0490,Home & Furniture,Home & Furniture Product 40,40716.57,28.95,28928.05
P0491,Home & Furniture,Home & Furniture Product 41,28071.02,31.56,19210.77
P0492,Home & Furniture,Home & Furniture Product 42,10314.66,21.13,8135.48
P0493,Home & Furniture,Home & Furniture Product 43,58798.72,27.43,42668.84
P0494,Home & Furniture,Home & Furniture Product 44,55695.39,26.52,40923.63
P0495,Home & Furniture,Home & Furniture Product 45,21219.36,32.29,14368.36
P0496,Home & Furniture,Home & Furniture Product 46,64354.44,30.42,44777.53
P0497,Home & Furniture,Home & Furniture Product 47,23227.32,28.85,16525.44
P0498,Home & Furniture,Home & Furniture Product 48,30155.96,21.37,23710.51
P0499,Home & Furniture,Home & Furniture Product 49,73550.46,22.05,57330.91
P0500,Home & Furniture,Home & Furniture Product 50,76118.51,26.69,55802.42
P0501,Home & Furniture,Home & Furniture Product 51,16440.37,28.13,11815.94
P0502,Home & Furniture,Home & Furniture Product 52,70089.78,30.98,48373.6
P0503,Home & Furniture,Home & Furniture Product 53,64911.77,29.88,45515.0
P0504,Home & Furniture,Home & Furniture Product 54,55997.57,32.74,37665.12
P0505,Home & Furniture,Home & Furniture Product 55,21474.1,27.34,15602.79
P0506,Home & Furniture,Home & Furniture Product 56,19254.34,34.82,12550.94
P0507,Home & Furniture,Home & Furniture Product 57,75636.63,20.59,60061.99
P0508,Home & Furniture,Home & Furniture Product 58,57034.86,33.88,37712.18
P0509,Home & Furniture,Home & Furniture Product 59,16084.88,28.52,11497.6
P0510,Home & Furniture,Home & Furniture Product 60,73408.09,20.51,58352.68
P0511,Home & Furniture,Home & Furniture Product 61,56398.78,24.46,42603.51
P0512,Home & Furniture,Home & Furniture Product 62,74102.9,34.57,48488.59
P0513,Home & Furniture,Home & Furniture Product 63,75652.79,27.11,55140.88
P0514,Home & Furniture,Home & Furniture Product 64,69239.33,32.67,46620.06
P0515,Home & Furniture,Home & Furniture Product 65,26889.84,32.43,18168.46
P0516,Home & Furniture,Home & Furniture Product 66,4886.6,28.94,3472.22
P0517,Home & Furniture,Home & Furniture Product 67,19940.69,21.81,15591.92
P0518,Home & Furniture,Home & Furniture Product 68,8002.35,30.44,5566.09
P0519,Home & Furniture,Home & Furniture Product 69,28510.25,30.87,19708.71
P0520,Home & Furniture,Home & Furniture Product 70,7097.79,24.73,5342.56
P0521,Home & Furniture,Home & Furniture Product 71,44080.32,31.86,30035.96
P0522,Home & Furniture,Home & Furniture Product 72,26862.7,29.39,18968.19
P0523,Home & Furniture,Home & Furniture Product 73,71106.26,29.24,50316.25
P0524,Home & Furniture,Home & Furniture Product 74,20170.84,20.37,16062.84
P0525,Home & Furniture,Home & Furniture Product 75,69867.71,20.32,55671.26
P0526,Home & Furniture,Home & Furniture Product 76,70226.73,27.93,50609.56
P0527,Home & Furniture,Home & Furniture Product 77,75247.28,31.98,51181.88
P0528,Home & Furniture,Home & Furniture Product 78,79838.86,25.26,59671.02
P0529,Home & Furniture,Home & Furniture Product 79,61840.69,26.03,45744.2
P0530,Home & Furniture,Home & Furniture Product 80,39430.3,29.41,27832.83
P0531,Home & Furniture,Home & Furniture Product 81,70146.81,34.76,45762.9
P0532,Home & Furniture,Home & Furniture Product 82,61925.33,26.27,45659.71
P0533,Home & Furniture,Home & Furniture Product 83,34865.85,31.06,24035.21
P0534,Home & Furniture,Home & Furniture Product 84,20624.62,21.66,16157.92
P0535,Home & Furniture,Home & Furniture Product 85,29660.53,24.31,22450.47
P0536,Home & Furniture,Home & Furniture Product 86,25112.03,23.5,19209.67
P0537,Home & Furniture,Home & Furniture Product 87,5283.27,20.27,4212.45
P0538,Home & Furniture,Home & Furniture Product 88,79042.35,26.42,58162.05
P0539,Home & Furniture,Home & Furniture Product 89,31977.48,30.19,22321.97
P0540,Home & Furniture,Home & Furniture Product 90,19023.8,34.25,12508.26
P0541,Home & Furniture,Home & Furniture Product 91,63334.91,21.34,49818.5
P0542,Home & Furniture,Home & Furniture Product 92,34571.3,33.19,23098.2
P0543,Home & Furniture,Home & Furniture Product 93,75689.1,27.01,55244.7
P0544,Home & Furniture,Home & Furniture Product 94,49846.09,22.51,38627.97
P0545,Home & Furniture,Home & Furniture Product 95,79311.15,23.48,60692.8
P0546,Home & Furniture,Home & Furniture Product 96,75533.08,29.74,53065.99
P0547,Home & Furniture,Home & Furniture Product 97,49403.47,27.69,35723.49
P0548,Home & Furniture,Home & Furniture Product 98,19992.25,22.65,15464.42
P0549,Home & Furniture,Home & Furniture Product 99,19197.92,22.8,14821.46
P0550,Home & Furniture,Home & Furniture Product 100,62807.59,25.25,46947.49
P0551,Home & Furniture,Home & Furniture Product 101,6511.73,34.54,4262.8
P0552,Home & Furniture,Home & Furniture Product 102,70935.3,33.92,46876.68
P0553,Home & Furniture,Home & Furniture Product 103,79602.81,22.61,61605.87
P0554,Home & Furniture,Home & Furniture Product 104,32906.88,31.37,22582.81
P0555,Home & Furniture,Home & Furniture Product 105,56289.61,22.31,43732.28
P0556,Home & Furniture,Home & Furniture Product 106,65634.98,23.37,50298.31
P0557,Home & Furniture,Home & Furniture Product 107,19457.77,28.05,13998.97
P0558,Home & Furniture,Home & Furniture Product 108,48249.31,28.7,34401.14
P0559,Home & Furniture,Home & Furniture Product 109,9135.97,33.16,6106.31
P0560,Home & Furniture,Home & Furniture Product 110,22716.8,21.94,17732.12
P0561,Home & Furniture,Home & Furniture Product 111,71322.35,34.33,46833.98
P0562,Home & Furniture,Home & Furniture Product 112,69245.95,32.14,46988.41
P0563,Home & Furniture,Home & Furniture Product 113,53108.87,28.26,38098.79
P0564,Home & Furniture,Home & Furniture Product 114,8784.97,26.13,6489.74
P0565,Home & Furniture,Home & Furniture Product 115,31069.7,23.9,23645.19
P0566,Home & Furniture,Home & Furniture Product 116,58426.77,27.44,42395.55
P0567,Home & Furniture,Home & Furniture Product 117,8321.6,23.3,6382.44
P0568,Home & Furniture,Home & Furniture Product 118,55294.18,21.14,43603.91
P0569,Home & Furniture,Home & Furniture Product 119,68394.14,27.43,49635.54
P0570,Home & Furniture,Home & Furniture Product 120,39485.75,28.89,28079.85
P0571,Home & Furniture,Home & Furniture Product 121,66325.12,25.22,49599.82
P0572,Home & Furniture,Home & Furniture Product 122,54885.26,28.49,39250.66
P0573,Home & Furniture,Home & Furniture Product 123,22828.21,33.18,15253.93
P0574,Home & Furniture,Home & Furniture Product 124,64199.23,29.88,45018.57
P0575,Home & Furniture,Home & Furniture Product 125,68345.37,33.01,45784.97
P0576,Home & Furniture,Home & Furniture Product 126,57252.31,32.56,38613.71
P0577,Home & Furniture,Home & Furniture Product 127,56402.77,30.2,39367.95
P0578,Home & Furniture,Home & Furniture Product 128,50251.69,31.29,34527.56
P0579,Home & Furniture,Home & Furniture Product 129,14371.2,33.21,9598.08
P0580,Home & Furniture,Home & Furniture Product 130,70003.8,20.44,55695.92
P0581,Home & Furniture,Home & Furniture Product 131,66413.71,21.93,51847.16
P0582,Home & Furniture,Home & Furniture Product 132,28139.27,31.15,19373.15
P0583,Home & Furniture,Home & Furniture Product 133,14539.27,32.27,9847.52
P0584,Home & Furniture,Home & Furniture Product 134,66906.47,27.61,48432.24
P0585,Home & Furniture,Home & Furniture Product 135,2498.1,24.31,1890.92
P0586,Home & Furniture,Home & Furniture Product 136,50120.3,34.72,32719.64
P0587,Home & Furniture,Home & Furniture Product 137,51281.46,23.9,39026.7
P0588,Home & Furniture,Home & Furniture Product 138,51452.44,28.1,36994.42
P0589,Home & Furniture,Home & Furniture Product 139,62827.94,21.6,49254.15
P0590,Home & Furniture,Home & Furniture Product 140,61360.18,28.12,44106.31
P0591,Home & Furniture,Home & Furniture Product 141,77113.38,25.13,57736.26
P0592,Home & Furniture,Home & Furniture Product 142,51344.51,33.98,33897.43
P0593,Home & Furniture,Home & Furniture Product 143,9995.76,34.06,6591.36
P0594,Home & Furniture,Home & Furniture Product 144,55655.09,21.02,43957.75
P0595,Home & Furniture,Home & Furniture Product 145,25475.16,30.62,17674.01
P0596,Home & Furniture,Home & Furniture Product 146,7253.35,28.73,5169.27
P0597,Home & Furniture,Home & Furniture Product 147,28978.88,29.31,20484.09
P0598,Home & Furniture,Home & Furniture Product 148,5567.88,33.07,3726.41
P0599,Home & Furniture,Home & Furniture Product 149,77932.14,34.53,51019.7
P0600,Home & Furniture,Home & Furniture Product 150,60472.84,21.95,47198.27
P0601,Home & Furniture,Home & Furniture Product 151,61144.53,20.37,48690.12
P0602,Home & Furniture,Home & Furniture Product 152,3725.64,24.85,2799.66
P0603,Home & Furniture,Home & Furniture Product 153,40114.17,31.56,27455.7
P0604,Home & Furniture,Home & Furniture Product 154,55297.04,26.69,40539.07
P0605,Home & Furniture,Home & Furniture Product 155,23342.88,34.96,15182.94
P0606,Home & Furniture,Home & Furniture Product 156,35242.14,26.77,25807.54
P0607,Home & Furniture,Home & Furniture Product 157,14762.66,31.92,10050.1
P0608,Home & Furniture,Home & Furniture Product 158,56107.21,23.31,43027.76
P0609,Home & Furniture,Home & Furniture Product 159,8425.72,30.21,5880.52
P0610,Home & Furniture,Home & Furniture Product 160,53051.87,24.1,40266.96
P0611,Home & Furniture,Home & Furniture Product 161,76167.36,22.27,59208.03
P0612,Home & Furniture,Home & Furniture Product 162,35722.11,34.15,23521.5
P0613,Home & Furniture,Home & Furniture Product 163,34738.73,29.58,24463.75
P0614,Home & Furniture,Home & Furniture Product 164,33012.36,24.11,25052.02
P0615,Home & Furniture,Home & Furniture Product 165,78750.26,26.14,58164.93
P0616,Home & Furniture,Home & Furniture Product 166,71739.74,23.45,54917.26
P0617,Home & Furniture,Home & Furniture Product 167,18622.17,20.47,14810.77
P0618,Home & Furniture,Home & Furniture Product 168,52830.01,25.53,39343.62
P0619,Home & Furniture,Home & Furniture Product 169,69419.94,27.1,50608.42
P0620,Home & Furniture,Home & Furniture Product 170,77519.09,22.78,59858.0
P0621,Home & Furniture,Home & Furniture Product 171,69752.61,31.65,47676.64
P0622,Home & Furniture,Home & Furniture Product 172,62131.9,32.67,41832.32
P0623,Home & Furniture,Home & Furniture Product 173,61359.87,29.39,43324.18
P0624,Home & Furniture,Home & Furniture Product 174,12237.1,20.49,9729.98
P0625,Home & Furniture,Home & Furniture Product 175,73826.13,29.25,52232.17
P0626,Home & Furniture,Home & Furniture Product 176,64129.91,27.22,46671.93
P0627,Home & Furniture,Home & Furniture Product 177,11150.04,21.88,8710.66
P0628,Home & Furniture,Home & Furniture Product 178,55474.09,26.45,40798.65
P0629,Home & Furniture,Home & Furniture Product 179,17640.93,27.37,12811.92
P0630,Home & Furniture,Home & Furniture Product 180,7008.3,28.73,4994.84
P0631,Grocery,Grocery Product 1,1418.07,13.58,1225.45
P0632,Grocery,Grocery Product 2,1620.77,11.19,1439.47
P0633,Grocery,Grocery Product 3,156.94,8.51,143.59
P0634,Grocery,Grocery Product 4,2023.22,11.36,1793.39
P0635,Grocery,Grocery Product 5,3040.1,10.04,2734.82
P0636,Grocery,Grocery Product 6,3505.41,14.02,3013.92
P0637,Grocery,Grocery Product 7,3921.27,8.28,3596.69
P0638,Grocery,Grocery Product 8,2454.48,8.73,2240.1
P0639,Grocery,Grocery Product 9,1286.02,14.91,1094.32
P0640,Grocery,Grocery Product 10,798.23,11.49,706.49
P0641,Grocery,Grocery Product 11,3128.96,12.92,2724.79
P0642,Grocery,Grocery Product 12,2842.28,8.07,2612.95
P0643,Grocery,Grocery Product 13,1699.66,11.62,1502.09
P0644,Grocery,Grocery Product 14,530.55,10.45,475.08
P0645,Grocery,Grocery Product 15,262.7,8.55,240.23
P0646,Grocery,Grocery Product 16,2044.92,8.93,1862.33
P0647,Grocery,Grocery Product 17,2880.95,12.83,2511.43
P0648,Grocery,Grocery Product 18,4022.87,9.4,3644.68
P0649,Grocery,Grocery Product 19,920.66,8.73,840.27
P0650,Grocery,Grocery Product 20,3218.51,12.95,2801.86
P0651,Grocery,Grocery Product 21,254.77,14.55,217.69
P0652,Grocery,Grocery Product 22,354.66,11.79,312.85
P0653,Grocery,Grocery Product 23,3574.4,14.1,3070.52
P0654,Grocery,Grocery Product 24,3599.03,13.61,3109.12
P0655,Grocery,Grocery Product 25,1763.31,13.7,1521.67
P0656,Grocery,Grocery Product 26,492.56,14.26,422.3
P0657,Grocery,Grocery Product 27,2783.2,13.72,2401.32
P0658,Grocery,Grocery Product 28,2316.36,12.51,2026.7
P0659,Grocery,Grocery Product 29,2679.37,13.12,2327.81
P0660,Grocery,Grocery Product 30,499.99,8.42,457.88
P0661,Grocery,Grocery Product 31,1310.81,9.12,1191.3
P0662,Grocery,Grocery Product 32,4371.74,9.53,3954.92
P0663,Grocery,Grocery Product 33,4881.74,10.36,4376.08
P0664,Grocery,Grocery Product 34,992.38,13.53,858.13
P0665,Grocery,Grocery Product 35,3327.67,11.49,2945.41
P0666,Grocery,Grocery Product 36,2821.28,13.03,2453.54
P0667,Grocery,Grocery Product 37,1219.43,14.97,1036.83
P0668,Grocery,Grocery Product 38,4876.49,12.55,4264.38
P0669,Grocery,Grocery Product 39,1077.76,12.76,940.22
P0670,Grocery,Grocery Product 40,453.77,8.21,416.5
P0671,Grocery,Grocery Product 41,1362.65,11.24,1209.51
P0672,Grocery,Grocery Product 42,4354.54,13.09,3784.52
P0673,Grocery,Grocery Product 43,3739.26,10.98,3328.75
P0674,Grocery,Grocery Product 44,1795.08,10.6,1604.85
P0675,Grocery,Grocery Product 45,4939.48,8.28,4530.46
P0676,Grocery,Grocery Product 46,4348.45,12.05,3824.43
P0677,Grocery,Grocery Product 47,2249.22,13.08,1955.09
P0678,Grocery,Grocery Product 48,2484.68,14.11,2133.99
P0679,Grocery,Grocery Product 49,4513.44,10.95,4019.13
P0680,Grocery,Grocery Product 50,1456.46,12.15,1279.55
P0681,Grocery,Grocery Product 51,4570.58,9.47,4137.53
P0682,Grocery,Grocery Product 52,3152.54,12.42,2760.96
P0683,Grocery,Grocery Product 53,3692.25,8.92,3362.87
P0684,Grocery,Grocery Product 54,3607.54,14.36,3089.38
P0685,Grocery,Grocery Product 55,980.45,9.66,885.71
P0686,Grocery,Grocery Product 56,4859.84,9.27,4409.48
P0687,Grocery,Grocery Product 57,4286.49,11.45,3795.86
P0688,Grocery,Grocery Product 58,1311.43,14.1,1126.58
P0689,Grocery,Grocery Product 59,2282.0,11.6,2017.2
P0690,Grocery,Grocery Product 60,1860.24,12.15,1634.21
P0691,Grocery,Grocery Product 61,901.27,10.74,804.49
P0692,Grocery,Grocery Product 62,4850.12,9.81,4374.47
P0693,Grocery,Grocery Product 63,3318.01,10.28,2977.04
P0694,Grocery,Grocery Product 64,3890.02,8.92,3543.18
P0695,Grocery,Grocery Product 65,4852.12,11.18,4309.82
P0696,Grocery,Grocery Product 66,1256.65,8.51,1149.65
P0697,Grocery,Grocery Product 67,931.81,11.64,823.37
P0698,Grocery,Grocery Product 68,1751.32,13.8,1509.6
P0699,Grocery,Grocery Product 69,2211.35,9.74,1995.94
P0700,Grocery,Grocery Product 70,3124.01,12.95,2719.53
P0701,Grocery,Grocery Product 71,918.51,9.17,834.25
P0702,Grocery,Grocery Product 72,279.69,13.15,242.9
P0703,Grocery,Grocery Product 73,3352.64,11.32,2973.04
P0704,Grocery,Grocery Product 74,4236.44,13.64,3658.6
P0705,Grocery,Grocery Product 75,2968.24,14.08,2550.37
P0706,Grocery,Grocery Product 76,1108.62,8.78,1011.25
P0707,Grocery,Grocery Product 77,1421.77,8.4,1302.35
P0708,Grocery,Grocery Product 78,2702.73,14.56,2309.31
P0709,Grocery,Grocery Product 79,292.78,8.85,266.86
P0710,Grocery,Grocery Product 80,2315.78,14.54,1979.13
P0711,Grocery,Grocery Product 81,1649.16,11.55,1458.68
P0712,Grocery,Grocery Product 82,303.71,9.04,276.26
P0713,Grocery,Grocery Product 83,4934.49,14.76,4206.36
P0714,Grocery,Grocery Product 84,124.21,14.66,105.99
P0715,Grocery,Grocery Product 85,3231.69,14.08,2776.81
P0716,Grocery,Grocery Product 86,2328.23,11.61,2057.94
P0717,Grocery,Grocery Product 87,2495.35,12.67,2179.24
P0718,Grocery,Grocery Product 88,784.29,8.21,719.9
P0719,Grocery,Grocery Product 89,1608.86,12.93,1400.79
P0720,Grocery,Grocery Product 90,1089.08,12.71,950.62
P0721,Grocery,Grocery Product 91,4852.57,8.66,4432.47
P0722,Grocery,Grocery Product 92,3395.75,11.11,3018.61
P0723,Grocery,Grocery Product 93,4353.9,9.24,3951.59
P0724,Grocery,Grocery Product 94,3493.87,13.87,3009.38
P0725,Grocery,Grocery Product 95,4728.61,12.78,4124.16
P0726,Grocery,Grocery Product 96,2536.16,12.32,2223.58
P0727,Grocery,Grocery Product 97,4357.63,11.99,3834.97
P0728,Grocery,Grocery Product 98,248.9,14.52,212.77
P0729,Grocery,Grocery Product 99,3478.68,12.74,3035.65
P0730,Grocery,Grocery Product 100,1156.81,12.61,1010.91
P0731,Grocery,Grocery Product 101,2029.94,12.56,1775.0
P0732,Grocery,Grocery Product 102,622.31,12.6,543.86
P0733,Grocery,Grocery Product 103,4997.13,8.34,4580.49
P0734,Grocery,Grocery Product 104,4888.15,10.85,4357.87
P0735,Grocery,Grocery Product 105,4366.69,13.48,3778.21
P0736,Grocery,Grocery Product 106,2878.38,13.17,2499.32
P0737,Grocery,Grocery Product 107,4404.73,10.83,3927.74
P0738,Grocery,Grocery Product 108,1702.46,12.67,1486.71
P0739,Grocery,Grocery Product 109,4058.45,13.34,3517.21
P0740,Grocery,Grocery Product 110,4009.29,11.05,3566.3
P0741,Grocery,Grocery Product 111,4107.39,8.84,3744.23
P0742,Grocery,Grocery Product 112,2768.0,8.04,2545.44
P0743,Grocery,Grocery Product 113,1690.47,10.57,1511.87
P0744,Grocery,Grocery Product 114,2041.25,12.87,1778.57
P0745,Grocery,Grocery Product 115,2003.93,11.14,1780.68
P0746,Grocery,Grocery Product 116,1263.97,10.61,1129.82
P0747,Grocery,Grocery Product 117,1213.62,8.51,1110.31
P0748,Grocery,Grocery Product 118,3056.9,12.68,2669.36
P0749,Grocery,Grocery Product 119,3135.5,11.24,2782.93
P0750,Grocery,Grocery Product 120,1960.95,14.04,1685.57
P0751,Grocery,Grocery Product 121,2643.5,11.35,2343.35
P0752,Grocery,Grocery Product 122,225.65,10.39,202.2
P0753,Grocery,Grocery Product 123,1962.96,10.79,1751.12
P0754,Grocery,Grocery Product 124,2942.84,11.74,2597.5
P0755,Grocery,Grocery Product 125,3078.73,13.35,2667.6
P0756,Grocery,Grocery Product 126,4083.63,13.03,3551.66
P0757,Grocery,Grocery Product 127,4782.07,8.13,4393.4
P0758,Grocery,Grocery Product 128,1059.31,8.05,974.01
P0759,Grocery,Grocery Product 129,3272.63,14.29,2805.09
P0760,Grocery,Grocery Product 130,1293.06,14.49,1105.71
P0761,Grocery,Grocery Product 131,395.31,14.54,337.83
P0762,Grocery,Grocery Product 132,1822.95,8.71,1664.17
P0763,Grocery,Grocery Product 133,2480.77,9.8,2237.72
P0764,Grocery,Grocery Product 134,1495.88,10.15,1344.03
P0765,Grocery,Grocery Product 135,4034.83,11.77,3559.76
P0766,Grocery,Grocery Product 136,1625.41,12.27,1425.93
P0767,Grocery,Grocery Product 137,3609.14,9.91,3251.53
P0768,Grocery,Grocery Product 138,2126.39,8.85,1938.14
P0769,Grocery,Grocery Product 139,987.63,12.77,861.53
P0770,Grocery,Grocery Product 140,989.05,11.68,873.57
P0771,Grocery,Grocery Product 141,3574.33,8.75,3261.64
P0772,Grocery,Grocery Product 142,2879.83,9.8,2597.72
P0773,Grocery,Grocery Product 143,4818.34,11.38,4269.78
P0774,Grocery,Grocery Product 144,4049.36,11.85,3569.45
P0775,Grocery,Grocery Product 145,312.72,12.43,273.84
P0776,Grocery,Grocery Product 146,4761.88,12.21,4180.39
P0777,Grocery,Grocery Product 147,4114.03,14.19,3530.27
P0778,Grocery,Grocery Product 148,1217.59,9.48,1102.11
P0779,Grocery,Grocery Product 149,3093.81,10.88,2757.29
P0780,Grocery,Grocery Product 150,4215.32,14.3,3612.52
P0781,Beauty & Personal Care,Beauty & Personal Care Product 1,2956.69,33.55,1964.63
P0782,Beauty & Personal Care,Beauty & Personal Care Product 2,6288.1,34.12,4142.47
P0783,Beauty & Personal Care,Beauty & Personal Care Product 3,6616.39,36.36,4210.93
P0784,Beauty & Personal Care,Beauty & Personal Care Product 4,5406.89,31.43,3707.34
P0785,Beauty & Personal Care,Beauty & Personal Care Product 5,5066.1,36.78,3202.97
P0786,Beauty & Personal Care,Beauty & Personal Care Product 6,4775.55,32.52,3222.53
P0787,Beauty & Personal Care,Beauty & Personal Care Product 7,5947.62,42.94,3393.59
P0788,Beauty & Personal Care,Beauty & Personal Care Product 8,1890.57,31.44,1296.26
P0789,Beauty & Personal Care,Beauty & Personal Care Product 9,384.38,39.63,232.05
P0790,Beauty & Personal Care,Beauty & Personal Care Product 10,4935.33,38.2,3050.01
P0791,Beauty & Personal Care,Beauty & Personal Care Product 11,2009.19,35.86,1288.62
P0792,Beauty & Personal Care,Beauty & Personal Care Product 12,4836.92,37.45,3025.42
P0793,Beauty & Personal Care,Beauty & Personal Care Product 13,7904.73,32.05,5371.53
P0794,Beauty & Personal Care,Beauty & Personal Care Product 14,5622.13,36.06,3594.52
P0795,Beauty & Personal Care,Beauty & Personal Care Product 15,3539.96,40.76,2096.93
P0796,Beauty & Personal Care,Beauty & Personal Care Product 16,5601.0,44.87,3087.9
P0797,Beauty & Personal Care,Beauty & Personal Care Product 17,1201.48,31.56,822.27
P0798,Beauty & Personal Care,Beauty & Personal Care Product 18,5849.84,38.68,3587.37
P0799,Beauty & Personal Care,Beauty & Personal Care Product 19,2338.45,31.19,1609.06
P0800,Beauty & Personal Care,Beauty & Personal Care Product 20,868.13,43.41,491.25
P0801,Beauty & Personal Care,Beauty & Personal Care Product 21,1696.57,34.85,1105.3
P0802,Beauty & Personal Care,Beauty & Personal Care Product 22,1967.92,35.32,1272.75
P0803,Beauty & Personal Care,Beauty & Personal Care Product 23,741.51,37.79,461.32
P0804,Beauty & Personal Care,Beauty & Personal Care Product 24,727.38,42.01,421.84
P0805,Beauty & Personal Care,Beauty & Personal Care Product 25,2022.95,38.1,1252.21
P0806,Beauty & Personal Care,Beauty & Personal Care Product 26,7064.62,39.76,4255.5
P0807,Beauty & Personal Care,Beauty & Personal Care Product 27,4357.07,34.87,2837.98
P0808,Beauty & Personal Care,Beauty & Personal Care Product 28,2797.41,40.04,1677.27
P0809,Beauty & Personal Care,Beauty & Personal Care Product 29,7954.29,39.93,4778.33
P0810,Beauty & Personal Care,Beauty & Personal Care Product 30,4550.71,40.96,2686.75
P0811,Beauty & Personal Care,Beauty & Personal Care Product 31,3828.6,30.9,2645.48
P0812,Beauty & Personal Care,Beauty & Personal Care Product 32,4585.92,44.36,2551.4
P0813,Beauty & Personal Care,Beauty & Personal Care Product 33,1567.36,40.35,934.93
P0814,Beauty & Personal Care,Beauty & Personal Care Product 34,1767.28,38.04,1095.05
P0815,Beauty & Personal Care,Beauty & Personal Care Product 35,954.08,36.76,603.4
P0816,Beauty & Personal Care,Beauty & Personal Care Product 36,6098.07,35.21,3950.72
P0817,Beauty & Personal Care,Beauty & Personal Care Product 37,5386.31,41.93,3127.74
P0818,Beauty & Personal Care,Beauty & Personal Care Product 38,7431.99,33.52,4940.81
P0819,Beauty & Personal Care,Beauty & Personal Care Product 39,3314.66,32.29,2244.48
P0820,Beauty & Personal Care,Beauty & Personal Care Product 40,7941.37,43.91,4454.71
P0821,Beauty & Personal Care,Beauty & Personal Care Product 41,4411.67,42.63,2530.95
P0822,Beauty & Personal Care,Beauty & Personal Care Product 42,4263.47,39.35,2585.63
P0823,Beauty & Personal Care,Beauty & Personal Care Product 43,895.17,41.33,525.21
P0824,Beauty & Personal Care,Beauty & Personal Care Product 44,1196.17,42.39,689.1
