Date,Store,Revenue,Units_Sold,Footfall,Conversion_Rate,Avg_Discount,Transactions,Avg_Transaction_Value,Year,Month,Week,DayName
2024-02-19,Store_A,2321732.85,325,1125.0,21.78,10.155638766519823,227,10227.9,2024,2,8,Monday
2024-02-19,Store_B,4770795.06,607,1666.0,26.67,10.30109756097561,410,11636.09,2024,2,8,Monday
2024-02-19,Store_C,2474241.67,328,900.0,27.75,10.485752212389382,226,10947.97,2024,2,8,Monday
2024-02-19,Store_D,4630474.6,681,1965.0,25.51,10.36920430107527,465,9958.01,2024,2,8,Monday
2024-02-19,Store_E,2149097.37,319,1476.0,16.42,10.642577777777777,225,9551.54,2024,2,8,Monday
2024-02-20,Store_A,3847270.78,520,1239.0,31.38,10.061904761904762,357,10776.67,2024,2,8,Tuesday
2024-02-20,Store_B,5465274.2,654,1391.0,34.81,10.140355555555555,450,12145.05,2024,2,8,Tuesday
2024-02-20,Store_C,1291162.38,185,915.0,15.25,10.038167938931299,131,9856.2,2024,2,8,Tuesday
2024-02-20,Store_D,4968908.76,623,2020.0,22.7,10.34148148148148,432,11502.1,2024,2,8,Tuesday
2024-02-20,Store_E,3049065.12,427,1135.0,27.38,9.875122807017544,285,10698.47,2024,2,8,Tuesday
2024-02-21,Store_A,3775923.61,493,1364.0,26.47,10.064421364985163,337,11204.52,2024,2,8,Wednesday
2024-02-21,Store_B,4864208.68,607,1716.0,26.31,10.059478672985783,422,11526.56,2024,2,8,Wednesday
2024-02-21,Store_C,3153816.72,462,963.0,34.49,10.430323624595468,309,10206.53,2024,2,8,Wednesday
2024-02-21,Store_D,5040804.06,670,1776.0,27.9,10.297037037037038,459,10982.14,2024,2,8,Wednesday
2024-02-21,Store_E,4596467.67,583,1349.0,32.26,10.137644110275689,399,11519.97,2024,2,8,Wednesday
2024-02-22,Store_A,2085830.93,279,1161.0,17.66,10.266666666666667,192,10863.7,2024,2,8,Thursday
2024-02-22,Store_B,3348450.18,452,1430.0,23.25,9.78326860841424,309,10836.41,2024,2,8,Thursday
2024-02-22,Store_C,3273216.23,384,993.0,28.66,9.51574144486692,263,12445.69,2024,2,8,Thursday
2024-02-22,Store_D,4651294.62,580,1994.0,20.94,10.144213197969544,394,11805.32,2024,2,8,Thursday
2024-02-22,Store_E,3840731.86,455,1446.0,24.09,10.265758513931889,323,11890.81,2024,2,8,Thursday
2024-02-23,Store_A,2771586.78,316,1131.0,21.07,9.943018018018018,222,12484.63,2024,2,8,Friday
2024-02-23,Store_B,3922956.4,502,1677.0,22.21,9.947536656891495,341,11504.27,2024,2,8,Friday
2024-02-23,Store_C,1752981.59,254,923.0,21.21,10.855888888888888,180,9738.79,2024,2,8,Friday
2024-02-23,Store_D,4023508.36,496,1800.0,20.84,9.461286549707602,342,11764.64,2024,2,8,Friday
2024-02-23,Store_E,1945003.67,242,1217.0,16.02,9.462737430167598,179,10865.94,2024,2,8,Friday
2024-02-24,Store_A,4179655.95,538,1618.0,24.3,10.207275204359673,367,11388.71,2024,2,8,Saturday
2024-02-24,Store_B,4042694.5300000003,558,1974.0,20.78,9.989335106382978,376,10751.85,2024,2,8,Saturday
2024-02-24,Store_C,4128851.16,554,1447.0,28.33,9.957526315789474,380,10865.4,2024,2,8,Saturday
2024-02-24,Store_D,4194654.34,550,2409.0,17.14,10.250629921259844,381,11009.59,2024,2,8,Saturday
2024-02-24,Store_E,4931253.75,615,1726.0,26.49,9.79925407925408,429,11494.76,2024,2,8,Saturday
2024-02-25,Store_A,3881699.23,546,1869.0,21.06,9.95312,375,10351.2,2024,2,8,Sunday
2024-02-25,Store_B,4734434.53,616,1819.0,25.39,9.9504,425,11139.85,2024,2,8,Sunday
2024-02-25,Store_C,2170887.94,268,1238.0,16.51,9.296984126984128,189,11486.18,2024,2,8,Sunday
2024-02-25,Store_D,7273072.5200000005,934,2499.0,27.069999999999997,10.17511111111111,630,11544.56,2024,2,8,Sunday
2024-02-25,Store_E,5734812.07,839,1891.0,32.11,10.293556338028168,568,10096.5,2024,2,8,Sunday
2024-02-26,Store_A,3226527.86,425,1414.0,22.08,10.300173010380623,289,11164.46,2024,2,9,Monday
2024-02-26,Store_B,5369466.86,735,2008.0,26.44,10.148486055776893,502,10696.15,2024,2,9,Monday
2024-02-26,Store_C,2230069.2,308,1268.0,18.16,9.504258373205742,209,10670.19,2024,2,9,Monday
2024-02-26,Store_D,5625831.46,713,1880.0,27.76,10.337395833333334,480,11720.48,2024,2,9,Monday
2024-02-26,Store_E,2070838.82,309,1445.0,15.31,9.884514563106796,206,10052.62,2024,2,9,Monday
2024-02-27,Store_A,2429664.75,390,1443.0,20.25,10.183220973782772,267,9099.87,2024,2,9,Tuesday
2024-02-27,Store_B,4337313.02,559,2026.0,20.23,9.895868421052631,380,11413.98,2024,2,9,Tuesday
2024-02-27,Store_C,3360220.95,400,1306.0,22.44,10.535454545454545,275,12218.99,2024,2,9,Tuesday
2024-02-27,Store_D,5813019.11,790,2341.0,24.93,10.526063432835821,536,10845.18,2024,2,9,Tuesday
2024-02-27,Store_E,4580730.19,591,1771.0,24.610000000000003,10.16,401,11423.27,2024,2,9,Tuesday
2024-02-28,Store_A,4886061.12,587,1502.0,29.17,9.931094527363184,402,12154.38,2024,2,9,Wednesday
2024-02-28,Store_B,3758616.9,594,1697.0,25.09,9.917915632754342,403,9326.59,2024,2,9,Wednesday
2024-02-28,Store_C,3378553.81,386,1359.0,21.58,9.910603773584905,265,12749.26,2024,2,9,Wednesday
2024-02-28,Store_D,5271926.81,639,2318.0,20.0,9.785059101654847,423,12463.18,2024,2,9,Wednesday
2024-02-28,Store_E,4855099.2700000005,599,1735.0,25.66,9.63314769975787,413,11755.69,2024,2,9,Wednesday
2024-02-29,Store_A,2849415.36,312,1268.0,19.78,10.14,220,12951.89,2024,2,9,Thursday
2024-02-29,Store_B,5913280.58,770,1649.0,33.61,9.8016,525,11263.39,2024,2,9,Thursday
2024-02-29,Store_C,1946413.27,305,1071.0,21.08,9.72278846153846,208,9357.76,2024,2,9,Thursday
2024-02-29,Store_D,5519687.72,617,2330.0,19.54,9.935011764705882,425,12987.5,2024,2,9,Thursday
2024-02-29,Store_E,4970956.14,606,1637.0,27.390000000000004,10.160167865707434,417,11920.76,2024,2,9,Thursday
2024-03-01,Store_A,3745570.6,460,1189.0,27.41,10.374212218649518,311,12043.64,2024,3,9,Friday
2024-03-01,Store_B,4265353.77,507,1597.0,23.79,9.959971014492753,345,12363.34,2024,3,9,Friday
2024-03-01,Store_C,4136281.38,444,944.0,34.38,10.173648208469055,307,13473.23,2024,3,9,Friday
2024-03-01,Store_D,5134088.8,601,1587.0,28.07,10.403770883054893,419,12253.2,2024,3,9,Friday
2024-03-01,Store_E,3855921.16,498,1135.0,31.78,10.163,340,11340.94,2024,3,9,Friday
2024-03-02,Store_A,3445095.38,364,1576.0,17.21,9.663803921568627,255,13510.18,2024,3,9,Saturday
2024-03-02,Store_B,6680895.95,959,2227.0,31.23,10.0603125,640,10438.9,2024,3,9,Saturday
2024-03-02,Store_C,4377094.42,582,1224.0,34.5,9.443664122137404,393,11137.64,2024,3,9,Saturday
2024-03-02,Store_D,4011090.92,575,2484.0,16.78,9.913907455012854,389,10311.29,2024,3,9,Saturday
2024-03-02,Store_E,4215852.94,530,1942.0,20.13,10.264404432132963,361,11678.26,2024,3,9,Saturday
2024-03-03,Store_A,2556084.15,341,1554.0,15.54,9.868982300884955,226,11310.11,2024,3,9,Sunday
2024-03-03,Store_B,3661503.2600000002,466,2048.0,16.45,9.551174603174603,315,11623.82,2024,3,9,Sunday
2024-03-03,Store_C,3918130.53,491,1254.0,29.28,10.195588235294117,340,11523.91,2024,3,9,Sunday
2024-03-03,Store_D,5432934.64,698,2871.0,18.37,10.517397540983605,488,11133.06,2024,3,9,Sunday
2024-03-03,Store_E,3960266.2,524,1552.0,24.9,10.018194444444445,360,11000.74,2024,3,9,Sunday
2024-03-04,Store_A,3041402.09,389,1198.0,22.87,10.358863636363637,264,11520.46,2024,3,10,Monday
2024-03-04,Store_B,4471902.61,559,1489.0,27.5,10.677161458333332,384,11645.58,2024,3,10,Monday
2024-03-04,Store_C,2883012.04,355,1069.0,24.71,10.190728744939271,247,11672.11,2024,3,10,Monday
2024-03-04,Store_D,5222167.37,643,1742.0,27.28,10.030719257540603,431,12116.4,2024,3,10,Monday
2024-03-04,Store_E,2922386.55,366,1203.0,22.05,9.746801619433198,247,11831.52,2024,3,10,Monday
2024-03-05,Store_A,7467091.76,1380,2355.0,30.709999999999997,25.165847328244276,655,11400.14,2024,3,10,Tuesday
2024-03-05,Store_B,4847884.05,903,2535.0,18.41,25.676365795724465,421,11515.16,2024,3,10,Tuesday
2024-03-05,Store_C,2901100.93,584,1753.0,17.19,25.65656934306569,274,10587.96,2024,3,10,Tuesday
2024-03-05,Store_D,7280316.05,1354,3018.0,24.16,25.238106870229007,655,11114.99,2024,3,10,Tuesday
2024-03-05,Store_E,7011573.09,1239,2096.0,31.090000000000003,25.090238907849827,586,11965.14,2024,3,10,Tuesday
2024-03-06,Store_A,4914964.01,1064,2414.0,23.14,24.9265483234714,507,9694.21,2024,3,10,Wednesday
2024-03-06,Store_B,5266694.05,969,2953.0,17.64,24.76737634408602,465,11326.22,2024,3,10,Wednesday
2024-03-06,Store_C,3902760.96,662,1675.0,21.46,24.540880503144653,318,12272.83,2024,3,10,Wednesday
2024-03-06,Store_D,7420158.03,1609,3485.0,24.69,24.85830310880829,772,9611.6,2024,3,10,Wednesday
2024-03-06,Store_E,5807670.52,1105,2158.0,27.4,25.31514177693762,529,10978.58,2024,3,10,Wednesday
2024-03-07,Store_A,3129940.71,643,2078.0,16.32,25.73869706840391,307,10195.25,2024,3,10,Thursday
2024-03-07,Store_B,6838858.85,1334,2793.0,24.61,24.54458003169572,631,10838.13,2024,3,10,Thursday
2024-03-07,Store_C,3117007.27,609,1746.0,17.64,24.910211267605632,284,10975.38,2024,3,10,Thursday
2024-03-07,Store_D,7971010.17,1652,2832.0,30.229999999999997,25.419491094147585,786,10141.23,2024,3,10,Thursday
2024-03-07,Store_E,7055809.6,1362,2364.0,29.910000000000004,24.490500782472616,639,11041.96,2024,3,10,Thursday
2024-03-08,Store_A,5401625.96,908,2171.0,22.18,25.60320185614849,431,12532.77,2024,3,10,Friday
2024-03-08,Store_B,8566367.84,1661,2839.0,31.82,24.900946450809464,803,10667.95,2024,3,10,Friday
2024-03-08,Store_C,6030702.66,1049,1715.0,31.769999999999996,24.87657731958763,485,12434.44,2024,3,10,Friday
2024-03-08,Store_D,7447318.96,1423,2854.0,26.440000000000005,24.216491994177584,687,10840.35,2024,3,10,Friday
2024-03-08,Store_E,6519082.34,1154,2369.0,25.6,24.560581818181817,550,11852.88,2024,3,10,Friday
2024-03-09,Store_A,8998407.11,1729,3034.0,30.6,24.66965102286402,831,10828.41,2024,3,10,Saturday
2024-03-09,Store_B,7628830.15,1536,3258.0,23.97,24.750683403068344,717,10639.93,2024,3,10,Saturday
2024-03-09,Store_C,10018396.83,1881,2790.0,34.89,24.740372040586244,887,11294.7,2024,3,10,Saturday
2024-03-09,Store_D,8424830.37,1490,4993.0,15.06,24.818857142857144,700,12035.47,2024,3,10,Saturday
2024-03-09,Store_E,7668442.91,1535,3199.0,24.640000000000004,25.174570637119114,722,10621.11,2024,3,10,Saturday
2024-03-10,Store_A,9215304.43,1696,3192.0,28.29,24.410061500615008,813,11334.94,2024,3,10,Sunday
2024-03-10,Store_B,12818854.2,2441,3765.0,33.91,24.955008547008546,1170,10956.29,2024,3,10,Sunday
2024-03-10,Store_C,4868464.54,795,2287.0,18.49,24.56848329048843,389,12515.33,2024,3,10,Sunday
2024-03-10,Store_D,9436783.97,1724,4862.0,18.61,24.45927797833935,831,11355.94,2024,3,10,Sunday
2024-03-10,Store_E,7968220.11,1523,2822.0,29.280000000000005,25.263986577181207,745,10695.6,2024,3,10,Sunday
2024-03-11,Store_A,6110689.8,1202,1939.0,32.62,24.462733686067022,567,10777.23,2024,3,11,Monday
2024-03-11,Store_B,5817075.57,1106,2822.0,21.05,24.999007490636703,534,10893.4,2024,3,11,Monday
2024-03-11,Store_C,4300824.56,865,1766.0,26.25,24.318421052631578,418,10289.05,2024,3,11,Monday
2024-03-11,Store_D,10804167.48,1897,3532.0,28.65,24.944185544768068,927,11654.98,2024,3,11,Monday
2024-03-11,Store_E,5285977.6,1041,2469.0,22.2,24.562067594433397,503,10508.9,2024,3,11,Monday
2024-03-12,Store_A,2592800.12,338,1357.0,19.0,10.276638655462186,238,10894.12,2024,3,11,Tuesday
2024-03-12,Store_B,2561049.44,399,1399.0,20.96,9.749657794676805,263,9737.83,2024,3,11,Tuesday
2024-03-12,Store_C,2477498.81,353,956.0,26.8,10.521787234042552,235,10542.55,2024,3,11,Tuesday
2024-03-12,Store_D,3603867.62,467,1850.0,17.99,10.10487012987013,308,11700.87,2024,3,11,Tuesday
2024-03-12,Store_E,2690744.62,320,1169.0,20.88,10.163499999999999,220,12230.66,2024,3,11,Tuesday
2024-03-13,Store_A,2719001.2,421,1185.0,26.21,10.375316901408452,284,9573.95,2024,3,11,Wednesday
2024-03-13,Store_B,4449191.43,557,1588.0,25.770000000000003,9.959784946236558,372,11960.19,2024,3,11,Wednesday
2024-03-13,Store_C,2848241.95,378,939.0,28.9,10.543861003861004,259,10997.07,2024,3,11,Wednesday
2024-03-13,Store_D,3325072.04,490,1840.0,20.03,9.819235294117647,340,9779.62,2024,3,11,Wednesday
2024-03-13,Store_E,3722658.62,502,1414.0,25.93,10.003165680473373,338,11013.78,2024,3,11,Wednesday
2024-03-14,Store_A,2601923.89,344,1243.0,21.75,10.16465306122449,245,10620.1,2024,3,11,Thursday
2024-03-14,Store_B,4058931.0300000003,487,1490.0,24.729999999999997,10.125516224188791,339,11973.25,2024,3,11,Thursday
2024-03-14,Store_C,3253619.73,472,1126.0,29.6,9.562884615384615,312,10428.27,2024,3,11,Thursday
2024-03-14,Store_D,5200723.65,711,2041.0,25.64,10.223138075313807,478,10880.18,2024,3,11,Thursday
2024-03-14,Store_E,2619164.13,369,1250.0,21.58,10.161102362204725,254,10311.67,2024,3,11,Thursday
2024-03-15,Store_A,2702037.59,338,1289.0,19.73,9.45716738197425,233,11596.73,2024,3,11,Friday
2024-03-15,Store_B,2179122.46,264,1303.0,15.18,9.945027322404371,183,11907.77,2024,3,11,Friday
2024-03-15,Store_C,2317616.75,310,1148.0,18.77,9.711707317073172,205,11305.45,2024,3,11,Friday
2024-03-15,Store_D,3741294.3,492,1793.0,20.21,10.289014925373134,335,11168.04,2024,3,11,Friday
2024-03-15,Store_E,4088680.67,496,1228.0,29.190000000000005,9.863172205438067,331,12352.51,2024,3,11,Friday
2024-03-16,Store_A,3120771.43,380,1773.0,16.09,9.048320610687023,262,11911.34,2024,3,11,Saturday
2024-03-16,Store_B,7317203.93,838,2129.0,29.2,9.94491379310345,580,12615.87,2024,3,11,Saturday
2024-03-16,Store_C,4433565.4,548,1516.0,26.52,10.757620320855615,374,11854.45,2024,3,11,Saturday
2024-03-16,Store_D,6649193.3,824,2271.0,26.3,10.215688405797103,552,12045.64,2024,3,11,Saturday
2024-03-16,Store_E,6696229.24,851,1842.0,34.71,10.168148788927335,578,11585.17,2024,3,11,Saturday
2024-03-17,Store_A,3313629.31,443,1762.0,20.02,10.157175324675324,308,10758.54,2024,3,11,Sunday
2024-03-17,Store_B,3463092.52,439,1829.0,17.34,10.58795302013423,298,11621.12,2024,3,11,Sunday
2024-03-17,Store_C,2816419.31,345,1572.0,16.11,9.809700854700854,234,12035.98,2024,3,11,Sunday
2024-03-17,Store_D,8246258.23,1074,2427.0,32.66,10.132995896032831,731,11280.79,2024,3,11,Sunday
2024-03-17,Store_E,5423782.15,719,1888.0,27.12,10.708382352941175,476,11394.5,2024,3,11,Sunday
2024-03-18,Store_A,2751364.59,391,1155.0,25.77,9.280000000000001,276,9968.71,2024,3,12,Monday
2024-03-18,Store_B,3770122.4,480,1570.0,22.27,10.041285266457681,319,11818.57,2024,3,12,Monday
2024-03-18,Store_C,1758507.58,251,995.0,18.82,9.312196531791907,173,10164.78,2024,3,12,Monday
2024-03-18,Store_D,2869457.68,380,1640.0,16.95,9.93988416988417,259,11078.99,2024,3,12,Monday
2024-03-18,Store_E,3592470.2600000002,498,1357.0,26.09,10.459910179640719,334,10755.9,2024,3,12,Monday
2024-03-19,Store_A,2159301.18,258,1292.0,15.24,9.423519553072625,179,12063.14,2024,3,12,Tuesday
2024-03-19,Store_B,2833168.22,380,1592.0,17.78,10.205603112840468,257,11024.0,2024,3,12,Tuesday
2024-03-19,Store_C,1728653.31,195,861.0,17.02,10.08842105263158,133,12997.39,2024,3,12,Tuesday
2024-03-19,Store_D,3413967.7800000003,495,1910.0,19.78,10.007617647058824,340,10041.08,2024,3,12,Tuesday
2024-03-19,Store_E,4460140.64,564,1341.0,31.259999999999998,10.02848167539267,382,11675.76,2024,3,12,Tuesday
2024-03-20,Store_A,3992250.29,557,1244.0,32.23,10.431989389920425,377,10589.52,2024,3,12,Wednesday
2024-03-20,Store_B,2850005.41,421,1475.0,20.6,11.096334519572954,281,10142.37,2024,3,12,Wednesday
2024-03-20,Store_C,1680818.11,243,959.0,17.45,9.7625625,160,10505.11,2024,3,12,Wednesday
2024-03-20,Store_D,6180056.37,829,2037.0,30.12,9.975999999999999,570,10842.2,2024,3,12,Wednesday
2024-03-20,Store_E,4479319.21,523,1138.0,33.13,9.854830508474576,354,12653.44,2024,3,12,Wednesday
2024-03-21,Store_A,3845464.98,556,1297.0,31.23,10.64782722513089,382,10066.66,2024,3,12,Thursday
2024-03-21,Store_B,4385234.46,593,1724.0,25.269999999999996,9.99332512315271,406,10801.07,2024,3,12,Thursday
2024-03-21,Store_C,3032491.83,388,1051.0,26.34,9.84626923076923,260,11663.43,2024,3,12,Thursday
2024-03-21,Store_D,5184659.11,740,1827.0,28.99,9.791521298174443,493,10516.55,2024,3,12,Thursday
2024-03-21,Store_E,2556137.57,367,1315.0,21.31,10.292047244094487,254,10063.53,2024,3,12,Thursday
2024-03-22,Store_A,5187564.5,961,2419.0,21.19,24.58458244111349,467,11108.28,2024,3,12,Friday
2024-03-22,Store_B,7554970.07,1310,2469.0,29.010000000000005,24.93028346456693,635,11897.59,2024,3,12,Friday
2024-03-22,Store_C,3116172.11,532,1662.0,18.09,24.58176029962547,267,11671.06,2024,3,12,Friday
2024-03-22,Store_D,5099158.33,1059,3691.0,15.18,25.218636363636364,506,10077.39,2024,3,12,Friday
2024-03-22,Store_E,6697211.79,1266,2677.0,24.55,25.084266666666664,600,11162.02,2024,3,12,Friday
2024-03-23,Store_A,10944293.74,2163,3290.0,33.75,25.053694779116466,996,10988.25,2024,3,12,Saturday
2024-03-23,Store_B,9070291.23,1733,3900.0,23.32,25.026849642004773,838,10823.74,2024,3,12,Saturday
2024-03-23,Store_C,9580200.96,1915,2894.0,34.4,25.114438325991188,908,10550.88,2024,3,12,Saturday
2024-03-23,Store_D,10660233.46,2025,4286.0,25.15,25.141683673469387,980,10877.79,2024,3,12,Saturday
2024-03-23,Store_E,6795127.66,1319,3076.0,23.15,24.7917868338558,638,10650.67,2024,3,12,Saturday
2024-03-24,Store_A,8670823.29,1616,2908.0,29.14,24.84339895013123,762,11379.03,2024,3,12,Sunday
2024-03-24,Store_B,9626871.959999999,1857,3869.0,25.319999999999997,25.320500000000003,880,10939.63,2024,3,12,Sunday
2024-03-24,Store_C,9007073.71,1750,2774.0,32.37,24.720652709359605,812,11092.46,2024,3,12,Sunday
2024-03-24,Store_D,10557429.43,2012,3945.0,27.62,24.51741468459152,967,10917.71,2024,3,12,Sunday
2024-03-24,Store_E,6978712.73,1426,2818.0,26.929999999999996,25.003994126284876,681,10247.74,2024,3,12,Sunday
2024-03-25,Store_A,6031107.17,1139,2198.0,26.89,24.701286764705884,544,11086.59,2024,3,13,Monday
2024-03-25,Store_B,5160676.42,1064,2608.0,21.38,24.63900596421471,503,10259.79,2024,3,13,Monday
2024-03-25,Store_C,3384937.88,645,1842.0,18.91,24.6306875,320,10577.93,2024,3,13,Monday
2024-03-25,Store_D,11407708.05,2242,3720.0,32.49,24.99072558139535,1075,10611.82,2024,3,13,Monday
2024-03-25,Store_E,6848824.38,1186,2642.0,23.76,25.08486818980668,569,12036.6,2024,3,13,Monday
2024-03-26,Store_A,3468188.34,671,2288.0,15.27,25.03354430379747,316,10975.28,2024,3,13,Tuesday
2024-03-26,Store_B,7476918.15,1491,3087.0,25.0,25.156198581560282,705,10605.56,2024,3,13,Tuesday
2024-03-26,Store_C,4152544.5,802,2283.0,17.97,25.776603773584906,371,11192.84,2024,3,13,Tuesday
2024-03-26,Store_D,8756619.65,1616,3361.0,25.86,24.56470588235294,782,11197.72,2024,3,13,Tuesday
2024-03-26,Store_E,5281289.01,1023,2512.0,21.59,24.8350916496945,491,10756.19,2024,3,13,Tuesday
2024-03-27,Store_A,4877454.26,966,2420.0,20.78,24.694144736842105,456,10696.17,2024,3,13,Wednesday
2024-03-27,Store_B,6287875.78,1271,3230.0,20.14,24.281970198675495,604,10410.39,2024,3,13,Wednesday
2024-03-27,Store_C,5498575.1,972,2206.0,24.68,24.057909836065573,488,11267.57,2024,3,13,Wednesday
2024-03-27,Store_D,12683189.209999999,2421,4263.0,29.92,25.00533678756477,1158,10952.67,2024,3,13,Wednesday
2024-03-27,Store_E,6820146.15,1218,2913.0,22.09,24.841310924369747,595,11462.43,2024,3,13,Wednesday
2024-03-28,Store_A,7374328.56,1316,2657.0,25.78,24.25769716088328,634,11631.43,2024,3,13,Thursday
2024-03-28,Store_B,4605144.37,899,2955.0,16.59,25.051080459770112,435,10586.54,2024,3,13,Thursday
2024-03-28,Store_C,3498151.93,720,2160.0,18.14,25.291782729805014,359,9744.16,2024,3,13,Thursday
2024-03-28,Store_D,13185259.64,2131,3512.0,33.12,24.560644850818093,1039,12690.34,2024,3,13,Thursday
2024-03-28,Store_E,7036771.4,1245,2742.0,24.52,25.11900166389351,601,11708.44,2024,3,13,Thursday
2024-03-29,Store_A,4221610.6,522,1450.0,27.28,9.63078431372549,357,11825.24,2024,3,13,Friday
2024-03-29,Store_B,3141211.02,439,1620.0,20.4,9.890806451612903,310,10132.94,2024,3,13,Friday
2024-03-29,Store_C,3006732.73,343,1244.0,20.83,9.478423236514523,241,12476.07,2024,3,13,Friday
2024-03-29,Store_D,6253360.6,825,1902.0,31.069999999999997,9.71601801801802,555,11267.32,2024,3,13,Friday
2024-03-29,Store_E,4781128.39,610,1463.0,30.93,10.358595238095237,420,11383.64,2024,3,13,Friday
2024-03-30,Store_A,5062424.82,623,2258.0,20.49,10.082064220183486,436,11611.07,2024,3,13,Saturday
2024-03-30,Store_B,6730616.96,950,2763.0,24.84,9.857265625,640,10516.59,2024,3,13,Saturday
2024-03-30,Store_C,4475347.88,516,1559.0,23.94,10.40867816091954,348,12860.2,2024,3,13,Saturday
2024-03-30,Store_D,5345738.11,681,3281.0,15.569999999999999,10.322142857142858,476,11230.54,2024,3,13,Saturday
2024-03-30,Store_E,5060738.05,671,1942.0,24.95,10.18592190889371,461,10977.74,2024,3,13,Saturday
2024-03-31,Store_A,3635332.57,548,1733.0,23.31,9.7573474801061,377,9642.79,2024,3,13,Sunday
2024-03-31,Store_B,7694464.41,905,2170.0,31.210000000000004,9.88561797752809,623,12350.67,2024,3,13,Sunday
2024-03-31,Store_C,5165207.9799999995,729,1769.0,30.26,10.423601609657947,497,10392.77,2024,3,13,Sunday
2024-03-31,Store_D,9415984.87,1252,3342.0,27.47,10.062793427230046,852,11051.63,2024,3,13,Sunday
2024-03-31,Store_E,9111188.19,1122,2458.0,34.24,10.433285714285715,770,11832.71,2024,3,13,Sunday
2024-04-01,Store_A,3295226.2800000003,482,1139.0,31.11,9.97516923076923,325,10139.16,2024,4,14,Monday
2024-04-01,Store_B,5050948.5200000005,637,1480.0,32.11,10.110940366972477,436,11584.74,2024,4,14,Monday
2024-04-01,Store_C,2263522.13,270,1035.0,19.48,11.258202247191011,178,12716.42,2024,4,14,Monday
2024-04-01,Store_D,4747873.1,714,1739.0,30.07,10.198612836438924,483,9829.97,2024,4,14,Monday
2024-04-01,Store_E,2081361.04,260,1203.0,15.42,10.394457142857142,175,11893.49,2024,4,14,Monday
2024-04-02,Store_A,2939365.74,465,1214.0,28.079999999999995,10.35378125,320,9185.52,2024,4,14,Tuesday
2024-04-02,Store_B,5067324.68,557,1291.0,32.76,9.717124352331606,386,13127.78,2024,4,14,Tuesday
2024-04-02,Store_C,2375195.86,315,914.0,26.16,10.421851851851851,216,10996.28,2024,4,14,Tuesday
2024-04-02,Store_D,3632459.75,418,1765.0,18.34,10.032466216216216,296,12271.82,2024,4,14,Tuesday
2024-04-02,Store_E,3347615.97,423,1311.0,22.97,10.116105263157895,285,11746.02,2024,4,14,Tuesday
2024-04-03,Store_A,3597822.46,488,1139.0,31.6,10.265194029850747,335,10739.77,2024,4,14,Wednesday
2024-04-03,Store_B,3872271.04,394,1345.0,22.14,10.130397111913357,277,13979.32,2024,4,14,Wednesday
2024-04-03,Store_C,3564381.38,437,1087.0,29.649999999999995,10.666303630363036,303,11763.63,2024,4,14,Wednesday
2024-04-03,Store_D,6261213.48,862,2048.0,30.4,10.326683937823834,579,10813.84,2024,4,14,Wednesday
2024-04-03,Store_E,3509007.4499999997,400,1360.0,22.22,9.941672727272728,275,12760.03,2024,4,14,Wednesday
2024-04-04,Store_A,1812534.36,281,1312.0,15.31,9.615271739130435,184,9850.73,2024,4,14,Thursday
2024-04-04,Store_B,3001507.29,376,1448.0,18.96,9.562557251908396,262,11456.13,2024,4,14,Thursday
2024-04-04,Store_C,1733695.18,201,977.0,15.610000000000001,9.907357142857142,140,12383.54,2024,4,14,Thursday
2024-04-04,Store_D,6073112.63,810,1856.0,32.29,10.125407801418438,564,10767.93,2024,4,14,Thursday
2024-04-04,Store_E,2634682.4,292,1247.0,17.81,10.009754901960784,204,12915.11,2024,4,14,Thursday
2024-04-05,Store_A,2312477.6,307,1076.0,21.77,10.314523809523811,210,11011.8,2024,4,14,Friday
2024-04-05,Store_B,2848677.0,411,1486.0,19.73,10.271805054151624,277,10284.03,2024,4,14,Friday
2024-04-05,Store_C,2499072.86,301,1092.0,21.04,9.782264150943396,212,11788.08,2024,4,14,Friday
2024-04-05,Store_D,6171430.35,808,1803.0,32.61,10.24230490018149,551,11200.42,2024,4,14,Friday
2024-04-05,Store_E,2536947.87,352,1372.0,20.14,10.200406504065041,246,10312.8,2024,4,14,Friday
2024-04-06,Store_A,5088344.0600000005,735,1805.0,29.33,10.090371134020618,485,10491.43,2024,4,14,Saturday
2024-04-06,Store_B,4375414.62,492,2114.0,17.14,10.216991150442478,339,12906.83,2024,4,14,Saturday
2024-04-06,Store_C,3710029.41,406,1490.0,19.76,10.483321033210332,271,13690.15,2024,4,14,Saturday
2024-04-06,Store_D,4399466.41,572,2479.0,16.98,9.872685421994884,391,11251.83,2024,4,14,Saturday
2024-04-06,Store_E,3667909.79,458,1820.0,18.85,9.827859424920128,313,11718.56,2024,4,14,Saturday
2024-04-07,Store_A,3699664.55,459,1701.0,20.51,10.147492063492063,315,11744.97,2024,4,14,Sunday
2024-04-07,Store_B,5507940.85,671,2034.0,24.28,10.535586956521739,460,11973.78,2024,4,14,Sunday
2024-04-07,Store_C,3341141.92,420,1318.0,23.49,10.370644067796611,295,11325.9,2024,4,14,Sunday
2024-04-07,Store_D,8051532.99,1083,2282.0,34.78,10.29763907734057,737,10924.74,2024,4,14,Sunday
2024-04-07,Store_E,3091207.98,435,1784.0,18.12,10.166868686868687,297,10408.11,2024,4,14,Sunday
